alpha,dictionary,horizon,target,seed,nmse
0.25,cdf_legendre,4,cdf,630016,0.9318369858077844
0.25,cdf_legendre,4,cdf,630017,0.9782195208260501
0.25,cdf_legendre,4,cdf,630018,0.9533999801171216
0.25,cdf_legendre,4,cdf,630019,0.9014765745463605
0.25,cdf_legendre,4,cdf,630020,0.9031064486162759
0.25,cdf_legendre,4,cdf,630021,0.978245011517172
0.25,cdf_legendre,4,cdf,630022,0.9423618654018839
0.25,cdf_legendre,4,cdf,630023,0.9882771622943657
0.25,cdf_rbf,1,cayley,630000,3.5802590116036786e-05
0.25,cdf_rbf,1,cayley,630001,3.606347630575431e-05
0.25,cdf_rbf,1,cayley,630002,3.518156691688212e-05
0.25,cdf_rbf,1,cayley,630003,3.550829744014475e-05
0.25,cdf_rbf,1,cayley,630004,3.604378757189562e-05
0.25,cdf_rbf,1,cayley,630005,3.5469533197687434e-05
0.25,cdf_rbf,1,cayley,630006,3.521159653501298e-05
0.25,cdf_rbf,1,cayley,630007,3.44538995404472e-05
0.25,cdf_rbf,1,cayley,630008,3.588260936630605e-05
0.25,cdf_rbf,1,cayley,630009,3.552452536387062e-05
0.25,cdf_rbf,1,cayley,630010,3.4158718184419074e-05
0.25,cdf_rbf,1,cayley,630011,3.492526442933197e-05
0.25,cdf_rbf,1,cayley,630012,3.494337824297432e-05
0.25,cdf_rbf,1,cayley,630013,3.7527026956165546e-05
0.25,cdf_rbf,1,cayley,630014,3.536289001736626e-05
0.25,cdf_rbf,1,cayley,630015,3.5847461000111956e-05
0.25,cdf_rbf,1,cayley,630016,3.6198905911732214e-05
0.25,cdf_rbf,1,cayley,630017,3.6039350381247174e-05
0.25,cdf_rbf,1,cayley,630018,3.570081936414448e-05
0.25,cdf_rbf,1,cayley,630019,3.547777342280178e-05
0.25,cdf_rbf,1,cayley,630020,3.57437218234562e-05
0.25,cdf_rbf,1,cayley,630021,3.6303328860191996e-05
0.25,cdf_rbf,1,cayley,630022,3.5640080193161516e-05
0.25,cdf_rbf,1,cayley,630023,3.6362160101371886e-05
0.25,cdf_rbf,1,cdf,630000,0.09954548532167079
0.25,cdf_rbf,1,cdf,630001,0.09089732822487767
0.25,cdf_rbf,1,cdf,630002,0.09143575622615444
0.25,cdf_rbf,1,cdf,630003,0.08820486437179673
0.25,cdf_rbf,1,cdf,630004,0.09445568864201583
0.25,cdf_rbf,1,cdf,630005,0.09333650808026822
0.25,cdf_rbf,1,cdf,630006,0.10357721073907308
0.25,cdf_rbf,1,cdf,630007,0.08131453049156012
0.25,cdf_rbf,1,cdf,630008,0.09725337260750602
0.25,cdf_rbf,1,cdf,630009,0.10088154816430087
0.25,cdf_rbf,1,cdf,630010,0.08521643002019183
0.25,cdf_rbf,1,cdf,630011,0.09653685165021976
0.25,cdf_rbf,1,cdf,630012,0.09688040453676518
0.25,cdf_rbf,1,cdf,630013,0.10831001396044701
0.25,cdf_rbf,1,cdf,630014,0.09531622214964702
0.25,cdf_rbf,1,cdf,630015,0.11202701555993191
0.25,cdf_rbf,1,cdf,630016,0.10193092500823778
0.25,cdf_rbf,1,cdf,630017,0.10442471728821166
0.25,cdf_rbf,1,cdf,630018,0.10157049021289248
0.25,cdf_rbf,1,cdf,630019,0.09451444738700117
0.25,cdf_rbf,1,cdf,630020,0.09335138982758245
0.25,cdf_rbf,1,cdf,630021,0.11433520825806838
0.25,cdf_rbf,1,cdf,630022,0.10640244042809624
0.25,cdf_rbf,1,cdf,630023,0.1098550116368496
0.25,cdf_rbf,2,cayley,630000,0.02462007481950219
0.25,cdf_rbf,2,cayley,630001,0.02214765900687261
0.25,cdf_rbf,2,cayley,630002,0.019504136697827044
0.25,cdf_rbf,2,cayley,630003,0.0225435709893341
0.25,cdf_rbf,2,cayley,630004,0.02164503036364788
0.25,cdf_rbf,2,cayley,630005,0.018484142953221625
0.25,cdf_rbf,2,cayley,630006,0.020697193106398597
0.25,cdf_rbf,2,cayley,630007,0.018450122729194357
0.25,cdf_rbf,2,cayley,630008,0.021358009702470922
0.25,cdf_rbf,2,cayley,630009,0.018989522301718697
0.25,cdf_rbf,2,cayley,630010,0.017164733449567853
0.25,cdf_rbf,2,cayley,630011,0.01700690310305723
0.25,cdf_rbf,2,cayley,630012,0.02145236302312081
0.25,cdf_rbf,2,cayley,630013,0.026845903991970285
0.25,cdf_rbf,2,cayley,630014,0.020206192811644656
0.25,cdf_rbf,2,cayley,630015,0.024806740109237765
0.25,cdf_rbf,2,cayley,630016,0.02264693165013184
0.25,cdf_rbf,2,cayley,630017,0.020602667669056204
0.25,cdf_rbf,2,cayley,630018,0.021061881050327025
0.25,cdf_rbf,2,cayley,630019,0.019394165475852456
0.25,cdf_rbf,2,cayley,630020,0.018564644700655754
0.25,cdf_rbf,2,cayley,630021,0.020244159251444883
0.25,cdf_rbf,2,cayley,630022,0.021383929459493654
0.25,cdf_rbf,2,cayley,630023,0.02119827991893979
0.25,cdf_rbf,2,cdf,630000,0.2689293498264722
0.25,cdf_rbf,2,cdf,630001,0.25964056639173755
0.25,cdf_rbf,2,cdf,630002,0.2561242703209434
0.25,cdf_rbf,2,cdf,630003,0.24872379965826807
0.25,cdf_rbf,2,cdf,630004,0.2622291354947465
0.25,cdf_rbf,2,cdf,630005,0.26208956732599176
0.25,cdf_rbf,2,cdf,630006,0.2777382412655015
0.25,cdf_rbf,2,cdf,630007,0.23290867281384223
0.25,cdf_rbf,2,cdf,630008,0.2693297932657191
0.25,cdf_rbf,2,cdf,630009,0.270416355141286
0.25,cdf_rbf,2,cdf,630010,0.23154213126290377
0.25,cdf_rbf,2,cdf,630011,0.2564644913183375
0.25,cdf_rbf,2,cdf,630012,0.25789118945564143
0.25,cdf_rbf,2,cdf,630013,0.29197872744928305
0.25,cdf_rbf,2,cdf,630014,0.2665691969291299
0.25,cdf_rbf,2,cdf,630015,0.29150212830947675
0.25,cdf_rbf,2,cdf,630016,0.26510768226177245
0.25,cdf_rbf,2,cdf,630017,0.28650220414999833
0.25,cdf_rbf,2,cdf,630018,0.2740515902013301
0.25,cdf_rbf,2,cdf,630019,0.26071981045168824
0.25,cdf_rbf,2,cdf,630020,0.2599169363246051
0.25,cdf_rbf,2,cdf,630021,0.3002897210688389
0.25,cdf_rbf,2,cdf,630022,0.28894441668993154
0.25,cdf_rbf,2,cdf,630023,0.29210646135822543
0.25,cdf_rbf,3,cayley,630000,0.4500041144236491
0.25,cdf_rbf,3,cayley,630001,0.41915640744401067
0.25,cdf_rbf,3,cayley,630002,0.4004678957465264
0.25,cdf_rbf,3,cayley,630003,0.42074684420816194
0.25,cdf_rbf,3,cayley,630004,0.4165133790155732
0.25,cdf_rbf,3,cayley,630005,0.4008060645163582
0.25,cdf_rbf,3,cayley,630006,0.4249100169689968
0.25,cdf_rbf,3,cayley,630007,0.3749525440798719
0.25,cdf_rbf,3,cayley,630008,0.4259643910230288
0.25,cdf_rbf,3,cayley,630009,0.4017446489416885
0.25,cdf_rbf,3,cayley,630010,0.3659220478226223
0.25,cdf_rbf,3,cayley,630011,0.3813004679077083
0.25,cdf_rbf,3,cayley,630012,0.41986629894054145
0.25,cdf_rbf,3,cayley,630013,0.47369985559420535
0.25,cdf_rbf,3,cayley,630014,0.41305695081242505
0.25,cdf_rbf,3,cayley,630015,0.4693147676333961
0.25,cdf_rbf,3,cayley,630016,0.43098795542787144
0.25,cdf_rbf,3,cayley,630017,0.4404292829302337
0.25,cdf_rbf,3,cayley,630018,0.4250448512520908
0.25,cdf_rbf,3,cayley,630019,0.3979949200659785
0.25,cdf_rbf,3,cayley,630020,0.39040396445240344
0.25,cdf_rbf,3,cayley,630021,0.4435334535276884
0.25,cdf_rbf,3,cayley,630022,0.4384499636966102
0.25,cdf_rbf,3,cayley,630023,0.44510231066012695
0.25,cdf_rbf,3,cdf,630000,0.6858687109515423
0.25,cdf_rbf,3,cdf,630001,0.6653749367045554
0.25,cdf_rbf,3,cdf,630002,0.6629700338664744
0.25,cdf_rbf,3,cdf,630003,0.6518871946814067
0.25,cdf_rbf,3,cdf,630004,0.6561589444021264
0.25,cdf_rbf,3,cdf,630005,0.6587613038727345
0.25,cdf_rbf,3,cdf,630006,0.6741985033577776
0.25,cdf_rbf,3,cdf,630007,0.599739606731128
0.25,cdf_rbf,3,cdf,630008,0.6781162538140623
0.25,cdf_rbf,3,cdf,630009,0.6446117889476588
0.25,cdf_rbf,3,cdf,630010,0.5882141618540758
0.25,cdf_rbf,3,cdf,630011,0.612878099802146
0.25,cdf_rbf,3,cdf,630012,0.6435272166016746
0.25,cdf_rbf,3,cdf,630013,0.7237297865579868
0.25,cdf_rbf,3,cdf,630014,0.6724384615085571
0.25,cdf_rbf,3,cdf,630015,0.7224749317417473
0.25,cdf_rbf,3,cdf,630016,0.6339898514284665
0.25,cdf_rbf,3,cdf,630017,0.7220180731272834
0.25,cdf_rbf,3,cdf,630018,0.672857487619284
0.25,cdf_rbf,3,cdf,630019,0.6359658397292473
0.25,cdf_rbf,3,cdf,630020,0.6172512357941878
0.25,cdf_rbf,3,cdf,630021,0.7294598831459204
0.25,cdf_rbf,3,cdf,630022,0.7181010333286346
0.25,cdf_rbf,3,cdf,630023,0.7074600013103203
0.25,cdf_rbf,4,cayley,630000,0.8496081853374878
0.25,cdf_rbf,4,cayley,630001,0.8404927292943576
0.25,cdf_rbf,4,cayley,630002,0.8276713260351841
0.25,cdf_rbf,4,cayley,630003,0.8448228743041829
0.25,cdf_rbf,4,cayley,630004,0.8476415239430751
0.25,cdf_rbf,4,cayley,630005,0.8511896621820669
0.25,cdf_rbf,4,cayley,630006,0.8364871769027369
0.25,cdf_rbf,4,cayley,630007,0.8115180599519192
0.25,cdf_rbf,4,cayley,630008,0.8424146053209651
0.25,cdf_rbf,4,cayley,630009,0.8272127514511011
0.25,cdf_rbf,4,cayley,630010,0.8114225457606391
0.25,cdf_rbf,4,cayley,630011,0.844553417024889
0.25,cdf_rbf,4,cayley,630012,0.8472369943263732
0.25,cdf_rbf,4,cayley,630013,0.8685979101175726
0.25,cdf_rbf,4,cayley,630014,0.8350780895663584
0.25,cdf_rbf,4,cayley,630015,0.8615312834318006
0.25,cdf_rbf,4,cayley,630016,0.8696888041697144
0.25,cdf_rbf,4,cayley,630017,0.8840303656188043
0.25,cdf_rbf,4,cayley,630018,0.8553865794090654
0.25,cdf_rbf,4,cayley,630019,0.8326051367398792
0.25,cdf_rbf,4,cayley,630020,0.8467437802181548
0.25,cdf_rbf,4,cayley,630021,0.8872591648653797
0.25,cdf_rbf,4,cayley,630022,0.8513417422716155
0.25,cdf_rbf,4,cayley,630023,0.8848902506956482
0.25,cdf_rbf,4,cdf,630000,0.9341704040330567
0.25,cdf_rbf,4,cdf,630001,0.8999078936695194
0.25,cdf_rbf,4,cdf,630002,0.8972071392158779
0.25,cdf_rbf,4,cdf,630003,0.9049652674614705
0.25,cdf_rbf,4,cdf,630004,0.9271417743723291
0.25,cdf_rbf,4,cdf,630005,0.9271208957839059
0.25,cdf_rbf,4,cdf,630006,0.9074627488934248
0.25,cdf_rbf,4,cdf,630007,0.8677417031532778
0.25,cdf_rbf,4,cdf,630008,0.9204034613677654
0.25,cdf_rbf,4,cdf,630009,0.8880490765426733
0.25,cdf_rbf,4,cdf,630010,0.8560747813457776
0.25,cdf_rbf,4,cdf,630011,0.8884212673568266
0.25,cdf_rbf,4,cdf,630012,0.9213804322586443
0.25,cdf_rbf,4,cdf,630013,0.9532200911025954
0.25,cdf_rbf,4,cdf,630014,0.9132466551224699
0.25,cdf_rbf,4,cdf,630015,0.9497418773666335
0.25,cdf_rbf,4,cdf,630016,0.9449391364604572
0.25,cdf_rbf,4,cdf,630017,0.9714836163762608
0.25,cdf_rbf,4,cdf,630018,0.9558481830778509
0.25,cdf_rbf,4,cdf,630019,0.9006421501153364
0.25,cdf_rbf,4,cdf,630020,0.9206360388262089
0.25,cdf_rbf,4,cdf,630021,0.974799094109551
0.25,cdf_rbf,4,cdf,630022,0.9229348761464063
0.25,cdf_rbf,4,cdf,630023,0.979399081123967
0.5,tm,1,cayley,630000,6.6228588592990326e-09
0.5,tm,1,cayley,630001,6.628451966941712e-09
0.5,tm,1,cayley,630002,6.622134779387553e-09
0.5,tm,1,cayley,630003,6.626797495235831e-09
0.5,tm,1,cayley,630004,6.623119895553033e-09
0.5,tm,1,cayley,630005,6.6255750068192284e-09
0.5,tm,1,cayley,630006,6.620170425366605e-09
0.5,tm,1,cayley,630007,6.618660237245556e-09
0.5,tm,1,cayley,630008,6.620892500031119e-09
0.5,tm,1,cayley,630009,6.625316525948579e-09
0.5,tm,1,cayley,630010,6.6319138523544076e-09
0.5,tm,1,cayley,630011,6.626616484411625e-09
0.5,tm,1,cayley,630012,6.617832503575447e-09
0.5,tm,1,cayley,630013,6.618942362289911e-09
0.5,tm,1,cayley,630014,6.623573376769637e-09
0.5,tm,1,cayley,630015,6.6285747275457284e-09
0.5,tm,1,cayley,630016,6.630826223700954e-09
0.5,tm,1,cayley,630017,6.6297412285695485e-09
0.5,tm,1,cayley,630018,6.623842754344116e-09
0.5,tm,1,cayley,630019,6.629914666129811e-09
0.5,tm,1,cayley,630020,6.6213920813665625e-09
0.5,tm,1,cayley,630021,6.63152365239126e-09
0.5,tm,1,cayley,630022,6.6227897617232395e-09
0.5,tm,1,cayley,630023,6.620595871950746e-09
0.5,tm,1,cdf,630000,0.13059965392187864
0.5,tm,1,cdf,630001,0.14954911805570525
0.5,tm,1,cdf,630002,0.1604375209081782
0.5,tm,1,cdf,630003,0.11469417005920321
0.5,tm,1,cdf,630004,0.11264651847274669
0.5,tm,1,cdf,630005,0.12242522318511494
0.5,tm,1,cdf,630006,0.1466231572912164
0.5,tm,1,cdf,630007,0.11815959271138554
0.5,tm,1,cdf,630008,0.15878024872486773
0.5,tm,1,cdf,630009,0.14681612047576129
0.5,tm,1,cdf,630010,0.15528426140253568
0.5,tm,1,cdf,630011,0.13552076424598716
0.5,tm,1,cdf,630012,0.144555680407752
0.5,tm,1,cdf,630013,0.12267060864104071
0.5,tm,1,cdf,630014,0.1270538708196524
0.5,tm,1,cdf,630015,0.13293191904996735
0.5,tm,1,cdf,630016,0.14635005883362093
0.5,tm,1,cdf,630017,0.13471616134076536
0.5,tm,1,cdf,630018,0.1495085610297977
0.5,tm,1,cdf,630019,0.1455177289275197
0.5,tm,1,cdf,630020,0.13383940876305664
0.5,tm,1,cdf,630021,0.12319724329707847
0.5,tm,1,cdf,630022,0.14188845709596604
0.5,tm,1,cdf,630023,0.13903500424316817
0.5,tm,2,cayley,630000,1.490272894320138e-08
0.5,tm,2,cayley,630001,1.4909322233287222e-08
0.5,tm,2,cayley,630002,1.4899643761227365e-08
0.5,tm,2,cayley,630003,1.4908143391339763e-08
0.5,tm,2,cayley,630004,1.4905074769856424e-08
0.5,tm,2,cayley,630005,1.4906900731512086e-08
0.5,tm,2,cayley,630006,1.4896960185914342e-08
0.5,tm,2,cayley,630007,1.4895890714031739e-08
0.5,tm,2,cayley,630008,1.4897003717493729e-08
0.5,tm,2,cayley,630009,1.4902515175559813e-08
0.5,tm,2,cayley,630010,1.491606405027401e-08
0.5,tm,2,cayley,630011,1.4901491088506023e-08
0.5,tm,2,cayley,630012,1.4892509785259425e-08
0.5,tm,2,cayley,630013,1.4891088904494912e-08
0.5,tm,2,cayley,630014,1.4902018959622144e-08
0.5,tm,2,cayley,630015,1.491041594881614e-08
0.5,tm,2,cayley,630016,1.4914711006526874e-08
0.5,tm,2,cayley,630017,1.4911980474865866e-08
0.5,tm,2,cayley,630018,1.4898799069938955e-08
0.5,tm,2,cayley,630019,1.4912993897625438e-08
0.5,tm,2,cayley,630020,1.489786854198194e-08
0.5,tm,2,cayley,630021,1.4913158428597057e-08
0.5,tm,2,cayley,630022,1.4902396444605646e-08
0.5,tm,2,cayley,630023,1.4896403287246886e-08
0.5,tm,2,cdf,630000,0.23344960458612005
0.5,tm,2,cdf,630001,0.2506910242949388
0.5,tm,2,cdf,630002,0.28716403448131333
0.5,tm,2,cdf,630003,0.2112868892679208
0.5,tm,2,cdf,630004,0.21709206734961242
0.5,tm,2,cdf,630005,0.22450839797758051
0.5,tm,2,cdf,630006,0.24878678941744856
0.5,tm,2,cdf,630007,0.23051582162868509
0.5,tm,2,cdf,630008,0.272245286610055
0.5,tm,2,cdf,630009,0.2508090510192295
0.5,tm,2,cdf,630010,0.2628291926091001
0.5,tm,2,cdf,630011,0.23888677617013288
0.5,tm,2,cdf,630012,0.24829633732275566
0.5,tm,2,cdf,630013,0.23492300670610142
0.5,tm,2,cdf,630014,0.22256435304346733
0.5,tm,2,cdf,630015,0.23251525715854238
0.5,tm,2,cdf,630016,0.2547769535712631
0.5,tm,2,cdf,630017,0.2335311436430745
0.5,tm,2,cdf,630018,0.25409185688242847
0.5,tm,2,cdf,630019,0.25595010050444095
0.5,tm,2,cdf,630020,0.23645615385424223
0.5,tm,2,cdf,630021,0.21932696105115534
0.5,tm,2,cdf,630022,0.2506676960979093
0.5,tm,2,cdf,630023,0.24885390897730086
0.5,tm,3,cayley,630000,2.650150270528921e-08
0.5,tm,3,cayley,630001,2.6498816144046253e-08
0.5,tm,3,cayley,630002,2.6507321666216454e-08
0.5,tm,3,cayley,630003,2.6504953918214687e-08
0.5,tm,3,cayley,630004,2.650134277663634e-08
0.5,tm,3,cayley,630005,2.6508636927479216e-08
0.5,tm,3,cayley,630006,2.6479241620309934e-08
0.5,tm,3,cayley,630007,2.649105897858306e-08
0.5,tm,3,cayley,630008,2.6491560878657854e-08
0.5,tm,3,cayley,630009,2.650459922645609e-08
0.5,tm,3,cayley,630010,2.651799845960989e-08
0.5,tm,3,cayley,630011,2.6490054222625158e-08
0.5,tm,3,cayley,630012,2.6484229870532958e-08
0.5,tm,3,cayley,630013,2.647489595431337e-08
0.5,tm,3,cayley,630014,2.6488560944702525e-08
0.5,tm,3,cayley,630015,2.6497653553661195e-08
0.5,tm,3,cayley,630016,2.652838374096389e-08
0.5,tm,3,cayley,630017,2.651374760695454e-08
0.5,tm,3,cayley,630018,2.6496466741841796e-08
0.5,tm,3,cayley,630019,2.6523985166606598e-08
0.5,tm,3,cayley,630020,2.648593136692559e-08
0.5,tm,3,cayley,630021,2.6506187766715767e-08
0.5,tm,3,cayley,630022,2.648520284873403e-08
0.5,tm,3,cayley,630023,2.6484536408916782e-08
0.5,tm,3,cdf,630000,0.3859992446873964
0.5,tm,3,cdf,630001,0.4008691921433444
0.5,tm,3,cdf,630002,0.45596772394331514
0.5,tm,3,cdf,630003,0.3571947294005597
0.5,tm,3,cdf,630004,0.3668195880233934
0.5,tm,3,cdf,630005,0.36927764059579615
0.5,tm,3,cdf,630006,0.40230880977185995
0.5,tm,3,cdf,630007,0.38682812750666934
0.5,tm,3,cdf,630008,0.42908823089278786
0.5,tm,3,cdf,630009,0.3974662504500715
0.5,tm,3,cdf,630010,0.4110551054080714
0.5,tm,3,cdf,630011,0.38988865918301024
0.5,tm,3,cdf,630012,0.4067763533923346
0.5,tm,3,cdf,630013,0.39128374364607266
0.5,tm,3,cdf,630014,0.3660560647978117
0.5,tm,3,cdf,630015,0.3796457930042641
0.5,tm,3,cdf,630016,0.40982206988049646
0.5,tm,3,cdf,630017,0.3827401852846979
0.5,tm,3,cdf,630018,0.4003198718378612
0.5,tm,3,cdf,630019,0.41007548372556113
0.5,tm,3,cdf,630020,0.3894376743347713
0.5,tm,3,cdf,630021,0.3632851131437023
0.5,tm,3,cdf,630022,0.4050956261552029
0.5,tm,3,cdf,630023,0.40399492372259144
0.5,tm,4,cayley,630000,1.0010863133428183
0.5,tm,4,cayley,630001,1.000114464036111
0.5,tm,4,cayley,630002,1.0029997863704392
0.5,tm,4,cayley,630003,1.0026921580638457
0.5,tm,4,cayley,630004,1.0021492662399998
0.5,tm,4,cayley,630005,1.0018702035538147
0.5,tm,4,cayley,630006,0.9995627824563904
0.5,tm,4,cayley,630007,1.0027904485819403
0.5,tm,4,cayley,630008,1.0016747765750817
0.5,tm,4,cayley,630009,1.0008273062152766
0.5,tm,4,cayley,630010,1.0018827437208968
0.5,tm,4,cayley,630011,0.9986158924049512
0.5,tm,4,cayley,630012,0.9999618222944774
0.5,tm,4,cayley,630013,0.9984478882996533
0.5,tm,4,cayley,630014,1.0000264884400887
0.5,tm,4,cayley,630015,1.0004033128131429
0.5,tm,4,cayley,630016,1.0033200530484907
0.5,tm,4,cayley,630017,1.0020216132228128
0.5,tm,4,cayley,630018,1.0000116071036547
0.5,tm,4,cayley,630019,1.0035254479219289
0.5,tm,4,cayley,630020,0.9991020781822944
0.5,tm,4,cayley,630021,0.9993551881516812
0.5,tm,4,cayley,630022,0.9995724594115449
0.5,tm,4,cayley,630023,1.0000482599404878
0.5,tm,4,cdf,630000,0.9933401771870349
0.5,tm,4,cdf,630001,0.9974248956882327
0.5,tm,4,cdf,630002,1.086877367463716
0.5,tm,4,cdf,630003,0.9694547978876077
0.5,tm,4,cdf,630004,0.9804103540150597
0.5,tm,4,cdf,630005,0.9803547544822497
0.5,tm,4,cdf,630006,1.0056026933681628
0.5,tm,4,cdf,630007,1.011503730117042
0.5,tm,4,cdf,630008,1.0364768282713182
0.5,tm,4,cdf,630009,0.9989328746029978
0.5,tm,4,cdf,630010,1.0014032137043114
0.5,tm,4,cdf,630011,1.0005527787453068
0.5,tm,4,cdf,630012,1.0253563290934582
0.5,tm,4,cdf,630013,1.013771079560543
0.5,tm,4,cdf,630014,0.960179952177337
0.5,tm,4,cdf,630015,0.9629873583708158
0.5,tm,4,cdf,630016,1.0085484248096064
0.5,tm,4,cdf,630017,0.9834872811356313
0.5,tm,4,cdf,630018,1.0036786036731649
0.5,tm,4,cdf,630019,1.0107983728700123
0.5,tm,4,cdf,630020,1.0004011623222984
0.5,tm,4,cdf,630021,0.943259107891617
0.5,tm,4,cdf,630022,1.0151731496086085
0.5,tm,4,cdf,630023,1.005895832913517
0.5,phase_fourier,1,cayley,630000,6.622858859028477e-09
0.5,phase_fourier,1,cayley,630001,6.6284519666645825e-09
0.5,phase_fourier,1,cayley,630002,6.6221347791264004e-09
0.5,phase_fourier,1,cayley,630003,6.62679749495352e-09
0.5,phase_fourier,1,cayley,630004,6.623119895281373e-09
0.5,phase_fourier,1,cayley,630005,6.625575006538614e-09
0.5,phase_fourier,1,cayley,630006,6.620170425091097e-09
0.5,phase_fourier,1,cayley,630007,6.618660236978599e-09
0.5,phase_fourier,1,cayley,630008,6.620892499768841e-09
0.5,phase_fourier,1,cayley,630009,6.625316525677972e-09
0.5,phase_fourier,1,cayley,630010,6.6319138520788985e-09
0.5,phase_fourier,1,cayley,630011,6.6266164841365615e-09
0.5,phase_fourier,1,cayley,630012,6.617832503301489e-09
0.5,phase_fourier,1,cayley,630013,6.618942362016515e-09
0.5,phase_fourier,1,cayley,630014,6.623573376488495e-09
0.5,phase_fourier,1,cayley,630015,6.628574727266775e-09
0.5,phase_fourier,1,cayley,630016,6.630826223419002e-09
0.5,phase_fourier,1,cayley,630017,6.629741228290641e-09
0.5,phase_fourier,1,cayley,630018,6.623842754068397e-09
0.5,phase_fourier,1,cayley,630019,6.629914665846012e-09
0.5,phase_fourier,1,cayley,630020,6.621392081086474e-09
0.5,phase_fourier,1,cayley,630021,6.63152365210862e-09
0.5,phase_fourier,1,cayley,630022,6.6227897614519756e-09
0.5,phase_fourier,1,cayley,630023,6.6205958716832746e-09
0.5,phase_fourier,1,cdf,630000,0.13059965392187875
0.5,phase_fourier,1,cdf,630001,0.1495491180557054
0.5,phase_fourier,1,cdf,630002,0.16043752090817798
0.5,phase_fourier,1,cdf,630003,0.11469417005920317
0.5,phase_fourier,1,cdf,630004,0.11264651847274677
0.5,phase_fourier,1,cdf,630005,0.12242522318511494
0.5,phase_fourier,1,cdf,630006,0.14662315729121636
0.5,phase_fourier,1,cdf,630007,0.11815959271138554
0.5,phase_fourier,1,cdf,630008,0.15878024872486782
0.5,phase_fourier,1,cdf,630009,0.14681612047576129
0.5,phase_fourier,1,cdf,630010,0.1552842614025356
0.5,phase_fourier,1,cdf,630011,0.1355207642459872
0.5,phase_fourier,1,cdf,630012,0.14455568040775205
0.5,phase_fourier,1,cdf,630013,0.12267060864104079
0.5,phase_fourier,1,cdf,630014,0.12705387081965258
0.5,phase_fourier,1,cdf,630015,0.13293191904996726
0.5,phase_fourier,1,cdf,630016,0.146350058833621
0.5,phase_fourier,1,cdf,630017,0.1347161613407653
0.5,phase_fourier,1,cdf,630018,0.1495085610297975
0.5,phase_fourier,1,cdf,630019,0.14551772892751974
0.5,phase_fourier,1,cdf,630020,0.13383940876305647
0.5,phase_fourier,1,cdf,630021,0.12319724329707844
0.5,phase_fourier,1,cdf,630022,0.14188845709596618
0.5,phase_fourier,1,cdf,630023,0.13903500424316828
0.5,phase_fourier,2,cayley,630000,1.490272894260337e-08
0.5,phase_fourier,2,cayley,630001,1.490932223270665e-08
0.5,phase_fourier,2,cayley,630002,1.489964376064288e-08
0.5,phase_fourier,2,cayley,630003,1.4908143390753447e-08
0.5,phase_fourier,2,cayley,630004,1.490507476926441e-08
0.5,phase_fourier,2,cayley,630005,1.4906900730914362e-08
0.5,phase_fourier,2,cayley,630006,1.4896960185324211e-08
0.5,phase_fourier,2,cayley,630007,1.4895890713446888e-08
0.5,phase_fourier,2,cayley,630008,1.4897003716911516e-08
0.5,phase_fourier,2,cayley,630009,1.4902515174968762e-08
0.5,phase_fourier,2,cayley,630010,1.4916064049670895e-08
0.5,phase_fourier,2,cayley,630011,1.490149108793038e-08
0.5,phase_fourier,2,cayley,630012,1.4892509784681881e-08
0.5,phase_fourier,2,cayley,630013,1.4891088903909536e-08
0.5,phase_fourier,2,cayley,630014,1.490201895902179e-08
0.5,phase_fourier,2,cayley,630015,1.4910415948216703e-08
0.5,phase_fourier,2,cayley,630016,1.4914711005935427e-08
0.5,phase_fourier,2,cayley,630017,1.4911980474277648e-08
0.5,phase_fourier,2,cayley,630018,1.4898799069339936e-08
0.5,phase_fourier,2,cayley,630019,1.4912993897018688e-08
0.5,phase_fourier,2,cayley,630020,1.4897868541397579e-08
0.5,phase_fourier,2,cayley,630021,1.4913158427999673e-08
0.5,phase_fourier,2,cayley,630022,1.4902396444023248e-08
0.5,phase_fourier,2,cayley,630023,1.489640328666653e-08
0.5,phase_fourier,2,cdf,630000,0.23344960458612005
0.5,phase_fourier,2,cdf,630001,0.25069102429493845
0.5,phase_fourier,2,cdf,630002,0.2871640344813135
0.5,phase_fourier,2,cdf,630003,0.2112868892679208
0.5,phase_fourier,2,cdf,630004,0.21709206734961253
0.5,phase_fourier,2,cdf,630005,0.22450839797758035
0.5,phase_fourier,2,cdf,630006,0.2487867894174485
0.5,phase_fourier,2,cdf,630007,0.23051582162868506
0.5,phase_fourier,2,cdf,630008,0.2722452866100552
0.5,phase_fourier,2,cdf,630009,0.2508090510192297
0.5,phase_fourier,2,cdf,630010,0.2628291926091002
0.5,phase_fourier,2,cdf,630011,0.23888677617013296
0.5,phase_fourier,2,cdf,630012,0.24829633732275552
0.5,phase_fourier,2,cdf,630013,0.23492300670610136
0.5,phase_fourier,2,cdf,630014,0.2225643530434673
0.5,phase_fourier,2,cdf,630015,0.23251525715854254
0.5,phase_fourier,2,cdf,630016,0.2547769535712631
0.5,phase_fourier,2,cdf,630017,0.2335311436430744
0.5,phase_fourier,2,cdf,630018,0.2540918568824283
0.5,phase_fourier,2,cdf,630019,0.255950100504441
0.5,phase_fourier,2,cdf,630020,0.23645615385424232
0.5,phase_fourier,2,cdf,630021,0.21932696105115532
0.5,phase_fourier,2,cdf,630022,0.25066769609790956
0.5,phase_fourier,2,cdf,630023,0.24885390897730095
0.5,phase_fourier,3,cayley,630000,2.650150270425685e-08
