alpha,dictionary,horizon,target,seed,nmse
0.25,euclidean_fourier,3,cayley,630011,0.6805218161900886
0.25,euclidean_fourier,3,cayley,630012,0.675565114498862
0.25,euclidean_fourier,3,cayley,630013,0.7016070176796259
0.25,euclidean_fourier,3,cayley,630014,0.6791978579893685
0.25,euclidean_fourier,3,cayley,630015,0.6909789463861091
0.25,euclidean_fourier,3,cayley,630016,0.6795627384362086
0.25,euclidean_fourier,3,cayley,630017,0.7145641314025964
0.25,euclidean_fourier,3,cayley,630018,0.6836628843332896
0.25,euclidean_fourier,3,cayley,630019,0.6845329828816455
0.25,euclidean_fourier,3,cayley,630020,0.6837377872132361
0.25,euclidean_fourier,3,cayley,630021,0.7171113052986876
0.25,euclidean_fourier,3,cayley,630022,0.6975631308011531
0.25,euclidean_fourier,3,cayley,630023,0.7068733309314646
0.25,euclidean_fourier,3,cdf,630000,0.8714849054344966
0.25,euclidean_fourier,3,cdf,630001,0.8619890793671745
0.25,euclidean_fourier,3,cdf,630002,0.8528448194342817
0.25,euclidean_fourier,3,cdf,630003,0.8437750707266729
0.25,euclidean_fourier,3,cdf,630004,0.864486428415487
0.25,euclidean_fourier,3,cdf,630005,0.8566126190715613
0.25,euclidean_fourier,3,cdf,630006,0.8520873183235586
0.25,euclidean_fourier,3,cdf,630007,0.8043830444707125
0.25,euclidean_fourier,3,cdf,630008,0.8789688572753387
0.25,euclidean_fourier,3,cdf,630009,0.8495375427291075
0.25,euclidean_fourier,3,cdf,630010,0.8081120381311003
0.25,euclidean_fourier,3,cdf,630011,0.8399861191140938
0.25,euclidean_fourier,3,cdf,630012,0.8463592627827977
0.25,euclidean_fourier,3,cdf,630013,0.9070193965047394
0.25,euclidean_fourier,3,cdf,630014,0.8456542343116007
0.25,euclidean_fourier,3,cdf,630015,0.8894914950405134
0.25,euclidean_fourier,3,cdf,630016,0.8752840236556805
0.25,euclidean_fourier,3,cdf,630017,0.9150193933947165
0.25,euclidean_fourier,3,cdf,630018,0.874188913366815
0.25,euclidean_fourier,3,cdf,630019,0.8449551300807424
0.25,euclidean_fourier,3,cdf,630020,0.8532586044781634
0.25,euclidean_fourier,3,cdf,630021,0.9262890764647661
0.25,euclidean_fourier,3,cdf,630022,0.87840571680919
0.25,euclidean_fourier,3,cdf,630023,0.9187797962331432
0.25,euclidean_fourier,4,cayley,630000,0.8664162998359753
0.25,euclidean_fourier,4,cayley,630001,0.8795298961472742
0.25,euclidean_fourier,4,cayley,630002,0.8759742178164667
0.25,euclidean_fourier,4,cayley,630003,0.8693807491064778
0.25,euclidean_fourier,4,cayley,630004,0.865229889405829
0.25,euclidean_fourier,4,cayley,630005,0.8820338459706442
0.25,euclidean_fourier,4,cayley,630006,0.8578889637959702
0.25,euclidean_fourier,4,cayley,630007,0.8606003751469499
0.25,euclidean_fourier,4,cayley,630008,0.8861982801153264
0.25,euclidean_fourier,4,cayley,630009,0.861191334732792
0.25,euclidean_fourier,4,cayley,630010,0.8522765768554442
0.25,euclidean_fourier,4,cayley,630011,0.871401597049089
0.25,euclidean_fourier,4,cayley,630012,0.86554661070783
0.25,euclidean_fourier,4,cayley,630013,0.8786851086294387
0.25,euclidean_fourier,4,cayley,630014,0.8704080599712505
0.25,euclidean_fourier,4,cayley,630015,0.8830971965709978
0.25,euclidean_fourier,4,cayley,630016,0.8778461210299833
0.25,euclidean_fourier,4,cayley,630017,0.8879349796145121
0.25,euclidean_fourier,4,cayley,630018,0.8760933049176448
0.25,euclidean_fourier,4,cayley,630019,0.8800109386490239
0.25,euclidean_fourier,4,cayley,630020,0.87776253366217
0.25,euclidean_fourier,4,cayley,630021,0.8916036891302442
0.25,euclidean_fourier,4,cayley,630022,0.8745098589456999
0.25,euclidean_fourier,4,cayley,630023,0.8789683482433248
0.25,euclidean_fourier,4,cdf,630000,0.9365106066032662
0.25,euclidean_fourier,4,cdf,630001,0.9279221726529086
0.25,euclidean_fourier,4,cdf,630002,0.9137173739813836
0.25,euclidean_fourier,4,cdf,630003,0.9235208089539795
0.25,euclidean_fourier,4,cdf,630004,0.9222031883611324
0.25,euclidean_fourier,4,cdf,630005,0.9308588132290794
0.25,euclidean_fourier,4,cdf,630006,0.9158747074772652
0.25,euclidean_fourier,4,cdf,630007,0.8850174925334025
0.25,euclidean_fourier,4,cdf,630008,0.928665434088719
0.25,euclidean_fourier,4,cdf,630009,0.8976430570437437
0.25,euclidean_fourier,4,cdf,630010,0.8684487737519297
0.25,euclidean_fourier,4,cdf,630011,0.9084785693016483
0.25,euclidean_fourier,4,cdf,630012,0.9193052479038772
0.25,euclidean_fourier,4,cdf,630013,0.9712924340183685
0.25,euclidean_fourier,4,cdf,630014,0.9173153634796312
0.25,euclidean_fourier,4,cdf,630015,0.9552469334191037
0.25,euclidean_fourier,4,cdf,630016,0.9356314106909641
0.25,euclidean_fourier,4,cdf,630017,0.9634786611757146
0.25,euclidean_fourier,4,cdf,630018,0.9397326960135292
0.25,euclidean_fourier,4,cdf,630019,0.9168664042701052
0.25,euclidean_fourier,4,cdf,630020,0.9155350949891393
0.25,euclidean_fourier,4,cdf,630021,0.9751680411343531
0.25,euclidean_fourier,4,cdf,630022,0.9453131128074683
0.25,euclidean_fourier,4,cdf,630023,0.9719964197180493
0.25,cdf_cosine,1,cayley,630000,0.0038524720669576517
0.25,cdf_cosine,1,cayley,630001,0.0033606913059804695
0.25,cdf_cosine,1,cayley,630002,0.0030594932104430006
0.25,cdf_cosine,1,cayley,630003,0.0036182385358882988
0.25,cdf_cosine,1,cayley,630004,0.0033144711568779215
0.25,cdf_cosine,1,cayley,630005,0.0029353165919652055
0.25,cdf_cosine,1,cayley,630006,0.0034029702125662944
0.25,cdf_cosine,1,cayley,630007,0.00282867190520834
0.25,cdf_cosine,1,cayley,630008,0.00335655774754216
0.25,cdf_cosine,1,cayley,630009,0.002819726227359819
0.25,cdf_cosine,1,cayley,630010,0.0025032355701527205
0.25,cdf_cosine,1,cayley,630011,0.002730690464191171
0.25,cdf_cosine,1,cayley,630012,0.0036306290382130367
0.25,cdf_cosine,1,cayley,630013,0.00449024721353985
0.25,cdf_cosine,1,cayley,630014,0.0033981039935173925
0.25,cdf_cosine,1,cayley,630015,0.004134547804248255
0.25,cdf_cosine,1,cayley,630016,0.003537656459943866
0.25,cdf_cosine,1,cayley,630017,0.0036356972417499103
0.25,cdf_cosine,1,cayley,630018,0.0034153670685978907
0.25,cdf_cosine,1,cayley,630019,0.002995966818450924
0.25,cdf_cosine,1,cayley,630020,0.0026932617533360456
0.25,cdf_cosine,1,cayley,630021,0.003516895122239494
0.25,cdf_cosine,1,cayley,630022,0.0035930929165967425
0.25,cdf_cosine,1,cayley,630023,0.00358431814015043
0.25,cdf_cosine,1,cdf,630000,0.07948478061205153
0.25,cdf_cosine,1,cdf,630001,0.06982013347666444
0.25,cdf_cosine,1,cdf,630002,0.06965735265025508
0.25,cdf_cosine,1,cdf,630003,0.06905474920474683
0.25,cdf_cosine,1,cdf,630004,0.07293772626235014
0.25,cdf_cosine,1,cdf,630005,0.07103267363599115
0.25,cdf_cosine,1,cdf,630006,0.08175767769503683
0.25,cdf_cosine,1,cdf,630007,0.06418992628166974
0.25,cdf_cosine,1,cdf,630008,0.07650793415539067
0.25,cdf_cosine,1,cdf,630009,0.07825981305954763
0.25,cdf_cosine,1,cdf,630010,0.06627396068550967
0.25,cdf_cosine,1,cdf,630011,0.07673986488916713
0.25,cdf_cosine,1,cdf,630012,0.08054499617420618
0.25,cdf_cosine,1,cdf,630013,0.08697532157586027
0.25,cdf_cosine,1,cdf,630014,0.07494819040236254
0.25,cdf_cosine,1,cdf,630015,0.0939066385030121
0.25,cdf_cosine,1,cdf,630016,0.08375079636092528
0.25,cdf_cosine,1,cdf,630017,0.08194174233795752
0.25,cdf_cosine,1,cdf,630018,0.08179473565729614
0.25,cdf_cosine,1,cdf,630019,0.0754274921247037
0.25,cdf_cosine,1,cdf,630020,0.07267355001857083
0.25,cdf_cosine,1,cdf,630021,0.09209924458395037
0.25,cdf_cosine,1,cdf,630022,0.08462485821596089
0.25,cdf_cosine,1,cdf,630023,0.0847234027783398
0.25,cdf_cosine,2,cayley,630000,0.054440212533447475
0.25,cdf_cosine,2,cayley,630001,0.046137207082782995
0.25,cdf_cosine,2,cayley,630002,0.043438678019249236
0.25,cdf_cosine,2,cayley,630003,0.04975367323338425
0.25,cdf_cosine,2,cayley,630004,0.045348797815116304
0.25,cdf_cosine,2,cayley,630005,0.04058948766448304
0.25,cdf_cosine,2,cayley,630006,0.04766158941261196
0.25,cdf_cosine,2,cayley,630007,0.0395200171619853
0.25,cdf_cosine,2,cayley,630008,0.04782647382065922
0.25,cdf_cosine,2,cayley,630009,0.03942946983971463
0.25,cdf_cosine,2,cayley,630010,0.03558838485136831
0.25,cdf_cosine,2,cayley,630011,0.037936594692146476
0.25,cdf_cosine,2,cayley,630012,0.04968474778900909
0.25,cdf_cosine,2,cayley,630013,0.06092623682982895
0.25,cdf_cosine,2,cayley,630014,0.0466270488190452
0.25,cdf_cosine,2,cayley,630015,0.058170904412085826
0.25,cdf_cosine,2,cayley,630016,0.04807930814295465
0.25,cdf_cosine,2,cayley,630017,0.05089490586370546
0.25,cdf_cosine,2,cayley,630018,0.048124560546138506
0.25,cdf_cosine,2,cayley,630019,0.041440738992603705
0.25,cdf_cosine,2,cayley,630020,0.03728423512597459
0.25,cdf_cosine,2,cayley,630021,0.049731347879722186
0.25,cdf_cosine,2,cayley,630022,0.05054709345395049
0.25,cdf_cosine,2,cayley,630023,0.05003768913676319
0.25,cdf_cosine,2,cdf,630000,0.2534002311741944
0.25,cdf_cosine,2,cdf,630001,0.24150418376077876
0.25,cdf_cosine,2,cdf,630002,0.24000671601223872
0.25,cdf_cosine,2,cdf,630003,0.23118492015145184
0.25,cdf_cosine,2,cdf,630004,0.2427440141296717
0.25,cdf_cosine,2,cdf,630005,0.24300954611330067
0.25,cdf_cosine,2,cdf,630006,0.26196461142066435
0.25,cdf_cosine,2,cdf,630007,0.2130747602785787
0.25,cdf_cosine,2,cdf,630008,0.25867251759696286
0.25,cdf_cosine,2,cdf,630009,0.2618697021676624
0.25,cdf_cosine,2,cdf,630010,0.22159575908266146
0.25,cdf_cosine,2,cdf,630011,0.2445891139522471
0.25,cdf_cosine,2,cdf,630012,0.2466616155317083
0.25,cdf_cosine,2,cdf,630013,0.277554197200946
0.25,cdf_cosine,2,cdf,630014,0.24931699771560625
0.25,cdf_cosine,2,cdf,630015,0.28062797821137053
0.25,cdf_cosine,2,cdf,630016,0.2569222859379823
0.25,cdf_cosine,2,cdf,630017,0.26781445534695986
0.25,cdf_cosine,2,cdf,630018,0.2567438409533996
0.25,cdf_cosine,2,cdf,630019,0.24554240917052045
0.25,cdf_cosine,2,cdf,630020,0.24143457141619515
0.25,cdf_cosine,2,cdf,630021,0.286106773786847
0.25,cdf_cosine,2,cdf,630022,0.27083460312179153
0.25,cdf_cosine,2,cdf,630023,0.2754040365828961
0.25,cdf_cosine,3,cayley,630000,0.3748207494898478
0.25,cdf_cosine,3,cayley,630001,0.36159737645057993
0.25,cdf_cosine,3,cayley,630002,0.35897600368818855
0.25,cdf_cosine,3,cayley,630003,0.35438947661250403
0.25,cdf_cosine,3,cayley,630004,0.36421951079470266
0.25,cdf_cosine,3,cayley,630005,0.3652411136351162
0.25,cdf_cosine,3,cayley,630006,0.38256378314571443
0.25,cdf_cosine,3,cayley,630007,0.33466108976756637
0.25,cdf_cosine,3,cayley,630008,0.3759479237814475
0.25,cdf_cosine,3,cayley,630009,0.373758045861724
0.25,cdf_cosine,3,cayley,630010,0.33603131084260895
0.25,cdf_cosine,3,cayley,630011,0.36524032232190123
0.25,cdf_cosine,3,cayley,630012,0.37328075886108175
0.25,cdf_cosine,3,cayley,630013,0.40553788335092633
0.25,cdf_cosine,3,cayley,630014,0.3730635832068676
0.25,cdf_cosine,3,cayley,630015,0.40472243993942764
0.25,cdf_cosine,3,cayley,630016,0.3791420669976355
0.25,cdf_cosine,3,cayley,630017,0.3976941229423791
0.25,cdf_cosine,3,cayley,630018,0.37976183834188565
0.25,cdf_cosine,3,cayley,630019,0.3653116074774187
0.25,cdf_cosine,3,cayley,630020,0.35832697226066035
0.25,cdf_cosine,3,cayley,630021,0.4127850579565815
0.25,cdf_cosine,3,cayley,630022,0.3945193813940619
0.25,cdf_cosine,3,cayley,630023,0.4013662911343959
0.25,cdf_cosine,3,cdf,630000,0.6025852066941962
0.25,cdf_cosine,3,cdf,630001,0.583214433880712
0.25,cdf_cosine,3,cdf,630002,0.5931044636180174
0.25,cdf_cosine,3,cdf,630003,0.56538684273524
0.25,cdf_cosine,3,cdf,630004,0.5614622788310811
0.25,cdf_cosine,3,cdf,630005,0.5747033360553561
0.25,cdf_cosine,3,cdf,630006,0.605156031000578
0.25,cdf_cosine,3,cdf,630007,0.5136771468933955
0.25,cdf_cosine,3,cdf,630008,0.6372622153006304
0.25,cdf_cosine,3,cdf,630009,0.6193687820375848
0.25,cdf_cosine,3,cdf,630010,0.5485860304882333
0.25,cdf_cosine,3,cdf,630011,0.5743372433420398
0.25,cdf_cosine,3,cdf,630012,0.5799681216913615
0.25,cdf_cosine,3,cdf,630013,0.6559446193714977
0.25,cdf_cosine,3,cdf,630014,0.5903028534280053
0.25,cdf_cosine,3,cdf,630015,0.6563294155747011
0.25,cdf_cosine,3,cdf,630016,0.5896468559224394
0.25,cdf_cosine,3,cdf,630017,0.6309186450528541
0.25,cdf_cosine,3,cdf,630018,0.5878709972650465
0.25,cdf_cosine,3,cdf,630019,0.5741899267953583
0.25,cdf_cosine,3,cdf,630020,0.5436122019605771
0.25,cdf_cosine,3,cdf,630021,0.6624386657586971
0.25,cdf_cosine,3,cdf,630022,0.6349325557310974
0.25,cdf_cosine,3,cdf,630023,0.6310954975448314
0.25,cdf_cosine,4,cayley,630000,0.5842657588095054
0.25,cdf_cosine,4,cayley,630001,0.5941868825303096
0.25,cdf_cosine,4,cayley,630002,0.5839881933687192
0.25,cdf_cosine,4,cayley,630003,0.5669347609043512
0.25,cdf_cosine,4,cayley,630004,0.6008114725292558
0.25,cdf_cosine,4,cayley,630005,0.6053466317918775
0.25,cdf_cosine,4,cayley,630006,0.5996554951046559
0.25,cdf_cosine,4,cayley,630007,0.5503510482114642
0.25,cdf_cosine,4,cayley,630008,0.6089213090985167
0.25,cdf_cosine,4,cayley,630009,0.6112432974018521
0.25,cdf_cosine,4,cayley,630010,0.5550856292527233
0.25,cdf_cosine,4,cayley,630011,0.5986734277601202
0.25,cdf_cosine,4,cayley,630012,0.5898736005065913
0.25,cdf_cosine,4,cayley,630013,0.6425428988787099
0.25,cdf_cosine,4,cayley,630014,0.5990744022340484
0.25,cdf_cosine,4,cayley,630015,0.6059908883314454
0.25,cdf_cosine,4,cayley,630016,0.6076229469799402
0.25,cdf_cosine,4,cayley,630017,0.6382168311954625
0.25,cdf_cosine,4,cayley,630018,0.607523429618321
0.25,cdf_cosine,4,cayley,630019,0.5996346470973998
0.25,cdf_cosine,4,cayley,630020,0.5944827289747513
0.25,cdf_cosine,4,cayley,630021,0.6558403001694625
0.25,cdf_cosine,4,cayley,630022,0.6176573991124084
0.25,cdf_cosine,4,cayley,630023,0.6445703937548101
0.25,cdf_cosine,4,cdf,630000,0.7653966469999786
0.25,cdf_cosine,4,cdf,630001,0.750694353232304
0.25,cdf_cosine,4,cdf,630002,0.7593642615106918
0.25,cdf_cosine,4,cdf,630003,0.7362510791462914
0.25,cdf_cosine,4,cdf,630004,0.7341211009225602
0.25,cdf_cosine,4,cdf,630005,0.7709874418216446
0.25,cdf_cosine,4,cdf,630006,0.761206866799791
0.25,cdf_cosine,4,cdf,630007,0.6868874467919709
0.25,cdf_cosine,4,cdf,630008,0.7798015162319564
0.25,cdf_cosine,4,cdf,630009,0.7467802260963345
0.25,cdf_cosine,4,cdf,630010,0.690945950040819
0.25,cdf_cosine,4,cdf,630011,0.7261534997706446
0.25,cdf_cosine,4,cdf,630012,0.7346169370654011
0.25,cdf_cosine,4,cdf,630013,0.8048580924263801
0.25,cdf_cosine,4,cdf,630014,0.7629014646337293
0.25,cdf_cosine,4,cdf,630015,0.8034782228812053
0.25,cdf_cosine,4,cdf,630016,0.7472746193967381
0.25,cdf_cosine,4,cdf,630017,0.8132485668175178
0.25,cdf_cosine,4,cdf,630018,0.7758082775858121
0.25,cdf_cosine,4,cdf,630019,0.7301168491285952
0.25,cdf_cosine,4,cdf,630020,0.7314268586287035
0.25,cdf_cosine,4,cdf,630021,0.8397934064758062
0.25,cdf_cosine,4,cdf,630022,0.7964264660867707
0.25,cdf_cosine,4,cdf,630023,0.8240647251181646
0.25,cdf_legendre,1,cayley,630000,6.207209607854323e-07
0.25,cdf_legendre,1,cayley,630001,5.809661452347661e-07
0.25,cdf_legendre,1,cayley,630002,5.854380434574743e-07
0.25,cdf_legendre,1,cayley,630003,5.539477747948975e-07
0.25,cdf_legendre,1,cayley,630004,6.388014948988116e-07
0.25,cdf_legendre,1,cayley,630005,4.998828167811257e-07
0.25,cdf_legendre,1,cayley,630006,5.267161607730282e-07
0.25,cdf_legendre,1,cayley,630007,5.186137862476229e-07
0.25,cdf_legendre,1,cayley,630008,5.530116578082241e-07
0.25,cdf_legendre,1,cayley,630009,5.204106418816386e-07
0.25,cdf_legendre,1,cayley,630010,4.911418980267454e-07
0.25,cdf_legendre,1,cayley,630011,4.951019396195149e-07
0.25,cdf_legendre,1,cayley,630012,5.684793670147154e-07
0.25,cdf_legendre,1,cayley,630013,7.254132511496703e-07
0.25,cdf_legendre,1,cayley,630014,5.350268917634717e-07
0.25,cdf_legendre,1,cayley,630015,5.796970587085984e-07
0.25,cdf_legendre,1,cayley,630016,5.548793578631542e-07
0.25,cdf_legendre,1,cayley,630017,5.843901279511182e-07
0.25,cdf_legendre,1,cayley,630018,5.775150153264973e-07
0.25,cdf_legendre,1,cayley,630019,5.51567227663492e-07
0.25,cdf_legendre,1,cayley,630020,4.7245741083606944e-07
0.25,cdf_legendre,1,cayley,630021,5.887548153640897e-07
0.25,cdf_legendre,1,cayley,630022,6.038706837309309e-07
0.25,cdf_legendre,1,cayley,630023,6.037619614327749e-07
0.25,cdf_legendre,1,cdf,630000,0.11875790163945732
0.25,cdf_legendre,1,cdf,630001,0.11256987233701246
0.25,cdf_legendre,1,cdf,630002,0.11215584376175558
0.25,cdf_legendre,1,cdf,630003,0.1068412756789738
0.25,cdf_legendre,1,cdf,630004,0.11549308248961868
0.25,cdf_legendre,1,cdf,630005,0.11523476074298784
0.25,cdf_legendre,1,cdf,630006,0.12411474326388817
0.25,cdf_legendre,1,cdf,630007,0.09963532511540943
0.25,cdf_legendre,1,cdf,630008,0.11864479581853973
0.25,cdf_legendre,1,cdf,630009,0.12408367402459536
0.25,cdf_legendre,1,cdf,630010,0.10433156449744002
0.25,cdf_legendre,1,cdf,630011,0.11453639235070173
0.25,cdf_legendre,1,cdf,630012,0.11419348350050798
0.25,cdf_legendre,1,cdf,630013,0.12906256969565347
0.25,cdf_legendre,1,cdf,630014,0.11683258943911325
0.25,cdf_legendre,1,cdf,630015,0.13041403989585915
0.25,cdf_legendre,1,cdf,630016,0.1202239469489717
0.25,cdf_legendre,1,cdf,630017,0.12558931699377965
0.25,cdf_legendre,1,cdf,630018,0.12101962599519152
0.25,cdf_legendre,1,cdf,630019,0.11458704147267303
0.25,cdf_legendre,1,cdf,630020,0.1137526656796075
0.25,cdf_legendre,1,cdf,630021,0.13535107105182953
0.25,cdf_legendre,1,cdf,630022,0.12749456991377459
0.25,cdf_legendre,1,cdf,630023,0.13152697152130371
0.25,cdf_legendre,2,cayley,630000,0.020602272332474324
0.25,cdf_legendre,2,cayley,630001,0.020948915523174155
0.25,cdf_legendre,2,cayley,630002,0.0207775218131167
0.25,cdf_legendre,2,cayley,630003,0.020446170206521088
0.25,cdf_legendre,2,cayley,630004,0.02107216794640967
0.25,cdf_legendre,2,cayley,630005,0.020601253578573495
0.25,cdf_legendre,2,cayley,630006,0.02033215969135996
0.25,cdf_legendre,2,cayley,630007,0.02032518971770753
0.25,cdf_legendre,2,cayley,630008,0.02069616027286028
0.25,cdf_legendre,2,cayley,630009,0.02059300094632634
0.25,cdf_legendre,2,cayley,630010,0.01995922540688244
0.25,cdf_legendre,2,cayley,630011,0.020165763894978428
0.25,cdf_legendre,2,cayley,630012,0.02048853666541435
0.25,cdf_legendre,2,cayley,630013,0.021561003121780373
0.25,cdf_legendre,2,cayley,630014,0.020742820984176805
0.25,cdf_legendre,2,cayley,630015,0.020469411536190307
0.25,cdf_legendre,2,cayley,630016,0.020510887527949394
0.25,cdf_legendre,2,cayley,630017,0.021041997222251158
0.25,cdf_legendre,2,cayley,630018,0.020548538235892675
0.25,cdf_legendre,2,cayley,630019,0.020652149305029992
0.25,cdf_legendre,2,cayley,630020,0.020233414349684203
0.25,cdf_legendre,2,cayley,630021,0.020972065192074615
0.25,cdf_legendre,2,cayley,630022,0.020922371513110317
0.25,cdf_legendre,2,cayley,630023,0.021021981588136632
0.25,cdf_legendre,2,cdf,630000,0.31735430699240336
0.25,cdf_legendre,2,cdf,630001,0.31874571349750985
0.25,cdf_legendre,2,cdf,630002,0.31141225248058985
0.25,cdf_legendre,2,cdf,630003,0.2989552349691217
0.25,cdf_legendre,2,cdf,630004,0.31976258593772455
0.25,cdf_legendre,2,cdf,630005,0.31994098480898336
0.25,cdf_legendre,2,cdf,630006,0.33083349517186256
0.25,cdf_legendre,2,cdf,630007,0.2850924425554573
0.25,cdf_legendre,2,cdf,630008,0.3236061222254435
0.25,cdf_legendre,2,cdf,630009,0.3294722369347911
0.25,cdf_legendre,2,cdf,630010,0.2808223978177236
0.25,cdf_legendre,2,cdf,630011,0.30819383932870464
0.25,cdf_legendre,2,cdf,630012,0.3040368183612414
0.25,cdf_legendre,2,cdf,630013,0.35011179347511245
0.25,cdf_legendre,2,cdf,630014,0.3230766875478401
0.25,cdf_legendre,2,cdf,630015,0.33694637026247437
0.25,cdf_legendre,2,cdf,630016,0.3144214620572055
0.25,cdf_legendre,2,cdf,630017,0.342187489139143
0.25,cdf_legendre,2,cdf,630018,0.3252470601980634
0.25,cdf_legendre,2,cdf,630019,0.3169063274749017
0.25,cdf_legendre,2,cdf,630020,0.3175936690452675
0.25,cdf_legendre,2,cdf,630021,0.3545203520332249
0.25,cdf_legendre,2,cdf,630022,0.3450426497249557
0.25,cdf_legendre,2,cdf,630023,0.3491055125427254
0.25,cdf_legendre,3,cayley,630000,0.25134082775657535
0.25,cdf_legendre,3,cayley,630001,0.24430217250464525
0.25,cdf_legendre,3,cayley,630002,0.24122250278938473
0.25,cdf_legendre,3,cayley,630003,0.23360572142939404
0.25,cdf_legendre,3,cayley,630004,0.253035856962368
0.25,cdf_legendre,3,cayley,630005,0.2360595778483864
0.25,cdf_legendre,3,cayley,630006,0.24334961715499925
0.25,cdf_legendre,3,cayley,630007,0.22377590600137504
0.25,cdf_legendre,3,cayley,630008,0.24888538202859184
0.25,cdf_legendre,3,cayley,630009,0.24240845792301774
0.25,cdf_legendre,3,cayley,630010,0.217101841811381
0.25,cdf_legendre,3,cayley,630011,0.23104150214133368
0.25,cdf_legendre,3,cayley,630012,0.2372308044229024
0.25,cdf_legendre,3,cayley,630013,0.28151338407106086
0.25,cdf_legendre,3,cayley,630014,0.23837427922189416
0.25,cdf_legendre,3,cayley,630015,0.24914829705375205
0.25,cdf_legendre,3,cayley,630016,0.24023455745626238
0.25,cdf_legendre,3,cayley,630017,0.25504933856732925
0.25,cdf_legendre,3,cayley,630018,0.24876571636823477
0.25,cdf_legendre,3,cayley,630019,0.2395463112716898
0.25,cdf_legendre,3,cayley,630020,0.2301645608530985
0.25,cdf_legendre,3,cayley,630021,0.2596417821875604
0.25,cdf_legendre,3,cayley,630022,0.2551872854625957
0.25,cdf_legendre,3,cayley,630023,0.2604599361987622
0.25,cdf_legendre,3,cdf,630000,0.511456552424466
0.25,cdf_legendre,3,cdf,630001,0.5138026230835974
0.25,cdf_legendre,3,cdf,630002,0.5074092957567639
0.25,cdf_legendre,3,cdf,630003,0.4861857788361345
0.25,cdf_legendre,3,cdf,630004,0.5163457584412274
0.25,cdf_legendre,3,cdf,630005,0.5195999635545387
0.25,cdf_legendre,3,cdf,630006,0.5263709975686196
0.25,cdf_legendre,3,cdf,630007,0.4629925360136603
0.25,cdf_legendre,3,cdf,630008,0.5232080404613866
0.25,cdf_legendre,3,cdf,630009,0.5282561128783887
0.25,cdf_legendre,3,cdf,630010,0.4639796421878042
0.25,cdf_legendre,3,cdf,630011,0.496692818759514
0.25,cdf_legendre,3,cdf,630012,0.4965660928519102
0.25,cdf_legendre,3,cdf,630013,0.5539902480528536
0.25,cdf_legendre,3,cdf,630014,0.5206275230674043
0.25,cdf_legendre,3,cdf,630015,0.5412618527412476
0.25,cdf_legendre,3,cdf,630016,0.502413978907679
0.25,cdf_legendre,3,cdf,630017,0.5590211158608902
0.25,cdf_legendre,3,cdf,630018,0.5215912592976836
0.25,cdf_legendre,3,cdf,630019,0.5087666226456774
0.25,cdf_legendre,3,cdf,630020,0.5024502219235348
0.25,cdf_legendre,3,cdf,630021,0.5732431842954531
0.25,cdf_legendre,3,cdf,630022,0.5561686928084127
0.25,cdf_legendre,3,cdf,630023,0.5586619481666526
0.25,cdf_legendre,4,cayley,630000,0.8378820169906498
0.25,cdf_legendre,4,cayley,630001,0.8289030735775506
0.25,cdf_legendre,4,cayley,630002,0.8237657415071605
0.25,cdf_legendre,4,cayley,630003,0.8239120530332362
0.25,cdf_legendre,4,cayley,630004,0.8404187732984556
0.25,cdf_legendre,4,cayley,630005,0.8221951892189421
0.25,cdf_legendre,4,cayley,630006,0.8194634130189359
0.25,cdf_legendre,4,cayley,630007,0.7956786028480445
0.25,cdf_legendre,4,cayley,630008,0.8325286914633716
0.25,cdf_legendre,4,cayley,630009,0.8126289954199228
0.25,cdf_legendre,4,cayley,630010,0.7849132253674369
0.25,cdf_legendre,4,cayley,630011,0.8167088552094657
0.25,cdf_legendre,4,cayley,630012,0.8149326364724291
0.25,cdf_legendre,4,cayley,630013,0.8834726581098289
0.25,cdf_legendre,4,cayley,630014,0.8160779898447326
0.25,cdf_legendre,4,cayley,630015,0.8228929417081201
0.25,cdf_legendre,4,cayley,630016,0.8266076283213677
0.25,cdf_legendre,4,cayley,630017,0.8579792933978546
0.25,cdf_legendre,4,cayley,630018,0.8323287941855527
0.25,cdf_legendre,4,cayley,630019,0.8152282526193402
0.25,cdf_legendre,4,cayley,630020,0.8171789784049786
0.25,cdf_legendre,4,cayley,630021,0.8524282833815047
0.25,cdf_legendre,4,cayley,630022,0.8362329661369361
0.25,cdf_legendre,4,cayley,630023,0.8671379585495774
0.25,cdf_legendre,4,cdf,630000,0.952755210264746
0.25,cdf_legendre,4,cdf,630001,0.9153446414701069
0.25,cdf_legendre,4,cdf,630002,0.9216319507787326
0.25,cdf_legendre,4,cdf,630003,0.9219485742381593
0.25,cdf_legendre,4,cdf,630004,0.9394831786402603
0.25,cdf_legendre,4,cdf,630005,0.9297028007879368
0.25,cdf_legendre,4,cdf,630006,0.9176594793491882
0.25,cdf_legendre,4,cdf,630007,0.8716055108928427
0.25,cdf_legendre,4,cdf,630008,0.9313783673548319
0.25,cdf_legendre,4,cdf,630009,0.888766590974032
0.25,cdf_legendre,4,cdf,630010,0.8612967754332597
0.25,cdf_legendre,4,cdf,630011,0.8928488535778465
0.25,cdf_legendre,4,cdf,630012,0.9225988421611047
0.25,cdf_legendre,4,cdf,630013,0.9801174653003244
0.25,cdf_legendre,4,cdf,630014,0.9139371417002813
0.25,cdf_legendre,4,cdf,630015,0.9565603549159394
