distribution,node_count,matrix_seed,initialization,coupling_strength,sample_absolute_mean,sample_signed_mean,row_mean_std,mean_tm_order,q05_tm_order,mean_phase_mad,median_sync_residual,median_adaptive_scale,max_tm_modulus_error,local_initial_growth_rate,near_zero_rate,nonfinite_event_rate,finite_completed,first_nonfinite_step,synchronized
uniform_positive,64,20260830,global,0.0,1.0,1.0,0.0,0.09421362282986165,0.020731691601962112,1.3877123438698136,0.3604765668334107,0.5721380696387053,4.440892098500626e-16,nan,0.0,0.0,True,-1,False
uniform_positive,64,20260830,global,0.1,1.0,1.0,0.0,0.2078735089694893,0.02550674171326342,1.1860414390441874,0.3450266313677135,0.5811404996243376,4.440892098500626e-16,nan,0.0,0.0,True,-1,False
uniform_positive,64,20260830,global,0.2,1.0,1.0,0.0,0.43747260306903835,0.04419452536657659,0.81556931943262,0.2669162263684832,0.6124822758134931,4.440892098500626e-16,nan,0.0,0.0,True,-1,False
uniform_positive,64,20260830,global,0.3,1.0,1.0,0.0,0.6333559923402186,0.060969938806730246,0.5184239828409157,0.10452390972232692,0.6363856650603196,4.440892098500626e-16,nan,0.0,0.0,True,-1,False
uniform_positive,64,20260830,global,0.4,1.0,1.0,0.0,0.7441547949639848,0.0808465425943285,0.36516350386357743,0.005934575219373169,0.7423292883565765,4.440892098500626e-16,nan,0.0,0.0,True,-1,False
uniform_positive,64,20260830,global,0.45,1.0,1.0,0.0,0.7677541020310202,0.09233255122965399,0.3264293633364441,0.017702208961677665,0.7270090598405821,4.440892098500626e-16,nan,0.0,0.0,True,-1,False
uniform_positive,64,20260830,global,0.5,1.0,1.0,0.0,1.0,0.9999999999999999,1.9984014443252817e-17,0.0,0.9505986355547547,1.1102230246251565e-16,nan,0.0,0.0,True,-1,True
uniform_positive,64,20260830,global,0.55,1.0,1.0,0.0,1.0,0.9999999999999999,0.0,0.0,0.9782773274569827,1.1102230246251565e-16,nan,0.0,0.0,True,-1,True
uniform_positive,64,20260830,global,0.6,1.0,1.0,0.0,1.0,0.9999999999999999,0.0,0.0,1.4001020367419814,1.1102230246251565e-16,nan,0.0,0.0,True,-1,True
uniform_positive,64,20260830,global,0.65,1.0,1.0,0.0,1.0,0.9999999999999999,0.0,0.0,1.3894544871438101,1.1102230246251565e-16,nan,0.0,0.0,True,-1,True
uniform_positive,64,20260830,global,0.7,1.0,1.0,0.0,1.0,0.9999999999999999,0.0,0.0,1.2240054513457528,1.1102230246251565e-16,nan,0.0,0.0,True,-1,True
uniform_positive,64,20260830,local,0.0,1.0,1.0,0.0,0.08452419187262468,0.023248184610355566,1.4035382864858719,0.36361600136072747,0.5769143436404635,4.440892098500626e-16,0.6643717068683687,0.0,0.0,True,-1,False
uniform_positive,64,20260830,local,0.1,1.0,1.0,0.0,0.23208672159419527,0.026283889166694586,1.153473010661583,0.345486288803046,0.6039111226254694,4.440892098500626e-16,0.5122316804671017,0.0,0.0,True,-1,False
uniform_positive,64,20260830,local,0.2,1.0,1.0,0.0,0.3216722035685762,0.03544528350104606,1.008311024636453,0.3290966340618574,0.5956564836368716,4.440892098500626e-16,0.4342109742002644,0.0,0.0,True,-1,False
uniform_positive,64,20260830,local,0.3,1.0,1.0,0.0,0.5372868038205979,0.050453668121237756,0.6681463482554273,0.21584401464734881,0.6397220229999605,4.440892098500626e-16,0.45261058201821186,0.0,0.0,True,-1,False
uniform_positive,64,20260830,local,0.4,1.0,1.0,0.0,0.8926799175749185,0.4066066408464288,0.12887303912355838,0.002457511419376067,0.960554099294707,4.440892098500626e-16,-0.019168661458808644,0.0,0.0,True,-1,False
uniform_positive,64,20260830,local,0.45,1.0,1.0,0.0,0.7260209428815675,0.10748464709202625,0.37340715630709725,0.04280650013844532,0.68434555585336,4.440892098500626e-16,0.1609141068874061,0.0,0.0,True,-1,False
uniform_positive,64,20260830,local,0.5,1.0,1.0,0.0,0.9274728458755253,0.3978966551116069,0.11082646838338675,8.136288206740626e-05,0.8355208181340521,4.440892098500626e-16,0.018674994219846162,0.0,0.0,True,-1,False
uniform_positive,64,20260830,local,0.55,1.0,1.0,0.0,1.0,0.9999999999999999,0.0,0.0,1.430143763866903,1.1102230246251565e-16,0.32353035709012934,0.0,0.0,True,-1,True
uniform_positive,64,20260830,local,0.6,1.0,1.0,0.0,1.0,0.9999999999999999,0.0,0.0,1.4828517733665,1.1102230246251565e-16,-0.3226331877887702,0.0,0.0,True,-1,True
uniform_positive,64,20260830,local,0.65,1.0,1.0,0.0,1.0,0.9999999999999999,0.0,0.0,1.147685498246263,1.1102230246251565e-16,-0.08820153070354,0.0,0.0,True,-1,True
uniform_positive,64,20260830,local,0.7,1.0,1.0,0.0,1.0,0.9999999999999999,0.0,0.0,1.6974352421714993,1.1102230246251565e-16,-0.16103957243230033,0.0,0.0,True,-1,True
uniform_positive,64,20260831,global,0.0,1.0,1.0,0.0,0.08557805881353074,0.023792019395391262,1.397382355259244,0.3644148836952188,0.5687039609995839,4.440892098500626e-16,nan,0.0,0.0,True,-1,False
uniform_positive,64,20260831,global,0.1,1.0,1.0,0.0,0.21597367298231054,0.029562150253629172,1.1725726736173951,0.3459551504969004,0.5925018194026261,4.440892098500626e-16,nan,0.0,0.0,True,-1,False
uniform_positive,64,20260831,global,0.2,1.0,1.0,0.0,0.36067204097717775,0.02798544450000361,0.9387710329743095,0.3117188346806674,0.5919963391065465,4.440892098500626e-16,nan,0.0,0.0,True,-1,False
uniform_positive,64,20260831,global,0.3,1.0,1.0,0.0,0.41697422396414574,0.04001866640002091,0.8505447998964083,0.2966874658483048,0.6225003081205958,4.440892098500626e-16,nan,0.0,0.0,True,-1,False
uniform_positive,64,20260831,global,0.4,1.0,1.0,0.0,0.8635041643074876,0.17772974120066565,0.1808108787901764,0.001584621250074796,0.9296574401817475,4.440892098500626e-16,nan,0.0,0.0,True,-1,False
uniform_positive,64,20260831,global,0.45,1.0,1.0,0.0,0.8856769062440744,0.19418798495985093,0.14968394029133392,0.0010917706884129136,0.9457162639002261,4.440892098500626e-16,nan,0.0,0.0,True,-1,False
uniform_positive,64,20260831,global,0.5,1.0,1.0,0.0,0.939870994924216,0.4569289094904017,0.08421358830515134,2.1585549445131985e-05,0.8344906315155987,4.440892098500626e-16,nan,0.0,0.0,True,-1,False
uniform_positive,64,20260831,global,0.55,1.0,1.0,0.0,1.0,0.9999999999999999,0.0,0.0,0.9703150794687591,1.1102230246251565e-16,nan,0.0,0.0,True,-1,True
uniform_positive,64,20260831,global,0.6,1.0,1.0,0.0,1.0,0.9999999999999999,0.0,0.0,0.9911992838228461,1.1102230246251565e-16,nan,0.0,0.0,True,-1,True
uniform_positive,64,20260831,global,0.65,1.0,1.0,0.0,1.0,0.9999999999999999,0.0,0.0,1.5122638643393924,1.1102230246251565e-16,nan,0.0,0.0,True,-1,True
uniform_positive,64,20260831,global,0.7,1.0,1.0,0.0,1.0,0.9999999999999999,0.0,0.0,3.0160703524074806,1.1102230246251565e-16,nan,0.0,0.0,True,-1,True
uniform_positive,64,20260831,local,0.0,1.0,1.0,0.0,0.07985728520246747,0.015533848119715601,1.4131956798288638,0.3633191517570403,0.5784795564515474,4.440892098500626e-16,0.5767510149557955,0.0,0.0,True,-1,False
uniform_positive,64,20260831,local,0.1,1.0,1.0,0.0,0.24043542770835624,0.031212521072000923,1.1384207097401335,0.34549678705841413,0.6095904396000531,4.440892098500626e-16,0.5619861906476359,0.0,0.0,True,-1,False
uniform_positive,64,20260831,local,0.2,1.0,1.0,0.0,0.3637572811571322,0.032117224034970644,0.943280432099815,0.3074467656613403,0.6128114367055679,4.440892098500626e-16,0.4516260240629837,0.0,0.0,True,-1,False
uniform_positive,64,20260831,local,0.3,1.0,1.0,0.0,0.5815756056072792,0.05118936608199872,0.593662466256237,0.134892227053271,0.6632912066905885,4.440892098500626e-16,0.4097853581702484,0.0,0.0,True,-1,False
uniform_positive,64,20260831,local,0.4,1.0,1.0,0.0,0.7876007840438267,0.1069888357899612,0.29351847305036005,0.008051220558430149,0.8253351970684477,4.440892098500626e-16,0.36007330334302806,0.0,0.0,True,-1,False
uniform_positive,64,20260831,local,0.45,1.0,1.0,0.0,0.8775501796988969,0.2722282699240647,0.1723312463363195,0.005441641408093027,0.9009286646042987,4.440892098500626e-16,-0.24010870841112644,0.0,0.0,True,-1,False
uniform_positive,64,20260831,local,0.5,1.0,1.0,0.0,1.0,0.9999999999999999,8.172055624792544e-14,0.0,1.0752545877176596,2.220446049250313e-16,-0.0778391234745403,0.0,0.0,True,-1,True
uniform_positive,64,20260831,local,0.55,1.0,1.0,0.0,1.0,0.9999999999999999,0.0,0.0,1.0517114059788548,1.1102230246251565e-16,-0.04739256552758783,0.0,0.0,True,-1,True
uniform_positive,64,20260831,local,0.6,1.0,1.0,0.0,1.0,0.9999999999999999,0.0,0.0,1.1548319394977526,1.1102230246251565e-16,-0.4234808542653434,0.0,0.0,True,-1,True
uniform_positive,64,20260831,local,0.65,1.0,1.0,0.0,1.0,0.9999999999999999,0.0,0.0,1.7625011527898797,1.1102230246251565e-16,-0.8809031863804238,0.0,0.0,True,-1,True
uniform_positive,64,20260831,local,0.7,1.0,1.0,0.0,1.0,0.9999999999999999,0.0,0.0,2.3133185062945394,1.1102230246251565e-16,-0.8295519584823002,0.0,0.0,True,-1,True
uniform_positive,64,20260832,global,0.0,1.0,1.0,0.0,0.08642450671208346,0.02284680942834318,1.4012685199436623,0.36339722648951184,0.5799685994828122,4.440892098500626e-16,nan,0.0,0.0,True,-1,False
uniform_positive,64,20260832,global,0.1,1.0,1.0,0.0,0.22099898003285298,0.028023055408653463,1.166256761187657,0.34341964420998783,0.595904099802892,4.440892098500626e-16,nan,0.0,0.0,True,-1,False
uniform_positive,64,20260832,global,0.2,1.0,1.0,0.0,0.4132924331404294,0.036978833531989566,0.8625621662627089,0.30434984913266727,0.6003189250271883,4.440892098500626e-16,nan,0.0,0.0,True,-1,False
uniform_positive,64,20260832,global,0.3,1.0,1.0,0.0,0.5116435124421619,0.043397117320247154,0.7064306455478493,0.2332820643291722,0.6362744405159036,4.440892098500626e-16,nan,0.0,0.0,True,-1,False
uniform_positive,64,20260832,global,0.4,1.0,1.0,0.0,0.7043121206095794,0.0811815077257455,0.4218160140790797,0.04343052114606007,0.7093410433086633,4.440892098500626e-16,nan,0.0,0.0,True,-1,False
uniform_positive,64,20260832,global,0.45,1.0,1.0,0.0,0.943798542489576,0.5998243613697705,0.0719388064670694,5.4767411869778117e-08,1.2032088165875492,4.440892098500626e-16,nan,0.0,0.0,True,-1,True
uniform_positive,64,20260832,global,0.5,1.0,1.0,0.0,0.9914328518035137,0.9552724617840158,7.190862409558167e-05,1.8814274260401894e-11,0.8247462643424521,3.3306690738754696e-16,nan,0.0,0.0,True,-1,True
uniform_positive,64,20260832,global,0.55,1.0,1.0,0.0,1.0,0.9999999999999999,0.0,0.0,1.139522230042341,1.1102230246251565e-16,nan,0.0,0.0,True,-1,True
uniform_positive,64,20260832,global,0.6,1.0,1.0,0.0,1.0,0.9999999999999999,0.0,0.0,1.724150274816651,1.1102230246251565e-16,nan,0.0,0.0,True,-1,True
uniform_positive,64,20260832,global,0.65,1.0,1.0,0.0,1.0,0.9999999999999999,0.0,0.0,1.3361535053687692,1.1102230246251565e-16,nan,0.0,0.0,True,-1,True
uniform_positive,64,20260832,global,0.7,1.0,1.0,0.0,1.0,0.9999999999999999,0.0,0.0,1.464377446350677,1.1102230246251565e-16,nan,0.0,0.0,True,-1,True
uniform_positive,64,20260832,local,0.0,1.0,1.0,0.0,0.07725878229947906,0.01809593934240693,1.4180422150685434,0.36899692351980784,0.5681389141324384,4.440892098500626e-16,0.5602839386527156,0.0,0.0,True,-1,False
uniform_positive,64,20260832,local,0.1,1.0,1.0,0.0,0.272182158340638,0.025551070170717508,1.08090406778458,0.33929066871390534,0.578690681563376,4.440892098500626e-16,0.5436110073589276,0.0,0.0,True,-1,False
uniform_positive,64,20260832,local,0.2,1.0,1.0,0.0,0.4016594335147325,0.03610208239780305,0.8759183776092766,0.29780062231083343,0.5977994005855853,4.440892098500626e-16,0.4209584833051521,0.0,0.0,True,-1,False
uniform_positive,64,20260832,local,0.3,1.0,1.0,0.0,0.576597923046892,0.062321790410495834,0.586016750053946,0.14354038355476312,0.6720520270637556,4.440892098500626e-16,0.393138936760994,0.0,0.0,True,-1,False
uniform_positive,64,20260832,local,0.4,1.0,1.0,0.0,0.6761992277062023,0.08357990533255065,0.45497431014172546,0.06889124049123448,0.688398936722251,4.440892098500626e-16,0.03401421576888131,0.0,0.0,True,-1,False
uniform_positive,64,20260832,local,0.45,1.0,1.0,0.0,0.8334965809680501,0.0912519861882358,0.2351700292793232,0.001885768691201415,0.8048830015164783,4.440892098500626e-16,0.16605097062471064,0.0,0.0,True,-1,False
uniform_positive,64,20260832,local,0.5,1.0,1.0,0.0,0.955930711492628,0.49660781005841553,0.06270685209944647,8.552259787013843e-11,1.1918623940094275,4.440892098500626e-16,0.05214878914035251,0.0,0.0,True,-1,False
uniform_positive,64,20260832,local,0.55,1.0,1.0,0.0,1.0,0.9999999999999999,0.0,0.0,1.1268630901905452,1.1102230246251565e-16,0.037415987401923693,0.0,0.0,True,-1,True
uniform_positive,64,20260832,local,0.6,1.0,1.0,0.0,1.0,0.9999999999999999,0.0,0.0,1.4702893860187591,1.1102230246251565e-16,0.1056679254794288,0.0,0.0,True,-1,True
uniform_positive,64,20260832,local,0.65,1.0,1.0,0.0,1.0,0.9999999999999999,0.0,0.0,1.4412041537375533,1.1102230246251565e-16,-0.7421155138112197,0.0,0.0,True,-1,True
uniform_positive,64,20260832,local,0.7,1.0,1.0,0.0,1.0,0.9999999999999999,0.0,0.0,1.7732563110476014,1.1102230246251565e-16,-0.6958637300615865,0.0,0.0,True,-1,True
positive_binary,64,20260830,global,0.0,0.9910714285714286,0.9910714285714286,0.10155455046218621,0.09421362282986165,0.020731691601962112,1.3877123438698136,0.3604765668334107,0.5721380696387053,4.440892098500626e-16,nan,0.0,0.0,True,-1,False
positive_binary,64,20260830,global,0.1,0.9910714285714286,0.9910714285714286,0.10155455046218621,0.1998327040691472,0.026828619277450328,1.1839450564371816,0.35084085139202803,0.5941229396020221,4.440892098500626e-16,nan,0.0,0.0,True,-1,False
positive_binary,64,20260830,global,0.2,0.9910714285714286,0.9910714285714286,0.10155455046218621,0.21101904155731455,0.028446793685360572,1.1594661979750351,0.3452292478242537,0.6180719010520028,4.440892098500626e-16,nan,0.0,0.0,True,-1,False
positive_binary,64,20260830,global,0.3,0.9910714285714286,0.9910714285714286,0.10155455046218621,0.3072406740923409,0.039512221367913145,1.0179152517953474,0.3284805595528034,0.62761364696963,4.440892098500626e-16,nan,0.0,0.0,True,-1,False
positive_binary,64,20260830,global,0.4,0.9910714285714286,0.9910714285714286,0.10155455046218621,0.43227725237997966,0.0413511704969721,0.8481196230501884,0.3052986297033011,0.7299473265878799,4.440892098500626e-16,nan,0.0,0.0,True,-1,False
positive_binary,64,20260830,global,0.45,0.9910714285714286,0.9910714285714286,0.10155455046218621,0.464607882668478,0.048961375301406755,0.7866096669764903,0.29175161426003493,0.7973633667695186,4.440892098500626e-16,nan,0.0,0.0,True,-1,False
positive_binary,64,20260830,global,0.5,0.9910714285714286,0.9910714285714286,0.10155455046218621,0.5223706638089312,0.05578000973883504,0.7017881826560096,0.26920063790184123,0.9109271139313033,4.440892098500626e-16,nan,0.0,0.0,True,-1,False
positive_binary,64,20260830,global,0.55,0.9910714285714286,0.9910714285714286,0.10155455046218621,0.6233658177485757,0.07567642343739188,0.5666412640438445,0.18349923109043864,1.123663911642747,4.440892098500626e-16,nan,0.0,0.0,True,-1,False
positive_binary,64,20260830,global,0.6,0.9910714285714286,0.9910714285714286,0.10155455046218621,0.6687070844161026,0.09393595198548794,0.517895646779398,0.1615246061323545,1.2599945181761627,4.440892098500626e-16,nan,0.0,0.0,True,-1,False
positive_binary,64,20260830,global,0.65,0.9910714285714286,0.9910714285714286,0.10155455046218621,0.6492407719360925,0.06545633362152184,0.546454205144183,0.14851397275767833,1.2359233814367223,4.440892098500626e-16,nan,0.0,0.0,True,-1,False
positive_binary,64,20260830,global,0.7,0.9910714285714286,0.9910714285714286,0.10155455046218621,0.7910387384514304,0.1109450865616094,0.3551581424588948,0.0812054443070685,2.0415835480145255,4.440892098500626e-16,nan,0.0,0.0,True,-1,False
positive_binary,64,20260830,local,0.0,0.9910714285714286,0.9910714285714286,0.10155455046218621,0.08452419187262468,0.023248184610355566,1.4035382864858719,0.36361600136072747,0.5769143436404635,4.440892098500626e-16,0.6643717068683687,0.0,0.0,True,-1,False
positive_binary,64,20260830,local,0.1,0.9910714285714286,0.9910714285714286,0.10155455046218621,0.164680057961853,0.030440050388101207,1.243696771783406,0.35523746787317273,0.6050234986800249,4.440892098500626e-16,0.1542953536022982,0.0,0.0,True,-1,False
positive_binary,64,20260830,local,0.2,0.9910714285714286,0.9910714285714286,0.10155455046218621,0.232992406726213,0.04063133975932663,1.1465295144669425,0.3403157906904069,0.6149613836151162,4.440892098500626e-16,0.12855388409704838,0.0,0.0,True,-1,False
positive_binary,64,20260830,local,0.3,0.9910714285714286,0.9910714285714286,0.10155455046218621,0.34296818241657606,0.040423382196132424,0.9770933033741753,0.32638763362523576,0.6694838312641551,4.440892098500626e-16,0.12819333727396579,0.0,0.0,True,-1,False
positive_binary,64,20260830,local,0.4,0.9910714285714286,0.9910714285714286,0.10155455046218621,0.3713978474208852,0.056136629316702394,0.9205292770786825,0.31878553831339085,0.6970540074132274,4.440892098500626e-16,0.13858778094671229,0.0,0.0,True,-1,False
positive_binary,64,20260830,local,0.45,0.9910714285714286,0.9910714285714286,0.10155455046218621,0.4304274667461204,0.04183649011570884,0.8440332725610834,0.3027371331598063,0.7543595287053715,4.440892098500626e-16,0.11134235934334495,0.0,0.0,True,-1,False
positive_binary,64,20260830,local,0.5,0.9910714285714286,0.9910714285714286,0.10155455046218621,0.5567221439405459,0.05540947124203554,0.6731689703459653,0.25745870081023875,1.024272784509317,4.440892098500626e-16,0.13628231793884457,0.0,0.0,True,-1,False
positive_binary,64,20260830,local,0.55,0.9910714285714286,0.9910714285714286,0.10155455046218621,0.5052781351448562,0.044067977607180696,0.7360271603659327,0.28079255986631524,0.8279922589183626,4.440892098500626e-16,0.1356421528575174,0.0,0.0,True,-1,False
positive_binary,64,20260830,local,0.6,0.9910714285714286,0.9910714285714286,0.10155455046218621,0.6248281044463585,0.07439463145562786,0.5750235332605147,0.1908902122720199,1.1199682987541046,4.440892098500626e-16,0.08092357665697676,0.0,0.0,True,-1,False
positive_binary,64,20260830,local,0.65,0.9910714285714286,0.9910714285714286,0.10155455046218621,0.7322735395412048,0.07054552403912034,0.42716917767959445,0.09289852182045583,1.6777885219702422,4.440892098500626e-16,0.07561195624419849,0.0,0.0,True,-1,False
positive_binary,64,20260830,local,0.7,0.9910714285714286,0.9910714285714286,0.10155455046218621,0.8220236748898767,0.1751977318395137,0.3125236012350141,0.08035775980905402,2.8146566499494927,4.440892098500626e-16,0.07741244958662359,0.0,0.0,True,-1,False
positive_binary,64,20260831,global,0.0,1.0575396825396826,1.0575396825396826,0.13756454771161075,0.08557805881353074,0.023792019395391262,1.397382355259244,0.3644148836952188,0.5687039609995839,4.440892098500626e-16,nan,0.0,0.0,True,-1,False
positive_binary,64,20260831,global,0.1,1.0575396825396826,1.0575396825396826,0.13756454771161075,0.16986718339064957,0.026320891677195445,1.2490015591113341,0.35393425443230986,0.5990095791571778,4.440892098500626e-16,nan,0.0,0.0,True,-1,False
positive_binary,64,20260831,global,0.2,1.0575396825396826,1.0575396825396826,0.13756454771161075,0.2814859954550615,0.03416592375209606,1.0515723120204177,0.3206385188455281,0.6066243872535121,4.440892098500626e-16,nan,0.0,0.0,True,-1,False
positive_binary,64,20260831,global,0.3,1.0575396825396826,1.0575396825396826,0.13756454771161075,0.33848779056128125,0.035018513254231554,0.9543736920017712,0.31500262764170295,0.6507126932510976,4.440892098500626e-16,nan,0.0,0.0,True,-1,False
positive_binary,64,20260831,global,0.4,1.0575396825396826,1.0575396825396826,0.13756454771161075,0.4775029535324586,0.051548898533065664,0.7833898998627731,0.28326980963767756,0.7581299878576505,4.440892098500626e-16,nan,0.0,0.0,True,-1,False
