beta,seed,n,k,real,imag,square
1.0001,54,50000,4,-0.12670824780120932,0.07837094429911498,0.022196984971187647
1.0001,54,200000,4,-0.09431094126409213,-0.024575747682452263,0.009498521016270594
1.0001,54,1000000,4,-0.03675957182108463,0.04059313363659514,0.0029990686189079506
1.0001,54,50000,8,-0.011004923500393013,-0.07265431904467251,0.005399758417094565
1.0001,54,200000,8,0.005987684602428753,-0.04719943956094275,0.0022636394617652506
1.0001,54,1000000,8,0.026516261796564022,0.00017000142003604786,0.000703141040146735
1.0001,55,50000,1,-0.06948536775948444,-0.49523685424232144,0.2500877581325011
1.0001,55,200000,1,-0.06101039227576014,-0.25171222368951585,0.067081311520363
1.0001,55,1000000,1,-0.13359934887438188,-0.04666521773071134,0.0200264285655135
1.0001,55,50000,2,-0.03254080434878688,0.2979829305718299,0.08985273085984202
1.0001,55,200000,2,0.1493548578022037,0.1623487452157494,0.04866398862224481
1.0001,55,1000000,2,0.09673590402667877,0.019151685518688906,0.009724622186065564
1.0001,55,50000,4,0.0008986104590612126,-0.08604386255327544,0.007404353783844088
1.0001,55,200000,4,0.05947688468001807,0.01738692543578803,0.0038398049873498217
1.0001,55,1000000,4,0.06527529005370276,0.017604560550632687,0.004570784043775919
1.0001,55,50000,8,0.2120066973843296,0.10052231133348273,0.055051574811636333
1.0001,55,200000,8,0.15899753482770654,0.02679929299062128,0.025998418186084917
1.0001,55,1000000,8,0.06977507130791769,0.026350463374332157,0.005562907496067019
1.0001,56,50000,1,0.1994129191820971,-0.3439458314711272,0.15806424732309057
1.0001,56,200000,1,0.20004590706178535,-0.19345840273817394,0.07744451852217796
1.0001,56,1000000,1,-0.002027224663661013,-0.1843276743675473,0.0339808011775855
1.0001,56,50000,2,-0.2604788678162295,0.19166522855933693,0.1045848004175276
1.0001,56,200000,2,-0.16723150933027156,0.1081871072594401,0.039670827890046306
1.0001,56,1000000,2,-0.0058015967345167625,0.13103683299638122,0.017204310126391453
1.0001,56,50000,4,0.055589871169241876,-0.10083239309968307,0.013257405274821924
1.0001,56,200000,4,-0.0302089575396624,-0.012773750539378258,0.001075749818475392
1.0001,56,1000000,4,0.002761984722235356,0.05893387350337328,0.003480830005717464
1.0001,56,50000,8,0.014513157502319315,0.049847475825804996,0.00269540258689134
1.0001,56,200000,8,-0.009195785048431666,0.025863711906371024,0.0007534940562327175
1.0001,56,1000000,8,-0.013082456171622521,0.03695641608039558,0.001536927348989745
1.0001,57,50000,1,0.17435931719905778,-0.1719561259205203,0.059970080735715484
1.0001,57,200000,1,0.11749479143710091,-0.08722013999293345,0.021412378835234752
1.0001,57,1000000,1,0.08233379670052876,-0.08064575164168779,0.01328259133697679
1.0001,57,50000,2,-0.040073535385461184,0.17846357827057044,0.033455137007425834
1.0001,57,200000,2,-0.03411032773306267,-0.0017591897298775327,0.0011666092065626508
1.0001,57,1000000,2,-0.03995186764838833,0.0704886393739758,0.00656480000938875
1.0001,57,50000,4,-0.062031806501806744,0.09468499875400836,0.012813194006924157
1.0001,57,200000,4,-0.03833827872440337,-0.00038198214449833816,0.0014699695259087554
1.0001,57,1000000,4,-0.05629739645868198,0.046032661430609405,0.005288402766411133
1.0001,57,50000,8,-0.03785609167015208,-0.10620173315723083,0.01271189180213862
1.0001,57,200000,8,-0.06377529443344251,-0.01776262739369281,0.00438279911199945
1.0001,57,1000000,8,-0.020415062919002122,0.003928034472859314,0.0004322042488067866
1.0001,58,50000,1,0.34372624311659844,0.0346998524505592,0.11935180996714152
1.0001,58,200000,1,-0.023737308103334815,-0.04889142895869997,0.0029538316216162503
1.0001,58,1000000,1,-0.06831472524009688,-0.05924257863996809,0.008176584808542733
1.0001,58,50000,2,-0.11433405796085312,0.01856378048043935,0.013416890755521662
1.0001,58,200000,2,-0.030947873910030482,-0.005406122527788593,0.0009869970603366088
1.0001,58,1000000,2,-0.04808683324139678,0.02208141114270955,0.00279993224923928
1.0001,58,50000,4,0.00343617504628475,-0.019988314836079865,0.0004113400289349604
1.0001,58,200000,4,-0.07321803831706175,0.002726065782916397,0.005368312569651509
1.0001,58,1000000,4,-0.045004510914869685,0.01905328044081527,0.0023884334982429783
1.0001,58,50000,8,0.008188903323192701,-0.01134454225548083,0.0001957567766229865
1.0001,58,200000,8,-0.028800189948829213,0.012515246479350605,0.000986082335527541
1.0001,58,1000000,8,0.011672613505304574,-0.0036934248776582146,0.00014989129337112333
1.0001,59,50000,1,0.17218009193561404,-0.0830905905250101,0.0365500302927514
1.0001,59,200000,1,0.08233251302302928,-0.20994208284292437,0.0508543208491126
1.0001,59,1000000,1,0.06650857060937068,-0.07924159601343268,0.010702620503257718
1.0001,59,50000,2,0.1854936471344928,0.208391549638749,0.07783493108809493
1.0001,59,200000,2,0.05786647333068668,0.166901546626191,0.031204655001945678
1.0001,59,1000000,2,0.018753706258299873,0.0693060363180091,0.0051550281685357946
1.0001,59,50000,4,-0.03213554298753743,0.1471816580015385,0.022695133575185714
1.0001,59,200000,4,0.06686790693151881,0.14540187496617663,0.025613022221081926
1.0001,59,1000000,4,0.03254204969619746,0.032298024654099644,0.0021021473949866137
1.0001,59,50000,8,-0.11271622614644827,0.03525463636102399,0.013947837021645303
1.0001,59,200000,8,-0.02817801286963755,0.07466057088985277,0.00636820125488019
1.0001,59,1000000,8,-0.0210164523479829,0.038525705759113946,0.0019259212735328617
1.0001,60,50000,1,-0.4505549735786781,0.27142413721180325,0.27667084647765505
1.0001,60,200000,1,-0.1623259984535741,-0.12447786528134804,0.041844468718951165
1.0001,60,1000000,1,0.0004213630826035909,0.04166736211653102,0.0017363466125975054
1.0001,60,50000,2,0.10925530793436031,-0.2078570687783091,0.0551412833529426
1.0001,60,200000,2,0.22224111764568044,-0.0182812069147003,0.049725316898659264
1.0001,60,1000000,2,-0.027560455061925844,0.02292897094080577,0.0012853163916247497
1.0001,60,50000,4,0.18674863646467466,-0.2708167887700796,0.10821678630115311
1.0001,60,200000,4,0.055693090680165064,-0.07089837553723298,0.008128300003327604
1.0001,60,1000000,4,-0.04975100151932593,0.028254060412202187,0.0032734540819523428
1.0001,60,50000,8,-0.003304848407084294,-0.15187169418231655,0.023075933516800887
1.0001,60,200000,8,-0.022394930026290748,-0.046880552341751064,0.00269931907875012
1.0001,60,1000000,8,-0.020472089608538507,-0.012134308894582724,0.0005663479052891797
1.0001,61,50000,1,-0.38921927709007914,-0.2592368315584877,0.21869538049500753
1.0001,61,200000,1,-0.1993160342672707,0.1705346206493579,0.06880893835605226
1.0001,61,1000000,1,0.01614149011301503,-0.055353349331743414,0.0033245409853105805
1.0001,61,50000,2,0.1660205091028342,0.0486931932510671,0.029933836511750016
1.0001,61,200000,2,0.1430826266741235,-0.22837007353403757,0.07262552854190832
1.0001,61,1000000,2,0.025264776593830238,0.06873524544771985,0.0053628429030944435
1.0001,61,50000,4,0.279109412425433,-0.24881567314496283,0.13981130330705144
1.0001,61,200000,4,0.08185956786512909,-0.20112361304565293,0.04715169657560321
1.0001,61,1000000,4,0.033959666640788706,-0.00922910832792818,0.0012384353988821304
1.0001,61,50000,8,0.2298226837833643,-0.2856572233187725,0.13441851521557935
1.0001,61,200000,8,0.017823981444477402,-0.1342947363111711,0.01835277051542005
1.0001,61,1000000,8,0.027297061025409474,0.009947794635296993,0.0008440881587309726
1.0001,62,50000,1,-0.042838582047597926,0.03563275375477088,0.0031048372519969177
1.0001,62,200000,1,-0.07278023714296301,0.16805939912959425,0.033540924554386196
1.0001,62,1000000,1,-0.11341612750021443,-0.010021724961975297,0.012963652948358377
1.0001,62,50000,2,-0.056821412834357606,0.03394032767310378,0.0043806187990501535
1.0001,62,200000,2,-0.025998298890013705,-0.20182100867424468,0.04140763108746403
1.0001,62,1000000,2,0.06558840263340426,-0.06437241516249943,0.00844564639385474
1.0001,62,50000,4,-0.19662757999568362,-0.17414278903655248,0.0689881161883882
1.0001,62,200000,4,-0.046557235354646086,-0.15318748016509035,0.02563398024319785
1.0001,62,1000000,4,0.0456225347559694,-0.03830299967065174,0.003548535461329583
1.0001,62,50000,8,-0.04581022267976819,0.028607662496632342,0.0029169748554911724
1.0001,62,200000,8,-0.07348652575432928,-0.030003014836918016,0.006300450366746022
1.0001,62,1000000,8,0.006011083582802933,-0.03640658392638034,0.0013615724790280181
1.0001,63,50000,1,-0.21623138563655708,0.45193273234203424,0.25099920669644227
1.0001,63,200000,1,-0.11587487275500277,0.045719545012307024,0.01551726293212045
1.0001,63,1000000,1,-0.004490821023157853,-0.16336210293649508,0.026707344149296056
1.0001,63,50000,2,0.13734782604792423,-0.40651525608846756,0.1841190787527632
1.0001,63,200000,2,0.17656934517335737,0.00542594970862417,0.031206174585188737
1.0001,63,1000000,2,0.06992088138091819,0.0788937878107586,0.011113159408213438
1.0001,63,50000,4,-0.056109015783341244,-0.1587444729451893,0.02834802934282118
1.0001,63,200000,4,0.04265520845050518,0.09314017679190337,0.010494559340783064
1.0001,63,1000000,4,0.07572161496221014,0.03840555407110873,0.007208749555994061
1.0001,63,50000,8,-0.06414289805682755,-0.07996742955415867,0.0105091011606279
1.0001,63,200000,8,0.05634342099165343,0.024214212457290097,0.003760909173969476
1.0001,63,1000000,8,0.055968178754818215,0.03599928791263831,0.004428385763348312
1.01,0,50000,1,-0.002862422298997765,0.007678549805571413,6.715358853444043e-05
1.01,0,200000,1,0.005797696774862176,0.014337105955373446,0.00023916589506885197
1.01,0,1000000,1,0.004653919831589307,0.0011804423041816149,2.3052413832361844e-05
1.01,0,50000,2,-0.007858763336939113,0.013509927505726686,0.00024427830239600885
1.01,0,200000,2,-0.00457103441080576,0.0016076259649305707,2.3478816827889308e-05
1.01,0,1000000,2,0.0020789047180204737,0.0018950235165945727,7.912958955054246e-06
1.01,0,50000,4,0.005196825626133647,0.007194211113417312,7.876367013285655e-05
1.01,0,200000,4,-0.002785854990228513,0.009463284141814965,9.73147347753077e-05
1.01,0,1000000,4,0.0017947329189321314,-0.0009526123156292175,4.128536474187108e-06
1.01,0,50000,8,0.012118703273155125,0.0031715248084946655,0.00015692153863367789
1.01,0,200000,8,-0.00199873385734605,0.007882016867399942,6.61211269304786e-05
1.01,0,1000000,8,-0.0002399058367340582,-0.0004062458778079762,2.2259052373504175e-07
1.01,1,50000,1,0.00021735786725146116,-0.007336787317717983,5.3875692587883544e-05
1.01,1,200000,1,-0.01018106880213708,-0.008790719480874008,0.00018093091094526672
1.01,1,1000000,1,-0.004148906212190819,-0.009898184386218442,0.00011518747690113411
1.01,1,50000,2,-0.0013026499465821166,-0.01429836048405228,0.00020614000941523815
1.01,1,200000,2,-0.004999017090044081,0.0026495468034404045,3.201027013017406e-05
1.01,1,1000000,2,-0.0007673770404296168,0.0038274779154821303,1.5238454715681951e-05
1.01,1,50000,4,0.004587656835967045,-0.002895551062660618,2.943081120107019e-05
1.01,1,200000,4,0.0003675123176430886,-0.0012058749670712675,1.5891997398285248e-06
1.01,1,1000000,4,0.001328259845400579,0.003406835499738907,1.337080233918482e-05
1.01,1,50000,8,-0.006967648861234655,0.003840931492879867,6.330088538646095e-05
1.01,1,200000,8,-0.0013250960792986115,0.003045399677122171,1.1030338812788375e-05
1.01,1,1000000,8,7.939115429377512e-05,0.0026582491475363903,7.072591485758045e-06
1.01,2,50000,1,-0.11555759773857403,-0.04641927505139049,0.015508307491406735
1.01,2,200000,1,-0.061762214624044735,0.012233890574502295,0.003964239233855461
1.01,2,1000000,1,-0.018213679466643488,0.004433498265830261,0.0003513940265867506
1.01,2,50000,2,0.04889941349007519,0.029253674701120714,0.003246930123192338
1.01,2,200000,2,0.03811297573426965,0.00455452623567969,0.0014733426285525218
1.01,2,1000000,2,0.010891294030754907,-0.0027784112750120302,0.0001263398548774714
1.01,2,50000,4,0.02834556082910852,0.012791769257959842,0.0009671001794655776
1.01,2,200000,4,0.027662985160399268,-9.984048624152067e-05,0.000765250716107163
1.01,2,1000000,4,0.005918879857573697,0.0012036588380058431,3.648193336670121e-05
1.01,2,50000,8,-0.0016225967701357013,0.0016368490204124971,5.312094994080161e-06
1.01,2,200000,8,0.006543855447094476,0.005103876001464166,6.887159435078988e-05
1.01,2,1000000,8,-0.00021457108241249584,0.001262781529672013,1.640657941088459e-06
1.01,3,50000,1,-0.03263374878813487,-0.02900232020836672,0.0019060961374357305
1.01,3,200000,1,-0.004435428744096599,0.006741984224144888,6.512737942257688e-05
1.01,3,1000000,1,0.0015169972842054187,-0.006883290682122275,4.968097137487794e-05
1.01,3,50000,2,-0.013804421289386767,0.005429702565351855,0.0002200437170830631
1.01,3,200000,2,-0.004113146872767459,-0.012878457727034462,0.00018277265062397038
1.01,3,1000000,2,-0.0026378357454533677,0.007600905158538396,6.473193664908714e-05
1.01,3,50000,4,-0.014237329275458857,-0.013099200350203915,0.00037429059471262024
1.01,3,200000,4,0.0029538029667594314,-0.009587448907438645,0.00010064412851918329
1.01,3,1000000,4,0.0005294278599308323,0.0016401156133122555,2.970273083901577e-06
1.01,3,50000,8,-0.0011090810980609203,-0.010325606870730055,0.00010784821813094373
1.01,3,200000,8,0.011154570649620273,-0.00557916000327735,0.00015555147271953978
1.01,3,1000000,8,0.0002655821745603849,-0.0015695153845470074,2.5339124337739638e-06
1.01,4,50000,1,-0.01640181531571177,-0.018796115874840105,0.0006223135176311334
1.01,4,200000,1,-0.005383092170654232,-0.006456849453455127,7.066858618234266e-05
1.01,4,1000000,1,0.0007946680908598641,-0.005881769406563932,3.5226708726622296e-05
1.01,4,50000,2,0.007756300183719292,0.0032473750991300365,7.070563757441375e-05
1.01,4,200000,2,0.0011362725884189544,0.00032154921329232653,1.3945092917612248e-06
1.01,4,1000000,2,-0.0017823594580410255,0.0009047746776808506,3.995422455040785e-06
1.01,4,50000,4,-0.005824397625171518,0.012671294135195917,0.00019448530275675404
1.01,4,200000,4,-0.00806728030631956,0.013007100544909484,0.00023426567612611605
1.01,4,1000000,4,-0.0035190056362842713,0.00642746576578945,5.3695716838595834e-05
1.01,4,50000,8,-0.007721348614716105,-0.0014365876893704167,6.168300861922893e-05
1.01,4,200000,8,-0.005214949387974623,0.008342393135983912,9.679122035444838e-05
1.01,4,1000000,8,0.0004964784971303322,0.0026882432053863307,7.473142429418566e-06
1.01,5,50000,1,0.047214059476071775,-0.00807800631245019,0.0022944215981940278
1.01,5,200000,1,-0.0006643151082884459,-0.005018981176530502,2.5631486613467788e-05
1.01,5,1000000,1,0.007651257975464964,0.00512533311791858,8.481078817674922e-05
1.01,5,50000,2,-0.028647547565946046,0.014588450247698446,0.0010335048621727138
1.01,5,200000,2,-0.006126953024766237,0.0010506829267974047,3.86434879803557e-05
1.01,5,1000000,2,-0.006079604893927291,-0.0004977759850513647,3.7209376597558526e-05
1.01,5,50000,4,-0.015262939083760476,0.010873656148079423,0.0003511937075012485
1.01,5,200000,4,-0.005252053457140692,0.003144539212515261,3.747219237570959e-05
1.01,5,1000000,4,-0.0013833319323852294,0.0025171523297620483,8.24966308638316e-06
1.01,5,50000,8,-0.012083262883645501,0.004226192634721924,0.00016386594610106283
1.01,5,200000,8,-0.0018829486597622526,-0.0025041354754564114,9.816190134739772e-06
1.01,5,1000000,8,-0.0021740104905529456,0.00016463995374996925,4.753427927405051e-06
1.01,6,50000,1,0.01964977222549211,-0.07530116731299977,0.0060563793472141044
1.01,6,200000,1,-0.0160120425774043,-0.0016833373294808701,0.00025921913206543187
1.01,6,1000000,1,0.00015328811323679563,0.005378658370915946,2.895346311668388e-05
1.01,6,50000,2,-0.030826918505018425,0.023467913927151883,0.0015010418886072568
1.01,6,200000,2,0.006623394529723683,-0.009725369397477958,0.00013845216501377438
1.01,6,1000000,2,-0.003117843997101484,-0.006697519321674821,5.457771625446932e-05
1.01,6,50000,4,-0.011578448774786405,0.019678184553401496,0.000521291423348082
1.01,6,200000,4,0.017303256241853075,-0.013241473944169637,0.00047473930878535087
1.01,6,1000000,4,-0.0022759382267983417,-0.0043204333492138595,2.384603913720127e-05
1.01,6,50000,8,-0.022633408136190098,-0.0055837188113500545,0.0005434490796235806
1.01,6,200000,8,0.0014986471751566015,-0.008547900620703743,7.531254837703229e-05
1.01,6,1000000,8,-0.0020009269117859706,-0.0014477035226075385,6.099553995679616e-06
1.01,7,50000,1,0.0457736994749462,3.438672679414708e-05,0.0020952327460696703
1.01,7,200000,1,0.003583378559410201,0.005279924052614426,4.071819990141707e-05
1.01,7,1000000,1,0.002353800707853551,-0.002598062549590373,1.2290306783875907e-05
1.01,7,50000,2,-0.0055369152901639605,-0.016790062283180196,0.00031256362240352154
1.01,7,200000,2,-0.0011750252679532179,-0.005716136995223499,3.405490652849126e-05
1.01,7,1000000,2,-0.0005187912582583823,-0.0060155519786281786,3.645600997722271e-05
1.01,7,50000,4,-0.003501449860124728,-0.00710323405312962,6.271608513650775e-05
1.01,7,200000,4,-0.004869395247524304,-0.0006282169042402932,2.410566655538554e-05
1.01,7,1000000,4,-0.00062821051062374,0.00044765115503961095,5.95040002266438e-07
1.01,7,50000,8,-0.012148086405007617,-0.00100999118449786,0.00014859608549629426
1.01,7,200000,8,-0.011378634254251493,-0.002003833490552999,0.00013348866614988725
1.01,7,1000000,8,-0.0012153598210758812,-0.0008496882514554643,2.1990696193470424e-06
1.01,8,50000,1,-0.004178050633600668,0.006800275830379397,6.369985846617314e-05
1.01,8,200000,1,0.033386776464968355,0.02455608400906061,0.001717678104581807
1.01,8,1000000,1,0.006059002995545484,0.006605811644526234,8.034826478298754e-05
1.01,8,50000,2,0.03072380254914628,0.004425816244926019,0.0009635398925127784
1.01,8,200000,2,-0.013597045814846971,-0.011425318954247178,0.00031541756809732745
1.01,8,1000000,2,0.0006560503006320656,-0.004622892255527819,2.180153480317851e-05
1.01,8,50000,4,0.033983894661014494,0.015358622513450297,0.0013907923818415916
1.01,8,200000,4,-0.006855978785213927,-0.004348033358063554,6.590983918613688e-05
1.01,8,1000000,4,-0.0039310805394051915,-0.004618579390443228,3.6784669793117154e-05
1.01,8,50000,8,0.029208148787402605,0.020775515482927605,0.0012847379991684131
1.01,8,200000,8,0.004321080584839022,-0.001637101294747153,2.135183806993555e-05
1.01,8,1000000,8,-0.0018172697919412383,-0.0006912544223256081,3.7803021730868617e-06
1.01,9,50000,1,0.042108298326834215,0.020128860739529332,0.002178279822653034
1.01,9,200000,1,-0.0031588322922512877,0.021394693118748576,0.00046771111509599724
1.01,9,1000000,1,-0.0020560389050180696,0.003423835617968135,1.5949946317815144e-05
1.01,9,50000,2,-0.007480070783932657,-0.02257509236035997,0.0005655862540114259
1.01,9,200000,2,0.002565387558621688,-0.017715708966278387,0.00032042755750380747
1.01,9,1000000,2,0.0011195386265282676,0.0009613392804112005,2.1775399483503248e-06
1.01,9,50000,4,0.024167075899189292,-0.01678474997930629,0.0008657753893849985
1.01,9,200000,4,0.010320117756110395,-0.006744105836822946,0.00015198779403825439
1.01,9,1000000,4,0.0050303259851013525,0.0008862572105657838,2.6089631359665734e-05
1.01,9,50000,8,0.00036184389433332293,-0.003891507735685427,1.5274763460765822e-05
1.01,9,200000,8,0.001963307868694054,-0.00046496122708065746,4.070766729964339e-06
1.01,9,1000000,8,0.0005691424076633317,0.000296236042943146,4.1167887333942747e-07
1.01,10,50000,1,-0.07875255871104053,0.004446609073227404,0.006221737835785993
1.01,10,200000,1,-0.01642983474492507,-0.021712210516672905,0.0007413595552658686
1.01,10,1000000,1,-0.007780973817145446,-0.003080615497957782,7.003374538936065e-05
1.01,10,50000,2,-0.002835261543578789,-0.003786459873215332,2.2375986391966647e-05
1.01,10,200000,2,0.004055309942647335,0.01676572657255436,0.0002975351262365897
1.01,10,1000000,2,0.0018582842672108632,0.0017339818419828891,6.4599134460897885e-06
1.01,10,50000,4,-0.007767175682704754,0.004032243759775558,7.658800782424899e-05
1.01,10,200000,4,0.00046233139558941714,0.013996745714223295,0.00019612264090797582
1.01,10,1000000,4,0.000669459696673306,-0.0016717174113165688,3.2428153887688844e-06
1.01,10,50000,8,-0.0018651033637636489,0.00935037461435657,9.090811598632625e-05
1.01,10,200000,8,-0.0008047573294600193,0.00909170014178166,8.330664582739228e-05
1.01,10,1000000,8,0.0016109193796635599,-0.0005934101381863417,2.9471968398779615e-06
1.01,11,50000,1,-0.02040368155296025,-0.03460177372082573,0.0016135929655418367
1.01,11,200000,1,-0.00231533634691034,-0.01597195987211438,0.0002604642845557562
1.01,11,1000000,1,-0.004383810486208336,-0.004766879519235142,4.194093472989362e-05
1.01,11,50000,2,0.011360308680557587,0.005845602118580025,0.00016322767744629936
1.01,11,200000,2,-0.000748458320574275,0.0005456988731728987,8.579771178190357e-07
1.01,11,1000000,2,-0.0007320356444199392,-0.0013069567503886084,2.244012132087667e-06
1.01,11,50000,4,-0.014698290409758997,-0.004269943485934729,0.00023427215834268973
1.01,11,200000,4,0.0085722076664118,0.0027250002306743446,8.090837053326449e-05
1.01,11,1000000,4,0.00023033678359391085,0.005386229875510045,2.906452730571334e-05
1.01,11,50000,8,-0.012621072332133918,0.010518754300206904,0.0002699356588410775
1.01,11,200000,8,0.004690280758707498,0.01056463773023029,0.0001336103039665072
1.01,11,1000000,8,0.0005385884359471808,0.004502689571530522,2.056429088090575e-05
1.01,12,50000,1,0.006828784957720946,-0.0043207977258484425,6.530159698649293e-05
1.01,12,200000,1,-0.015104134956018216,0.006715204033968844,0.0002732288579874428
1.01,12,1000000,1,-0.0046626625379539025,-9.32737924446909e-05,2.1749121943195743e-05
1.01,12,50000,2,0.0048360073572463564,-0.02211397174723748,0.0005124147135969584
1.01,12,200000,2,-0.005067142445260385,-0.011280776475221636,0.00015293185044447323
1.01,12,1000000,2,-0.003710043502577705,0.003832869691688146,2.8455312864480624e-05
1.01,12,50000,4,0.011859783686032566,-0.009328533518317531,0.00022767600668185787
1.01,12,200000,4,-0.00778667739795947,-0.005200417814644456,8.767669034676426e-05
1.01,12,1000000,4,-0.0037088623075767447,0.001578246495549184,1.6246521617276777e-05
1.01,12,50000,8,0.007211193532824878,-0.004606227380839378,7.321864285184973e-05
1.01,12,200000,8,-0.007551079695785486,-0.011459724295765533,0.00018834408550706268
1.01,12,1000000,8,-0.0011762452104583378,-0.0025441429914564986,7.856216356103401e-06
1.01,13,50000,1,-0.005042630063624916,2.147974913322969e-05,2.5428579338196656e-05
1.01,13,200000,1,0.0259615968320278,-0.015293086414946191,0.0009078830021637676
1.01,13,1000000,1,0.004878919142788914,-0.014552171907032967,0.00023556955921371164
1.01,13,50000,2,0.00471754814164107,0.010034797426468222,0.0001229524198589544
1.01,13,200000,2,-0.006057630103427808,0.003368287604200698,4.8040243854566864e-05
1.01,13,1000000,2,-0.002574355997767881,0.012730664378880855,0.0001686971243309493
1.01,13,50000,4,0.00016916353894715942,-0.006396699806564076,4.094638471820602e-05
1.01,13,200000,4,-0.007433319302019088,0.0006832839802543947,5.5721112843441836e-05
1.01,13,1000000,4,-0.004509956383464505,0.004490289676787386,4.0502407962215604e-05
1.01,13,50000,8,-0.0036707908245112064,-0.0037054489270976327,2.7205057028644663e-05
1.01,13,200000,8,-0.00883530785538299,0.0013071815661347525,7.977138854623488e-05
1.01,13,1000000,8,-0.002902689440465707,0.0009370647950028366,9.303696417824827e-06
1.01,14,50000,1,-0.05267287769711807,0.004648832222955183,0.002796043685932745
1.01,14,200000,1,-0.014560057085520592,0.0034235320194148503,0.00022371583382157711
1.01,14,1000000,1,0.0010716892146096892,0.0034227084849466644,1.2863451145636623e-05
1.01,14,50000,2,0.005764419947451098,-0.03017463927474428,0.0009437373926915121
1.01,14,200000,2,-0.007429524909904555,0.0016541582231402265,5.793407981407471e-05
1.01,14,1000000,2,-0.006677366900072566,0.00037927330046439746,4.473107695462986e-05
1.01,14,50000,4,0.006197440428788496,-0.020051847631413103,0.0004404848613017894
1.01,14,200000,4,0.0008207048386706747,0.001550137660374419,3.0764831983285356e-06
1.01,14,1000000,4,-0.001127982490418423,0.0017476732997198593,4.32670646124425e-06
1.01,14,50000,8,0.010907337944965257,-0.013105417713673238,0.0002907219944955391
1.01,14,200000,8,0.004291202612289604,0.00229026992263106,2.36597561782296e-05
1.01,14,1000000,8,0.0003047302174905209,0.0018273717010577834,3.432147839278637e-06
1.01,15,50000,1,-0.09008932324483164,0.030465627864131636,0.009044240643867517
1.01,15,200000,1,-0.020629877834101456,0.0012768958875790488,0.00042722232255766677
1.01,15,1000000,1,-0.014939450159690601,-0.0017776168157432868,0.00022634709261749286
1.01,15,50000,2,0.04665634153164988,-0.01026905323107521,0.0022822676593806136
1.01,15,200000,2,0.012599117260010659,-0.009012178656844371,0.0002399571198743797
1.01,15,1000000,2,0.004865286746238806,-0.00382833553187773,3.8327168067764534e-05
1.01,15,50000,4,0.051229798076241,-0.026038790011957347,0.0033025107962192358
1.01,15,200000,4,0.016835339792048917,-0.0031739095330779337,0.0002935023676379087
1.01,15,1000000,4,0.00621165560248131,-0.0011331416476690322,3.986867531751952e-05
1.01,15,50000,8,0.03495972381315411,-0.022841724623789614,0.0017439266728810515
1.01,15,200000,8,0.008966119280455811,-0.005990492585626814,0.00011627729636981126
1.01,15,1000000,8,0.0017197522575066104,-0.004003664531354044,1.898687750682148e-05
1.01,16,50000,1,-0.015417253876662316,-0.007816606678818372,0.0002987910570688072
1.01,16,200000,1,0.015422943233934791,0.004647645826285554,0.0002594677897237645
1.01,16,1000000,1,-0.0008141368449145228,-0.0036524476750098836,1.4003192820932476e-05
1.01,16,50000,2,0.0026099377302624535,0.014185998527740126,0.00020805432918489256
1.01,16,200000,2,-0.024242445211492093,0.0014276259857215826,0.0005897342657873034
1.01,16,1000000,2,8.013781354004624e-05,0.0016073262284736717,2.589919673898377e-06
1.01,16,50000,4,-0.013137233483308287,0.01387519287808494,0.00036510788099901537
1.01,16,200000,4,-0.023667197864393107,0.0030948175026039703,0.0005697141501267575
1.01,16,1000000,4,-0.0004694511932322817,0.0034537525206295803,1.2148790896582392e-05
1.01,16,50000,8,-0.0064090354891502615,0.005136747182868452,6.74619075218945e-05
1.01,16,200000,8,-0.007957421631950559,0.006971208461757963,0.00011191830644592051
1.01,16,1000000,8,0.0013338475420286015,0.002519457775055253,8.126816745662108e-06
1.01,17,50000,1,-0.0044791552582064175,0.0290153212833997,0.0008619517010060258
1.01,17,200000,1,0.02346788998430934,-0.0019378676458855686,0.0005544971913286168
1.01,17,1000000,1,9.268524163218714e-05,0.003957516291659692,1.5670525752768304e-05
1.01,17,50000,2,-0.008762514953490941,-0.02754550448072961,0.0008355364854080475
1.01,17,200000,2,-0.027564551431824014,0.004431761397490401,0.0007794450047219573
1.01,17,1000000,2,-0.003978110222728605,0.002105379392894972,2.025798333220463e-05
1.01,17,50000,4,-0.016674682554418924,-0.0044496998515114695,0.00029784486705918396
1.01,17,200000,4,-0.015123390413200374,0.007514842024909297,0.0002851897882494238
1.01,17,1000000,4,-0.0045570198866615765,0.001635123336130449,2.344005857178746e-05
1.01,17,50000,8,-0.010402264409856142,-0.007671940454193965,0.0001670657751852577
1.01,17,200000,8,-0.007340671625940839,-0.0014387455305934565,5.5955448621695574e-05
1.01,17,1000000,8,-0.0026131012192943293,-0.002126297194323265,1.1349437740864499e-05
1.01,18,50000,1,0.003341545208561116,0.036224401485919544,0.0013233731873939477
1.01,18,200000,1,-0.0033223391571393936,0.023027239543385356,0.0005412916984635118
1.01,18,1000000,1,-0.0062410296961070795,-0.001697599381085637,4.183229532635276e-05
1.01,18,50000,2,-0.001311278070519756,-0.008270501372499376,7.01206431307401e-05
1.01,18,200000,2,0.0005080310515451731,-0.0009377352353542304,1.1374429209589484e-06
1.01,18,1000000,2,0.00500114400858053,0.005172069135436316,5.176174053629391e-05
1.01,18,50000,4,-0.0031376583886934028,0.002606651511178671,1.663953226486813e-05
