beta,seed,n,k,real,imag,square
1.0001,24,50000,8,0.07216440267052497,-0.02640591026740247,0.005904973109843784
1.0001,24,200000,8,0.05559933530832594,0.038524613153104625,0.004575431905324022
1.0001,24,1000000,8,-0.0040783906720521035,0.027181401981141627,0.0007554618841342916
1.0001,25,50000,1,-0.06226395444702606,-0.41876308567827103,0.1792393219501683
1.0001,25,200000,1,0.025344885519052732,-0.10173922325643422,0.010993232770796455
1.0001,25,1000000,1,-0.022099620109921846,-0.030736084684203635,0.0014331001107173995
1.0001,25,50000,2,-0.06778445484556253,0.20577282363825836,0.04693718726677188
1.0001,25,200000,2,-0.0365198039188608,-0.03766534887734485,0.002752374584324144
1.0001,25,1000000,2,0.029685956571461173,0.06232142945749916,0.004765216587188724
1.0001,25,50000,4,-0.0243453699457013,0.07288671314521213,0.005905169990905494
1.0001,25,200000,4,-0.010105419933231635,-0.01730961456546148,0.0004017422684317915
1.0001,25,1000000,4,0.0433280365570045,0.022251602280175812,0.0023724525559202436
1.0001,25,50000,8,-0.08307254361770873,0.05296800767267567,0.009706657339928747
1.0001,25,200000,8,-0.013475359457022862,-0.03257974731780187,0.0012430252477877936
1.0001,25,1000000,8,0.02008144375667952,0.005835619157656207,0.00043731883430588687
1.0001,26,50000,1,-0.21720691742482381,0.6190658079291073,0.4304213195241125
1.0001,26,200000,1,-0.29689439935884093,0.3328395788915942,0.1989284696473807
1.0001,26,1000000,1,-0.08587857396195384,0.07975072715300204,0.01373530794717135
1.0001,26,50000,2,-0.12256022729838706,-0.41307619998866746,0.1856529563125099
1.0001,26,200000,2,0.14989231236010872,-0.23236715071982314,0.0764621980383094
1.0001,26,1000000,2,0.056526348620768205,-0.07892670951683159,0.009424653563550937
1.0001,26,50000,4,-0.23148419477995213,-0.05134776242670558,0.05622152513915222
1.0001,26,200000,4,0.14772706477813702,-0.037946723161210026,0.023263239466637407
1.0001,26,1000000,4,0.02299677314456332,-0.06465007528644444,0.004708483809605442
1.0001,26,50000,8,0.0019927109593639086,0.08607840654684824,0.007413462970612056
1.0001,26,200000,8,0.11673211790056054,-0.02959357989876306,0.014502167320774837
1.0001,26,1000000,8,0.02957988476006044,-0.015968027826438018,0.0011299474950843549
1.0001,27,50000,1,0.15678770252687252,0.3691555824603871,0.1608582277253227
1.0001,27,200000,1,0.12041497322782861,-0.0013349363215645123,0.014501547832441314
1.0001,27,1000000,1,0.04327452753403937,0.05495354770923813,0.004892577139125843
1.0001,27,50000,2,-0.24830032590285853,-0.19208484411936538,0.09854963918382666
1.0001,27,200000,2,-0.0031125804244062196,0.13973677481161462,0.019536054391650296
1.0001,27,1000000,2,0.002586120173128864,-0.04158825210410774,0.0017362707306246858
1.0001,27,50000,4,0.02650892623936184,0.0507535521453136,0.0032786462257309934
1.0001,27,200000,4,-0.011109370474196922,0.11389996249349191,0.013096619568351823
1.0001,27,1000000,4,0.0030248449777929543,-0.035517938097644614,0.0012706736138477942
1.0001,27,50000,8,0.0015430878627020958,0.05525337449772979,0.0030553165135383956
1.0001,27,200000,8,-0.007773658892273138,0.02651270322617895,0.0007633532049328567
1.0001,27,1000000,8,-0.022142609713737764,-0.005232576921241606,0.0005176750261716243
1.0001,28,50000,1,0.4544287635932397,0.2651959066509984,0.27683437008532563
1.0001,28,200000,1,-0.12057381445482965,0.06414139639066031,0.0186521634631315
1.0001,28,1000000,1,-0.005723610770639627,0.08204708466023539,0.006764483821497614
1.0001,28,50000,2,-0.028995884738457555,0.23438647730369633,0.05577778207460207
1.0001,28,200000,2,0.16336527489323882,0.1186754629576725,0.04077207854916139
