beta,seed,x0,zero_count,max_abs,unit_error
1.0001,34,-0.3566059000779712,0,19613.36903077727,2.220446049250313e-16
1.0001,35,-0.06038823407122889,0,2800.0804965102993,2.220446049250313e-16
1.0001,36,0.2577473350695599,0,8367.712631862034,2.220446049250313e-16
1.0001,37,0.03524723272423114,0,27859.21952031429,2.220446049250313e-16
1.0001,38,-0.01631593535568666,0,37437.3493870456,2.220446049250313e-16
1.0001,39,-0.023841837572551015,0,18319.634694811226,2.220446049250313e-16
1.0001,40,0.04204796286197258,0,108851.21867790149,2.220446049250313e-16
1.0001,41,-0.026133230882243424,0,8746.180895966958,2.220446049250313e-16
1.0001,42,0.056457636089749075,0,10318.222187488986,2.220446049250313e-16
1.0001,43,-0.0672075225603585,0,53087.95361801175,2.220446049250313e-16
1.0001,44,-0.03379550662209453,0,6722.160720535497,2.220446049250313e-16
1.0001,45,0.015680727483459205,0,2916398.255915003,2.220446049250313e-16
1.0001,46,-0.011366290915456552,0,4309.369732462826,2.220446049250313e-16
1.0001,47,0.004253155712270588,0,4482.977126713489,2.220446049250313e-16
1.0001,48,0.047466064242692195,0,2912.6684195289627,2.220446049250313e-16
1.0001,49,-0.025902276163684432,0,48912.436318198845,2.220446049250313e-16
1.0001,50,-0.0489860784409489,0,4811.962849179817,2.220446049250313e-16
1.0001,51,-0.0052039111158796465,0,6724.266392300402,2.220446049250313e-16
1.0001,52,0.005298407585545274,0,15879.423449528795,2.220446049250313e-16
1.0001,53,-5.628826150631737,0,16065.901990149689,2.220446049250313e-16
1.0001,54,0.017525771971926753,0,348936.18705932057,2.220446049250313e-16
1.0001,55,-0.03494792680592468,0,10070.943260529242,2.220446049250313e-16
1.0001,56,-0.10468522494343915,0,26606.53093236748,2.220446049250313e-16
1.0001,57,-0.01954650886140987,0,5551.100398438266,2.220446049250313e-16
1.0001,58,0.0831353928851639,0,9473.017342334942,2.220446049250313e-16
1.0001,59,-0.13186503401862462,0,8930.370273309645,2.220446049250313e-16
1.0001,60,-0.0006316766152936225,0,17372.29166269887,2.220446049250313e-16
1.0001,61,-0.01330378206113495,0,15912.394815212385,2.220446049250313e-16
1.0001,62,-0.03202923263864991,0,16193.479721758007,2.220446049250313e-16
1.0001,63,-0.00475333976487957,0,5357469.249672851,2.220446049250313e-16
1.01,0,-0.18714288042335891,0,94190.93305595794,2.220446049250313e-16
1.01,1,-0.3283235197919105,0,462677.85330277303,2.220446049250313e-16
1.01,2,0.2642971893458627,0,1140826.3743751906,2.220446049250313e-16
1.01,3,-0.18857213860887823,0,685482.8377003955,2.220446049250313e-16
1.01,4,-0.020678522153610553,0,26125550.94218601,2.220446049250313e-16
1.01,5,-0.6041156994090133,0,76351.02899501057,2.220446049250313e-16
1.01,6,0.12697967598141305,0,365317.4903905668,2.220446049250313e-16
1.01,7,-0.16650179502485543,0,38289.1741135211,2.220446049250313e-16
1.01,8,-0.24206567042290675,0,30854.665104336895,2.220446049250313e-16
1.01,9,-0.00316867712736621,0,55546.111046104845,2.220446049250313e-16
1.01,10,0.16320488207577585,0,99105.72738797293,2.220446049250313e-16
1.01,11,0.8240477287145614,0,801475.5734273145,2.220446049250313e-16
1.01,12,-0.009323168511601232,0,96363.32875305183,2.220446049250313e-16
1.01,13,-0.58928216880704,0,120623.59805380784,2.220446049250313e-16
1.01,14,-13.673740841282019,0,133027.90917992144,2.220446049250313e-16
1.01,15,-0.09781997409415287,0,25892.135433293348,2.220446049250313e-16
1.01,16,-19.792132536851465,0,2861583.3936994947,2.220446049250313e-16
1.01,17,-0.14515465415869763,0,869396.5146543067,2.220446049250313e-16
1.01,18,0.05365477310442088,0,54413.8713222169,2.220446049250313e-16
1.01,19,3.2281926636279508,0,57830.47374686701,2.220446049250313e-16
1.01,20,0.049607694635804216,0,390273.05289661186,2.220446049250313e-16
