beta,seed,n,k,lag,real,imag
1.1,4,200000,1,1024,0.002102790456505655,-0.0032343893558423615
1.1,4,200000,1,4096,0.004039075359655717,0.003486103437548881
1.1,4,1000000,1,1,0.8216465724671412,-0.00043241118420287653
1.1,4,1000000,1,64,-0.0025282769869631487,0.0009793263258548394
1.1,4,1000000,1,1024,0.0017805404417349396,-0.0007325211787803938
1.1,4,1000000,1,4096,0.0013040080984851263,-0.0009795999646178845
1.1,4,50000,4,1,0.45255691834833645,-0.0025643650661143443
1.1,4,50000,4,64,-0.0013206221824876318,0.001429652784083029
1.1,4,50000,4,1024,-0.004459672245823539,-0.0037349861003598763
1.1,4,50000,4,4096,-0.00021899758210146823,0.0003057855232343902
1.1,4,200000,4,1,0.4530738410647895,-0.004088879551917825
1.1,4,200000,4,64,-0.00033425487633630444,0.0002652157445081475
1.1,4,200000,4,1024,0.0014198110185666356,-0.0010627814217501637
1.1,4,200000,4,4096,0.0010023974868865785,0.00026824669983447036
1.1,4,1000000,4,1,0.45552088641596516,-0.0018903792426768662
1.1,4,1000000,4,64,-0.00019264065446850744,-0.001078801914231801
1.1,4,1000000,4,1024,-0.00016528711805775592,-4.4421710535678275e-05
1.1,4,1000000,4,4096,0.0008264568192504432,0.0009718893185313548
1.1,5,50000,1,1,0.8224063180911034,0.0023938235978181238
1.1,5,50000,1,64,-0.00014893768162826972,0.00607759363429363
1.1,5,50000,1,1024,0.005642679192529904,0.007922140819756293
1.1,5,50000,1,4096,-0.0021935430788792847,0.005260064823481105
1.1,5,200000,1,1,0.8234362932070484,0.0003300764515137343
1.1,5,200000,1,64,-0.0014071365648124425,-0.006052338574583851
1.1,5,200000,1,1024,-8.462047723550482e-05,0.007172990792152448
1.1,5,200000,1,4096,0.005417496052282192,0.008569185263479665
1.1,5,1000000,1,1,0.8219595572439278,-0.00022620822571215943
1.1,5,1000000,1,64,-5.8972473274107435e-05,-0.001392905275367136
1.1,5,1000000,1,1024,-0.0016926773598507183,0.000857621303278311
1.1,5,1000000,1,4096,-0.001136629361222172,0.005477627448524246
1.1,5,50000,4,1,0.4522904643747776,0.00865373692357714
1.1,5,50000,4,64,0.0041257494432274215,0.0014303082617285986
1.1,5,50000,4,1024,0.0024740224349625024,0.00025619049913100123
1.1,5,50000,4,4096,0.0011898740767305959,0.004095225578965829
1.1,5,200000,4,1,0.45920853962568936,0.002611800121044597
1.1,5,200000,4,64,-3.6868031537546236e-05,-0.0020393761080982763
1.1,5,200000,4,1024,-0.0010163571125106517,9.71503770091289e-06
1.1,5,200000,4,4096,-0.0010909012452971897,0.0006193445049038011
1.1,5,1000000,4,1,0.45542360492832956,-0.0005048835203949254
1.1,5,1000000,4,64,-0.0003296672784334625,0.00018065527129675223
1.1,5,1000000,4,1024,-0.00041378917718538823,8.586284762996281e-05
1.1,5,1000000,4,4096,-0.0009766957247695502,0.0011102711470067643
1.1,6,50000,1,1,0.822463340954191,-0.0015045541079719608
1.1,6,50000,1,64,0.002469474981410641,0.0008940884132259275
1.1,6,50000,1,1024,0.0022716724377670147,-0.005736144595484399
1.1,6,50000,1,4096,-0.012753315825034108,-0.016292311275829797
1.1,6,200000,1,1,0.8219664274871215,-0.0010889368171645463
1.1,6,200000,1,64,-0.0020890020187968755,-0.003571843034644069
1.1,6,200000,1,1024,0.0012175761403699786,-0.003090807724714474
1.1,6,200000,1,4096,-0.008535922981470788,-0.0002824183204582122
1.1,6,1000000,1,1,0.822024563375387,-0.0002661140905412619
1.1,6,1000000,1,64,0.0013773858381976685,0.001504925336622352
1.1,6,1000000,1,1024,0.004149403347567165,-0.001403440170046561
1.1,6,1000000,1,4096,-0.00011101909344020898,0.0007431782119688284
1.1,6,50000,4,1,0.45778287750861935,-0.002634058867497384
1.1,6,50000,4,64,-0.001324445993243606,0.0016391942029769235
1.1,6,50000,4,1024,0.0010347119875382723,-0.0009308671435642293
1.1,6,50000,4,4096,0.004684392428016253,0.0013691271923179965
1.1,6,200000,4,1,0.45620212816446354,-0.004097079701533091
1.1,6,200000,4,64,0.0013798686515675942,-0.0018669126340334513
1.1,6,200000,4,1024,-0.004980291817681469,-0.002561673543925149
1.1,6,200000,4,4096,-0.00014557763947817701,-7.594706745001169e-05
1.1,6,1000000,4,1,0.4570818784448549,-0.0003697709978777572
1.1,6,1000000,4,64,0.00034224436623473716,-0.00042237576741971264
1.1,6,1000000,4,1024,-0.0014266617215550916,-0.002299150921171976
1.1,6,1000000,4,4096,-0.000334840458702623,-0.0005683111112296537
1.1,7,50000,1,1,0.8200705031923329,0.0013047306720386867
1.1,7,50000,1,64,-0.006012149140982574,-0.007195189755371818
1.1,7,50000,1,1024,-0.010592329061475506,-0.012820297626743533
1.1,7,50000,1,4096,0.001308008690066037,-0.002477928341086294
1.1,7,200000,1,1,0.821647246406096,-0.0009179439761311169
1.1,7,200000,1,64,-0.004100146263381788,-0.0035294621875345583
1.1,7,200000,1,1024,-0.003081831652368584,-0.0046559585603452615
1.1,7,200000,1,4096,0.001117527622828943,-0.004481393561228255
1.1,7,1000000,1,1,0.8212849242840045,-4.4631632833560376e-05
1.1,7,1000000,1,64,0.0002315603036747895,0.00022619150307539175
1.1,7,1000000,1,1024,-0.001902114859249121,-0.0007910671274201868
1.1,7,1000000,1,4096,0.0005269981879369852,-0.0026565309807629546
1.1,7,50000,4,1,0.450644861652523,0.005229874036967785
1.1,7,50000,4,64,-0.003201561297932789,0.0002675052235731588
1.1,7,50000,4,1024,0.0035336540295269844,-0.0040447917611516155
1.1,7,50000,4,4096,-0.0033909717941068077,-0.007763504472525611
1.1,7,200000,4,1,0.45492004539727593,-0.005349910483703415
1.1,7,200000,4,64,-0.001219749329923823,0.003859954261615247
1.1,7,200000,4,1024,0.0008748259763926369,0.0015045686496348728
1.1,7,200000,4,4096,-0.0015814573802609545,-0.002726889906319816
1.1,7,1000000,4,1,0.45426645799520726,-0.0008453262245495305
1.1,7,1000000,4,64,-0.000657775631472928,0.0014601711593595253
1.1,7,1000000,4,1024,0.0011096935980016852,0.00021915225602806186
1.1,7,1000000,4,4096,0.00019465219043895447,-0.002192784830890407
1.1,8,50000,1,1,0.8193836623347585,0.0014155272847166756
1.1,8,50000,1,64,-0.0007862810213382587,0.007134352802298969
1.1,8,50000,1,1024,-0.010011604869439646,-0.009395050438722146
1.1,8,50000,1,4096,-0.003177721464658315,-0.004410507587043994
1.1,8,200000,1,1,0.8215301601468552,0.0013875370358809773
1.1,8,200000,1,64,0.004237649886850684,0.007257431088133639
1.1,8,200000,1,1024,-0.013594168511997854,0.00040144591956769435
1.1,8,200000,1,4096,-0.004370949247145747,-1.8169216600914052e-05
1.1,8,1000000,1,1,0.8215543126912641,0.0005407506437252445
1.1,8,1000000,1,64,0.0016821315119799026,0.0004471041128672771
1.1,8,1000000,1,1024,-0.0018608701269539438,-0.0015258167023725609
1.1,8,1000000,1,4096,-0.00270583287756708,-0.0003622182063011248
1.1,8,50000,4,1,0.44980149241955275,0.0015030157134578398
1.1,8,50000,4,64,-0.001971755325919789,0.0005692453184712699
1.1,8,50000,4,1024,-0.0035212372733979605,0.00013351634172242984
1.1,8,50000,4,4096,-0.00034673251955420645,-0.0020101912195254834
1.1,8,200000,4,1,0.45687501286820986,0.0018662461328069937
1.1,8,200000,4,64,-0.0007353502434458677,0.0005643016468811545
1.1,8,200000,4,1024,-0.003214743817708034,-0.0011382613778387995
1.1,8,200000,4,4096,-0.0019261348564355992,-0.0028152624341369983
1.1,8,1000000,4,1,0.4559256054944041,0.0012052094761644586
1.1,8,1000000,4,64,0.0004586105420167617,0.0005579844261902631
1.1,8,1000000,4,1024,-0.0017083362325836069,-0.00081184724596458
1.1,8,1000000,4,4096,0.0006541328230192065,-0.0008071122164019596
1.1,9,50000,1,1,0.8236590921556642,0.001914409315517072
1.1,9,50000,1,64,0.010279235308218315,0.011941118274116718
1.1,9,50000,1,1024,0.0019921357665691882,0.00021234388189175047
1.1,9,50000,1,4096,-0.011344418317016306,-5.4670512860285215e-05
1.1,9,200000,1,1,0.8230398124669082,-0.0003346059674488354
1.1,9,200000,1,64,0.00219148390146176,0.005299004124730382
1.1,9,200000,1,1024,-0.006865913685175791,0.0007830174891877545
1.1,9,200000,1,4096,-0.0063948197319385535,0.004856576188648917
1.1,9,1000000,1,1,0.8219518845611928,4.110659138905369e-05
1.1,9,1000000,1,64,0.0010012021453205447,1.0179514673657197e-05
1.1,9,1000000,1,1024,0.0005449149687188159,0.0028898285790093558
1.1,9,1000000,1,4096,-0.002283622933483578,0.001851020404603786
1.1,9,50000,4,1,0.4657556936225027,0.008506426094597229
1.1,9,50000,4,64,-0.004290661088478054,0.0025951982879290304
1.1,9,50000,4,1024,-3.5339036918413274e-05,-0.003129350505774363
1.1,9,50000,4,4096,-0.004788774499017592,0.0008678892899911205
1.1,9,200000,4,1,0.46140470979039433,-0.0003250522178595091
1.1,9,200000,4,64,-0.001421189228356342,0.0013144159979798296
1.1,9,200000,4,1024,0.0008231388096251166,-0.003380755426258972
1.1,9,200000,4,4096,-0.005199672557942767,0.003979150564748587
1.1,9,1000000,4,1,0.4571458607315747,0.0001098474959276944
1.1,9,1000000,4,64,0.00024324777334622016,0.00045668554461944955
1.1,9,1000000,4,1024,-0.0008449480935525043,-0.00011718388650124748
1.1,9,1000000,4,4096,-0.0007811235513791108,0.0001410167123779127
1.1,10,50000,1,1,0.8237398596547401,0.002685959819531878
1.1,10,50000,1,64,-0.00014342789199744578,0.012908171851331725
1.1,10,50000,1,1024,0.007713197795195149,0.006891294609503952
1.1,10,50000,1,4096,0.009388014646179279,0.0042568142167222645
1.1,10,200000,1,1,0.8224062970933483,-0.000221670064007643
1.1,10,200000,1,64,0.003954275037362678,0.0015139114478660597
1.1,10,200000,1,1024,0.0018483158683689626,-0.005740188017719376
1.1,10,200000,1,4096,0.0028237551612590303,0.002509993367003594
1.1,10,1000000,1,1,0.8214951537508324,0.00033680007180033076
1.1,10,1000000,1,64,0.0023084124575270034,0.000559612289150385
1.1,10,1000000,1,1024,0.0012082704611260822,-0.0019949052455875637
1.1,10,1000000,1,4096,0.0014369934468989663,0.0007820820643985254
1.1,10,50000,4,1,0.4640729393088843,0.007940661290035456
1.1,10,50000,4,64,-0.004229958956209797,-0.00041782640414993465
1.1,10,50000,4,1024,-0.0036321491818446868,0.0013939746829282618
1.1,10,50000,4,4096,0.0008804332462601014,0.005301206695700443
1.1,10,200000,4,1,0.4579522016157717,-0.0010902874132111963
1.1,10,200000,4,64,7.591015331733287e-05,9.718603409265932e-06
1.1,10,200000,4,1024,-0.0006903776627041729,-0.0002670668871028837
1.1,10,200000,4,4096,-0.0007727004905521643,0.004652867980140773
1.1,10,1000000,4,1,0.45462012608983815,0.0005943446857006833
1.1,10,1000000,4,64,0.0009693907478319594,4.310453060936444e-06
1.1,10,1000000,4,1024,-0.00038380873991600154,-0.0012537923850421714
1.1,10,1000000,4,4096,-0.00014913089583762975,0.0008479272902437113
1.1,11,50000,1,1,0.8204293247308261,0.0009785239760225356
1.1,11,50000,1,64,-0.0033733036638232904,-0.005631483325127608
1.1,11,50000,1,1024,-0.00040160780686610925,-0.004154201732773504
1.1,11,50000,1,4096,0.011933671346127115,0.000517845711013341
1.1,11,200000,1,1,0.8214588200916563,0.0009220657891980422
1.1,11,200000,1,64,0.0008864798909645474,-0.0006807212391882842
1.1,11,200000,1,1024,-0.0011193438308807608,-0.00110753477609871
1.1,11,200000,1,4096,-0.0019502076386783524,-0.0016931934855553743
1.1,11,1000000,1,1,0.8213457992991406,0.00039426602243251434
1.1,11,1000000,1,64,0.0010542032473240526,-0.0005071766843171005
1.1,11,1000000,1,1024,-0.000471735740603249,-0.002039309434175093
1.1,11,1000000,1,4096,-0.00043463178047303103,-0.001827540812186076
1.1,11,50000,4,1,0.44997134291152646,0.0033378113549614747
1.1,11,50000,4,64,0.0034983705329510906,0.0015473902316073427
1.1,11,50000,4,1024,0.0035808559877578633,-0.0012470268472573518
1.1,11,50000,4,4096,-0.005332309220813351,0.0026271559758138255
1.1,11,200000,4,1,0.4565782479640269,0.0017020518055097772
1.1,11,200000,4,64,0.0005298703533137523,0.0005527246142750394
1.1,11,200000,4,1024,0.0018355099604695942,0.0017176426791072634
1.1,11,200000,4,4096,-0.0017486588877211975,0.0017189934407556267
1.1,11,1000000,4,1,0.45460968489098574,0.0015687996424780415
1.1,11,1000000,4,64,-0.00021141076071993253,0.0009063263725099946
1.1,11,1000000,4,1024,0.0013726350448771904,3.968575847383474e-05
1.1,11,1000000,4,4096,-0.0008701507332371373,-8.647023828291341e-05
1.1,12,50000,1,1,0.8222280455026382,0.0008575118450807935
1.1,12,50000,1,64,-0.0023563755121313434,-0.002111048395504492
1.1,12,50000,1,1024,-0.0008189483136609586,-0.02226931568198849
1.1,12,50000,1,4096,0.0043942170818832985,-0.00035761698693985964
1.1,12,200000,1,1,0.8230516334934828,0.00099785530600733
1.1,12,200000,1,64,-0.005440530761594648,0.0010244390060769695
1.1,12,200000,1,1024,-0.0028067466045858793,-0.010844916186858487
1.1,12,200000,1,4096,0.0035673919655224897,-0.004259949448974554
1.1,12,1000000,1,1,0.8220081361950485,0.00031309419643814215
1.1,12,1000000,1,64,-0.001348014989933796,-0.00012206238174775842
1.1,12,1000000,1,1024,-0.00040996842888455187,-0.0017261135040322674
1.1,12,1000000,1,4096,0.0014642133934126566,-0.0012164449817256937
1.1,12,50000,4,1,0.4569229557903892,0.0011464236749099562
1.1,12,50000,4,64,0.0035088757440178923,-0.004861712871542918
1.1,12,50000,4,1024,-3.545766415512479e-05,0.006323463485157784
1.1,12,50000,4,4096,0.0014189804963046977,-0.002631772128179267
1.1,12,200000,4,1,0.4593680878853376,0.003225249756097282
1.1,12,200000,4,64,0.0006406622339603403,0.0004009886193663826
1.1,12,200000,4,1024,0.0015415288143387606,-0.0002337718691238216
1.1,12,200000,4,4096,0.002788561487140001,0.002129709583113696
1.1,12,1000000,4,1,0.4563551365318108,0.0010431878111277176
1.1,12,1000000,4,64,-0.00045766007157774637,0.0010913412546671253
1.1,12,1000000,4,1024,0.00024718422263762894,-0.00021285176759349643
1.1,12,1000000,4,4096,0.0009550770195573115,0.0005747627050618966
1.1,13,50000,1,1,0.8233806697241183,-0.002420646935477414
1.1,13,50000,1,64,-0.008954050399101578,-0.003554700069495437
1.1,13,50000,1,1024,-0.005856743120635124,0.0016576066954143462
1.1,13,50000,1,4096,0.0007068585983470294,-0.005879526275987134
1.1,13,200000,1,1,0.8217782921627017,-0.0010410542167425842
1.1,13,200000,1,64,-0.0008648880125455555,-0.0030795689288122203
1.1,13,200000,1,1024,-0.0009501888117915535,-4.7484709603561107e-05
1.1,13,200000,1,4096,-0.0006638916307227988,-0.004759582908016698
1.1,13,1000000,1,1,0.8216416596829748,-0.0003575382606717779
1.1,13,1000000,1,64,0.0013148848751888993,-0.0004673140419044569
1.1,13,1000000,1,1024,-0.0005469118402963894,0.001260207788545457
1.1,13,1000000,1,4096,-0.00043474256303068014,-0.0005866961072946845
1.1,13,50000,4,1,0.46388190019990083,-0.007093078035606775
1.1,13,50000,4,64,-0.0001307292786733072,-0.00288609336264419
1.1,13,50000,4,1024,-0.006554086881069771,0.0016262060965038109
1.1,13,50000,4,4096,0.0011755805150140237,-0.003468404166808514
1.1,13,200000,4,1,0.45501981415574994,-0.0034730985139934754
1.1,13,200000,4,64,-0.0006610803375175419,-0.004394238291159608
1.1,13,200000,4,1024,-0.00307534198866697,-0.0007998380098980338
1.1,13,200000,4,4096,-0.0004255689909924974,0.00024981673919355303
1.1,13,1000000,4,1,0.45503965039557553,-0.0010971307830138083
1.1,13,1000000,4,64,0.0010239423334260337,-0.00021757038983675548
1.1,13,1000000,4,1024,0.00045091727300139656,-0.0006143314306077842
1.1,13,1000000,4,4096,0.00027370289032419096,-0.0008428236418963895
1.1,14,50000,1,1,0.8208885787656203,0.0011180991936966143
1.1,14,50000,1,64,-0.003290829275202745,-0.008181035575647443
1.1,14,50000,1,1024,-0.008296177017205298,0.004699810485801476
1.1,14,50000,1,4096,-0.002714359774172269,-0.002344755922799867
1.1,14,200000,1,1,0.8218446618881879,-0.0010930332309052157
1.1,14,200000,1,64,-0.00019177931800057254,0.0007073351520444885
1.1,14,200000,1,1024,-0.006906146698028515,0.005358816181270612
1.1,14,200000,1,4096,-0.005787755048652685,-0.002166500117806429
1.1,14,1000000,1,1,0.8218288820662238,-0.00034276740875858206
1.1,14,1000000,1,64,0.0013245135092930182,0.0016503073992782174
1.1,14,1000000,1,1024,-0.0016215011955980887,0.003098654988685146
1.1,14,1000000,1,4096,-0.0003190554143566481,9.706482108257345e-06
1.1,14,50000,4,1,0.45005275223901353,0.0009590215696891141
1.1,14,50000,4,64,-9.852192604594601e-05,0.003346566191907457
1.1,14,50000,4,1024,-0.0011219177194052728,0.0008437369928813729
1.1,14,50000,4,4096,-0.004001204510889429,-5.322189953254232e-05
1.1,14,200000,4,1,0.45701708624124365,-0.003905921557553558
1.1,14,200000,4,64,-0.0007206977644592863,-0.00015726364922113019
1.1,14,200000,4,1024,0.0002681097024640622,0.002355468712832025
1.1,14,200000,4,4096,-5.441291874540254e-07,0.0011936449843154284
1.1,14,1000000,4,1,0.45701823117441703,-0.001330072112090338
1.1,14,1000000,4,64,-0.0017278781413246668,0.0003694384013139062
1.1,14,1000000,4,1024,-0.0007845304432476588,0.00038020304947432353
1.1,14,1000000,4,4096,0.00040306396359873656,0.0006278105501929785
1.1,15,50000,1,1,0.8215718013779679,0.0022522741241714672
1.1,15,50000,1,64,-0.005774983618134127,0.004662027096121837
1.1,15,50000,1,1024,0.0007847997664634713,-0.004984388562407335
1.1,15,50000,1,4096,-0.007199267861566664,-0.005092424050556945
1.1,15,200000,1,1,0.8216746224636514,0.0007015216429014299
1.1,15,200000,1,64,-0.0019563839025320273,0.0021771764012329365
1.1,15,200000,1,1024,0.00198026163536474,-0.0026931344544690087
1.1,15,200000,1,4096,0.004719457764390146,0.005581259555327364
1.1,15,1000000,1,1,0.821340551419583,0.0004390183173539879
1.1,15,1000000,1,64,-0.002570818565791089,0.0015734905502594006
1.1,15,1000000,1,1024,-0.0002627105302139192,-0.0013692385434486993
1.1,15,1000000,1,4096,0.0007035344119592062,0.001823506077903988
1.1,15,50000,4,1,0.45734416435410624,0.004966551985212609
1.1,15,50000,4,64,-0.002785003131153198,0.0024321478105536806
1.1,15,50000,4,1024,-0.0015891846827316605,-0.005314363277003345
1.1,15,50000,4,4096,0.0005935451133268866,-0.0022366299775910467
1.1,15,200000,4,1,0.45483508901194697,0.0008107045090605657
1.1,15,200000,4,64,-0.0009730179944648778,-0.0014976351550842564
1.1,15,200000,4,1024,0.004352800479887869,-0.0012897759132570153
1.1,15,200000,4,4096,0.0002918323043334311,-0.0023853840506736705
1.1,15,1000000,4,1,0.4540660900560704,0.0022317019291265487
1.1,15,1000000,4,64,1.4749171044710444e-05,-0.0003537962769105833
1.1,15,1000000,4,1024,0.0009176793251644051,0.0004178039627762792
1.1,15,1000000,4,4096,-0.0003550502047151929,-0.0008511766932313134
1.1,16,50000,1,1,0.824472443344225,-0.0003974947106528108
1.1,16,50000,1,64,0.00773267143432425,-0.007673012199127932
1.1,16,50000,1,1024,0.0028991756364637644,-0.001064498408477837
1.1,16,50000,1,4096,-0.00176732085046264,-0.007278704827132092
1.1,16,200000,1,1,0.8228174506122066,-0.00036144063516502033
1.1,16,200000,1,64,-0.0015214867969910034,0.000583592001554595
1.1,16,200000,1,1024,-0.0013702589082901656,-0.001663485750878491
1.1,16,200000,1,4096,0.001017294610207203,-0.007390065791612295
1.1,16,1000000,1,1,0.8216539121356508,-0.00023546602982701766
1.1,16,1000000,1,64,-0.0008907224363536102,0.0004978882758345822
1.1,16,1000000,1,1024,0.0003465424730916575,-0.0006914661828191313
1.1,16,1000000,1,4096,-0.0032161188095950343,-0.0013094037402973926
1.1,16,50000,4,1,0.45644735186008195,0.0009743274131835707
1.1,16,50000,4,64,-0.005043478044316489,-0.004782174204496791
1.1,16,50000,4,1024,-0.0029088134485887487,0.006040821821856549
1.1,16,50000,4,4096,0.002069489968210571,-0.007236983793525495
1.1,16,200000,4,1,0.4569521885850888,-0.001288701827832632
1.1,16,200000,4,64,-0.0015737741018805507,0.0013160278783776406
1.1,16,200000,4,1024,-0.0018008575313278987,0.003549615680964426
1.1,16,200000,4,4096,0.003894124350253562,-0.001472171764079681
1.1,16,1000000,4,1,0.4548484483001257,-0.0001772855310024399
1.1,16,1000000,4,64,-0.0021549363279797676,-0.0010154512729690448
1.1,16,1000000,4,1024,0.0005984336988281469,0.0016166349133909682
1.1,16,1000000,4,4096,-0.0002449530005179653,-0.00040084177609942803
1.1,17,50000,1,1,0.8200546210862342,-0.00040333754568364647
1.1,17,50000,1,64,0.004590680229681941,0.0029518246384733137
1.1,17,50000,1,1024,0.003926260497799124,-0.0008497994791768639
1.1,17,50000,1,4096,-0.018432015581260824,-0.008166926029450941
1.1,17,200000,1,1,0.8220970808579453,-0.0003199492578376482
1.1,17,200000,1,64,0.002380442072849151,-0.004034903718398646
1.1,17,200000,1,1024,-0.0013174875456791013,-0.0014926444327450516
1.1,17,200000,1,4096,-0.008255708784141998,-0.0017711637736469573
1.1,17,1000000,1,1,0.8216880636408398,-0.0005247791007891477
1.1,17,1000000,1,64,0.0012487556433853765,-0.00029065012766095753
1.1,17,1000000,1,1024,0.0016105914769174454,0.00039851594537728595
1.1,17,1000000,1,4096,-0.005552658683984135,0.002332564505395086
1.1,17,50000,4,1,0.44592143399252065,-0.0035671989579975903
1.1,17,50000,4,64,-0.002044322387169034,0.0017576359319814983
1.1,17,50000,4,1024,-0.004762505648810916,0.003118602177164723
1.1,17,50000,4,4096,-0.006354211284840171,0.005989056867177853
1.1,17,200000,4,1,0.4538615608285443,-0.0010399321854642199
1.1,17,200000,4,64,-0.0030233333827651065,-0.0009732684813210275
1.1,17,200000,4,1024,-0.0010342127107728697,-0.0009930710521684346
1.1,17,200000,4,4096,-0.004414980150029306,0.001653640337040083
1.1,17,1000000,4,1,0.45555287483566365,-0.0017641256829362254
1.1,17,1000000,4,64,-0.00012538243082582236,0.00019664998526908626
1.1,17,1000000,4,1024,0.0012175182818653292,0.0002092246376506444
1.1,17,1000000,4,4096,-0.0010544393077000643,0.0016913155367165678
1.1,18,50000,1,1,0.8210217480111942,-0.0046137699357205715
1.1,18,50000,1,64,0.0034293053991081577,0.00537528189242549
1.1,18,50000,1,1024,-0.005129795708029937,0.006953699398946814
1.1,18,50000,1,4096,0.005191507238631562,0.004331531219388855
1.1,18,200000,1,1,0.8210212483831953,-0.0018464499358726574
1.1,18,200000,1,64,0.003921917439254238,-0.0009210896279483036
1.1,18,200000,1,1024,0.0027546742548842473,0.005868774078880292
1.1,18,200000,1,4096,7.756455538668696e-05,0.003670943855226573
1.1,18,1000000,1,1,0.8220902699733765,-0.0010829155754837295
1.1,18,1000000,1,64,-0.0014227795619341517,0.0012040565744570017
1.1,18,1000000,1,1024,0.0029083019299138663,0.0013392674114361645
1.1,18,1000000,1,4096,0.0020877656771172808,0.0023433062290414246
1.1,18,50000,4,1,0.45720701654776813,-0.015204987288897269
1.1,18,50000,4,64,-0.0019055598399737208,-0.006071919997580306
1.1,18,50000,4,1024,-0.0026702690018854678,0.002566115879256628
1.1,18,50000,4,4096,0.0026622224651571516,0.00010988209885992543
1.1,18,200000,4,1,0.4556287720020532,-0.007524555954057108
1.1,18,200000,4,64,-0.0016595373008672582,-0.0014122942392879067
1.1,18,200000,4,1024,0.0012205348095559127,0.002249994443188535
1.1,18,200000,4,4096,-0.0014366628035078096,-0.0029815604868668444
1.1,18,1000000,4,1,0.45768809360122625,-0.0034316729988617127
1.1,18,1000000,4,64,-0.0003954731504177578,-6.850373020684558e-05
1.1,18,1000000,4,1024,0.0001771915201206882,-0.00024906354588241506
1.1,18,1000000,4,4096,0.0009116136858411294,-0.0007543677799258808
1.1,19,50000,1,1,0.82098977130015,-0.0010614520138414972
1.1,19,50000,1,64,0.0021418521268231805,0.0004266824129651899
1.1,19,50000,1,1024,-0.01565009694701523,-0.007384410102439228
1.1,19,50000,1,4096,0.011810679909719644,-0.0010211717702201036
1.1,19,200000,1,1,0.822910768658903,-0.0007700862902791185
1.1,19,200000,1,64,-0.00406299519956847,-0.0024499000483223054
1.1,19,200000,1,1024,-0.006581456864404491,-0.004385763056302933
1.1,19,200000,1,4096,0.00427186126084344,-0.005408450470370407
1.1,19,1000000,1,1,0.8220305101515971,-0.00015672562369498433
1.1,19,1000000,1,64,0.0008016848049403254,0.0003065427671054388
1.1,19,1000000,1,1024,-0.0012806730207527654,-0.0021838635693417737
1.1,19,1000000,1,4096,0.0005286503262799769,0.0008701470746402573
1.1,19,50000,4,1,0.450649387467837,-0.0042959346734071716
1.1,19,50000,4,64,0.0031804000556492273,-0.006659955006438977
1.1,19,50000,4,1024,-0.005680128089088362,0.0009115739043128262
1.1,19,50000,4,4096,0.006261854839040733,-0.0047545264595142455
1.1,19,200000,4,1,0.45922083056972623,-0.0026129867664549736
1.1,19,200000,4,64,0.0017133595743850873,-0.002277600688342415
1.1,19,200000,4,1024,-0.0034817006598354613,-0.0001191818717056961
1.1,19,200000,4,4096,0.00045594791926267407,-0.0002844674447472061
1.1,19,1000000,4,1,0.45675702879370594,-0.0004958103804635262
1.1,19,1000000,4,64,0.00028830701612546274,-0.0007038499622267209
1.1,19,1000000,4,1024,9.598298445463068e-05,4.47469577634634e-05
1.1,19,1000000,4,4096,0.000256223327722046,0.0006006292076248137
1.1,20,50000,1,1,0.8220762580911903,0.0010856464615574366
1.1,20,50000,1,64,0.0034582055786222974,0.007044833424132279
1.1,20,50000,1,1024,0.0019458793315767367,0.0016740310417961677
1.1,20,50000,1,4096,0.014996785900299571,-0.006558779454618562
1.1,20,200000,1,1,0.8219884564559787,0.000464341906592062
1.1,20,200000,1,64,-0.00038165529998258614,-0.0013824160348085083
1.1,20,200000,1,1024,-0.0034214795266722707,0.0006187927033487785
1.1,20,200000,1,4096,0.00548496939477708,-0.0028908768673642925
1.1,20,1000000,1,1,0.8215738705141361,0.00016442140468085365
1.1,20,1000000,1,64,0.00035664879064352075,-0.0001976341675700436
1.1,20,1000000,1,1024,-0.0005361493901138297,0.0006259409788408718
1.1,20,1000000,1,4096,0.0026698239819287414,-0.0023314509845349185
1.1,20,50000,4,1,0.45355996362332185,0.004323594163253936
1.1,20,50000,4,64,-0.006576888064006693,-0.0019808209931382035
1.1,20,50000,4,1024,0.0016602598221136006,-0.003165555484300776
1.1,20,50000,4,4096,0.000673648568156321,0.0003427187087714132
1.1,20,200000,4,1,0.4547790582716913,0.0027246843928381143
1.1,20,200000,4,64,-0.004561114390594579,-0.00043084203652194705
1.1,20,200000,4,1024,0.001555772460118262,-0.00271371542213301
1.1,20,200000,4,4096,0.00023191661461969466,0.00027532389060544107
1.1,20,1000000,4,1,0.45442895959308116,0.0013870647997129395
1.1,20,1000000,4,64,-0.00254475188261406,-0.0008155323027105223
1.1,20,1000000,4,1024,-7.812344961901533e-05,-0.0017113084039478762
1.1,20,1000000,4,4096,0.0008966292430225289,0.0004613967001767223
1.1,21,50000,1,1,0.8219994511169657,-0.0016902221492058906
1.1,21,50000,1,64,-0.0049857464349696715,0.01615499434594639
1.1,21,50000,1,1024,-0.0023299860315410866,0.006636008176880396
1.1,21,50000,1,4096,-0.010923778017133047,0.0011895935626160007
1.1,21,200000,1,1,0.8218678435493334,0.000299842944002497
1.1,21,200000,1,64,0.004197913226560845,0.006070928216487485
1.1,21,200000,1,1024,-0.003581755104777299,-0.002108520610116399
1.1,21,200000,1,4096,-0.007245280207956722,-6.632069943255879e-05
1.1,21,1000000,1,1,0.822303211125606,0.00023952283874882806
