beta,regime,seed,coupling,step,node,closure_supported,reference_mu,reference_gamma,ks_reference,ks_stationary,median,half_iqr,paired_distance,pair_ks,exact_equal
1.01,stationary,810,0.25,4,0,False,0.0,0.1716617792793331,0.007130038873201516,0.007130038873201516,-0.0017558058442304443,0.16970040350661333,0.17111057420966092,0.004250000000000004,0
1.01,stationary,810,0.25,4,1,False,0.0,0.1716617792793331,0.006211437444556989,0.006211437444556989,-0.0012052354837685003,0.16944459723672917,0.17111057420966092,0.004250000000000004,0
1.01,stationary,810,0.25,5,0,False,0.0,0.1716617792793331,0.00785260704947699,0.00785260704947699,-0.0013719958978948865,0.16780948491690897,0.1451963326965366,0.0046499999999999875,0
1.01,stationary,810,0.25,5,1,False,0.0,0.1716617792793331,0.006856645546548301,0.006856645546548301,-0.0013885655632499656,0.16921624707575034,0.1451963326965366,0.0046499999999999875,0
1.01,stationary,810,0.25,6,0,False,0.0,0.1716617792793331,0.004231339772599471,0.004231339772599471,0.00023115212841278538,0.16881061880485698,0.12845799367149452,0.0034000000000000696,0
1.01,stationary,810,0.25,6,1,False,0.0,0.1716617792793331,0.0056261506784857085,0.0056261506784857085,0.0013636395776939034,0.16980368348436387,0.12845799367149452,0.0034000000000000696,0
1.01,stationary,810,0.25,7,0,False,0.0,0.1716617792793331,0.003588585725978033,0.003588585725978033,-8.936722214866494e-05,0.16976650099659513,0.11557313734621821,0.0025000000000000577,0
1.01,stationary,810,0.25,7,1,False,0.0,0.1716617792793331,0.0034444670171743796,0.0034444670171743796,0.0006857061261442009,0.17013529650521558,0.11557313734621821,0.0025000000000000577,0
1.01,stationary,810,0.25,8,0,False,0.0,0.1716617792793331,0.004501404566706779,0.004501404566706779,0.00032684358064821083,0.17106908985992972,0.11270091079177946,0.0023000000000000242,0
1.01,stationary,810,0.25,8,1,False,0.0,0.1716617792793331,0.004442557653879742,0.004442557653879742,0.0006021199343021605,0.1706317811938481,0.11270091079177946,0.0023000000000000242,0
1.01,stationary,810,0.25,9,0,False,0.0,0.1716617792793331,0.003762154553474284,0.003762154553474284,0.0002272607500886853,0.17156155936861628,0.11195731695289678,0.002650000000000041,0
1.01,stationary,810,0.25,9,1,False,0.0,0.1716617792793331,0.003733416108693044,0.003733416108693044,0.0007010664932612727,0.17016047162576906,0.11195731695289678,0.002650000000000041,0
1.01,stationary,810,0.25,10,0,False,0.0,0.1716617792793331,0.004308519912373021,0.004308519912373021,0.000578280348520504,0.17061694200324806,0.11293244467530271,0.0026000000000000467,0
1.01,stationary,810,0.25,10,1,False,0.0,0.1716617792793331,0.0035975483517014517,0.0035975483517014517,0.00043185496818386323,0.1702994255456348,0.11293244467530271,0.0026000000000000467,0
1.01,stationary,810,0.25,11,0,False,0.0,0.1716617792793331,0.005547162818234197,0.005547162818234197,-0.0005147304026633518,0.1706934446619854,0.10433425993355322,0.0024500000000000077,0
1.01,stationary,810,0.25,11,1,False,0.0,0.1716617792793331,0.005915917385827085,0.005915917385827085,-0.0007514932158422621,0.17082198170441482,0.10433425993355322,0.0024500000000000077,0
1.01,stationary,810,0.25,12,0,False,0.0,0.1716617792793331,0.004065731078560786,0.004065731078560786,0.0002637299678481311,0.1699986356208888,0.1007569012594241,0.0036500000000000143,0
1.01,stationary,810,0.25,12,1,False,0.0,0.1716617792793331,0.005624797054088138,0.005624797054088138,0.0014850982599504503,0.17041366009340286,0.1007569012594241,0.0036500000000000143,0
1.01,stationary,810,0.25,13,0,False,0.0,0.1716617792793331,0.005875912852101539,0.005875912852101539,-0.0008117312154365913,0.16976709960516637,0.09303844385329253,0.0018500000000000183,0
1.01,stationary,810,0.25,13,1,False,0.0,0.1716617792793331,0.0060787855593988915,0.0060787855593988915,-0.0004607018484971277,0.16944114399638943,0.09303844385329253,0.0018500000000000183,0
1.01,stationary,810,0.25,14,0,False,0.0,0.1716617792793331,0.0068787284128272175,0.0068787284128272175,0.0013537989096555382,0.1698560350967877,0.09195742789955152,0.0020000000000000018,0
1.01,stationary,810,0.25,14,1,False,0.0,0.1716617792793331,0.0066199339298897986,0.0066199339298897986,0.001546290525777668,0.16977227257422922,0.09195742789955152,0.0020000000000000018,0
1.01,stationary,810,0.25,15,0,False,0.0,0.1716617792793331,0.006464211250276963,0.006464211250276963,0.0011228322598838877,0.17032318642113842,0.08585627536095322,0.0030000000000000027,0
1.01,stationary,810,0.25,15,1,False,0.0,0.1716617792793331,0.00748449638993931,0.00748449638993931,0.002061174753570689,0.16999186190002116,0.08585627536095322,0.0030000000000000027,0
1.01,stationary,810,0.25,16,0,False,0.0,0.1716617792793331,0.0053666171670381235,0.0053666171670381235,0.0007635358925144223,0.17073373661887728,0.08696997091557691,0.003049999999999997,0
1.01,stationary,810,0.25,16,1,False,0.0,0.1716617792793331,0.006529144962578615,0.006529144962578615,0.001784463742225696,0.1698261801785785,0.08696997091557691,0.003049999999999997,0
1.01,stationary,810,0.5,0,0,True,0.0,0.1716617792793331,0.006192615561232517,0.006192615561232517,-0.001730920790923413,0.17175904317110005,2.0004237607019433,0.0062500000000000056,0
1.01,stationary,810,0.5,0,1,True,0.0,0.1716617792793331,0.0030914898949604974,0.0030914898949604974,0.00047310337007279153,0.17087229770387483,2.0004237607019433,0.0062500000000000056,0
1.01,stationary,810,0.5,1,0,True,0.0,0.17166177927933313,0.003836070816774839,0.003836070816774839,0.000493720689326925,0.1695331266912139,0.0,0.0,20000
1.01,stationary,810,0.5,1,1,True,0.0,0.17166177927933313,0.003836070816774839,0.003836070816774839,0.000493720689326925,0.1695331266912139,0.0,0.0,20000
1.01,stationary,810,0.5,2,0,True,0.0,0.17166177927933313,0.003803397715351764,0.003803397715351764,0.0003620082753230761,0.16938702109838272,0.0,0.0,20000
1.01,stationary,810,0.5,2,1,True,0.0,0.17166177927933313,0.003803397715351764,0.003803397715351764,0.0003620082753230761,0.16938702109838272,0.0,0.0,20000
1.01,stationary,810,0.5,3,0,True,0.0,0.17166177927933315,0.005779071875564257,0.005779071875564146,-0.0007761166740402018,0.1698095704500412,0.0,0.0,20000
1.01,stationary,810,0.5,3,1,True,0.0,0.17166177927933315,0.005779071875564257,0.005779071875564146,-0.0007761166740402018,0.1698095704500412,0.0,0.0,20000
1.01,stationary,810,0.5,4,0,True,0.0,0.17166177927933318,0.0034905363175556925,0.0034905363175556925,0.0004805264868539993,0.16898841486211602,0.0,0.0,20000
1.01,stationary,810,0.5,4,1,True,0.0,0.17166177927933318,0.0034905363175556925,0.0034905363175556925,0.0004805264868539993,0.16898841486211602,0.0,0.0,20000
1.01,stationary,810,0.5,5,0,True,0.0,0.17166177927933318,0.0036899490850435535,0.0036899490850435535,0.00017716699762997394,0.16853015671140084,0.0,0.0,20000
1.01,stationary,810,0.5,5,1,True,0.0,0.17166177927933318,0.0036899490850435535,0.0036899490850435535,0.00017716699762997394,0.16853015671140084,0.0,0.0,20000
1.01,stationary,810,0.5,6,0,True,0.0,0.1716617792793332,0.0044174026569894775,0.004417402656989533,-3.811252913873669e-05,0.1689024654605141,0.0,0.0,20000
1.01,stationary,810,0.5,6,1,True,0.0,0.1716617792793332,0.0044174026569894775,0.004417402656989533,-3.811252913873669e-05,0.1689024654605141,0.0,0.0,20000
1.01,stationary,810,0.5,7,0,True,0.0,0.17166177927933324,0.003637855833143022,0.003637855833143133,0.0005935720701921495,0.1690332427664488,0.0,0.0,20000
1.01,stationary,810,0.5,7,1,True,0.0,0.17166177927933324,0.003637855833143022,0.003637855833143133,0.0005935720701921495,0.1690332427664488,0.0,0.0,20000
1.01,stationary,810,0.5,8,0,True,0.0,0.17166177927933324,0.00481566370631914,0.004815663706318973,0.0008249850438103335,0.16906448110413674,0.0,0.0,20000
1.01,stationary,810,0.5,8,1,True,0.0,0.17166177927933324,0.00481566370631914,0.004815663706318973,0.0008249850438103335,0.16906448110413674,0.0,0.0,20000
1.01,stationary,810,0.5,9,0,True,0.0,0.17166177927933327,0.004101087349105859,0.004101087349105692,0.00018436069653780888,0.16911892912102114,0.0,0.0,20000
1.01,stationary,810,0.5,9,1,True,0.0,0.17166177927933327,0.004101087349105859,0.004101087349105692,0.00018436069653780888,0.16911892912102114,0.0,0.0,20000
1.01,stationary,810,0.5,10,0,True,0.0,0.17166177927933327,0.005184971497387433,0.005184971497387267,0.00040642936416023694,0.16918564288889232,0.0,0.0,20000
1.01,stationary,810,0.5,10,1,True,0.0,0.17166177927933327,0.005184971497387433,0.005184971497387267,0.00040642936416023694,0.16918564288889232,0.0,0.0,20000
1.01,stationary,810,0.5,11,0,True,0.0,0.1716617792793333,0.004661522726716549,0.004661522726716383,-4.553063513600407e-06,0.16942831834143288,0.0,0.0,20000
1.01,stationary,810,0.5,11,1,True,0.0,0.1716617792793333,0.004661522726716549,0.004661522726716383,-4.553063513600407e-06,0.16942831834143288,0.0,0.0,20000
1.01,stationary,810,0.5,12,0,True,0.0,0.17166177927933332,0.005640139089128332,0.005640139089128221,0.0003858789034203795,0.16900023367929265,0.0,0.0,20000
1.01,stationary,810,0.5,12,1,True,0.0,0.17166177927933332,0.005640139089128332,0.005640139089128221,0.0003858789034203795,0.16900023367929265,0.0,0.0,20000
1.01,stationary,810,0.5,13,0,True,0.0,0.17166177927933332,0.0045072842602402186,0.00450728426024033,-0.00029550408901114625,0.16953173454819315,0.0,0.0,20000
1.01,stationary,810,0.5,13,1,True,0.0,0.17166177927933332,0.0045072842602402186,0.00450728426024033,-0.00029550408901114625,0.16953173454819315,0.0,0.0,20000
1.01,stationary,810,0.5,14,0,True,0.0,0.17166177927933335,0.006530563873055839,0.006530563873056061,-0.0011779852540611513,0.169178594358748,0.0,0.0,20000
1.01,stationary,810,0.5,14,1,True,0.0,0.17166177927933335,0.006530563873055839,0.006530563873056061,-0.0011779852540611513,0.169178594358748,0.0,0.0,20000
1.01,stationary,810,0.5,15,0,True,0.0,0.17166177927933335,0.00547349300029526,0.005473493000295426,-0.0006505823199052913,0.16967450119616842,0.0,0.0,20000
1.01,stationary,810,0.5,15,1,True,0.0,0.17166177927933335,0.00547349300029526,0.005473493000295426,-0.0006505823199052913,0.16967450119616842,0.0,0.0,20000
1.01,stationary,810,0.5,16,0,True,0.0,0.17166177927933338,0.008180896474660582,0.00818089647466047,-0.001991103738794977,0.16971028077241368,0.0,0.0,20000
1.01,stationary,810,0.5,16,1,True,0.0,0.17166177927933338,0.008180896474660582,0.00818089647466047,-0.001991103738794977,0.16971028077241368,0.0,0.0,20000
1.01,stationary,811,0.0,0,0,True,0.0,0.1716617792793331,0.0036602874115395645,0.0036602874115395645,0.0003211626009249572,0.1715728649728255,1.9932192470492271,0.007750000000000035,0
1.01,stationary,811,0.0,0,1,True,0.0,0.1716617792793331,0.008286641125506033,0.008286641125506033,0.002170813472706489,0.17529039934962654,1.9932192470492271,0.007750000000000035,0
1.01,stationary,811,0.0,1,0,True,0.0,0.17166177927933313,0.004258641505503397,0.004258641505503397,-0.0009280802280438201,0.17122252714554248,1.997462539750655,0.010700000000000043,0
1.01,stationary,811,0.0,1,1,True,0.0,0.17166177927933313,0.009649533989799952,0.009649533989799952,0.0030772552118805596,0.17469514647796447,1.997462539750655,0.010700000000000043,0
1.01,stationary,811,0.0,2,0,True,0.0,0.17166177927933313,0.004360714408342889,0.004360714408342889,-0.0007695318154479617,0.17090380241714587,1.9952625587512811,0.011700000000000044,0
1.01,stationary,811,0.0,2,1,True,0.0,0.17166177927933313,0.0104249400561095,0.0104249400561095,0.003550959591288424,0.17434493677143847,1.9952625587512811,0.011700000000000044,0
1.01,stationary,811,0.0,3,0,True,0.0,0.17166177927933315,0.004613653755696806,0.004613653755696806,-0.0003203166764989332,0.17072505031092872,1.99118498294745,0.01100000000000001,0
1.01,stationary,811,0.0,3,1,True,0.0,0.17166177927933315,0.010013031725077282,0.010013031725077282,0.003165329145223517,0.17500144714903987,1.99118498294745,0.01100000000000001,0
1.01,stationary,811,0.0,4,0,True,0.0,0.17166177927933318,0.00598726538070915,0.005987265380709261,0.001460383328785789,0.17132329545309694,1.9860304614037687,0.00655,0
1.01,stationary,811,0.0,4,1,True,0.0,0.17166177927933318,0.00721398486040814,0.007213984860408251,0.0016696761444365653,0.17535831322698064,1.9860304614037687,0.00655,0
1.01,stationary,811,0.0,5,0,True,0.0,0.17166177927933318,0.006101146573169625,0.006101146573169736,0.0011457405047650847,0.1715959919133399,1.9879234799902412,0.006100000000000022,0
1.01,stationary,811,0.0,5,1,True,0.0,0.17166177927933318,0.0065779788947191165,0.0065779788947191165,0.0015258678589842015,0.1738258808032265,1.9879234799902412,0.006100000000000022,0
1.01,stationary,811,0.0,6,0,True,0.0,0.1716617792793332,0.005413762592107019,0.00541376259210713,0.0009343833002023013,0.1710963525663003,1.990524730074652,0.005750000000000033,0
1.01,stationary,811,0.0,6,1,True,0.0,0.1716617792793332,0.007605196939793557,0.007605196939793557,0.0019777622156320063,0.17368333642296085,1.990524730074652,0.005750000000000033,0
1.01,stationary,811,0.0,7,0,True,0.0,0.17166177927933324,0.006144984883883264,0.006144984883883375,0.0014728435110270839,0.1711516101529788,1.994676449567476,0.007200000000000012,0
1.01,stationary,811,0.0,7,1,True,0.0,0.17166177927933324,0.00809582590146829,0.0080958259014684,0.0021326880997471712,0.17445496729110016,1.994676449567476,0.007200000000000012,0
1.01,stationary,811,0.0,8,0,True,0.0,0.17166177927933324,0.004362135980527482,0.004362135980527482,-0.0008385177861960478,0.17088518995515242,1.9990084978513631,0.007300000000000084,0
1.01,stationary,811,0.0,8,1,True,0.0,0.17166177927933324,0.006677642001818168,0.006677642001818335,0.0012557350037069208,0.17484676850413974,1.9990084978513631,0.007300000000000084,0
1.01,stationary,811,0.0,9,0,True,0.0,0.17166177927933327,0.004025220637025706,0.004025220637025817,-7.807730569412974e-05,0.17122936535177852,1.997579227372615,0.007550000000000001,0
1.01,stationary,811,0.0,9,1,True,0.0,0.17166177927933327,0.006518083891927651,0.006518083891927762,0.0011583695449930431,0.17533633421553188,1.997579227372615,0.007550000000000001,0
1.01,stationary,811,0.0,10,0,True,0.0,0.17166177927933327,0.0037706464625871794,0.0037706464625870684,-0.0009033305890123616,0.17125947161880944,1.9931563569006194,0.008350000000000024,0
1.01,stationary,811,0.0,10,1,True,0.0,0.17166177927933327,0.007944766832272326,0.007944766832272437,-0.00010448641566793273,0.17539684015645413,1.9931563569006194,0.008350000000000024,0
1.01,stationary,811,0.0,11,0,True,0.0,0.1716617792793333,0.005396678523500897,0.005396678523501008,0.0007419882208502086,0.1712712116925592,1.993681594990335,0.009450000000000014,0
1.01,stationary,811,0.0,11,1,True,0.0,0.1716617792793333,0.006046906551417958,0.00604690655141818,0.00043458544163635696,0.1747020404841505,1.993681594990335,0.009450000000000014,0
1.01,stationary,811,0.0,12,0,True,0.0,0.17166177927933332,0.00345383898362861,0.003453838983628832,-0.00024891004218213455,0.17149351441143612,1.9952762654559766,0.007450000000000012,0
1.01,stationary,811,0.0,12,1,True,0.0,0.17166177927933332,0.006606957277611514,0.006606957277611736,0.0012685798933447772,0.17478829992539968,1.9952762654559766,0.007450000000000012,0
1.01,stationary,811,0.0,13,0,True,0.0,0.17166177927933332,0.003102667539947923,0.003102667539947701,-0.000796968716089502,0.17136816270211983,1.995113902872332,0.008500000000000008,0
1.01,stationary,811,0.0,13,1,True,0.0,0.17166177927933332,0.007001138120383776,0.007001138120383998,0.00016391510729992686,0.1753728703312813,1.995113902872332,0.008500000000000008,0
1.01,stationary,811,0.0,14,0,True,0.0,0.17166177927933335,0.004118602858760423,0.00411860285876009,-0.0011737216314867684,0.17152863388179507,1.9941766608188791,0.008549999999999947,0
1.01,stationary,811,0.0,14,1,True,0.0,0.17166177927933335,0.007422288931915877,0.007422288931915988,0.0015030805593845358,0.17482869263236359,1.9941766608188791,0.008549999999999947,0
1.01,stationary,811,0.0,15,0,True,0.0,0.17166177927933335,0.004473436474558223,0.004473436474558334,0.00030067799612762164,0.17178089940435567,1.9933741883867147,0.010050000000000003,0
1.01,stationary,811,0.0,15,1,True,0.0,0.17166177927933335,0.008517719906744159,0.008517719906744381,-0.0008696140795709829,0.1753367525773287,1.9933741883867147,0.010050000000000003,0
1.01,stationary,811,0.0,16,0,True,0.0,0.17166177927933338,0.003536209787098843,0.0035362097870991205,-0.0008845598312097755,0.17153511883761327,1.9982121975049563,0.007350000000000079,0
1.01,stationary,811,0.0,16,1,True,0.0,0.17166177927933338,0.006497858749307972,0.006497858749308083,0.0010588595709103128,0.17490845039477848,1.9982121975049563,0.007350000000000079,0
1.01,stationary,811,0.25,0,0,True,0.0,0.1716617792793331,0.0036602874115395645,0.0036602874115395645,0.0003211626009249572,0.1715728649728255,1.9932192470492271,0.007750000000000035,0
1.01,stationary,811,0.25,0,1,True,0.0,0.1716617792793331,0.008286641125506033,0.008286641125506033,0.002170813472706489,0.17529039934962654,1.9932192470492271,0.007750000000000035,0
1.01,stationary,811,0.25,1,0,True,0.0,0.17166177927933313,0.004158214455854736,0.004158214455854736,-0.0006115661428095411,0.17344359911011292,0.8872452837472438,0.007350000000000079,0
1.01,stationary,811,0.25,1,1,True,0.0,0.17166177927933313,0.007235895150300653,0.007235895150300764,0.002285940787058237,0.17597005096857415,0.8872452837472438,0.007350000000000079,0
1.01,stationary,811,0.25,2,0,False,0.0,0.1716617792793331,0.004048544194695358,0.004048544194695358,-0.001134078808843285,0.1736711925180084,0.4123673111598141,0.008750000000000036,0
1.01,stationary,811,0.25,2,1,False,0.0,0.1716617792793331,0.006855246623543976,0.006855246623543976,0.0025412542325773868,0.17534880631332264,0.4123673111598141,0.008750000000000036,0
1.01,stationary,811,0.25,3,0,False,0.0,0.1716617792793331,0.00417346976882127,0.00417346976882127,-0.0010479076372513396,0.1739331013232488,0.23429545270623559,0.00869999999999993,0
1.01,stationary,811,0.25,3,1,False,0.0,0.1716617792793331,0.0076857087196696705,0.0076857087196696705,0.001983083921869869,0.17444402747043491,0.23429545270623559,0.00869999999999993,0
1.01,stationary,811,0.25,4,0,False,0.0,0.1716617792793331,0.0061559969548360405,0.0061559969548360405,0.0002748397361020572,0.17346106974859032,0.16872158107668125,0.0049000000000000155,0
1.01,stationary,811,0.25,4,1,False,0.0,0.1716617792793331,0.0061494876876250215,0.0061494876876250215,0.0006316418307272332,0.17476768774639778,0.16872158107668125,0.0049000000000000155,0
1.01,stationary,811,0.25,5,0,False,0.0,0.1716617792793331,0.006687900993385676,0.006687900993385676,0.0008302022446854424,0.17373677989505476,0.14288590270798548,0.0032999999999999974,0
1.01,stationary,811,0.25,5,1,False,0.0,0.1716617792793331,0.005834122189834368,0.005834122189834368,0.00023432280075031797,0.17446155384124507,0.14288590270798548,0.0032999999999999974,0
1.01,stationary,811,0.25,6,0,False,0.0,0.1716617792793331,0.005094904098535635,0.005094904098535635,0.0004636069592586818,0.17414073712343825,0.12996104054069102,0.0028000000000000247,0
1.01,stationary,811,0.25,6,1,False,0.0,0.1716617792793331,0.00599076704049295,0.00599076704049295,0.00012593502482828177,0.1749680985617592,0.12996104054069102,0.0028000000000000247,0
1.01,stationary,811,0.25,7,0,False,0.0,0.1716617792793331,0.008095582746339425,0.008095582746339425,-0.001882714761525843,0.17533686262674558,0.12154332412922512,0.004300000000000026,0
1.01,stationary,811,0.25,7,1,False,0.0,0.1716617792793331,0.006799011578293435,0.006799011578293435,-0.0021368430159179356,0.17496783577819452,0.12154332412922512,0.004300000000000026,0
1.01,stationary,811,0.25,8,0,False,0.0,0.1716617792793331,0.007614249789564431,0.007614249789564431,-0.0011773183601538578,0.17465472177574706,0.1170640371838053,0.0030999999999999917,0
1.01,stationary,811,0.25,8,1,False,0.0,0.1716617792793331,0.008532929569259162,0.008532929569259162,-0.002454059030207087,0.17570241503276482,0.1170640371838053,0.0030999999999999917,0
1.01,stationary,811,0.25,9,0,False,0.0,0.1716617792793331,0.006622824861159948,0.006622824861159948,0.0008154046520848501,0.17545611628948948,0.10997785306519743,0.003750000000000031,0
1.01,stationary,811,0.25,9,1,False,0.0,0.1716617792793331,0.006003763704287068,0.006003763704287068,-0.0006932020791594977,0.1755575406285716,0.10997785306519743,0.003750000000000031,0
