row_id,split,alpha,seed,estimated_location,estimated_scale
308,test,0.62,20264854,0.013038614166626265,1.275020195281992
309,test,0.62,20264855,0.008377796022219188,1.2711118501348957
310,test,0.62,20264856,0.050900484398131454,1.2908397291310014
311,test,0.62,20264857,-0.010909637269958333,1.2755302059657523
312,test,0.62,20264858,0.07225445996308842,1.3140383737767019
313,test,0.62,20264859,0.06456027549192352,1.2730455484730159
314,test,0.62,20264860,0.022511160929065546,1.3233074843945278
315,test,0.62,20264861,-0.0035701298941564043,1.3133329035597883
316,test,0.62,20264862,-0.017674889581243705,1.2792109490491297
317,test,0.62,20264863,0.000556091700589545,1.228891090932838
318,test,0.62,20264864,0.02082397480035069,1.2738584918817981
319,test,0.62,20264865,0.003674039356289349,1.250958358008496
320,test,0.62,20264866,-0.060458799000249946,1.2506937657078918
321,test,0.62,20264867,-0.02986217884699516,1.2490014038516901
322,test,0.62,20264868,0.0009074020496794787,1.3155361082713384
323,test,0.62,20264869,0.007794109333409324,1.2943013503228644
324,test,0.62,20264870,-0.04268425014855835,1.2313473197098763
325,test,0.62,20264871,0.020145164773675374,1.2722717925839648
326,test,0.62,20264872,0.04248560539941761,1.2594854224986634
327,test,0.62,20264873,-0.016342978097235235,1.3194039042716048
328,test,0.62,20264874,-0.05692565743495599,1.2677943408905685
329,test,0.62,20264875,0.048674526150721195,1.2182913875980543
330,test,0.62,20264876,-0.020226788497375574,1.2602065703661625
331,test,0.62,20264877,0.07352536391019288,1.3063324916121233
