pair_seed,model,row_count,ordered_rmse,permutation_invariant_rmse
20266844,direct_fourier_full_rank,12,0.01119165488424935,0.01119165488424935
20266844,direct_tm_rank_one,12,0.07363839467282403,0.07363839467282403
20266844,direct_fourier_rank_one,12,0.07363223002049651,0.07363223002049651
20266845,oracle_tm_full_rank,12,0.001682772287994931,0.001682772287994931
20266845,oracle_fourier_full_rank,12,0.0012761497157891082,0.0012761497157891082
20266845,direct_tm_full_rank,12,0.006077641168283446,0.006077641168283446
20266845,direct_fourier_full_rank,12,0.012025860879105078,0.01202586087910508
20266845,direct_tm_rank_one,12,0.07395215248304458,0.07395215248304458
20266845,direct_fourier_rank_one,12,0.07586253038936215,0.07586253038936215
20266846,oracle_tm_full_rank,12,0.0020179874494169582,0.0020179874494169582
20266846,oracle_fourier_full_rank,12,0.001759461477620883,0.0017594614776208829
20266846,direct_tm_full_rank,12,0.00577373030741981,0.0057737303074198104
20266846,direct_fourier_full_rank,12,0.007739538413967053,0.007739538413967053
20266846,direct_tm_rank_one,12,0.07325144001728551,0.07325144001728551
20266846,direct_fourier_rank_one,12,0.07381902054310949,0.07381902054310947
20266847,oracle_tm_full_rank,12,0.0017460011799913628,0.0017460011799913628
20266847,oracle_fourier_full_rank,12,0.004916251967171584,0.004916251967171584
20266847,direct_tm_full_rank,12,0.010648714115859437,0.010648714115859437
20266847,direct_fourier_full_rank,12,0.009840006676631083,0.009840006676631083
20266847,direct_tm_rank_one,12,0.07458119045437786,0.07458119045437786
20266847,direct_fourier_rank_one,12,0.07345476998021536,0.07345476998021537
20266848,oracle_tm_full_rank,12,0.001531620870878453,0.001531620870878453
20266848,oracle_fourier_full_rank,12,0.001957027256680179,0.001957027256680179
20266848,direct_tm_full_rank,12,0.007057768377087195,0.007057768377087195
20266848,direct_fourier_full_rank,12,0.009599345920248605,0.009599345920248605
20266848,direct_tm_rank_one,12,0.07322779656624895,0.07322779656624895
20266848,direct_fourier_rank_one,12,0.07394632400774985,0.07394632400774985
20266849,oracle_tm_full_rank,12,0.0020613895335337058,0.0020613895335337058
20266849,oracle_fourier_full_rank,12,0.002279852500734842,0.002279852500734842
20266849,direct_tm_full_rank,12,0.006772939484072709,0.0067729394840727085
20266849,direct_fourier_full_rank,12,0.006915825521425745,0.006915825521425745
20266849,direct_tm_rank_one,12,0.0735386712539047,0.07353867125390472
20266849,direct_fourier_rank_one,12,0.07361240096818492,0.0736124009681849
20266850,oracle_tm_full_rank,12,0.0013534389169882028,0.001353438916988203
20266850,oracle_fourier_full_rank,12,0.0014414678947135405,0.0014414678947135405
20266850,direct_tm_full_rank,12,0.006250657748124377,0.006250657748124378
20266850,direct_fourier_full_rank,12,0.007215378113872215,0.007215378113872215
20266850,direct_tm_rank_one,12,0.07322812535362991,0.07322812535362991
20266850,direct_fourier_rank_one,12,0.07351818607786315,0.07351818607786315
20266851,oracle_tm_full_rank,12,0.0021017857621398526,0.002101785762139853
20266851,oracle_fourier_full_rank,12,0.002810262669397905,0.002810262669397905
20266851,direct_tm_full_rank,12,0.006935715636531674,0.006935715636531674
20266851,direct_fourier_full_rank,12,0.006017328462648787,0.006017328462648787
20266851,direct_tm_rank_one,12,0.07386238620504788,0.07386238620504788
20266851,direct_fourier_rank_one,12,0.07408715191235388,0.07408715191235389
20266852,oracle_tm_full_rank,12,0.002412199491320303,0.0024121994913203024
20266852,oracle_fourier_full_rank,12,0.0015262907763064252,0.0015262907763064252
20266852,direct_tm_full_rank,12,0.006928841697656628,0.006928841697656627
20266852,direct_fourier_full_rank,12,0.007565064553808207,0.007565064553808207
20266852,direct_tm_rank_one,12,0.07336879166961703,0.07336879166961702
20266852,direct_fourier_rank_one,12,0.07390937348129453,0.07390937348129453
20266853,oracle_tm_full_rank,12,0.0019355328529388738,0.0019355328529388738
20266853,oracle_fourier_full_rank,12,0.0014755342358877843,0.0014755342358877843
20266853,direct_tm_full_rank,12,0.0085390552637853,0.0085390552637853
20266853,direct_fourier_full_rank,12,0.007716878857766391,0.007716878857766392
20266853,direct_tm_rank_one,12,0.07394875204342946,0.07394875204342946
20266853,direct_fourier_rank_one,12,0.07403074244813528,0.07403074244813528
20266854,oracle_tm_full_rank,12,0.002595249314270895,0.002595249314270895
20266854,oracle_fourier_full_rank,12,0.0036495549216864556,0.0036495549216864556
20266854,direct_tm_full_rank,12,0.006579304516516252,0.006579304516516252
20266854,direct_fourier_full_rank,12,0.007684788324192858,0.007684788324192858
20266854,direct_tm_rank_one,12,0.07481333810731607,0.07481333810731607
20266854,direct_fourier_rank_one,12,0.07403278562960544,0.07403278562960543
20266855,oracle_tm_full_rank,12,0.0012874901235014036,0.0012874901235014036
20266855,oracle_fourier_full_rank,12,0.002486055254604799,0.002486055254604799
20266855,direct_tm_full_rank,12,0.006164138524767141,0.006164138524767141
20266855,direct_fourier_full_rank,12,0.005609427955555726,0.005609427955555726
20266855,direct_tm_rank_one,12,0.07318241521736017,0.07318241521736017
20266855,direct_fourier_rank_one,12,0.0736164012813026,0.0736164012813026
20266856,oracle_tm_full_rank,12,0.0017291864226297135,0.0017291864226297137
20266856,oracle_fourier_full_rank,12,0.001515411808470077,0.0015154118084700773
20266856,direct_tm_full_rank,12,0.009340265437357352,0.00934026543735735
20266856,direct_fourier_full_rank,12,0.012222561040540513,0.012222561040540513
20266856,direct_tm_rank_one,12,0.073885234849259,0.073885234849259
20266856,direct_fourier_rank_one,12,0.07337404396434218,0.07337404396434218
20266857,oracle_tm_full_rank,12,0.00244616053624852,0.00244616053624852
20266857,oracle_fourier_full_rank,12,0.0016193732237658714,0.0016193732237658718
20266857,direct_tm_full_rank,12,0.006423912431318931,0.006423912431318931
20266857,direct_fourier_full_rank,12,0.008615406117619136,0.008615406117619136
20266857,direct_tm_rank_one,12,0.07399289667164846,0.07399289667164846
20266857,direct_fourier_rank_one,12,0.07350601726452605,0.07350601726452605
20266858,oracle_tm_full_rank,12,0.0018808647632895077,0.0018808647632895077
20266858,oracle_fourier_full_rank,12,0.0025084575666465543,0.0025084575666465543
20266858,direct_tm_full_rank,12,0.009391541720325238,0.009391541720325238
20266858,direct_fourier_full_rank,12,0.011939063924858096,0.011939063924858098
20266858,direct_tm_rank_one,12,0.07360888257652574,0.07360888257652573
20266858,direct_fourier_rank_one,12,0.07430500195235773,0.07430500195235773
20266859,oracle_tm_full_rank,12,0.0019028448655965646,0.0019028448655965646
20266859,oracle_fourier_full_rank,12,0.002545504485897467,0.002545504485897467
20266859,direct_tm_full_rank,12,0.004637986004242667,0.004637986004242667
20266859,direct_fourier_full_rank,12,0.0063610882855242076,0.006361088285524207
20266859,direct_tm_rank_one,12,0.07338385951381167,0.07338385951381168
20266859,direct_fourier_rank_one,12,0.07351698568046373,0.07351698568046375
20266860,oracle_tm_full_rank,12,0.001988810975959908,0.001988810975959908
20266860,oracle_fourier_full_rank,12,0.0014026609423583888,0.0014026609423583886
20266860,direct_tm_full_rank,12,0.008806662498421715,0.008806662498421715
20266860,direct_fourier_full_rank,12,0.013434047449238925,0.013434047449238925
20266860,direct_tm_rank_one,12,0.07365835007397918,0.0736583500739792
20266860,direct_fourier_rank_one,12,0.07463110029875604,0.07463110029875604
20266861,oracle_tm_full_rank,12,0.0011943135913991742,0.001194313591399174
20266861,oracle_fourier_full_rank,12,0.002872005170729303,0.002872005170729303
20266861,direct_tm_full_rank,12,0.007089565332670367,0.007089565332670368
20266861,direct_fourier_full_rank,12,0.00852273529039711,0.00852273529039711
20266861,direct_tm_rank_one,12,0.07388263023623895,0.07388263023623895
20266861,direct_fourier_rank_one,12,0.07404767443654967,0.07404767443654967
