beta,coupling_form,coupling,lambda_parallel,lambda_perp_local,local_stable,basin_success_rate,divergence_rate,median_final_error,p90_final_error
1.2,output_cross,0.1,1.184530157737603,0.9613866064233935,False,0.0,0.0,46.04889857621103,326.221221329998
1.2,output_cross,0.125,1.184530157737603,0.8968480852858222,False,0.0,0.0,44.27583961780204,209.74541338880232
1.2,output_cross,0.15000000000000002,1.184530157737603,0.8278552137988707,False,0.0,0.0,46.265831121739396,333.80219742638747
1.2,output_cross,0.17500000000000002,1.184530157737603,0.7537472416451487,False,0.0,0.0,41.417389451266004,264.5282935991989
1.2,output_cross,0.2,1.184530157737603,0.6737045339716125,False,0.0,0.0,38.77334712823547,330.6868211956336
1.2,output_cross,0.225,1.184530157737603,0.5866931569819828,False,0.0,0.0,28.716666526831478,174.5272684452086
1.2,output_cross,0.25,1.184530157737603,0.4913829771776579,False,0.0,0.0,24.23444548129798,176.2757617381572
1.2,output_cross,0.275,1.184530157737603,0.38602246151983144,False,0.00390625,0.0,23.060378179039226,182.38184295617265
1.2,output_cross,0.30000000000000004,1.184530157737603,0.2682394258634479,False,0.05078125,0.0,11.811193860611464,114.38557462523725
1.2,output_cross,0.325,1.184530157737603,0.1347080332389254,False,0.3359375,0.0,0.053912761099114664,45.24357267203804
1.2,output_cross,0.35000000000000003,1.184530157737603,-0.019442646588333036,True,0.83984375,0.0,0.0,0.08899567369216854
1.2,output_cross,0.375,1.184530157737603,-0.20176420338228745,True,0.99609375,0.0,0.0,0.0
1.2,output_cross,0.4,1.184530157737603,-0.42490775469649744,True,1.0,0.0,0.0,0.0
1.2,output_cross,0.42500000000000004,1.184530157737603,-0.7125898271482787,True,1.0,0.0,0.0,0.0
1.2,output_cross,0.45,1.184530157737603,-1.1180549352564426,True,1.0,0.0,0.0,0.0
1.2,output_cross,0.47500000000000003,1.184530157737603,-1.8112021158163891,True,1.0,0.0,0.0,0.0
1.2,output_cross,0.5,1.184530157737603,-inf,True,1.0,0.0,0.0,0.0
1.2,state_diffusive,0.0,1.184530157737603,1.184530157737603,False,0.0,0.0,54.1367591904542,374.7556349744823
1.2,state_diffusive,0.05,1.184530157737603,1.1324054345755081,False,0.0,0.0,58.203351883812715,440.15576818048925
