condition_index,alpha,seed,initial_distribution,initial_state,dtype,length,completed,failure_step,theoretical_scale,theoretical_lyapunov,median,mad,half_iqr,mad_absolute_error,mad_relative_error,estimated_lyapunov,lyapunov_absolute_error,sample_mean,sample_std,nonfinite_observation_rate,nonfinite_update_count,first_repeat_start,first_repeat_end,period,batch_simulation_seconds,near_zero_1e-12_all_updates,near_zero_1e-12_observed,near_zero_1e-10_all_updates,near_zero_1e-10_observed,near_zero_1e-08_all_updates,near_zero_1e-08_observed
0,0.5,20260905,gaussian,1.3554268413319748,float64,10000,True,-1,1.0,0.6931471805599454,0.0044775871788477195,1.0101504176583171,1.0111653207494224,0.010150417658317146,0.010150417658317146,0.6931347513736966,1.2429186248774649e-05,-0.880348707815594,260.2443043634795,0.0,0,-1,-1,0,0.4232468999689445,0,0,0,0,0,0
