scale,gram_error,condition_number,mean_mode_real,mean_mode_theory
0.5,1.862458056337185,3.6730130832409507,0.33333333333333326,0.3333333333333333
1.0,1.6042427500780263e-15,1.0000000000000007,-5.551115123125783e-17,0.0
2.0,1.8624580563371858,3.6730130832409476,-0.33333333333333337,-0.3333333333333333
