beta,epsilon,seed,x0,parallel,transverse,scale,ks,cayley_real,cayley_imag,unit_error,max_abs,zeros
1.0001,0.0,21,-0.021231356883152606,0.03854936140051258,0.03854936140051258,0.025216389015032304,0.12401800646125422,0.18022271191237668,0.12108860686182063,2.220446049250313e-16,1246.350482197453,0
1.0001,0.0,22,-0.12084873060896711,0.04043789929974641,0.04043789929974641,0.023637901533509392,0.0777721205383568,0.15146940325082697,-0.08666468899819495,2.220446049250313e-16,7090.4703294960955,0
1.0001,0.0,23,0.004710110787622487,0.025540817570775025,0.025540817570775025,0.013476138856411201,0.12832217648896355,-0.11285289287676364,-0.14519004072857755,2.220446049250313e-16,641.4546079204131,0
1.0001,0.0,24,0.04941796536179948,0.02404935428963607,0.02404935428963607,0.0070201326603021,0.3298097895886456,-0.2804806502980904,-0.27092083948045936,2.220446049250313e-16,3526.4523783834948,0
1.0001,0.0,25,0.014534821471602455,0.024481811792672312,0.024481811792672312,0.012602255128509848,0.07901528715959438,-0.1664359944475791,-0.031675412618839646,2.220446049250313e-16,1489.5054743766798,0
1.0001,0.0,26,0.037132250273610716,0.03547239634648915,0.03547239634648915,0.017435309355419128,0.07168652531348613,-0.027756899946080694,-0.03479379505109862,2.220446049250313e-16,4483.933299679153,0
1.0001,0.0,27,-0.008383657034800969,0.020573164122474327,0.020573164122474327,0.011560657234442485,0.18002254049794658,-0.13629131453544274,0.232664677434971,2.220446049250313e-16,979.6928919634091,0
1.0001,0.0,28,0.003098756527163235,0.023586117172267083,0.023586117172267083,0.013299573582532746,0.2174353880540243,-0.048833245627424936,0.28957323401153134,2.220446049250313e-16,3055.5926382577345,0
1.0001,0.0,29,0.07553998683282508,0.023579906015870532,0.023579906015870532,0.012192299825498604,0.06588799169811199,-0.16969724258679297,-0.03457122888868011,2.220446049250313e-16,551.271802710162,0
1.0001,0.0,30,0.008636069938508887,0.040458970589821196,0.040458970589821196,0.017842723931924754,0.05678998811124303,0.018848548141146514,-0.058961946524321164,2.220446049250313e-16,1535.7092035210517,0
1.0001,0.0,31,-0.007278923671913195,0.029923110843812214,0.029923110843812214,0.01559656347627253,0.1347678166063181,-0.004597343130450381,0.19198995286671955,2.220446049250313e-16,6365.515949812376,0
1.0001,0.01,0,0.09028112490720694,0.3164905330799023,0.29935195305181295,0.16641147592887817,0.018659352390219208,-0.025936389220813982,-0.014505274024199455,2.220446049250313e-16,8334.984922065307,0
1.0001,0.01,1,0.059654765301674316,0.3329105278086582,0.31590082471103836,0.1762768655662496,0.006727918629367724,0.0033815630251056955,-0.00358575614409584,2.220446049250313e-16,38566.44870220702,0
1.0001,0.01,2,0.6592095617497233,0.32335041330500214,0.30627990097619573,0.17228293988922957,0.033963694336940464,-0.010058143568763896,-0.03237681652779841,2.220446049250313e-16,57298.69877988402,0
1.0001,0.01,3,0.041964796137787835,0.3396419734187773,0.32270159792462055,0.18278922428703243,0.014496683415317124,0.02154871514770326,-0.012658038840206547,2.220446049250313e-16,206648.3689333621,0
1.0001,0.01,4,-0.2048045814629324,0.34112720784319017,0.32419194735203705,0.1809694955755589,0.01179820861552483,0.0189621772363633,-0.0058922965774197205,2.220446049250313e-16,19413.33993560226,0
1.0001,0.01,5,-0.050554093352878485,0.3252332012982652,0.30816783373369816,0.174835521055409,0.024561413406456623,-3.450428394075403e-05,-0.030242892904080797,2.220446049250313e-16,32095.978035496864,0
1.0001,0.01,6,0.1380360353627958,0.321223580153658,0.3041240549594784,0.1700797720827693,0.006243240006766904,-0.015052710639058374,-0.00027679838878303997,2.220446049250313e-16,21640.254506203964,0
1.0001,0.01,7,0.13303939425089795,0.3049153369044063,0.287679110809135,0.16053513909813702,0.018089850236722715,-0.04731579137618615,0.005779581112712728,2.220446049250313e-16,101125.43240412507,0
1.0001,0.01,8,-0.10199455156507321,0.32245943789997616,0.3053891683041862,0.17542738390379514,0.009641309424235023,0.004544368265663731,-0.005864879325848047,2.220446049250313e-16,7911.105662895918,0
1.0001,0.01,9,-0.061677816434399645,0.3294235527657393,0.31239415716229296,0.1767334519868499,0.004937688366306925,0.004712591527857957,-0.005145677617648399,2.220446049250313e-16,19658.73066388197,0
1.0001,0.01,10,-0.21573044890664,0.32797498584772306,0.31092887916007106,0.17340686799528138,0.014163008431233526,-0.0033409473291689516,0.015154273385522872,2.220446049250313e-16,109363.12365826078,0
1.0001,0.01,11,-0.3577801627948559,0.3200816439984968,0.3029688616668871,0.1704885282556175,0.020329635826599024,-0.015145326586917359,-0.01065896858544222,2.220446049250313e-16,94594.86876876482,0
1.0001,0.01,12,0.043624895045634764,0.3128874301018028,0.2957393108611511,0.16813485233493602,0.022285920480025423,-0.02063069549916451,0.026548867801565592,2.220446049250313e-16,20694.27978178124,0
1.0001,0.01,13,0.13983418065636055,0.3327941110685319,0.31577586993177864,0.1746239448027278,0.02279618561951674,-0.0008734106201485481,0.02359177536459383,2.220446049250313e-16,14595.25070863226,0
1.0001,0.01,14,0.29299422784601986,0.31983623404313066,0.30274219922662476,0.1687843890186069,0.012130745595049897,-0.017355564685501004,-0.011924870636816305,2.220446049250313e-16,681494.3299595673,0
1.0001,0.01,15,-0.5162408216773751,0.33040545459422477,0.3133772231020589,0.1745132981517203,0.005853089669804523,-0.002442952084592379,-0.0004594543551214091,2.220446049250313e-16,35878.71259103991,0
1.0001,0.01,16,-0.11063857034800242,0.3382372976587063,0.32125832154328354,0.1801402939897433,0.00623252471599145,0.01299643880559961,2.9974617560735627e-05,2.220446049250313e-16,215704.2561538091,0
