key,beta,dtype,scale_name,scale,start,stop,n,k,ell,real,imag,theory,error
b1.0001_float32,1.0001,float32,fixed,1.0,0,200000,200000,8,3,-0.8412292702366303,0.023173041627342374,-0.8409636747905886,0.023174563624877614
b1.0001_float32,1.0001,float32,fixed,1.0,0,200000,200000,8,4,0.8705498496900159,-0.02028548184414808,0.8706062680020336,0.020285560299759833
b1.0001_float32,1.0001,float32,fixed,1.0,0,200000,200000,8,5,-0.9010386924556275,0.016980800204644275,-0.9012937141109808,0.016982715084306932
b1.0001_float32,1.0001,float32,fixed,1.0,0,200000,200000,8,6,0.9321142644965958,-0.012768521389751326,0.9330628424720564,0.012803708004170744
b1.0001_float32,1.0001,float32,fixed,1.0,0,200000,200000,8,7,-0.9649290612392343,0.007212529073874428,-0.9659517806143619,0.007284677793955297
b1.0001_float32,1.0001,float32,fixed,1.0,0,200000,200000,8,8,1.0,0.0,1.0,0.0
b1.0001_float32,1.0001,float32,fixed,1.0,0,50000,50000,0,0,1.0,0.0,1.0,0.0
b1.0001_float32,1.0001,float32,fixed,1.0,0,50000,50000,0,1,-0.9609600468584105,-0.0019443551308276586,-0.9659517806143619,0.005357044219070869
b1.0001_float32,1.0001,float32,fixed,1.0,0,50000,50000,0,2,0.9225918120024593,0.0030970956763146152,0.9330628424720564,0.010919454231942046
b1.0001_float32,1.0001,float32,fixed,1.0,0,50000,50000,0,3,-0.8844286507822038,-0.004112494572139883,-0.9012937141109808,0.017359233067435306
b1.0001_float32,1.0001,float32,fixed,1.0,0,50000,50000,0,4,0.8454693606405789,0.00464502570651899,0.8706062680020336,0.025562479838868862
b1.0001_float32,1.0001,float32,fixed,1.0,0,50000,50000,0,5,-0.8071042446841774,-0.004421724991573568,-0.8409636747905886,0.034146927519647416
b1.0001_float32,1.0001,float32,fixed,1.0,0,50000,50000,0,6,0.7698343263910742,0.0025518923486368655,0.8123303590959663,0.0425725844906589
b1.0001_float32,1.0001,float32,fixed,1.0,0,50000,50000,0,7,-0.7337771040477932,0.0005220058964734775,-0.7846719568158528,0.05089752968895856
b1.0001_float32,1.0001,float32,fixed,1.0,0,50000,50000,0,8,0.7010350764685342,-0.004136701093089593,0.7579552738844286,0.057070317764998976
b1.0001_float32,1.0001,float32,fixed,1.0,0,50000,50000,1,0,-0.9609600468584105,0.0019443551308276586,-0.9659517806143619,0.005357044219070869
b1.0001_float32,1.0001,float32,fixed,1.0,0,50000,50000,1,1,1.0,0.0,1.0,0.0
b1.0001_float32,1.0001,float32,fixed,1.0,0,50000,50000,1,2,-0.9609600468584105,-0.0019443551308276578,-0.9659517806143619,0.005357044219070869
b1.0001_float32,1.0001,float32,fixed,1.0,0,50000,50000,1,3,0.9225918120024593,0.0030970956763146265,0.9330628424720564,0.01091945423194205
b1.0001_float32,1.0001,float32,fixed,1.0,0,50000,50000,1,4,-0.8844286507822037,-0.0041124945721399166,-0.9012937141109808,0.01735923306743542
b1.0001_float32,1.0001,float32,fixed,1.0,0,50000,50000,1,5,0.8454693606405793,0.0046450257065189515,0.8706062680020336,0.025562479838868418
b1.0001_float32,1.0001,float32,fixed,1.0,0,50000,50000,1,6,-0.8071042446841774,-0.004421724991573522,-0.8409636747905886,0.03414692751964741
b1.0001_float32,1.0001,float32,fixed,1.0,0,50000,50000,1,7,0.7698343263910745,0.002551892348636907,0.8123303590959663,0.04257258449065857
b1.0001_float32,1.0001,float32,fixed,1.0,0,50000,50000,1,8,-0.7337771040477931,0.0005220058964735089,-0.7846719568158528,0.050897529688958665
b1.0001_float32,1.0001,float32,fixed,1.0,0,50000,50000,2,0,0.9225918120024593,-0.0030970956763146152,0.9330628424720564,0.010919454231942046
b1.0001_float32,1.0001,float32,fixed,1.0,0,50000,50000,2,1,-0.9609600468584105,0.0019443551308276578,-0.9659517806143619,0.005357044219070869
b1.0001_float32,1.0001,float32,fixed,1.0,0,50000,50000,2,2,1.0,0.0,1.0,0.0
