key,beta,dtype,scale_name,scale,start,stop,n,order,lag,k,pairs,real,imag,theory,error
b1.0001_float32,1.0001,float32,matched,0.017318949386946766,0,200000,200000,shuffled,2,5,199998,0.0033200900732419454,-0.0024858750057489766,0.004696746558578279,0.0028416118001630803
b1.0001_float32,1.0001,float32,matched,0.017318949386946766,0,200000,200000,shuffled,2,6,199998,0.007104108223558956,0.0020807116757367654,0.0057629093466201,0.002475515199922906
b1.0001_float32,1.0001,float32,matched,0.017318949386946766,0,200000,200000,shuffled,2,7,199998,0.008408187883345946,-0.00036459739378210255,0.008400282467675223,0.00036468308865318725
b1.0001_float32,1.0001,float32,matched,0.017318949386946766,0,200000,200000,shuffled,2,8,199998,0.013278053233394822,0.00020270178916890715,0.009983048610026789,0.0033012336305310156
b1.0001_float32,1.0001,float32,matched,0.017318949386946766,0,200000,200000,shuffled,4,1,199996,0.0065332413053315755,0.001634485339266346,0.005233398527338396,0.0020883327253523676
b1.0001_float32,1.0001,float32,matched,0.017318949386946766,0,200000,200000,shuffled,4,2,199996,0.0060273594543043905,0.0004677503359377051,0.004880943505879124,0.0012381679625857065
b1.0001_float32,1.0001,float32,matched,0.017318949386946766,0,200000,200000,shuffled,4,3,199996,0.021080084514389443,-0.0011541906173824959,0.02104452607957175,0.0011547382316094289
b1.0001_float32,1.0001,float32,matched,0.017318949386946766,0,200000,200000,shuffled,4,4,199996,0.011870793539987717,0.0007638244661857968,0.012073862165542506,0.000790357312757166
b1.0001_float32,1.0001,float32,matched,0.017318949386946766,0,200000,200000,shuffled,4,5,199996,0.005914247889813035,0.0018999598456407524,0.004696746558578279,0.0022565807999284306
b1.0001_float32,1.0001,float32,matched,0.017318949386946766,0,200000,200000,shuffled,4,6,199996,0.004889253896563353,1.3248506804994357e-05,0.0057629093466201,0.0008737558974601656
b1.0001_float32,1.0001,float32,matched,0.017318949386946766,0,200000,200000,shuffled,4,7,199996,0.00784742074568007,0.0018676464618303695,0.008400282467675223,0.0019477575285530135
