beta,name,seed,center,lambda0,estimate,target
1.01,q0.75,10,0.2717515253080598,0.3192718422167052,0.23757272686654907,0.2450973460504683
1.01,one_step,10,0.2717515253080598,0.3192718422167052,,
1.01,uncoupled,11,-0.7189800561820786,0.32912598188917497,0.32912598188917497,0.3267964614006244
1.01,q-1.0,11,-0.7189800561820786,0.32912598188917497,-0.32446694091207373,-0.3267964614006244
1.01,q-0.25,11,-0.7189800561820786,0.32912598188917497,-0.0793695948616055,-0.0816991153501561
1.01,q0.0,11,-0.7189800561820786,0.32912598188917497,0.002329520488550507,0.0
1.01,q0.25,11,-0.7189800561820786,0.32912598188917497,0.0840286358387067,0.0816991153501561
1.01,q0.75,11,-0.7189800561820786,0.32912598188917497,0.24742686653901885,0.2450973460504683
1.01,one_step,11,-0.7189800561820786,0.32912598188917497,,
1.01,uncoupled,12,0.022174990697231185,0.3294218520505105,0.3294218520505105,0.3267964614006244
1.01,q-1.0,12,0.022174990697231185,0.3294218520505105,-0.3241710707507382,-0.3267964614006244
1.01,q-0.25,12,0.022174990697231185,0.3294218520505105,-0.07907372470026997,-0.0816991153501561
1.01,q0.0,12,0.022174990697231185,0.3294218520505105,0.002625390649886039,0.0
1.01,q0.25,12,0.022174990697231185,0.3294218520505105,0.08432450600004224,0.0816991153501561
1.01,q0.75,12,0.022174990697231185,0.3294218520505105,0.24772273670035438,0.2450973460504683
1.01,one_step,12,0.022174990697231185,0.3294218520505105,,
1.01,uncoupled,13,-0.6010024405897538,0.3214398208494162,0.3214398208494162,0.3267964614006244
1.01,q-1.0,13,-0.6010024405897538,0.3214398208494162,-0.3321531019518325,-0.3267964614006244
1.01,q-0.25,13,-0.6010024405897538,0.3214398208494162,-0.08705575590136427,-0.0816991153501561
1.01,q0.0,13,-0.6010024405897538,0.3214398208494162,-0.005356640551208269,0.0
1.01,q0.25,13,-0.6010024405897538,0.3214398208494162,0.07634247479894793,0.0816991153501561
1.01,q0.75,13,-0.6010024405897538,0.3214398208494162,0.23974070549926008,0.2450973460504683
1.01,one_step,13,-0.6010024405897538,0.3214398208494162,,
1.01,uncoupled,14,0.12201145690859504,0.341401370943228,0.341401370943228,0.3267964614006244
1.01,q-1.0,14,0.12201145690859504,0.341401370943228,-0.3121915518580207,-0.3267964614006244
1.01,q-0.25,14,0.12201145690859504,0.341401370943228,-0.06709420580755249,-0.0816991153501561
1.01,q0.0,14,0.12201145690859504,0.341401370943228,0.014604909542603517,0.0
1.01,q0.25,14,0.12201145690859504,0.341401370943228,0.09630402489275972,0.0816991153501561
1.01,q0.75,14,0.12201145690859504,0.341401370943228,0.25970225559307186,0.2450973460504683
1.01,one_step,14,0.12201145690859504,0.341401370943228,,
1.01,uncoupled,15,1.4576842548999793,0.3246854288838121,0.3246854288838121,0.3267964614006244
1.01,q-1.0,15,1.4576842548999793,0.3246854288838121,-0.3289074939174366,-0.3267964614006244
1.01,q-0.25,15,1.4576842548999793,0.3246854288838121,-0.08381014786696839,-0.0816991153501561
1.01,q0.0,15,1.4576842548999793,0.3246854288838121,-0.0021110325168123834,0.0
1.01,q0.25,15,1.4576842548999793,0.3246854288838121,0.07958808283334382,0.0816991153501561
1.01,q0.75,15,1.4576842548999793,0.3246854288838121,0.24298631353365596,0.2450973460504683
1.01,one_step,15,1.4576842548999793,0.3246854288838121,,
1.01,uncoupled,16,-0.25890739227255416,0.32406225387246906,0.32406225387246906,0.3267964614006244
1.01,q-1.0,16,-0.25890739227255416,0.32406225387246906,-0.32953066892877964,-0.3267964614006244
1.01,q-0.25,16,-0.25890739227255416,0.32406225387246906,-0.0844333228783114,-0.0816991153501561
1.01,q0.0,16,-0.25890739227255416,0.32406225387246906,-0.002734207528155397,0.0
1.01,q0.25,16,-0.25890739227255416,0.32406225387246906,0.0789649078220008,0.0816991153501561
1.01,q0.75,16,-0.25890739227255416,0.32406225387246906,0.24236313852231295,0.2450973460504683
1.01,one_step,16,-0.25890739227255416,0.32406225387246906,,
1.01,uncoupled,17,0.05975808648675433,0.3287653355188316,0.3287653355188316,0.3267964614006244
1.01,q-1.0,17,0.05975808648675433,0.3287653355188316,-0.3248275872824171,-0.3267964614006244
1.01,q-0.25,17,0.05975808648675433,0.3287653355188316,-0.07973024123194888,-0.0816991153501561
1.01,q0.0,17,0.05975808648675433,0.3287653355188316,0.00196887411820712,0.0
1.01,q0.25,17,0.05975808648675433,0.3287653355188316,0.08366798946836332,0.0816991153501561
1.01,q0.75,17,0.05975808648675433,0.3287653355188316,0.24706622016867547,0.2450973460504683
1.01,one_step,17,0.05975808648675433,0.3287653355188316,,
1.01,uncoupled,18,-0.04204795210280457,0.3249443718262794,0.3249443718262794,0.3267964614006244
1.01,q-1.0,18,-0.04204795210280457,0.3249443718262794,-0.3286485509749693,-0.3267964614006244
1.01,q-0.25,18,-0.04204795210280457,0.3249443718262794,-0.08355120492450108,-0.0816991153501561
1.01,q0.0,18,-0.04204795210280457,0.3249443718262794,-0.0018520895743450727,0.0
1.01,q0.25,18,-0.04204795210280457,0.3249443718262794,0.07984702577581113,0.0816991153501561
1.01,q0.75,18,-0.04204795210280457,0.3249443718262794,0.24324525647612327,0.2450973460504683
1.01,one_step,18,-0.04204795210280457,0.3249443718262794,,
1.01,uncoupled,19,-0.8347232734130778,0.34072900983966314,0.34072900983966314,0.3267964614006244
1.01,q-1.0,19,-0.8347232734130778,0.34072900983966314,-0.31286391296158556,-0.3267964614006244
1.01,q-0.25,19,-0.8347232734130778,0.34072900983966314,-0.06776656691111732,-0.0816991153501561
1.01,q0.0,19,-0.8347232734130778,0.34072900983966314,0.013932548439038683,0.0
1.01,q0.25,19,-0.8347232734130778,0.34072900983966314,0.09563166378919488,0.0816991153501561
1.01,q0.75,19,-0.8347232734130778,0.34072900983966314,0.25902989448950703,0.2450973460504683
1.01,one_step,19,-0.8347232734130778,0.34072900983966314,,
1.01,uncoupled,20,-0.512216200902086,0.33284066960246694,0.33284066960246694,0.3267964614006244
1.01,q-1.0,20,-0.512216200902086,0.33284066960246694,-0.32075225319878176,-0.3267964614006244
1.01,q-0.25,20,-0.512216200902086,0.33284066960246694,-0.07565490714831352,-0.0816991153501561
1.01,q0.0,20,-0.512216200902086,0.33284066960246694,0.0060442082018424825,0.0
1.01,q0.25,20,-0.512216200902086,0.33284066960246694,0.08774332355199868,0.0816991153501561
1.01,q0.75,20,-0.512216200902086,0.33284066960246694,0.25114155425231083,0.2450973460504683
1.01,one_step,20,-0.512216200902086,0.33284066960246694,,
1.01,uncoupled,21,0.22113535360763117,0.3289552308776433,0.3289552308776433,0.3267964614006244
1.01,q-1.0,21,0.22113535360763117,0.3289552308776433,-0.3246376919236054,-0.3267964614006244
1.01,q-0.25,21,0.22113535360763117,0.3289552308776433,-0.07954034587313719,-0.0816991153501561
1.01,q0.0,21,0.22113535360763117,0.3289552308776433,0.002158769477018818,0.0
1.01,q0.25,21,0.22113535360763117,0.3289552308776433,0.08385788482717502,0.0816991153501561
1.01,q0.75,21,0.22113535360763117,0.3289552308776433,0.24725611552748716,0.2450973460504683
1.01,one_step,21,0.22113535360763117,0.3289552308776433,,
1.01,uncoupled,22,0.1356244799146139,0.33101648147095597,0.33101648147095597,0.3267964614006244
1.01,q-1.0,22,0.1356244799146139,0.33101648147095597,-0.32257644133029273,-0.3267964614006244
1.01,q-0.25,22,0.1356244799146139,0.33101648147095597,-0.0774790952798245,-0.0816991153501561
1.01,q0.0,22,0.1356244799146139,0.33101648147095597,0.004220020070331509,0.0
1.01,q0.25,22,0.1356244799146139,0.33101648147095597,0.08591913542048771,0.0816991153501561
1.01,q0.75,22,0.1356244799146139,0.33101648147095597,0.24931736612079985,0.2450973460504683
1.01,one_step,22,0.1356244799146139,0.33101648147095597,,
1.01,uncoupled,23,-0.3298011633600788,0.3249824878003609,0.3249824878003609,0.3267964614006244
1.01,q-1.0,23,-0.3298011633600788,0.3249824878003609,-0.3286104350008878,-0.3267964614006244
1.01,q-0.25,23,-0.3298011633600788,0.3249824878003609,-0.08351308895041959,-0.0816991153501561
1.01,q0.0,23,-0.3298011633600788,0.3249824878003609,-0.0018139736002635853,0.0
1.01,q0.25,23,-0.3298011633600788,0.3249824878003609,0.07988514174989261,0.0816991153501561
1.01,q0.75,23,-0.3298011633600788,0.3249824878003609,0.24328337245020476,0.2450973460504683
1.01,one_step,23,-0.3298011633600788,0.3249824878003609,,
1.01,uncoupled,24,-0.14326491070118855,0.3246478909540743,0.3246478909540743,0.3267964614006244
1.01,q-1.0,24,-0.14326491070118855,0.3246478909540743,-0.3289450318471744,-0.3267964614006244
1.01,q-0.25,24,-0.14326491070118855,0.3246478909540743,-0.08384768579670615,-0.0816991153501561
1.01,q0.0,24,-0.14326491070118855,0.3246478909540743,-0.0021485704465501465,0.0
1.01,q0.25,24,-0.14326491070118855,0.3246478909540743,0.07955054490360605,0.0816991153501561
1.01,q0.75,24,-0.14326491070118855,0.3246478909540743,0.2429487756039182,0.2450973460504683
1.01,one_step,24,-0.14326491070118855,0.3246478909540743,,
1.01,uncoupled,25,0.30636909026097325,0.32621935076982533,0.32621935076982533,0.3267964614006244
1.01,q-1.0,25,0.30636909026097325,0.32621935076982533,-0.32737357203142337,-0.3267964614006244
1.01,q-0.25,25,0.30636909026097325,0.32621935076982533,-0.08227622598095513,-0.0816991153501561
1.01,q0.0,25,0.30636909026097325,0.32621935076982533,-0.0005771106307991269,0.0
1.01,q0.25,25,0.30636909026097325,0.32621935076982533,0.08112200471935707,0.0816991153501561
1.01,q0.75,25,0.30636909026097325,0.32621935076982533,0.24452023541966922,0.2450973460504683
1.01,one_step,25,0.30636909026097325,0.32621935076982533,,
1.01,uncoupled,26,-0.603889971163883,0.3155144043745703,0.3155144043745703,0.3267964614006244
1.01,q-1.0,26,-0.603889971163883,0.3155144043745703,-0.3380785184266784,-0.3267964614006244
1.01,q-0.25,26,-0.603889971163883,0.3155144043745703,-0.09298117237621017,-0.0816991153501561
1.01,q0.0,26,-0.603889971163883,0.3155144043745703,-0.01128205702605417,0.0
1.01,q0.25,26,-0.603889971163883,0.3155144043745703,0.07041705832410203,0.0816991153501561
1.01,q0.75,26,-0.603889971163883,0.3155144043745703,0.23381528902441417,0.2450973460504683
1.01,one_step,26,-0.603889971163883,0.3155144043745703,,
1.01,uncoupled,27,-0.78230794043801,0.3171944149189951,0.3171944149189951,0.3267964614006244
1.01,q-1.0,27,-0.78230794043801,0.3171944149189951,-0.3363985078822536,-0.3267964614006244
1.01,q-0.25,27,-0.78230794043801,0.3171944149189951,-0.09130116183178538,-0.0816991153501561
1.01,q0.0,27,-0.78230794043801,0.3171944149189951,-0.009602046481629378,0.0
1.01,q0.25,27,-0.78230794043801,0.3171944149189951,0.07209706886852682,0.0816991153501561
1.01,q0.75,27,-0.78230794043801,0.3171944149189951,0.23549529956883897,0.2450973460504683
1.01,one_step,27,-0.78230794043801,0.3171944149189951,,
1.01,uncoupled,28,-1.3294592702520835,0.3270538358741475,0.3270538358741475,0.3267964614006244
1.01,q-1.0,28,-1.3294592702520835,0.3270538358741475,-0.3265390869271012,-0.3267964614006244
1.01,q-0.25,28,-1.3294592702520835,0.3270538358741475,-0.08144174087663297,-0.0816991153501561
1.01,q0.0,28,-1.3294592702520835,0.3270538358741475,0.000257374473523031,0.0
1.01,q0.25,28,-1.3294592702520835,0.3270538358741475,0.08195648982367923,0.0816991153501561
1.01,q0.75,28,-1.3294592702520835,0.3270538358741475,0.24535472052399138,0.2450973460504683
1.01,one_step,28,-1.3294592702520835,0.3270538358741475,,
1.01,uncoupled,29,0.020014107517724422,0.31667026333317116,0.31667026333317116,0.3267964614006244
1.01,q-1.0,29,0.020014107517724422,0.31667026333317116,-0.33692265946807753,-0.3267964614006244
1.01,q-0.25,29,0.020014107517724422,0.31667026333317116,-0.0918253134176093,-0.0816991153501561
1.01,q0.0,29,0.020014107517724422,0.31667026333317116,-0.010126198067453296,0.0
1.01,q0.25,29,0.020014107517724422,0.31667026333317116,0.0715729172827029,0.0816991153501561
1.01,q0.75,29,0.020014107517724422,0.31667026333317116,0.23497114798301505,0.2450973460504683
1.01,one_step,29,0.020014107517724422,0.31667026333317116,,
1.01,uncoupled,30,0.0008932155665005679,0.3301664585131272,0.3301664585131272,0.3267964614006244
1.01,q-1.0,30,0.0008932155665005679,0.3301664585131272,-0.3234264642881215,-0.3267964614006244
1.01,q-0.25,30,0.0008932155665005679,0.3301664585131272,-0.07832911823765326,-0.0816991153501561
1.01,q0.0,30,0.0008932155665005679,0.3301664585131272,0.003369997112502743,0.0
1.01,q0.25,30,0.0008932155665005679,0.3301664585131272,0.08506911246265894,0.0816991153501561
1.01,q0.75,30,0.0008932155665005679,0.3301664585131272,0.2484673431629711,0.2450973460504683
1.01,one_step,30,0.0008932155665005679,0.3301664585131272,,
1.01,uncoupled,31,-0.01165611728877914,0.32964402312894375,0.32964402312894375,0.3267964614006244
1.01,q-1.0,31,-0.01165611728877914,0.32964402312894375,-0.32394889967230495,-0.3267964614006244
1.01,q-0.25,31,-0.01165611728877914,0.32964402312894375,-0.07885155362183671,-0.0816991153501561
1.01,q0.0,31,-0.01165611728877914,0.32964402312894375,0.0028475617283192922,0.0
1.01,q0.25,31,-0.01165611728877914,0.32964402312894375,0.08454667707847549,0.0816991153501561
1.01,q0.75,31,-0.01165611728877914,0.32964402312894375,0.24794490777878764,0.2450973460504683
1.01,one_step,31,-0.01165611728877914,0.32964402312894375,,
1.1,uncoupled,0,-0.19005265942250038,0.9065987469218812,0.9065987469218812,0.9101573245261023
1.1,q-1.0,0,-0.19005265942250038,0.9065987469218812,-0.9137159021303232,-0.9101573245261023
1.1,q-0.25,0,-0.19005265942250038,0.9065987469218812,-0.23109790873574654,-0.22753933113152558
1.1,q0.0,0,-0.19005265942250038,0.9065987469218812,-0.0035585776042210693,0.0
1.1,q0.25,0,-0.19005265942250038,0.9065987469218812,0.2239807535273045,0.22753933113152558
1.1,q0.75,0,-0.19005265942250038,0.9065987469218812,0.6790594157903557,0.6826179933945767
1.1,one_step,0,-0.19005265942250038,0.9065987469218812,,
1.1,uncoupled,1,-0.3695098772357597,0.9100674046774074,0.9100674046774074,0.9101573245261023
1.1,q-1.0,1,-0.3695098772357597,0.9100674046774074,-0.910247244374797,-0.9101573245261023
1.1,q-0.25,1,-0.3695098772357597,0.9100674046774074,-0.22762925098022035,-0.22753933113152558
1.1,q0.0,1,-0.3695098772357597,0.9100674046774074,-8.9919848694886e-05,0.0
1.1,q0.25,1,-0.3695098772357597,0.9100674046774074,0.2274494112828307,0.22753933113152558
1.1,q0.75,1,-0.3695098772357597,0.9100674046774074,0.6825280735458819,0.6826179933945767
1.1,one_step,1,-0.3695098772357597,0.9100674046774074,,
1.1,uncoupled,2,0.217337677258475,0.9096295043020758,0.9096295043020758,0.9101573245261023
1.1,q-1.0,2,0.217337677258475,0.9096295043020758,-0.9106851447501286,-0.9101573245261023
1.1,q-0.25,2,0.217337677258475,0.9096295043020758,-0.228067151355552,-0.22753933113152558
1.1,q0.0,2,0.217337677258475,0.9096295043020758,-0.0005278202240265317,0.0
1.1,q0.25,2,0.217337677258475,0.9096295043020758,0.22701151090749905,0.22753933113152558
1.1,q0.75,2,0.217337677258475,0.9096295043020758,0.6820901731705502,0.6826179933945767
1.1,one_step,2,0.217337677258475,0.9096295043020758,,
1.1,uncoupled,3,-0.2416106321961372,0.9162021018118772,0.9162021018118772,0.9101573245261023
1.1,q-1.0,3,-0.2416106321961372,0.9162021018118772,-0.9041125472403272,-0.9101573245261023
1.1,q-0.25,3,-0.2416106321961372,0.9162021018118772,-0.22149455384575056,-0.22753933113152558
1.1,q0.0,3,-0.2416106321961372,0.9162021018118772,0.006044777285774905,0.0
1.1,q0.25,3,-0.2416106321961372,0.9162021018118772,0.23358410841730048,0.22753933113152558
1.1,q0.75,3,-0.2416106321961372,0.9162021018118772,0.6886627706803516,0.6826179933945767
1.1,one_step,3,-0.2416106321961372,0.9162021018118772,,
1.1,uncoupled,4,-0.0950766847973045,0.9129625885143345,0.9129625885143345,0.9101573245261023
1.1,q-1.0,4,-0.0950766847973045,0.9129625885143345,-0.9073520605378699,-0.9101573245261023
1.1,q-0.25,4,-0.0950766847973045,0.9129625885143345,-0.22473406714329325,-0.22753933113152558
1.1,q0.0,4,-0.0950766847973045,0.9129625885143345,0.0028052639882322206,0.0
1.1,q0.25,4,-0.0950766847973045,0.9129625885143345,0.2303445951197578,0.22753933113152558
1.1,q0.75,4,-0.0950766847973045,0.9129625885143345,0.685423257382809,0.6826179933945767
1.1,one_step,4,-0.0950766847973045,0.9129625885143345,,
1.1,uncoupled,5,-0.2708050768375024,0.9049518161830482,0.9049518161830482,0.9101573245261023
1.1,q-1.0,5,-0.2708050768375024,0.9049518161830482,-0.9153628328691562,-0.9101573245261023
1.1,q-0.25,5,-0.2708050768375024,0.9049518161830482,-0.23274483947457958,-0.22753933113152558
1.1,q0.0,5,-0.2708050768375024,0.9049518161830482,-0.0052055083430541105,0.0
1.1,q0.25,5,-0.2708050768375024,0.9049518161830482,0.22233382278847147,0.22753933113152558
1.1,q0.75,5,-0.2708050768375024,0.9049518161830482,0.6774124850515226,0.6826179933945767
1.1,one_step,5,-0.2708050768375024,0.9049518161830482,,
1.1,uncoupled,6,-0.6591608025416634,0.9107967208524484,0.9107967208524484,0.9101573245261023
1.1,q-1.0,6,-0.6591608025416634,0.9107967208524484,-0.909517928199756,-0.9101573245261023
1.1,q-0.25,6,-0.6591608025416634,0.9107967208524484,-0.22689993480517934,-0.22753933113152558
1.1,q0.0,6,-0.6591608025416634,0.9107967208524484,0.0006393963263461311,0.0
1.1,q0.25,6,-0.6591608025416634,0.9107967208524484,0.2281787274578717,0.22753933113152558
1.1,q0.75,6,-0.6591608025416634,0.9107967208524484,0.6832573897209229,0.6826179933945767
1.1,one_step,6,-0.6591608025416634,0.9107967208524484,,
1.1,uncoupled,7,-0.7154226050137291,0.9129911436918003,0.9129911436918003,0.9101573245261023
1.1,q-1.0,7,-0.7154226050137291,0.9129911436918003,-0.9073235053604041,-0.9101573245261023
1.1,q-0.25,7,-0.7154226050137291,0.9129911436918003,-0.22470551196582744,-0.22753933113152558
1.1,q0.0,7,-0.7154226050137291,0.9129911436918003,0.002833819165698026,0.0
1.1,q0.25,7,-0.7154226050137291,0.9129911436918003,0.2303731502972236,0.22753933113152558
1.1,q0.75,7,-0.7154226050137291,0.9129911436918003,0.6854518125602748,0.6826179933945767
1.1,one_step,7,-0.7154226050137291,0.9129911436918003,,
1.1,uncoupled,8,-0.2991431190383573,0.9157281018289362,0.9157281018289362,0.9101573245261023
1.1,q-1.0,8,-0.2991431190383573,0.9157281018289362,-0.9045865472232683,-0.9101573245261023
1.1,q-0.25,8,-0.2991431190383573,0.9157281018289362,-0.22196855382869163,-0.22753933113152558
1.1,q0.0,8,-0.2991431190383573,0.9157281018289362,0.00557077730283384,0.0
1.1,q0.25,8,-0.2991431190383573,0.9157281018289362,0.23311010843435942,0.22753933113152558
1.1,q0.75,8,-0.2991431190383573,0.9157281018289362,0.6881887706974106,0.6826179933945767
1.1,one_step,8,-0.2991431190383573,0.9157281018289362,,
1.1,uncoupled,9,0.13987165270947324,0.9049875250729157,0.9049875250729157,0.9101573245261023
1.1,q-1.0,9,0.13987165270947324,0.9049875250729157,-0.9153271239792887,-0.9101573245261023
1.1,q-0.25,9,0.13987165270947324,0.9049875250729157,-0.2327091305847121,-0.22753933113152558
1.1,q0.0,9,0.13987165270947324,0.9049875250729157,-0.00516979945318663,0.0
1.1,q0.25,9,0.13987165270947324,0.9049875250729157,0.22236953167833895,0.22753933113152558
1.1,q0.75,9,0.13987165270947324,0.9049875250729157,0.6774481939413901,0.6826179933945767
1.1,one_step,9,0.13987165270947324,0.9049875250729157,,
1.1,uncoupled,10,-0.6022806661867484,0.9181360678106388,0.9181360678106388,0.9101573245261023
1.1,q-1.0,10,-0.6022806661867484,0.9181360678106388,-0.9021785812415656,-0.9101573245261023
1.1,q-0.25,10,-0.6022806661867484,0.9181360678106388,-0.21956058784698895,-0.22753933113152558
1.1,q0.0,10,-0.6022806661867484,0.9181360678106388,0.007978743284536516,0.0
1.1,q0.25,10,-0.6022806661867484,0.9181360678106388,0.2355180744160621,0.22753933113152558
1.1,q0.75,10,-0.6022806661867484,0.9181360678106388,0.6905967366791133,0.6826179933945767
1.1,one_step,10,-0.6022806661867484,0.9181360678106388,,
1.1,uncoupled,11,-3.247529365540927,0.909303658195179,0.909303658195179,0.9101573245261023
1.1,q-1.0,11,-3.247529365540927,0.909303658195179,-0.9110109908570254,-0.9101573245261023
1.1,q-0.25,11,-3.247529365540927,0.909303658195179,-0.2283929974624488,-0.22753933113152558
1.1,q0.0,11,-3.247529365540927,0.909303658195179,-0.0008536663309233194,0.0
1.1,q0.25,11,-3.247529365540927,0.909303658195179,0.22668566480060226,0.22753933113152558
1.1,q0.75,11,-3.247529365540927,0.909303658195179,0.6817643270636534,0.6826179933945767
1.1,one_step,11,-3.247529365540927,0.909303658195179,,
1.1,uncoupled,12,1.047649674290447,0.9043473408173438,0.9043473408173438,0.9101573245261023
1.1,q-1.0,12,1.047649674290447,0.9043473408173438,-0.9159673082348606,-0.9101573245261023
1.1,q-0.25,12,1.047649674290447,0.9043473408173438,-0.23334931484028398,-0.22753933113152558
1.1,q0.0,12,1.047649674290447,0.9043473408173438,-0.005809983708758515,0.0
1.1,q0.25,12,1.047649674290447,0.9043473408173438,0.22172934742276706,0.22753933113152558
1.1,q0.75,12,1.047649674290447,0.9043473408173438,0.6768080096858182,0.6826179933945767
1.1,one_step,12,1.047649674290447,0.9043473408173438,,
1.1,uncoupled,13,0.6204614471386134,0.9235886690638236,0.9235886690638236,0.9101573245261023
1.1,q-1.0,13,0.6204614471386134,0.9235886690638236,-0.8967259799883808,-0.9101573245261023
1.1,q-0.25,13,0.6204614471386134,0.9235886690638236,-0.21410798659380414,-0.22753933113152558
1.1,q0.0,13,0.6204614471386134,0.9235886690638236,0.013431344537721324,0.0
1.1,q0.25,13,0.6204614471386134,0.9235886690638236,0.2409706756692469,0.22753933113152558
1.1,q0.75,13,0.6204614471386134,0.9235886690638236,0.6960493379322981,0.6826179933945767
1.1,one_step,13,0.6204614471386134,0.9235886690638236,,
1.1,uncoupled,14,1.7227940071791406,0.9179769513457983,0.9179769513457983,0.9101573245261023
1.1,q-1.0,14,1.7227940071791406,0.9179769513457983,-0.9023376977064061,-0.9101573245261023
1.1,q-0.25,14,1.7227940071791406,0.9179769513457983,-0.21971970431182952,-0.22753933113152558
1.1,q0.0,14,1.7227940071791406,0.9179769513457983,0.007819626819695946,0.0
1.1,q0.25,14,1.7227940071791406,0.9179769513457983,0.23535895795122153,0.22753933113152558
1.1,q0.75,14,1.7227940071791406,0.9179769513457983,0.6904376202142727,0.6826179933945767
1.1,one_step,14,1.7227940071791406,0.9179769513457983,,
1.1,uncoupled,15,9.589495415089452,0.9095369043589763,0.9095369043589763,0.9101573245261023
1.1,q-1.0,15,9.589495415089452,0.9095369043589763,-0.9107777446932281,-0.9101573245261023
1.1,q-0.25,15,9.589495415089452,0.9095369043589763,-0.22815975129865151,-0.22753933113152558
1.1,q0.0,15,9.589495415089452,0.9095369043589763,-0.0006204201671260456,0.0
1.1,q0.25,15,9.589495415089452,0.9095369043589763,0.22691891096439953,0.22753933113152558
1.1,q0.75,15,9.589495415089452,0.9095369043589763,0.6819975732274507,0.6826179933945767
1.1,one_step,15,9.589495415089452,0.9095369043589763,,
1.1,uncoupled,16,1.6728696313909683,0.9105978311823202,0.9105978311823202,0.9101573245261023
1.1,q-1.0,16,1.6728696313909683,0.9105978311823202,-0.9097168178698842,-0.9101573245261023
1.1,q-0.25,16,1.6728696313909683,0.9105978311823202,-0.2270988244753076,-0.22753933113152558
1.1,q0.0,16,1.6728696313909683,0.9105978311823202,0.000440506656217865,0.0
1.1,q0.25,16,1.6728696313909683,0.9105978311823202,0.22797983778774344,0.22753933113152558
1.1,q0.75,16,1.6728696313909683,0.9105978311823202,0.6830585000507946,0.6826179933945767
1.1,one_step,16,1.6728696313909683,0.9105978311823202,,
1.1,uncoupled,17,0.5302660030027526,0.9037985485469098,0.9037985485469098,0.9101573245261023
1.1,q-1.0,17,0.5302660030027526,0.9037985485469098,-0.9165161005052946,-0.9101573245261023
1.1,q-0.25,17,0.5302660030027526,0.9037985485469098,-0.233898107110718,-0.22753933113152558
1.1,q0.0,17,0.5302660030027526,0.9037985485469098,-0.0063587759791925436,0.0
1.1,q0.25,17,0.5302660030027526,0.9037985485469098,0.22118055515233304,0.22753933113152558
1.1,q0.75,17,0.5302660030027526,0.9037985485469098,0.6762592174153842,0.6826179933945767
1.1,one_step,17,0.5302660030027526,0.9037985485469098,,
1.1,uncoupled,18,0.027513215477428785,0.9108661844602006,0.9108661844602006,0.9101573245261023
1.1,q-1.0,18,0.027513215477428785,0.9108661844602006,-0.9094484645920038,-0.9101573245261023
1.1,q-0.25,18,0.027513215477428785,0.9108661844602006,-0.22683047119742716,-0.22753933113152558
1.1,q0.0,18,0.027513215477428785,0.9108661844602006,0.0007088599340983048,0.0
1.1,q0.25,18,0.027513215477428785,0.9108661844602006,0.22824819106562388,0.22753933113152558
1.1,q0.75,18,0.027513215477428785,0.9108661844602006,0.683326853328675,0.6826179933945767
1.1,one_step,18,0.027513215477428785,0.9108661844602006,,
1.1,uncoupled,19,0.5241549658279668,0.9043083359553508,0.9043083359553508,0.9101573245261023
1.1,q-1.0,19,0.5241549658279668,0.9043083359553508,-0.9160063130968537,-0.9101573245261023
1.1,q-0.25,19,0.5241549658279668,0.9043083359553508,-0.23338831970227703,-0.22753933113152558
1.1,q0.0,19,0.5241549658279668,0.9043083359553508,-0.0058489885707515565,0.0
1.1,q0.25,19,0.5241549658279668,0.9043083359553508,0.22169034256077402,0.22753933113152558
1.1,q0.75,19,0.5241549658279668,0.9043083359553508,0.6767690048238252,0.6826179933945767
1.1,one_step,19,0.5241549658279668,0.9043083359553508,,
1.1,uncoupled,20,9.886729828512712,0.9188844861763992,0.9188844861763992,0.9101573245261023
1.1,q-1.0,20,9.886729828512712,0.9188844861763992,-0.9014301628758052,-0.9101573245261023
1.1,q-0.25,20,9.886729828512712,0.9188844861763992,-0.2188121694812286,-0.22753933113152558
1.1,q0.0,20,9.886729828512712,0.9188844861763992,0.008727161650296855,0.0
1.1,q0.25,20,9.886729828512712,0.9188844861763992,0.23626649278182243,0.22753933113152558
1.1,q0.75,20,9.886729828512712,0.9188844861763992,0.6913451550448736,0.6826179933945767
1.1,one_step,20,9.886729828512712,0.9188844861763992,,
1.1,uncoupled,21,0.9558110630826571,0.9067875129496636,0.9067875129496636,0.9101573245261023
1.1,q-1.0,21,0.9558110630826571,0.9067875129496636,-0.9135271361025408,-0.9101573245261023
1.1,q-0.25,21,0.9558110630826571,0.9067875129496636,-0.23090914270796414,-0.22753933113152558
1.1,q0.0,21,0.9558110630826571,0.9067875129496636,-0.003369811576438675,0.0
1.1,q0.25,21,0.9558110630826571,0.9067875129496636,0.2241695195550869,0.22753933113152558
1.1,q0.75,21,0.9558110630826571,0.9067875129496636,0.6792481818181381,0.6826179933945767
1.1,one_step,21,0.9558110630826571,0.9067875129496636,,
1.1,uncoupled,22,-0.19377650660369258,0.9120025007001112,0.9120025007001112,0.9101573245261023
1.1,q-1.0,22,-0.19377650660369258,0.9120025007001112,-0.9083121483520932,-0.9101573245261023
1.1,q-0.25,22,-0.19377650660369258,0.9120025007001112,-0.22569415495751655,-0.22753933113152558
1.1,q0.0,22,-0.19377650660369258,0.9120025007001112,0.0018451761740089223,0.0
1.1,q0.25,22,-0.19377650660369258,0.9120025007001112,0.2293845073055345,0.22753933113152558
