beta,name,seed,center,lambda0,estimate,target
1.0001,q-0.25,12,0.015027797696044147,0.03267097371649631,-0.010380734487798374,-0.008610341640858938
1.0001,q0.0,12,0.015027797696044147,0.03267097371649631,-0.0017703928469394309,0.0
1.0001,q0.25,12,0.015027797696044147,0.03267097371649631,0.006839948793919498,0.008610341640858938
1.0001,q0.75,12,0.015027797696044147,0.03267097371649631,0.024060632075637377,0.025831024922576815
1.0001,one_step,12,0.015027797696044147,0.03267097371649631,,
1.0001,uncoupled,13,0.12499972400811267,0.027494732398201157,0.027494732398201157,0.03444136656343575
1.0001,q-1.0,13,0.12499972400811267,0.027494732398201157,-0.04138800072867034,-0.03444136656343575
1.0001,q-0.25,13,0.12499972400811267,0.027494732398201157,-0.01555697580609353,-0.008610341640858938
1.0001,q0.0,13,0.12499972400811267,0.027494732398201157,-0.006946634165234587,0.0
1.0001,q0.25,13,0.12499972400811267,0.027494732398201157,0.0016637074756243424,0.008610341640858938
1.0001,q0.75,13,0.12499972400811267,0.027494732398201157,0.018884390757342218,0.025831024922576815
1.0001,one_step,13,0.12499972400811267,0.027494732398201157,,
1.0001,uncoupled,14,-0.0050677149162142695,0.020844877333654525,0.020844877333654525,0.03444136656343575
1.0001,q-1.0,14,-0.0050677149162142695,0.020844877333654525,-0.048037855793216976,-0.03444136656343575
1.0001,q-0.25,14,-0.0050677149162142695,0.020844877333654525,-0.02220683087064016,-0.008610341640858938
1.0001,q0.0,14,-0.0050677149162142695,0.020844877333654525,-0.013596489229781218,0.0
1.0001,q0.25,14,-0.0050677149162142695,0.020844877333654525,-0.004986147588922289,0.008610341640858938
1.0001,q0.75,14,-0.0050677149162142695,0.020844877333654525,0.012234535692795588,0.025831024922576815
1.0001,one_step,14,-0.0050677149162142695,0.020844877333654525,,
1.0001,uncoupled,15,-0.005355134488794648,0.022647802873764295,0.022647802873764295,0.03444136656343575
1.0001,q-1.0,15,-0.005355134488794648,0.022647802873764295,-0.04623493025310721,-0.03444136656343575
1.0001,q-0.25,15,-0.005355134488794648,0.022647802873764295,-0.02040390533053039,-0.008610341640858938
1.0001,q0.0,15,-0.005355134488794648,0.022647802873764295,-0.011793563689671448,0.0
1.0001,q0.25,15,-0.005355134488794648,0.022647802873764295,-0.0031832220488125194,0.008610341640858938
1.0001,q0.75,15,-0.005355134488794648,0.022647802873764295,0.014037461232905358,0.025831024922576815
1.0001,one_step,15,-0.005355134488794648,0.022647802873764295,,
1.0001,uncoupled,16,0.017317102726827092,0.018235822328072658,0.018235822328072658,0.03444136656343575
1.0001,q-1.0,16,0.017317102726827092,0.018235822328072658,-0.05064691079879884,-0.03444136656343575
1.0001,q-0.25,16,0.017317102726827092,0.018235822328072658,-0.02481588587622203,-0.008610341640858938
