beta,name,kappa,regime,seed,initial,x0,y0,initial_equal,tail_real,tail_chord,finite_sync,first_exact,first_escape,max_abs
1.0001,q-0.25,0.021069070265121483,stable,1,independent,-0.02834471567801568,-0.00976495233225451,0,0.0,0.0,1,864,1,1401.8696059458205
1.0001,q0.0,0.016927506786723823,neutral,1,near,0.05977902185902329,0.0597790216858338,0,0.0,0.0,1,6229,469,29204.709622370425
1.0001,q0.0,0.016927506786723823,neutral,1,independent,-0.02834471567801568,-0.00976495233225451,0,0.0,0.0,1,1118,1,744.2636646517981
1.0001,q0.25,0.012750129066687833,unstable,1,near,0.05977902185902329,0.0597790216858338,0,0.0,0.0,1,3751,427,6506.511936786547
1.0001,q0.25,0.012750129066687833,unstable,1,independent,-0.02834471567801568,-0.00976495233225451,0,0.0,0.0,1,1450,1,1209.630966792188
1.0001,q0.75,0.004286689406437763,unstable,1,near,0.05977902185902329,0.0597790216858338,0,0.0,0.0,1,10942,420,23598.682391627844
1.0001,q0.75,0.004286689406437763,unstable,1,independent,-0.02834471567801568,-0.00976495233225451,0,0.0,0.0,1,13421,1,7064.098311272624
1.0001,one_step,0.5,one_step,1,near,0.05977902185902329,0.0597790216858338,0,0.0,0.0,1,1,-1,4066.2249767885723
1.0001,one_step,0.5,one_step,1,independent,-0.02834471567801568,-0.00976495233225451,0,0.0,0.0,1,1,-1,47379.76221889028
1.0001,uncoupled,0.0,unstable,2,near,-0.05516502864441687,-0.05516502881760636,0,12682.563675677222,1.9999999949678893,0,-1,1082,3408.716388251583
1.0001,uncoupled,0.0,unstable,2,independent,-0.019019092166285487,0.021956508201866662,0,64476.824006972936,1.99999999965104,0,-1,1,6869.015542194415
1.0001,q-1.0,0.03328193260141849,stable,2,near,-0.05516502864441687,-0.05516502881760636,0,0.0,0.0,1,250,-1,67543.47117790344
1.0001,q-1.0,0.03328193260141849,stable,2,independent,-0.019019092166285487,0.021956508201866662,0,0.0,0.0,1,578,1,1358.720195494758
1.0001,q-0.25,0.021069070265121483,stable,2,near,-0.05516502864441687,-0.05516502881760636,0,0.0,0.0,1,671,-1,2497.0517792871146
1.0001,q-0.25,0.021069070265121483,stable,2,independent,-0.019019092166285487,0.021956508201866662,0,0.0,0.0,1,976,1,135863.3017511871
1.0001,q0.0,0.016927506786723823,neutral,2,near,-0.05516502864441687,-0.05516502881760636,0,0.0,0.0,1,899,-1,2124.172683640628
1.0001,q0.0,0.016927506786723823,neutral,2,independent,-0.019019092166285487,0.021956508201866662,0,0.0,0.0,1,1148,1,695.5998905683563
1.0001,q0.25,0.012750129066687833,unstable,2,near,-0.05516502864441687,-0.05516502881760636,0,0.0,0.0,1,3842,1298,2796.0867472315035
1.0001,q0.25,0.012750129066687833,unstable,2,independent,-0.019019092166285487,0.021956508201866662,0,0.0,0.0,1,1641,1,10257.58429534989
1.0001,q0.75,0.004286689406437763,unstable,2,near,-0.05516502864441687,-0.05516502881760636,0,0.0,0.0,1,16712,1250,3652.3792738428847
1.0001,q0.75,0.004286689406437763,unstable,2,independent,-0.019019092166285487,0.021956508201866662,0,0.0,0.0,1,4667,1,2604.309605250154
1.0001,one_step,0.5,one_step,2,near,-0.05516502864441687,-0.05516502881760636,0,0.0,0.0,1,1,-1,10949.457056913821
1.0001,one_step,0.5,one_step,2,independent,-0.019019092166285487,0.021956508201866662,0,0.0,0.0,1,1,-1,14320.071829138817
1.0001,uncoupled,0.0,unstable,3,near,0.05495185146280185,0.05495185128961236,0,61777.401640341945,1.9999999903523238,0,-1,475,37660.77487124555
1.0001,uncoupled,0.0,unstable,3,independent,0.005939986308979996,-0.006296208248211313,0,69076.94571254529,1.999999999657658,0,-1,1,2063.817927534775
1.0001,q-1.0,0.03328193260141849,stable,3,near,0.05495185146280185,0.05495185128961236,0,0.0,0.0,1,281,-1,4927.577045403829
1.0001,q-1.0,0.03328193260141849,stable,3,independent,0.005939986308979996,-0.006296208248211313,0,0.0,0.0,1,594,1,498.26905284082306
1.0001,q-0.25,0.021069070265121483,stable,3,near,0.05495185146280185,0.05495185128961236,0,0.0,0.0,1,448,-1,6966.512931624761
1.0001,q-0.25,0.021069070265121483,stable,3,independent,0.005939986308979996,-0.006296208248211313,0,0.0,0.0,1,970,1,7238.333600494131
1.0001,q0.0,0.016927506786723823,neutral,3,near,0.05495185146280185,0.05495185128961236,0,0.0,0.0,1,1722,485,3410.896128631634
1.0001,q0.0,0.016927506786723823,neutral,3,independent,0.005939986308979996,-0.006296208248211313,0,0.0,0.0,1,1219,1,488.7050826225461
1.0001,q0.25,0.012750129066687833,unstable,3,near,0.05495185146280185,0.05495185128961236,0,0.0,0.0,1,2685,483,23261.97356350432
1.0001,q0.25,0.012750129066687833,unstable,3,independent,0.005939986308979996,-0.006296208248211313,0,0.0,0.0,1,1554,1,17190.261522737223
1.0001,q0.75,0.004286689406437763,unstable,3,near,0.05495185146280185,0.05495185128961236,0,0.0,0.0,1,8694,479,375.83280542773446
1.0001,q0.75,0.004286689406437763,unstable,3,independent,0.005939986308979996,-0.006296208248211313,0,0.0,0.0,1,4726,1,962.5841514616562
1.0001,one_step,0.5,one_step,3,near,0.05495185146280185,0.05495185128961236,0,0.0,0.0,1,1,-1,3182.568178732383
1.0001,one_step,0.5,one_step,3,independent,0.005939986308979996,-0.006296208248211313,0,0.0,0.0,1,1,-1,1151.0205370951373
1.0001,uncoupled,0.0,unstable,4,near,-0.03304197191105426,-0.033041972084243754,0,55267.44930276831,1.997719491819984,0,-1,1215,2379.513885537933
1.0001,uncoupled,0.0,unstable,4,independent,-0.09675578064000853,-0.17421037888291813,0,17274.449334196444,1.999999998551202,0,-1,1,12761.893904461456
1.0001,q-1.0,0.03328193260141849,stable,4,near,-0.03304197191105426,-0.033041972084243754,0,0.0,0.0,1,265,-1,1283.4811818549927
1.0001,q-1.0,0.03328193260141849,stable,4,independent,-0.09675578064000853,-0.17421037888291813,0,0.0,0.0,1,1441,1,1749.687442617771
1.0001,q-0.25,0.021069070265121483,stable,4,near,-0.03304197191105426,-0.033041972084243754,0,0.0,0.0,1,410,-1,2059.4247323620766
1.0001,q-0.25,0.021069070265121483,stable,4,independent,-0.09675578064000853,-0.17421037888291813,0,0.0,0.0,1,2154,1,15617.69723976992
1.0001,q0.0,0.016927506786723823,neutral,4,near,-0.03304197191105426,-0.033041972084243754,0,0.0,0.0,1,633,-1,7841.300359406818
1.0001,q0.0,0.016927506786723823,neutral,4,independent,-0.09675578064000853,-0.17421037888291813,0,0.0,0.0,1,2880,1,25013.6498103975
1.0001,q0.25,0.012750129066687833,unstable,4,near,-0.03304197191105426,-0.033041972084243754,0,0.0,0.0,1,728,-1,2791.798099472489
1.0001,q0.25,0.012750129066687833,unstable,4,independent,-0.09675578064000853,-0.17421037888291813,0,0.0,0.0,1,2466,1,1212.8304599525588
1.0001,q0.75,0.004286689406437763,unstable,4,near,-0.03304197191105426,-0.033041972084243754,0,0.0,0.0,1,16947,1224,1982.5486384977723
1.0001,q0.75,0.004286689406437763,unstable,4,independent,-0.09675578064000853,-0.17421037888291813,0,0.0,0.0,1,17948,1,2688.606769471742
1.0001,one_step,0.5,one_step,4,near,-0.03304197191105426,-0.033041972084243754,0,0.0,0.0,1,1,-1,43798.15751471398
1.0001,one_step,0.5,one_step,4,independent,-0.09675578064000853,-0.17421037888291813,0,0.0,0.0,1,1,-1,3051.4814111946503
1.0001,uncoupled,0.0,unstable,5,near,-0.009493544909958962,-0.009493545083148456,0,51768.84143968543,1.999999999886337,0,-1,7327,25930.825335980357
1.0001,uncoupled,0.0,unstable,5,independent,-0.006329183000460457,-0.003845546082452807,0,19192.58720578856,1.9999999870409544,0,-1,1,32381.112274104413
1.0001,q-1.0,0.03328193260141849,stable,5,near,-0.009493544909958962,-0.009493545083148456,0,0.0,0.0,1,260,-1,10512.319286298043
1.0001,q-1.0,0.03328193260141849,stable,5,independent,-0.006329183000460457,-0.003845546082452807,0,0.0,0.0,1,544,1,10916.416866606996
1.0001,q-0.25,0.021069070265121483,stable,5,near,-0.009493544909958962,-0.009493545083148456,0,0.0,0.0,1,470,-1,864.810525155955
1.0001,q-0.25,0.021069070265121483,stable,5,independent,-0.006329183000460457,-0.003845546082452807,0,0.0,0.0,1,842,1,982.7486220038784
1.0001,q0.0,0.016927506786723823,neutral,5,near,-0.009493544909958962,-0.009493545083148456,0,0.0,0.0,1,575,-1,49316.887679147774
1.0001,q0.0,0.016927506786723823,neutral,5,independent,-0.006329183000460457,-0.003845546082452807,0,0.0,0.0,1,1141,1,36725.39582412111
