beta,name,kappa,regime,seed,initial,x0,y0,initial_equal,tail_real,tail_chord,finite_sync,first_exact,first_escape,max_abs
1.0001,uncoupled,0.0,unstable,25,independent,-0.02930503146152346,-0.01512495469663195,0,65601.91116396048,1.9999999934197696,0,-1,1,8553.37853169236
1.0001,q-1.0,0.03328193260141849,stable,25,near,-0.008586784087852354,-0.008586784261041848,0,0.0,0.0,1,268,-1,1602.2882433654675
1.0001,q-1.0,0.03328193260141849,stable,25,independent,-0.02930503146152346,-0.01512495469663195,0,0.0,0.0,1,533,1,580.181093457724
1.0001,q-0.25,0.021069070265121483,stable,25,near,-0.008586784087852354,-0.008586784261041848,0,0.0,0.0,1,440,-1,38164.886257975595
1.0001,q-0.25,0.021069070265121483,stable,25,independent,-0.02930503146152346,-0.01512495469663195,0,0.0,0.0,1,858,1,1600.765911730624
1.0001,q0.0,0.016927506786723823,neutral,25,near,-0.008586784087852354,-0.008586784261041848,0,0.0,0.0,1,516,-1,4346.592127053413
1.0001,q0.0,0.016927506786723823,neutral,25,independent,-0.02930503146152346,-0.01512495469663195,0,0.0,0.0,1,1092,1,1944.815540723217
1.0001,q0.25,0.012750129066687833,unstable,25,near,-0.008586784087852354,-0.008586784261041848,0,0.0,0.0,1,753,-1,80445.52471360103
1.0001,q0.25,0.012750129066687833,unstable,25,independent,-0.02930503146152346,-0.01512495469663195,0,0.0,0.0,1,1389,1,2605.7674622831696
1.0001,q0.75,0.004286689406437763,unstable,25,near,-0.008586784087852354,-0.008586784261041848,0,0.0,0.0,1,2183,-1,23188.118046322696
1.0001,q0.75,0.004286689406437763,unstable,25,independent,-0.02930503146152346,-0.01512495469663195,0,0.0,0.0,1,19839,1,2862.4652685794276
1.0001,one_step,0.5,one_step,25,near,-0.008586784087852354,-0.008586784261041848,0,0.0,0.0,1,1,-1,55728.24367479046
1.0001,one_step,0.5,one_step,25,independent,-0.02930503146152346,-0.01512495469663195,0,0.0,0.0,1,1,-1,1606.45870386264
1.0001,uncoupled,0.0,unstable,26,near,0.001453227488607745,0.001453227315418251,0,5040.581448973324,1.9999999935074004,0,-1,24816,21486.213819464137
1.0001,uncoupled,0.0,unstable,26,independent,0.003080117473538592,0.0200528843533495,0,132323.90344122727,1.9999999981869265,0,-1,1,32061.012032021717
1.0001,q-1.0,0.03328193260141849,stable,26,near,0.001453227488607745,0.001453227315418251,0,0.0,0.0,1,319,-1,6201.489747767656
1.0001,q-1.0,0.03328193260141849,stable,26,independent,0.003080117473538592,0.0200528843533495,0,0.0,0.0,1,555,1,7865.8218810917515
1.0001,q-0.25,0.021069070265121483,stable,26,near,0.001453227488607745,0.001453227315418251,0,0.0,0.0,1,501,-1,5529.91466004231
1.0001,q-0.25,0.021069070265121483,stable,26,independent,0.003080117473538592,0.0200528843533495,0,0.0,0.0,1,881,1,3589.282648191255
1.0001,q0.0,0.016927506786723823,neutral,26,near,0.001453227488607745,0.001453227315418251,0,0.0,0.0,1,658,-1,2425.1119501952153
1.0001,q0.0,0.016927506786723823,neutral,26,independent,0.003080117473538592,0.0200528843533495,0,0.0,0.0,1,1064,1,148884.28060021243
1.0001,q0.25,0.012750129066687833,unstable,26,near,0.001453227488607745,0.001453227315418251,0,0.0,0.0,1,805,-1,3997.710674491859
1.0001,q0.25,0.012750129066687833,unstable,26,independent,0.003080117473538592,0.0200528843533495,0,0.0,0.0,1,1453,1,4254.405089496724
1.0001,q0.75,0.004286689406437763,unstable,26,near,0.001453227488607745,0.001453227315418251,0,0.0,0.0,1,2662,-1,3678.695091853069
1.0001,q0.75,0.004286689406437763,unstable,26,independent,0.003080117473538592,0.0200528843533495,0,0.0,0.0,1,4405,1,1231.4354609948139
1.0001,one_step,0.5,one_step,26,near,0.001453227488607745,0.001453227315418251,0,0.0,0.0,1,1,-1,36061.51259515751
1.0001,one_step,0.5,one_step,26,independent,0.003080117473538592,0.0200528843533495,0,0.0,0.0,1,1,-1,1518.3379369758068
1.0001,uncoupled,0.0,unstable,27,near,0.04514193659960525,0.04514193642641576,0,254074.30950858636,1.999999998222618,0,-1,688,15445.008097094571
1.0001,uncoupled,0.0,unstable,27,independent,-0.0960686791351356,-0.9533430135929546,0,79827.13285575152,1.9999999945066143,0,-1,1,7267.718076612359
1.0001,q-1.0,0.03328193260141849,stable,27,near,0.04514193659960525,0.04514193642641576,0,0.0,0.0,1,281,-1,6269.290877521899
1.0001,q-1.0,0.03328193260141849,stable,27,independent,-0.0960686791351356,-0.9533430135929546,0,0.0,0.0,1,611,1,4465.418088061921
1.0001,q-0.25,0.021069070265121483,stable,27,near,0.04514193659960525,0.04514193642641576,0,0.0,0.0,1,478,-1,58663.11728612857
1.0001,q-0.25,0.021069070265121483,stable,27,independent,-0.0960686791351356,-0.9533430135929546,0,0.0,0.0,1,4752,1,7507.44033794843
1.0001,q0.0,0.016927506786723823,neutral,27,near,0.04514193659960525,0.04514193642641576,0,0.0,0.0,1,592,-1,556.9567251969662
1.0001,q0.0,0.016927506786723823,neutral,27,independent,-0.0960686791351356,-0.9533430135929546,0,0.0,0.0,1,2334,1,2491.3098003065725
1.0001,q0.25,0.012750129066687833,unstable,27,near,0.04514193659960525,0.04514193642641576,0,0.0,0.0,1,2397,699,15421.755898953064
1.0001,q0.25,0.012750129066687833,unstable,27,independent,-0.0960686791351356,-0.9533430135929546,0,0.0,0.0,1,2699,1,716.193896389103
1.0001,q0.75,0.004286689406437763,unstable,27,near,0.04514193659960525,0.04514193642641576,0,0.0,0.0,1,37271,690,4492.037733787255
1.0001,q0.75,0.004286689406437763,unstable,27,independent,-0.0960686791351356,-0.9533430135929546,0,0.0,0.0,1,6378,1,620.8905309088449
1.0001,one_step,0.5,one_step,27,near,0.04514193659960525,0.04514193642641576,0,0.0,0.0,1,1,-1,10313.349681115786
1.0001,one_step,0.5,one_step,27,independent,-0.0960686791351356,-0.9533430135929546,0,0.0,0.0,1,1,-1,1578.4343964046082
1.0001,uncoupled,0.0,unstable,28,near,0.011597170393612693,0.0115971702204232,0,92931.01138521734,1.9999999979058296,0,-1,5864,3220.2943236413485
1.0001,uncoupled,0.0,unstable,28,independent,-0.052711499614792434,-0.0024829783413947235,0,1204756.2734931528,1.8957492542385759,0,-1,1,20865.056545645857
1.0001,q-1.0,0.03328193260141849,stable,28,near,0.011597170393612693,0.0115971702204232,0,0.0,0.0,1,284,-1,3264.0374249184674
1.0001,q-1.0,0.03328193260141849,stable,28,independent,-0.052711499614792434,-0.0024829783413947235,0,0.0,0.0,1,534,1,2252.0671420034946
1.0001,q-0.25,0.021069070265121483,stable,28,near,0.011597170393612693,0.0115971702204232,0,0.0,0.0,1,426,-1,16943.242783440983
1.0001,q-0.25,0.021069070265121483,stable,28,independent,-0.052711499614792434,-0.0024829783413947235,0,0.0,0.0,1,878,1,71246.35609056572
1.0001,q0.0,0.016927506786723823,neutral,28,near,0.011597170393612693,0.0115971702204232,0,0.0,0.0,1,590,-1,1228.6483046255196
1.0001,q0.0,0.016927506786723823,neutral,28,independent,-0.052711499614792434,-0.0024829783413947235,0,0.0,0.0,1,1092,1,4807.429991796745
1.0001,q0.25,0.012750129066687833,unstable,28,near,0.011597170393612693,0.0115971702204232,0,0.0,0.0,1,725,-1,43116.517241227026
1.0001,q0.25,0.012750129066687833,unstable,28,independent,-0.052711499614792434,-0.0024829783413947235,0,0.0,0.0,1,1462,1,5382.545699057315
1.0001,q0.75,0.004286689406437763,unstable,28,near,0.011597170393612693,0.0115971702204232,0,0.0,0.0,1,2134,-1,2080.620789779664
1.0001,q0.75,0.004286689406437763,unstable,28,independent,-0.052711499614792434,-0.0024829783413947235,0,0.0,0.0,1,11024,1,2293.369972977505
1.0001,one_step,0.5,one_step,28,near,0.011597170393612693,0.0115971702204232,0,0.0,0.0,1,1,-1,2653.366571123769
1.0001,one_step,0.5,one_step,28,independent,-0.052711499614792434,-0.0024829783413947235,0,0.0,0.0,1,1,-1,258152.95828187585
1.0001,uncoupled,0.0,unstable,29,near,-0.0828683321415945,-0.082868332314784,0,19802.22656239207,1.99999999661035,0,-1,215,8316.082154379348
1.0001,uncoupled,0.0,unstable,29,independent,-0.007508437171880774,0.02708653701519277,0,35358.87511917271,1.9999999996521307,0,-1,1,2171.1619810778675
1.0001,q-1.0,0.03328193260141849,stable,29,near,-0.0828683321415945,-0.082868332314784,0,0.0,0.0,1,551,-1,7569.080422776713
1.0001,q-1.0,0.03328193260141849,stable,29,independent,-0.007508437171880774,0.02708653701519277,0,0.0,0.0,1,563,1,545.2701667888058
1.0001,q-0.25,0.021069070265121483,stable,29,near,-0.0828683321415945,-0.082868332314784,0,0.0,0.0,1,887,-1,482.8948719050796
1.0001,q-0.25,0.021069070265121483,stable,29,independent,-0.007508437171880774,0.02708653701519277,0,0.0,0.0,1,914,1,2836.8075751512524
1.0001,q0.0,0.016927506786723823,neutral,29,near,-0.0828683321415945,-0.082868332314784,0,0.0,0.0,1,1078,-1,1825.580281795831
1.0001,q0.0,0.016927506786723823,neutral,29,independent,-0.007508437171880774,0.02708653701519277,0,0.0,0.0,1,1099,1,82778.46201784948
1.0001,q0.25,0.012750129066687833,unstable,29,near,-0.0828683321415945,-0.082868332314784,0,0.0,0.0,1,1380,-1,4131.159853037466
1.0001,q0.25,0.012750129066687833,unstable,29,independent,-0.007508437171880774,0.02708653701519277,0,0.0,0.0,1,1425,1,4068.6684056235827
1.0001,q0.75,0.004286689406437763,unstable,29,near,-0.0828683321415945,-0.082868332314784,0,0.0,0.0,1,13623,215,8069.391968086325
1.0001,q0.75,0.004286689406437763,unstable,29,independent,-0.007508437171880774,0.02708653701519277,0,0.0,0.0,1,4471,1,1037.0713398871242
1.0001,one_step,0.5,one_step,29,near,-0.0828683321415945,-0.082868332314784,0,0.0,0.0,1,1,-1,18529.277723827312
1.0001,one_step,0.5,one_step,29,independent,-0.007508437171880774,0.02708653701519277,0,0.0,0.0,1,1,-1,6920.372509983346
1.0001,uncoupled,0.0,unstable,30,near,-0.003340017155385071,-0.003340017328574565,0,33921.38239475751,1.9999999890304454,0,-1,16642,1161.0504968625505
1.0001,uncoupled,0.0,unstable,30,independent,-0.45144579623022546,-0.04979400579430678,0,26632.25206333552,1.9999999994032898,0,-1,1,2830.6481875261134
1.0001,q-1.0,0.03328193260141849,stable,30,near,-0.003340017155385071,-0.003340017328574565,0,0.0,0.0,1,288,-1,7182.49280239644
1.0001,q-1.0,0.03328193260141849,stable,30,independent,-0.45144579623022546,-0.04979400579430678,0,0.0,0.0,1,835,1,6964.073693524083
1.0001,q-0.25,0.021069070265121483,stable,30,near,-0.003340017155385071,-0.003340017328574565,0,0.0,0.0,1,439,-1,157.08085054278246
1.0001,q-0.25,0.021069070265121483,stable,30,independent,-0.45144579623022546,-0.04979400579430678,0,0.0,0.0,1,1062,1,7581.890703376649
1.0001,q0.0,0.016927506786723823,neutral,30,near,-0.003340017155385071,-0.003340017328574565,0,0.0,0.0,1,556,-1,6093.020001965591
1.0001,q0.0,0.016927506786723823,neutral,30,independent,-0.45144579623022546,-0.04979400579430678,0,0.0,0.0,1,1863,1,9404.517699518774
1.0001,q0.25,0.012750129066687833,unstable,30,near,-0.003340017155385071,-0.003340017328574565,0,0.0,0.0,1,833,-1,1325.5048544116935
1.0001,q0.25,0.012750129066687833,unstable,30,independent,-0.45144579623022546,-0.04979400579430678,0,0.0,0.0,1,8098,1,1473.8283093219513
1.0001,q0.75,0.004286689406437763,unstable,30,near,-0.003340017155385071,-0.003340017328574565,0,0.0,0.0,1,2408,-1,10220.277356186063
1.0001,q0.75,0.004286689406437763,unstable,30,independent,-0.45144579623022546,-0.04979400579430678,0,0.0,0.0,1,6524,1,3560.3364035332334
1.0001,one_step,0.5,one_step,30,near,-0.003340017155385071,-0.003340017328574565,0,0.0,0.0,1,1,-1,718.112242150689
1.0001,one_step,0.5,one_step,30,independent,-0.45144579623022546,-0.04979400579430678,0,0.0,0.0,1,1,-1,34154.57956794485
1.0001,uncoupled,0.0,unstable,31,near,-0.0007521019554665366,-0.0007521021286560304,0,15440.056993227628,1.9999999976939353,0,-1,31375,8761.56983038189
1.0001,uncoupled,0.0,unstable,31,independent,-0.01599786958302641,-0.016720413033235196,0,9357.527777606032,1.999985780477552,0,-1,1,7163.4488807658745
1.0001,q-1.0,0.03328193260141849,stable,31,near,-0.0007521019554665366,-0.0007521021286560304,0,0.0,0.0,1,302,-1,1543.3341734527498
1.0001,q-1.0,0.03328193260141849,stable,31,independent,-0.01599786958302641,-0.016720413033235196,0,0.0,0.0,1,502,1,2677.926601689949
1.0001,q-0.25,0.021069070265121483,stable,31,near,-0.0007521019554665366,-0.0007521021286560304,0,0.0,0.0,1,480,-1,3051.7363363302375
1.0001,q-0.25,0.021069070265121483,stable,31,independent,-0.01599786958302641,-0.016720413033235196,0,0.0,0.0,1,769,1,31851.51195841016
1.0001,q0.0,0.016927506786723823,neutral,31,near,-0.0007521019554665366,-0.0007521021286560304,0,0.0,0.0,1,576,-1,2016.882581232915
1.0001,q0.0,0.016927506786723823,neutral,31,independent,-0.01599786958302641,-0.016720413033235196,0,0.0,0.0,1,945,1,4921.60951933
1.0001,q0.25,0.012750129066687833,unstable,31,near,-0.0007521019554665366,-0.0007521021286560304,0,0.0,0.0,1,826,-1,1499.8606689470748
1.0001,q0.25,0.012750129066687833,unstable,31,independent,-0.01599786958302641,-0.016720413033235196,0,0.0,0.0,1,1303,1,2738.096419371056
1.0001,q0.75,0.004286689406437763,unstable,31,near,-0.0007521019554665366,-0.0007521021286560304,0,0.0,0.0,1,2548,-1,618.0695538182135
1.0001,q0.75,0.004286689406437763,unstable,31,independent,-0.01599786958302641,-0.016720413033235196,0,0.0,0.0,1,23451,1,10738.603286733063
1.0001,one_step,0.5,one_step,31,near,-0.0007521019554665366,-0.0007521021286560304,0,0.0,0.0,1,1,-1,2646.739693010345
1.0001,one_step,0.5,one_step,31,independent,-0.01599786958302641,-0.016720413033235196,0,0.0,0.0,1,1,-1,71018.08658127111
1.01,uncoupled,0.0,unstable,0,near,-0.23961538391234652,-0.2396153856289643,0,10894.79762626913,1.9999999984750187,0,-1,32,171775.36670773508
1.01,uncoupled,0.0,unstable,0,independent,-0.0249707159888801,-0.8371541631986972,0,10071.336917494225,1.9999999918981144,0,-1,1,4826114.220057931
1.01,q-1.0,0.2399132639382234,stable,0,near,-0.23961538391234652,-0.2396153856289643,0,0.0,0.0,1,117,-1,13922.924726796302
1.01,q-1.0,0.2399132639382234,stable,0,independent,-0.0249707159888801,-0.8371541631986972,0,0.0,0.0,1,191,1,40331.336400848784
1.01,q-0.25,0.1676752938025044,stable,0,near,-0.23961538391234652,-0.2396153856289643,0,0.0,0.0,1,537,50,10181.658812194077
1.01,q-0.25,0.1676752938025044,stable,0,independent,-0.0249707159888801,-0.8371541631986972,0,0.0,0.0,1,269,1,60935.72744310295
1.01,q0.0,0.13938473683038835,neutral,0,near,-0.23961538391234652,-0.2396153856289643,0,0.0,0.0,1,548,48,114056.18364850077
1.01,q0.0,0.13938473683038835,neutral,0,independent,-0.0249707159888801,-0.8371541631986972,0,0.0,0.0,1,153,1,11762.72622328202
1.01,q0.25,0.10868582562259013,unstable,0,near,-0.23961538391234652,-0.2396153856289643,0,0.0,0.0,1,1300,44,7177.5969560687345
1.01,q0.25,0.10868582562259013,unstable,0,independent,-0.0249707159888801,-0.8371541631986972,0,0.0,0.0,1,448,1,25672.4062452387
1.01,q0.75,0.039225401503332806,unstable,0,near,-0.23961538391234652,-0.2396153856289643,0,0.0,0.0,1,10781,37,40045.46172697527
1.01,q0.75,0.039225401503332806,unstable,0,independent,-0.0249707159888801,-0.8371541631986972,0,0.0,0.0,1,41484,1,37506.55381018253
1.01,one_step,0.5,one_step,0,near,-0.23961538391234652,-0.2396153856289643,0,0.0,0.0,1,1,-1,40841.831495595834
1.01,one_step,0.5,one_step,0,independent,-0.0249707159888801,-0.8371541631986972,0,0.0,0.0,1,1,-1,94508.96698636038
1.01,uncoupled,0.0,unstable,1,near,-0.2597754823377146,-0.25977548405433243,0,30825.0199306237,1.9999999906888772,0,-1,74,79985.38543634056
1.01,uncoupled,0.0,unstable,1,independent,-0.0332677865133159,-0.017734020883595984,0,49488.0285864508,1.999999998205345,0,-1,1,208836.999978249
1.01,q-1.0,0.2399132639382234,stable,1,near,-0.2597754823377146,-0.25977548405433243,0,0.0,0.0,1,48,-1,4265317.221323164
1.01,q-1.0,0.2399132639382234,stable,1,independent,-0.0332677865133159,-0.017734020883595984,0,0.0,0.0,1,57,1,10614.307821744032
1.01,q-0.25,0.1676752938025044,stable,1,near,-0.2597754823377146,-0.25977548405433243,0,0.0,0.0,1,83,-1,152443.5032166749
1.01,q-0.25,0.1676752938025044,stable,1,independent,-0.0332677865133159,-0.017734020883595984,0,0.0,0.0,1,96,1,24901.717057584574
1.01,q0.0,0.13938473683038835,neutral,1,near,-0.2597754823377146,-0.25977548405433243,0,0.0,0.0,1,104,-1,28503.7677979998
1.01,q0.0,0.13938473683038835,neutral,1,independent,-0.0332677865133159,-0.017734020883595984,0,0.0,0.0,1,113,1,39248.304078429
1.01,q0.25,0.10868582562259013,unstable,1,near,-0.2597754823377146,-0.25977548405433243,0,0.0,0.0,1,859,251,11411.341515793914
1.01,q0.25,0.10868582562259013,unstable,1,independent,-0.0332677865133159,-0.017734020883595984,0,0.0,0.0,1,155,1,31278.383964776305
1.01,q0.75,0.039225401503332806,unstable,1,near,-0.2597754823377146,-0.25977548405433243,0,0.0,0.0,1,25746,119,38491.00494498319
1.01,q0.75,0.039225401503332806,unstable,1,independent,-0.0332677865133159,-0.017734020883595984,0,0.0,0.0,1,4053,1,71702.26056626599
1.01,one_step,0.5,one_step,1,near,-0.2597754823377146,-0.25977548405433243,0,0.0,0.0,1,1,-1,97647.81211762219
1.01,one_step,0.5,one_step,1,independent,-0.0332677865133159,-0.017734020883595984,0,0.0,0.0,1,1,-1,10505.373608359516
1.01,uncoupled,0.0,unstable,2,near,-0.44691472018868333,-0.4469147219053012,0,134350.31456744927,1.9999999966236568,0,-1,13,1153410.9434785247
1.01,uncoupled,0.0,unstable,2,independent,0.14199491729673377,0.01812988983020001,0,21712.465842928414,1.9999999649919087,0,-1,1,104829.80936680827
1.01,q-1.0,0.2399132639382234,stable,2,near,-0.44691472018868333,-0.4469147219053012,0,0.0,0.0,1,119,31,233142.93626451594
1.01,q-1.0,0.2399132639382234,stable,2,independent,0.14199491729673377,0.01812988983020001,0,0.0,0.0,1,65,1,76737.72272026307
1.01,q-0.25,0.1676752938025044,stable,2,near,-0.44691472018868333,-0.4469147219053012,0,0.0,0.0,1,678,29,78728.36506745135
1.01,q-0.25,0.1676752938025044,stable,2,independent,0.14199491729673377,0.01812988983020001,0,0.0,0.0,1,213,1,123938.38663439812
1.01,q0.0,0.13938473683038835,neutral,2,near,-0.44691472018868333,-0.4469147219053012,0,0.0,0.0,1,214,28,1419590.4437178543
1.01,q0.0,0.13938473683038835,neutral,2,independent,0.14199491729673377,0.01812988983020001,0,0.0,0.0,1,565,1,154839.90639546287
1.01,q0.25,0.10868582562259013,unstable,2,near,-0.44691472018868333,-0.4469147219053012,0,0.0,0.0,1,177,17,76801.94721454117
1.01,q0.25,0.10868582562259013,unstable,2,independent,0.14199491729673377,0.01812988983020001,0,0.0,0.0,1,748,1,32021.03255740372
1.01,q0.75,0.039225401503332806,unstable,2,near,-0.44691472018868333,-0.4469147219053012,0,0.0,0.0,1,10961,13,64024.40415533981
1.01,q0.75,0.039225401503332806,unstable,2,independent,0.14199491729673377,0.01812988983020001,0,0.0,0.0,1,15804,1,13347.147096410938
1.01,one_step,0.5,one_step,2,near,-0.44691472018868333,-0.4469147219053012,0,0.0,0.0,1,1,-1,16227.385128758131
1.01,one_step,0.5,one_step,2,independent,0.14199491729673377,0.01812988983020001,0,0.0,0.0,1,1,-1,277632.8032398199
1.01,uncoupled,0.0,unstable,3,near,0.13804872855616387,0.13804872683954608,0,16386.612373150416,1.9999999986776955,0,-1,49,206059.28056048765
1.01,uncoupled,0.0,unstable,3,independent,0.006379252196060163,-1.415546815652752,0,99512.88404889866,1.9999999994111342,0,-1,1,85965.52587215962
1.01,q-1.0,0.2399132639382234,stable,3,near,0.13804872855616387,0.13804872683954608,0,0.0,0.0,1,29,-1,15046.604268872346
1.01,q-1.0,0.2399132639382234,stable,3,independent,0.006379252196060163,-1.415546815652752,0,0.0,0.0,1,97,1,36444.53816614724
1.01,q-0.25,0.1676752938025044,stable,3,near,0.13804872855616387,0.13804872683954608,0,0.0,0.0,1,231,67,6477.873822287715
1.01,q-0.25,0.1676752938025044,stable,3,independent,0.006379252196060163,-1.415546815652752,0,0.0,0.0,1,111,1,15379361.110879501
1.01,q0.0,0.13938473683038835,neutral,3,near,0.13804872855616387,0.13804872683954608,0,0.0,0.0,1,363,63,33492.64486164852
1.01,q0.0,0.13938473683038835,neutral,3,independent,0.006379252196060163,-1.415546815652752,0,0.0,0.0,1,339,1,34459.392358982026
1.01,q0.25,0.10868582562259013,unstable,3,near,0.13804872855616387,0.13804872683954608,0,0.0,0.0,1,834,60,51648.37541014808
1.01,q0.25,0.10868582562259013,unstable,3,independent,0.006379252196060163,-1.415546815652752,0,0.0,0.0,1,608,1,83660.89702811591
1.01,q0.75,0.039225401503332806,unstable,3,near,0.13804872855616387,0.13804872683954608,0,0.0,0.0,1,21245,52,40446.415448773696
1.01,q0.75,0.039225401503332806,unstable,3,independent,0.006379252196060163,-1.415546815652752,0,0.0,0.0,1,13673,1,100152.55268863264
1.01,one_step,0.5,one_step,3,near,0.13804872855616387,0.13804872683954608,0,0.0,0.0,1,1,-1,12634.20621575263
1.01,one_step,0.5,one_step,3,independent,0.006379252196060163,-1.415546815652752,0,0.0,0.0,1,1,-1,5534.1153998242235
1.01,uncoupled,0.0,unstable,4,near,0.26806499007288004,0.2680649883562622,0,6370.054003440145,1.999999999977164,0,-1,33,41495.63936835307
1.01,uncoupled,0.0,unstable,4,independent,-11.083689164658454,-0.25490029932166647,0,34220.49031795525,1.9999999932967247,0,-1,1,11764.687853641322
1.01,q-1.0,0.2399132639382234,stable,4,near,0.26806499007288004,0.2680649883562622,0,0.0,0.0,1,427,50,33629.49246300753
1.01,q-1.0,0.2399132639382234,stable,4,independent,-11.083689164658454,-0.25490029932166647,0,0.0,0.0,1,68,1,15258.040178196916
1.01,q-0.25,0.1676752938025044,stable,4,near,0.26806499007288004,0.2680649883562622,0,0.0,0.0,1,166,48,19764.84964953022
1.01,q-0.25,0.1676752938025044,stable,4,independent,-11.083689164658454,-0.25490029932166647,0,0.0,0.0,1,152,1,23664.15393594936
1.01,q0.0,0.13938473683038835,neutral,4,near,0.26806499007288004,0.2680649883562622,0,0.0,0.0,1,268,42,17062.307321358556
1.01,q0.0,0.13938473683038835,neutral,4,independent,-11.083689164658454,-0.25490029932166647,0,0.0,0.0,1,243,1,30254.88607092115
1.01,q0.25,0.10868582562259013,unstable,4,near,0.26806499007288004,0.2680649883562622,0,0.0,0.0,1,435,38,14718.088321619383
1.01,q0.25,0.10868582562259013,unstable,4,independent,-11.083689164658454,-0.25490029932166647,0,0.0,0.0,1,193,1,21093.567874806402
1.01,q0.75,0.039225401503332806,unstable,4,near,0.26806499007288004,0.2680649883562622,0,0.0,0.0,1,13790,34,40774.97736571799
1.01,q0.75,0.039225401503332806,unstable,4,independent,-11.083689164658454,-0.25490029932166647,0,0.0,0.0,1,128903,1,54017.787419162436
1.01,one_step,0.5,one_step,4,near,0.26806499007288004,0.2680649883562622,0,0.0,0.0,1,1,-1,32969.8595454938
1.01,one_step,0.5,one_step,4,independent,-11.083689164658454,-0.25490029932166647,0,0.0,0.0,1,1,-1,941853.4450697919
1.01,uncoupled,0.0,unstable,5,near,-0.18068243155879654,-0.18068243327541433,0,21102.87058394849,1.9999999993825763,0,-1,34,384143.83709017583
1.01,uncoupled,0.0,unstable,5,independent,0.0023636533094715194,0.07791734439801694,0,12245.663763118398,1.9999999990783834,0,-1,1,646265.1522610926
1.01,q-1.0,0.2399132639382234,stable,5,near,-0.18068243155879654,-0.18068243327541433,0,0.0,0.0,1,30,-1,101436.41947842245
1.01,q-1.0,0.2399132639382234,stable,5,independent,0.0023636533094715194,0.07791734439801694,0,0.0,0.0,1,61,1,12845.280987199596
1.01,q-0.25,0.1676752938025044,stable,5,near,-0.18068243155879654,-0.18068243327541433,0,0.0,0.0,1,361,94,648018.0003774127
1.01,q-0.25,0.1676752938025044,stable,5,independent,0.0023636533094715194,0.07791734439801694,0,0.0,0.0,1,94,1,47404.99406547585
1.01,q0.0,0.13938473683038835,neutral,5,near,-0.18068243155879654,-0.18068243327541433,0,0.0,0.0,1,811,85,75737.915812682
1.01,q0.0,0.13938473683038835,neutral,5,independent,0.0023636533094715194,0.07791734439801694,0,0.0,0.0,1,121,1,28674.099141245002
1.01,q0.25,0.10868582562259013,unstable,5,near,-0.18068243155879654,-0.18068243327541433,0,0.0,0.0,1,304,82,25981.650986958342
1.01,q0.25,0.10868582562259013,unstable,5,independent,0.0023636533094715194,0.07791734439801694,0,0.0,0.0,1,1864,1,92094.92673387147
1.01,q0.75,0.039225401503332806,unstable,5,near,-0.18068243155879654,-0.18068243327541433,0,0.0,0.0,1,63749,53,20836.62883443798
1.01,q0.75,0.039225401503332806,unstable,5,independent,0.0023636533094715194,0.07791734439801694,0,0.0,0.0,1,2135,1,129187.41390736923
1.01,one_step,0.5,one_step,5,near,-0.18068243155879654,-0.18068243327541433,0,0.0,0.0,1,1,-1,27220.67363692192
1.01,one_step,0.5,one_step,5,independent,0.0023636533094715194,0.07791734439801694,0,0.0,0.0,1,1,-1,11757.68013153223
1.01,uncoupled,0.0,unstable,6,near,0.9848813524512772,0.9848813507346594,0,102829.8264174933,1.9999999998706908,0,-1,6,82389.24557821036
1.01,uncoupled,0.0,unstable,6,independent,0.06384383740617768,-0.010956795506005302,0,171152.76164455814,1.9999999896566185,0,-1,1,178146.6800273112
1.01,q-1.0,0.2399132639382234,stable,6,near,0.9848813524512772,0.9848813507346594,0,0.0,0.0,1,112,12,17943.396836904918
1.01,q-1.0,0.2399132639382234,stable,6,independent,0.06384383740617768,-0.010956795506005302,0,0.0,0.0,1,59,1,16701.629358793034
1.01,q-0.25,0.1676752938025044,stable,6,near,0.9848813524512772,0.9848813507346594,0,0.0,0.0,1,215,10,36429.49547432474
1.01,q-0.25,0.1676752938025044,stable,6,independent,0.06384383740617768,-0.010956795506005302,0,0.0,0.0,1,93,1,18553.807843620812
1.01,q0.0,0.13938473683038835,neutral,6,near,0.9848813524512772,0.9848813507346594,0,0.0,0.0,1,608,8,46278.156367124786
1.01,q0.0,0.13938473683038835,neutral,6,independent,0.06384383740617768,-0.010956795506005302,0,0.0,0.0,1,121,1,63098.783986468596
1.01,q0.25,0.10868582562259013,unstable,6,near,0.9848813524512772,0.9848813507346594,0,0.0,0.0,1,961,7,32816.92100017272
1.01,q0.25,0.10868582562259013,unstable,6,independent,0.06384383740617768,-0.010956795506005302,0,0.0,0.0,1,156,1,109412.01504017277
1.01,q0.75,0.039225401503332806,unstable,6,near,0.9848813524512772,0.9848813507346594,0,0.0,0.0,1,5246,7,87123.42562370125
1.01,q0.75,0.039225401503332806,unstable,6,independent,0.06384383740617768,-0.010956795506005302,0,0.0,0.0,1,15066,1,46531.223239064806
1.01,one_step,0.5,one_step,6,near,0.9848813524512772,0.9848813507346594,0,0.0,0.0,1,1,-1,77060.53658169215
1.01,one_step,0.5,one_step,6,independent,0.06384383740617768,-0.010956795506005302,0,0.0,0.0,1,1,-1,7396.1505554718815
1.01,uncoupled,0.0,unstable,7,near,0.14567416035875527,0.14567415864213748,0,19782.380047022103,1.9999999979903567,0,-1,47,37688.0045959211
