beta,name,initial,t,error
1.1,q-0.25,independent,512,0.0
1.1,q-0.25,independent,1024,0.0
1.1,q-0.25,independent,2048,0.0
1.1,q-0.25,independent,4096,0.0
1.1,q-0.25,independent,8192,0.0
1.1,q-0.25,independent,16384,0.0
1.1,q-0.25,independent,32768,0.0
1.1,q-0.25,independent,65536,0.0
1.1,q-0.25,independent,131072,0.0
1.1,q-0.25,independent,200000,0.0
1.1,q0.0,near,1,4.626336427248495e-09
1.1,q0.0,near,2,2.1638369693149565e-09
1.1,q0.0,near,4,4.962287722536704e-10
1.1,q0.0,near,8,4.016193095048265e-11
1.1,q0.0,near,16,3.263443584064986e-10
1.1,q0.0,near,32,7.097790240629663e-11
1.1,q0.0,near,64,1.809997393207336e-08
1.1,q0.0,near,128,0.03343298692087678
1.1,q0.0,near,256,0.0
1.1,q0.0,near,512,0.0
1.1,q0.0,near,1024,0.0
1.1,q0.0,near,2048,0.0
1.1,q0.0,near,4096,0.0
1.1,q0.0,near,8192,0.0
1.1,q0.0,near,16384,0.0
1.1,q0.0,near,32768,0.0
1.1,q0.0,near,65536,0.0
1.1,q0.0,near,131072,0.0
1.1,q0.0,near,200000,0.0
1.1,q0.0,independent,1,0.3071283063402144
1.1,q0.0,independent,2,0.15504104891690215
1.1,q0.0,independent,4,0.04589627446924513
1.1,q0.0,independent,8,2.9866162764728683
1.1,q0.0,independent,16,0.03436508801422496
1.1,q0.0,independent,32,0.028013922989029643
1.1,q0.0,independent,64,0.017494619372758004
1.1,q0.0,independent,128,0.0
1.1,q0.0,independent,256,0.0
1.1,q0.0,independent,512,0.0
1.1,q0.0,independent,1024,0.0
1.1,q0.0,independent,2048,0.0
1.1,q0.0,independent,4096,0.0
1.1,q0.0,independent,8192,0.0
1.1,q0.0,independent,16384,0.0
1.1,q0.0,independent,32768,0.0
1.1,q0.0,independent,65536,0.0
1.1,q0.0,independent,131072,0.0
1.1,q0.0,independent,200000,0.0
1.1,q0.25,near,1,5.808396885551057e-09
1.1,q0.25,near,2,3.4108504995526547e-09
1.1,q0.25,near,4,1.2329859818875585e-09
1.1,q0.25,near,8,2.4795048195269397e-10
1.1,q0.25,near,16,1.2438882694616185e-08
1.1,q0.25,near,32,1.0312477487315197e-07
1.1,q0.25,near,64,0.00023201896952784734
1.1,q0.25,near,128,7.919275753961894e-12
1.1,q0.25,near,256,0.0001673886198204512
1.1,q0.25,near,512,11.920182980858309
1.1,q0.25,near,1024,3.821110042431302e-09
1.1,q0.25,near,2048,0.0
1.1,q0.25,near,4096,0.0
1.1,q0.25,near,8192,0.0
1.1,q0.25,near,16384,0.0
1.1,q0.25,near,32768,0.0
1.1,q0.25,near,65536,0.0
1.1,q0.25,near,131072,0.0
1.1,q0.25,near,200000,0.0
1.1,q0.25,independent,1,0.385601683006171
1.1,q0.25,independent,2,0.24487217608078127
1.1,q0.25,independent,4,0.11522553410381897
1.1,q0.25,independent,8,53.5153523398739
1.1,q0.25,independent,16,0.16677805931866663
1.1,q0.25,independent,32,0.010615582614213784
1.1,q0.25,independent,64,3.7957813640102405e-05
1.1,q0.25,independent,128,0.8552665610067877
1.1,q0.25,independent,256,5.706283685951935
1.1,q0.25,independent,512,0.005809989631816555
1.1,q0.25,independent,1024,2.5590385020447783
1.1,q0.25,independent,2048,6.690852152596155e-06
1.1,q0.25,independent,4096,0.0
1.1,q0.25,independent,8192,0.0
1.1,q0.25,independent,16384,0.0
1.1,q0.25,independent,32768,0.0
1.1,q0.25,independent,65536,0.0
1.1,q0.25,independent,131072,0.0
1.1,q0.25,independent,200000,0.0
1.1,q0.75,near,1,9.15576078644112e-09
1.1,q0.75,near,2,8.474986013250506e-09
1.1,q0.75,near,4,7.612209506510298e-09
1.1,q0.75,near,8,9.450837636707352e-09
1.1,q0.75,near,16,1.8071398386972175e-05
1.1,q0.75,near,32,0.21771101957644753
1.1,q0.75,near,64,0.8226227903445297
1.1,q0.75,near,128,0.031365654814628816
1.1,q0.75,near,256,0.600824704447744
1.1,q0.75,near,512,0.7761586358777915
1.1,q0.75,near,1024,0.3179975934036158
1.1,q0.75,near,2048,1.876848101867481
1.1,q0.75,near,4096,1.417328002991583
1.1,q0.75,near,8192,4.188241025362109
1.1,q0.75,near,16384,0.9256111063506205
1.1,q0.75,near,32768,4.376544427334631
1.1,q0.75,near,65536,0.5551969320079905
1.1,q0.75,near,131072,2.6948172150508674
1.1,q0.75,near,200000,4.1025397021496275
1.1,q0.75,independent,1,0.6078229200533838
1.1,q0.75,independent,2,0.6133584862169773
1.1,q0.75,independent,4,0.7674457305364127
1.1,q0.75,independent,8,5.234931598301668
1.1,q0.75,independent,16,2.366588141015598
1.1,q0.75,independent,32,3.109575850581295
1.1,q0.75,independent,64,1.0626490705242544
1.1,q0.75,independent,128,4.455467529471531
1.1,q0.75,independent,256,0.38061184507244367
1.1,q0.75,independent,512,13.718183657295011
1.1,q0.75,independent,1024,1.4087827996411073
1.1,q0.75,independent,2048,3.91592507324749
1.1,q0.75,independent,4096,13.697301141173398
1.1,q0.75,independent,8192,1.4435754397375558
1.1,q0.75,independent,16384,1.5446849589494769
1.1,q0.75,independent,32768,0.0002360462398890318
1.1,q0.75,independent,65536,2.171273620259007
1.1,q0.75,independent,131072,9.393342914924732
1.1,q0.75,independent,200000,2.2215773778340124
1.1,one_step,near,1,0.0
1.1,one_step,near,2,0.0
1.1,one_step,near,4,0.0
1.1,one_step,near,8,0.0
1.1,one_step,near,16,0.0
1.1,one_step,near,32,0.0
1.1,one_step,near,64,0.0
1.1,one_step,near,128,0.0
1.1,one_step,near,256,0.0
1.1,one_step,near,512,0.0
1.1,one_step,near,1024,0.0
1.1,one_step,near,2048,0.0
1.1,one_step,near,4096,0.0
1.1,one_step,near,8192,0.0
1.1,one_step,near,16384,0.0
1.1,one_step,near,32768,0.0
1.1,one_step,near,65536,0.0
1.1,one_step,near,131072,0.0
1.1,one_step,near,200000,0.0
1.1,one_step,independent,1,0.0
1.1,one_step,independent,2,0.0
1.1,one_step,independent,4,0.0
1.1,one_step,independent,8,0.0
1.1,one_step,independent,16,0.0
1.1,one_step,independent,32,0.0
1.1,one_step,independent,64,0.0
1.1,one_step,independent,128,0.0
1.1,one_step,independent,256,0.0
1.1,one_step,independent,512,0.0
1.1,one_step,independent,1024,0.0
1.1,one_step,independent,2048,0.0
1.1,one_step,independent,4096,0.0
1.1,one_step,independent,8192,0.0
1.1,one_step,independent,16384,0.0
1.1,one_step,independent,32768,0.0
1.1,one_step,independent,65536,0.0
1.1,one_step,independent,131072,0.0
1.1,one_step,independent,200000,0.0
2.0,uncoupled,near,1,4.245510716251184e-07
2.0,uncoupled,near,2,1.0274774497882137e-06
2.0,uncoupled,near,4,1.4966384823352573e-05
2.0,uncoupled,near,8,1.1840953812198876
2.0,uncoupled,near,16,1.1322677688788905
2.0,uncoupled,near,32,8.549140033787635
2.0,uncoupled,near,64,0.5634866037735321
2.0,uncoupled,near,128,0.09838243614476058
2.0,uncoupled,near,256,0.13766545694583937
2.0,uncoupled,near,512,11.221551389023992
2.0,uncoupled,near,1024,0.2470243010950983
2.0,uncoupled,near,2048,3.9453907592552913
2.0,uncoupled,near,4096,0.9210116031954921
2.0,uncoupled,near,8192,2.232079511383604
2.0,uncoupled,near,16384,6.92420302259106
2.0,uncoupled,near,32768,18.13008076368001
2.0,uncoupled,near,65536,0.3040536844137604
2.0,uncoupled,near,131072,1.602456122323337
2.0,uncoupled,near,200000,2.380151137296473
2.0,uncoupled,independent,1,33.902534642708595
2.0,uncoupled,independent,2,1.289363287609276
2.0,uncoupled,independent,4,8.66958683585378
2.0,uncoupled,independent,8,0.34518927145170397
2.0,uncoupled,independent,16,0.24935222375603808
2.0,uncoupled,independent,32,1.2129218697563895
2.0,uncoupled,independent,64,4.073593722446947
2.0,uncoupled,independent,128,0.6577169125093867
2.0,uncoupled,independent,256,2.077183744400162
2.0,uncoupled,independent,512,0.6211775963600714
2.0,uncoupled,independent,1024,2.320913318788631
2.0,uncoupled,independent,2048,0.09154179257293969
2.0,uncoupled,independent,4096,0.5187245241933159
2.0,uncoupled,independent,8192,4.0450568042374275
2.0,uncoupled,independent,16384,1.7182205887280877
2.0,uncoupled,independent,32768,22.54937054185555
2.0,uncoupled,independent,65536,2.0668978534500617
2.0,uncoupled,independent,131072,2.592350225795191
2.0,uncoupled,independent,200000,1.5721688667470324
2.0,q-1.0,near,1,7.228684490736668e-09
2.0,q-1.0,near,2,2.9787286109117784e-10
2.0,q-1.0,near,4,1.2578223243228682e-12
2.0,q-1.0,near,8,7.768629768587035e-15
2.0,q-1.0,near,16,0.0
2.0,q-1.0,near,32,0.0
2.0,q-1.0,near,64,0.0
2.0,q-1.0,near,128,0.0
2.0,q-1.0,near,256,0.0
2.0,q-1.0,near,512,0.0
2.0,q-1.0,near,1024,0.0
2.0,q-1.0,near,2048,0.0
2.0,q-1.0,near,4096,0.0
2.0,q-1.0,near,8192,0.0
2.0,q-1.0,near,16384,0.0
2.0,q-1.0,near,32768,0.0
2.0,q-1.0,near,65536,0.0
2.0,q-1.0,near,131072,0.0
2.0,q-1.0,near,200000,0.0
2.0,q-1.0,independent,1,0.5772467853191294
2.0,q-1.0,independent,2,0.0693035799926875
2.0,q-1.0,independent,4,0.12128049195463564
2.0,q-1.0,independent,8,0.0005917930933698413
2.0,q-1.0,independent,16,1.874616743039267e-11
2.0,q-1.0,independent,32,0.0
2.0,q-1.0,independent,64,0.0
2.0,q-1.0,independent,128,0.0
2.0,q-1.0,independent,256,0.0
2.0,q-1.0,independent,512,0.0
2.0,q-1.0,independent,1024,0.0
2.0,q-1.0,independent,2048,0.0
2.0,q-1.0,independent,4096,0.0
2.0,q-1.0,independent,8192,0.0
2.0,q-1.0,independent,16384,0.0
2.0,q-1.0,independent,32768,0.0
2.0,q-1.0,independent,65536,0.0
2.0,q-1.0,independent,131072,0.0
2.0,q-1.0,independent,200000,0.0
2.0,q-0.25,near,1,3.329551791592366e-08
2.0,q-0.25,near,2,6.3195183863776845e-09
2.0,q-0.25,near,4,5.661615045768978e-10
2.0,q-0.25,near,8,1.562508911444436e-09
2.0,q-0.25,near,16,6.658852018719869e-11
2.0,q-0.25,near,32,8.768695914170068e-16
2.0,q-0.25,near,64,0.0
2.0,q-0.25,near,128,0.0
2.0,q-0.25,near,256,0.0
2.0,q-0.25,near,512,0.0
2.0,q-0.25,near,1024,0.0
2.0,q-0.25,near,2048,0.0
2.0,q-0.25,near,4096,0.0
2.0,q-0.25,near,8192,0.0
2.0,q-0.25,near,16384,0.0
2.0,q-0.25,near,32768,0.0
2.0,q-0.25,near,65536,0.0
2.0,q-0.25,near,131072,0.0
2.0,q-0.25,near,200000,0.0
2.0,q-0.25,independent,1,2.658814356014117
2.0,q-0.25,independent,2,0.2833125005315201
2.0,q-0.25,independent,4,0.10711933795892792
2.0,q-0.25,independent,8,0.0006093486415779649
2.0,q-0.25,independent,16,8.644528425524394e-06
2.0,q-0.25,independent,32,1.6464857121482973e-14
2.0,q-0.25,independent,64,0.0
2.0,q-0.25,independent,128,0.0
2.0,q-0.25,independent,256,0.0
2.0,q-0.25,independent,512,0.0
2.0,q-0.25,independent,1024,0.0
2.0,q-0.25,independent,2048,0.0
2.0,q-0.25,independent,4096,0.0
2.0,q-0.25,independent,8192,0.0
2.0,q-0.25,independent,16384,0.0
2.0,q-0.25,independent,32768,0.0
2.0,q-0.25,independent,65536,0.0
2.0,q-0.25,independent,131072,0.0
2.0,q-0.25,independent,200000,0.0
2.0,q0.0,near,1,5.539806826907387e-08
2.0,q0.0,near,2,1.7494504875803255e-08
2.0,q0.0,near,4,4.338859731047506e-09
2.0,q0.0,near,8,9.176839036785502e-08
2.0,q0.0,near,16,2.2068621848208337e-07
2.0,q0.0,near,32,6.7765641521686676e-12
2.0,q0.0,near,64,4.92786216664103e-16
2.0,q0.0,near,128,0.0
2.0,q0.0,near,256,0.0
2.0,q0.0,near,512,0.0
2.0,q0.0,near,1024,0.0
2.0,q0.0,near,2048,0.0
2.0,q0.0,near,4096,0.0
2.0,q0.0,near,8192,0.0
2.0,q0.0,near,16384,0.0
2.0,q0.0,near,32768,0.0
2.0,q0.0,near,65536,0.0
2.0,q0.0,near,131072,0.0
2.0,q0.0,near,200000,0.0
2.0,q0.0,independent,1,4.423813867769983
2.0,q0.0,independent,2,0.14947902479216024
2.0,q0.0,independent,4,0.22192706575637755
2.0,q0.0,independent,8,3.1446316351916104
2.0,q0.0,independent,16,0.013271502719734044
2.0,q0.0,independent,32,0.00031894295282119495
2.0,q0.0,independent,64,3.145040944343764e-09
2.0,q0.0,independent,128,4.452292890024692e-05
2.0,q0.0,independent,256,4.657730222918365e-06
2.0,q0.0,independent,512,0.0
2.0,q0.0,independent,1024,0.0
2.0,q0.0,independent,2048,0.0
2.0,q0.0,independent,4096,0.0
2.0,q0.0,independent,8192,0.0
2.0,q0.0,independent,16384,0.0
2.0,q0.0,independent,32768,0.0
2.0,q0.0,independent,65536,0.0
2.0,q0.0,independent,131072,0.0
2.0,q0.0,independent,200000,0.0
2.0,q0.25,near,1,9.217294164710449e-08
2.0,q0.25,near,2,4.843054018197202e-08
2.0,q0.25,near,4,3.325147674211766e-08
2.0,q0.25,near,8,5.389690024957274e-06
2.0,q0.25,near,16,0.000665310988795333
2.0,q0.25,near,32,0.014171358676316258
2.0,q0.25,near,64,0.10806838378321933
2.0,q0.25,near,128,0.5203946950642495
2.0,q0.25,near,256,0.5095044722121082
2.0,q0.25,near,512,0.0020456372992504186
2.0,q0.25,near,1024,0.5105920851888577
2.0,q0.25,near,2048,0.17126635838484247
2.0,q0.25,near,4096,0.39637532233720696
2.0,q0.25,near,8192,0.10690398838088971
2.0,q0.25,near,16384,0.0002565406630831761
2.0,q0.25,near,32768,0.017340254858075926
2.0,q0.25,near,65536,2.75893172071671
2.0,q0.25,near,131072,0.14582203931460946
2.0,q0.25,near,200000,0.00025177116361553087
2.0,q0.25,independent,1,7.360472194084304
2.0,q0.25,independent,2,0.5234647253026391
2.0,q0.25,independent,4,0.30612916786637123
2.0,q0.25,independent,8,1.0428246488970159
2.0,q0.25,independent,16,0.5492646618849979
2.0,q0.25,independent,32,0.2709784953930374
2.0,q0.25,independent,64,0.10286685965692487
2.0,q0.25,independent,128,0.013349894331513602
2.0,q0.25,independent,256,0.036942258725848776
2.0,q0.25,independent,512,0.19896063017383803
2.0,q0.25,independent,1024,0.00023602565827574235
2.0,q0.25,independent,2048,5.63470398431802
2.0,q0.25,independent,4096,0.03811523623256891
2.0,q0.25,independent,8192,0.73636055925578
2.0,q0.25,independent,16384,1.4248078467027827
2.0,q0.25,independent,32768,0.24415531010166228
2.0,q0.25,independent,65536,0.3681520214854792
2.0,q0.25,independent,131072,0.012838797238936191
2.0,q0.25,independent,200000,0.12478744693847357
2.0,q0.75,near,1,2.5516500445788744e-07
2.0,q0.75,near,2,3.7115442118151274e-07
2.0,q0.75,near,4,1.9529071054903052e-06
2.0,q0.75,near,8,0.01859156868071799
2.0,q0.75,near,16,26.746806462983265
2.0,q0.75,near,32,0.6284413517800131
2.0,q0.75,near,64,6.859512503480696
2.0,q0.75,near,128,0.5244293188866666
2.0,q0.75,near,256,1.917713203857328
2.0,q0.75,near,512,3.5856425025209817
2.0,q0.75,near,1024,1.2157809653601457
2.0,q0.75,near,2048,0.42186560928674094
2.0,q0.75,near,4096,0.5461928191445045
2.0,q0.75,near,8192,6.743126791638709
2.0,q0.75,near,16384,6.0746901709560825
2.0,q0.75,near,32768,1.6246530812759745
2.0,q0.75,near,65536,1.5723221594105212
2.0,q0.75,near,131072,0.3594794954584033
2.0,q0.75,near,200000,5.028416824781886
2.0,q0.75,independent,1,20.376206709333953
2.0,q0.75,independent,2,1.8415912929509117
2.0,q0.75,independent,4,0.5343098522216383
2.0,q0.75,independent,8,0.22655144890659978
2.0,q0.75,independent,16,1.3047056802291022
2.0,q0.75,independent,32,0.9502878160062163
2.0,q0.75,independent,64,2.1218931479263445
2.0,q0.75,independent,128,0.19291111595769025
2.0,q0.75,independent,256,0.538823480485712
2.0,q0.75,independent,512,0.30204594336959373
2.0,q0.75,independent,1024,2.9341475183734187
2.0,q0.75,independent,2048,0.013227038701891057
2.0,q0.75,independent,4096,1.2915902651952214
2.0,q0.75,independent,8192,4.637750289875986
2.0,q0.75,independent,16384,0.6772889726608907
2.0,q0.75,independent,32768,0.12703827260360542
2.0,q0.75,independent,65536,1.365769144611583
2.0,q0.75,independent,131072,13.733319274686444
2.0,q0.75,independent,200000,0.4919207488039945
2.0,one_step,near,1,0.0
2.0,one_step,near,2,0.0
2.0,one_step,near,4,0.0
2.0,one_step,near,8,0.0
2.0,one_step,near,16,0.0
2.0,one_step,near,32,0.0
2.0,one_step,near,64,0.0
2.0,one_step,near,128,0.0
2.0,one_step,near,256,0.0
2.0,one_step,near,512,0.0
2.0,one_step,near,1024,0.0
2.0,one_step,near,2048,0.0
2.0,one_step,near,4096,0.0
2.0,one_step,near,8192,0.0
2.0,one_step,near,16384,0.0
2.0,one_step,near,32768,0.0
2.0,one_step,near,65536,0.0
2.0,one_step,near,131072,0.0
2.0,one_step,near,200000,0.0
2.0,one_step,independent,1,0.0
2.0,one_step,independent,2,0.0
2.0,one_step,independent,4,0.0
2.0,one_step,independent,8,0.0
2.0,one_step,independent,16,0.0
2.0,one_step,independent,32,0.0
2.0,one_step,independent,64,0.0
2.0,one_step,independent,128,0.0
2.0,one_step,independent,256,0.0
2.0,one_step,independent,512,0.0
2.0,one_step,independent,1024,0.0
2.0,one_step,independent,2048,0.0
2.0,one_step,independent,4096,0.0
2.0,one_step,independent,8192,0.0
2.0,one_step,independent,16384,0.0
2.0,one_step,independent,32768,0.0
2.0,one_step,independent,65536,0.0
2.0,one_step,independent,131072,0.0
2.0,one_step,independent,200000,0.0
