beta,gamma0,x,empirical,theoretical
0.5,1.0,0.9026246565664554,0.8493,0.8493827485750142
0.5,1.0,0.9399528655057566,0.85429,0.8545526958234411
0.5,1.0,0.9822784830574202,0.85928,0.8600286571710445
0.5,1.0,1.0264554230787137,0.86427,0.8653466917287753
0.5,1.0,1.0722872526609701,0.86926,0.8704761078714415
0.5,1.0,1.1210871581459287,0.87425,0.8755462420764606
0.5,1.0,1.170314847247909,0.87924,0.8802924339306272
0.5,1.0,1.2244899263882338,0.88423,0.8851317342368623
0.5,1.0,1.2855956109286162,0.88922,0.8901591020051711
0.5,1.0,1.3512508708282527,0.89421,0.8951095331732355
0.5,1.0,1.4260519394589575,0.8992,0.9002494463819575
0.5,1.0,1.4972266257255102,0.90419,0.9047067932477283
0.5,1.0,1.5827852764283736,0.90918,0.9095781572615729
0.5,1.0,1.678899701127824,0.91417,0.9145024015790294
0.5,1.0,1.7853881483795748,0.91916,0.9193802131172168
0.5,1.0,1.9147956056836284,0.92415,0.9246204613248463
0.5,1.0,2.0499820263891975,0.92914,0.9294246797640278
0.5,1.0,2.2139953336911224,0.93413,0.9345010058340062
0.5,1.0,2.3931670794936277,0.93912,0.9392821170861276
0.5,1.0,2.6142532633033744,0.94411,0.9443082081633972
0.5,1.0,2.885838882024095,0.9491,0.9494572786066621
0.5,1.0,3.1902081145297134,0.95409,0.9542097637528326
0.5,1.0,3.5661899773149788,0.95908,0.9589810629035309
0.5,1.0,4.045112761518152,0.96407,0.963792972978277
0.5,1.0,4.69117068400581,0.96906,0.9687448138851185
0.5,1.0,5.558877323222792,0.97405,0.9735991646094125
0.5,1.0,6.796022265851701,0.97904,0.9783887738560215
0.5,1.0,8.734114929518945,0.98403,0.983174090340321
0.5,1.0,12.314035134432858,0.98902,0.9880601717368005
0.5,1.0,21.77320501121753,0.99401,0.9932451663209447
0.5,1.0,129.34319246873346,0.999,0.9988627477717362
0.5,10.0,-343.27542913332087,0.001,0.0009271857459762223
0.5,10.0,-53.81606545655197,0.00599,0.005913556929966146
0.5,10.0,-29.494005406732164,0.01098,0.010787247290295066
0.5,10.0,-20.177421560744047,0.01597,0.015761222234449257
0.5,10.0,-15.035878640780021,0.02096,0.02113697770073908
0.5,10.0,-12.31697251898929,0.02595,0.025784301657197917
0.5,10.0,-10.277142049513474,0.03094,0.030872624300101903
0.5,10.0,-8.836924837542655,0.03593,0.035864623922652605
0.5,10.0,-7.754506972779577,0.04092,0.04081940518437416
0.5,10.0,-6.877351246054963,0.04591,0.045957565820190005
0.5,10.0,-6.161080732516065,0.0509,0.05121339816974385
0.5,10.0,-5.600433093697453,0.05589,0.056238914954844677
0.5,10.0,-5.115272552078462,0.06088,0.06144688469992354
0.5,10.0,-4.723963109158392,0.06587,0.06639583725742298
0.5,10.0,-4.405359472086848,0.07086,0.07104487898347056
0.5,10.0,-4.095769253779915,0.07585,0.07621881183026097
0.5,10.0,-3.832586319780639,0.08084,0.08123517088730448
0.5,10.0,-3.599389988961526,0.08583,0.08625151833232253
0.5,10.0,-3.381936189667284,0.09082,0.09150518612580327
0.5,10.0,-3.1794077701025376,0.09581,0.09698957367543737
0.5,10.0,-3.016400983179232,0.1008,0.10188824676104735
0.5,10.0,-2.8704896639066724,0.10579,0.10669623035231379
0.5,10.0,-2.7335109282920413,0.11078,0.11162417533049118
0.5,10.0,-2.5975804139826315,0.11577,0.11696470134501885
0.5,10.0,-2.479602189112113,0.12076,0.12201081979692907
0.5,10.0,-2.375883197255734,0.12575,0.12680097887887593
0.5,10.0,-2.273170410879922,0.13074,0.13190810819879417
0.5,10.0,-2.1761809999607613,0.13573,0.13709878795703634
0.5,10.0,-2.0906491267409693,0.14072,0.14200396184726516
0.5,10.0,-2.01635919967528,0.14571,0.1465374288988482
0.5,10.0,-1.9452203216171382,0.1507,0.15113722615538283
0.5,10.0,-1.8756546522095754,0.15569,0.15590012795955438
0.5,10.0,-1.8070572860606422,0.16068,0.16087399381699913
0.5,10.0,-1.7437703783514535,0.16567,0.16572629182374143
0.5,10.0,-1.6823601725316848,0.17066,0.17069496375272408
0.5,10.0,-1.6256661608348573,0.17565,0.1755261096999608
0.5,10.0,-1.571159602506679,0.18064,0.18040710130644966
0.5,10.0,-1.5147785923941923,0.18563,0.18571613132820275
0.5,10.0,-1.464012373046057,0.19062,0.19073764410794697
0.5,10.0,-1.415953194846671,0.19561,0.19571522757507503
0.5,10.0,-1.3712674962860898,0.2006,0.20055006157652233
