stage,beta,gamma0,condition,seed,dtype,nonfinite,first_failure_step,first_failure_index,zero_count,max_abs,min_pole
A,1.5,1.0,16,5,float64,0,,,0,632943.4135511082,1.8861780022305652e-05
A,1.5,1.0,16,5,float32,0,,,0,632943.4375,1.875956984953575e-05
A,1.5,1.0,16,6,float64,0,,,0,568014.460883647,1.7605185593794204e-06
A,1.5,1.0,16,6,float32,0,,,0,310304.6875,3.222638950362011e-06
A,1.5,1.0,16,7,float64,0,,,0,210831.8347405403,3.075086560366813e-05
A,1.5,1.0,16,7,float32,0,,,0,210831.828125,3.079970809416466e-05
A,1.5,1.0,16,8,float64,0,,,0,72464.49393030122,1.7127516581894042e-05
A,1.5,1.0,16,8,float32,0,,,0,72464.4921875,1.7178062575951003e-05
A,1.5,1.0,16,9,float64,0,,,0,942406.3163449522,1.061113431344296e-06
A,1.5,1.0,16,9,float32,0,,,0,895579.875,1.116594996020126e-06
A,1.5,10.0,17,0,float64,0,,,0,1142619.219604232,3.7756297448510168e-06
A,1.5,10.0,17,0,float32,0,,,0,1142619.25,2.086221842390046e-06
A,1.5,10.0,17,1,float64,0,,,0,2099991.507759676,2.3266591936632608e-05
A,1.5,10.0,17,1,float32,0,,,0,2099991.5,2.630162063432806e-05
A,1.5,10.0,17,2,float64,0,,,0,12170843.105249526,6.236540473381069e-06
A,1.5,10.0,17,2,float32,0,,,0,12170843.0,6.361803736254501e-06
A,1.5,10.0,17,3,float64,0,,,0,922118.8286722454,1.6280481263564184e-05
A,1.5,10.0,17,3,float32,0,,,0,922118.8125,1.5922396661594007e-05
A,1.5,10.0,17,4,float64,0,,,0,4496263.768873581,7.971732911116192e-06
A,1.5,10.0,17,4,float32,0,,,0,4496264.0,7.037336215987011e-06
A,1.5,10.0,17,5,float64,0,,,0,149450.38019612237,6.6911840483907525e-06
A,1.5,10.0,17,5,float32,0,,,0,151510.046875,6.6002223153560635e-06
A,1.5,10.0,17,6,float64,0,,,0,1481861.7837686792,3.16547412335666e-05
A,1.5,10.0,17,6,float32,0,,,0,1481861.75,3.234145259334298e-05
A,1.5,10.0,17,7,float64,0,,,0,2699209.3062303597,3.704628269574073e-05
A,1.5,10.0,17,7,float32,0,,,0,2699209.25,3.690323162253151e-05
A,1.5,10.0,17,8,float64,0,,,0,783465.4030950994,1.276380546144651e-06
A,1.5,10.0,17,8,float32,0,,,0,1405862.5,7.113071216480193e-07
A,1.5,10.0,17,9,float64,0,,,0,13139706.562186621,2.334628577571607e-06
A,1.5,10.0,17,9,float32,0,,,0,13139707.0,3.778922623709491e-06
A,2.0,0.1,18,0,float64,0,,,0,39416.655342785016,3.5952616735057674e-05
A,2.0,0.1,18,0,float32,0,,,0,39416.65625,3.595749405427284e-05
A,2.0,0.1,18,1,float64,0,,,0,25361.469165013485,3.942989236849215e-05
A,2.0,0.1,18,1,float32,0,,,0,25391.810546875,3.938277694182091e-05
A,2.0,0.1,18,2,float64,0,,,0,24945.79154055544,0.00020547536088688645
A,2.0,0.1,18,2,float32,0,,,0,24945.791015625,0.0002054413172860592
A,2.0,0.1,18,3,float64,0,,,0,43865.95811539722,2.279672080085504e-05
A,2.0,0.1,18,3,float32,0,,,0,43713.44140625,2.2876258713111497e-05
A,2.0,0.1,18,4,float64,0,,,0,46458.919584940195,2.1524392060268127e-05
A,2.0,0.1,18,4,float32,0,,,0,46439.98046875,2.153317001862831e-05
A,2.0,0.1,18,5,float64,0,,,0,19176.70071732151,5.214661342600735e-05
A,2.0,0.1,18,5,float32,0,,,0,19168.119140625,5.216995743317909e-05
A,2.0,0.1,18,6,float64,0,,,0,23938.42068363558,6.75429434489061e-05
A,2.0,0.1,18,6,float32,0,,,0,23938.419921875,6.754795578522987e-05
A,2.0,0.1,18,7,float64,0,,,0,25718.45000406906,3.888259204343214e-05
A,2.0,0.1,18,7,float32,0,,,0,25703.015625,3.890593978361778e-05
A,2.0,0.1,18,8,float64,0,,,0,155760.60058575173,6.4201087837112425e-06
A,2.0,0.1,18,8,float32,0,,,0,156406.640625,6.393590245679093e-06
A,2.0,0.1,18,9,float64,0,,,0,138898.03359145022,5.342118195006407e-05
A,2.0,0.1,18,9,float32,0,,,0,138898.03125,5.34176865993885e-05
A,2.0,1.0,19,0,float64,0,,,0,1070237.5164927165,9.343720286381085e-07
A,2.0,1.0,19,0,float32,0,,,0,1089443.625,9.178996744907408e-07
A,2.0,1.0,19,1,float64,0,,,0,159903.5373500016,6.253770345354681e-06
A,2.0,1.0,19,1,float32,0,,,0,160189.8125,6.24259444670372e-06
A,2.0,1.0,19,2,float64,0,,,0,2476195.882805791,4.038452718901908e-07
A,2.0,1.0,19,2,float32,0,,,0,2150943.5,4.6491227756462195e-07
A,2.0,1.0,19,3,float64,0,,,0,62650.788471966756,2.668706683062183e-05
A,2.0,1.0,19,3,float32,0,,,0,62650.7890625,2.6659169469311905e-05
A,2.0,1.0,19,4,float64,0,,,0,141357.84964163176,2.6884625663470274e-05
A,2.0,1.0,19,4,float32,0,,,0,141357.84375,2.7040647099241255e-05
A,2.0,1.0,19,5,float64,0,,,0,284739.5598282867,2.711298285262842e-05
A,2.0,1.0,19,5,float32,0,,,0,284739.5625,2.7318788935914995e-05
A,2.0,1.0,19,6,float64,0,,,0,152336.1701857403,8.890449343601503e-06
A,2.0,1.0,19,6,float32,0,,,0,152336.171875,8.896985326245499e-06
A,2.0,1.0,19,7,float64,0,,,0,463182.7041573615,2.1589752616790747e-06
A,2.0,1.0,19,7,float32,0,,,0,421538.78125,2.372260910377122e-06
A,2.0,1.0,19,8,float64,0,,,0,258718.35754225554,1.114243519984015e-05
A,2.0,1.0,19,8,float32,0,,,0,258718.359375,1.1130175318285751e-05
A,2.0,1.0,19,9,float64,0,,,0,65752.58366103696,1.5208527851529041e-05
A,2.0,1.0,19,9,float32,0,,,0,65724.28125,1.5215077672436905e-05
A,2.0,10.0,20,0,float64,0,,,0,6215248.329995437,2.6991727802183618e-05
A,2.0,10.0,20,0,float32,0,,,0,6215248.5,2.7040647099241255e-05
A,2.0,10.0,20,1,float64,0,,,0,928887.9536130966,0.00012317143194984226
A,2.0,10.0,20,1,float32,0,,,0,928887.9375,0.00012596074476611818
A,2.0,10.0,20,2,float64,0,,,0,1093093.661949373,8.220555423932296e-06
A,2.0,10.0,20,2,float32,0,,,0,1093093.625,7.569770128057485e-06
A,2.0,10.0,20,3,float64,0,,,0,1395347.1139388045,1.1239651291461428e-05
A,2.0,10.0,20,3,float32,0,,,0,1395347.125,1.3029468652447918e-05
A,2.0,10.0,20,4,float64,0,,,0,262481.1973881629,1.0615539425273823e-05
A,2.0,10.0,20,4,float32,0,,,0,262481.1875,1.0780484197780993e-05
A,2.0,10.0,20,5,float64,0,,,0,202805.42639738182,8.372021303770794e-06
A,2.0,10.0,20,5,float32,0,,,0,202805.421875,7.689018934442515e-06
A,2.0,10.0,20,6,float64,0,,,0,2458972.8466612273,4.0667386436155084e-07
A,2.0,10.0,20,6,float32,0,,,0,1108518.125,9.021052118640682e-07
A,2.0,10.0,20,7,float64,0,,,0,283003.7088878816,4.742158681736441e-06
A,2.0,10.0,20,7,float32,0,,,0,283003.71875,4.502154625996013e-06
A,2.0,10.0,20,8,float64,0,,,0,171415.42987495795,4.3066713725892214e-05
A,2.0,10.0,20,8,float32,0,,,0,171415.4375,4.295111888019676e-05
A,2.0,10.0,20,9,float64,0,,,0,489187.30225574516,2.854652670869484e-05
A,2.0,10.0,20,9,float32,0,,,0,489187.3125,2.864600413410301e-05
