stage,group,beta,gamma0,condition,seed,dtype,t,theoretical_scale,status,n,median,estimated_scale,ks,tail10,tail100,absolute_error,floored_error
B,wide,0.9,0.1,3,3,float64,64,0.00011626057599394618,記述的評価,4096,1.5903435394892847e-06,0.00011628004094323825,0.007658936988837239,0.060791015625,0.00634765625,1.9464949292067333e-08,0.00016742519229459945
B,wide,0.9,0.1,3,3,float64,128,1.3707336237542437e-07,記述的評価,4096,1.8750443872660263e-09,1.3709631717703535e-07,0.007658936112424297,0.060791015625,0.00634765625,2.295480161098231e-11,0.00016746362103610171
B,wide,0.9,0.1,3,3,float64,256,1.9054355965938837e-13,記述的評価,4096,2.6064701841230264e-15,1.9057546877386398e-13,0.0076589361124231314,0.060791015625,0.00634765625,3.190911447561134e-17,3.190911447561134e-05
B,wide,0.9,0.1,3,3,float64,512,3.681939861587996e-25,記述的評価,4096,5.036573519524009e-27,3.6825564525698506e-25,0.007658936112423187,0.060791015625,0.00634765625,6.165909818547985e-29,6.165909818547985e-17
B,wide,0.9,0.1,3,3,float64,1024,1.3748063318716144e-48,記述的評価,4096,1.8806154977751583e-50,1.375036561918247e-48,0.0076589361124232425,0.060791015625,0.00634765625,2.3023004663246807e-52,2.302300466324681e-40
B,wide,0.9,0.1,3,3,float64,2048,1.9167752347540453e-95,記述的評価,4096,2.6219818229399184e-97,1.917096224875673e-95,0.0076589361124231314,0.060791015625,0.00634765625,3.209901216276072e-99,3.209901216276072e-87
B,wide,0.9,0.1,3,3,float64,4096,3.725894223301694e-189,記述的評価,4096,5.096699263723234e-191,3.7265181750401255e-189,0.007658936112423076,0.060791015625,0.00634765625,6.239517384316802e-193,6.239517384316803e-181
B,wide,0.9,0.1,3,4,float64,0,0.1,記述的評価,4096,0.00010021311107158612,0.1018555511650189,0.007825677146858223,0.070068359375,0.00537109375,0.0018555511650188983,0.018555511650188983
B,wide,0.9,0.1,3,4,float64,1,0.08975778474716012,記述的評価,4096,-0.0002421968583585761,0.09164418208463218,0.008993786606800336,0.06884765625,0.006591796875,0.0018863973374720622,0.021016531800399037
B,wide,0.9,0.1,3,4,float64,2,0.08060674315739395,記述的評価,4096,-0.00017694685107168956,0.082520327677539,0.007868504245871044,0.068115234375,0.006103515625,0.001913584520145048,0.023739757310483986
B,wide,0.9,0.1,3,4,float64,4,0.06508502540610224,記述的評価,4096,-0.000638392668557416,0.06659766248045804,0.009546286215344701,0.064453125,0.005615234375,0.0015126370743557965,0.02324093852491567
B,wide,0.9,0.1,3,4,float64,8,0.04255659420519657,記述的評価,4096,-0.00026351142110477173,0.04349290304074044,0.009146372252353596,0.0615234375,0.0087890625,0.000936308835543867,0.022001498311383542
B,wide,0.9,0.1,3,4,float64,16,0.018280924816008303,記述的評価,4096,-0.0001134330353701577,0.018660841309010898,0.009069629409371505,0.056884765625,0.0068359375,0.0003799164930025946,0.020782126551382566
B,wide,0.9,0.1,3,4,float64,32,0.003385939822164526,記述的評価,4096,-3.215511198375802e-05,0.0034594806582248718,0.009946058172608296,0.05615234375,0.008056640625,7.354083606034593e-05,0.02171947521894632
B,wide,0.9,0.1,3,4,float64,64,0.00011626057599394618,記述的評価,4096,-7.217387358972165e-07,0.00011879196721993267,0.009218750792515329,0.05615234375,0.008544921875,2.5313912259864824e-06,0.021773427529881623
B,wide,0.9,0.1,3,4,float64,128,1.3707336237542437e-07,記述的評価,4096,-8.509432913138218e-10,1.4005792480136843e-07,0.009218756829707686,0.05615234375,0.008544921875,2.984562425944066e-09,0.021773467683456803
B,wide,0.9,0.1,3,4,float64,256,1.9054355965938837e-13,記述的評価,4096,-1.1828830998624854e-15,1.946923536979334e-13,0.009218756829715957,0.05615234375,0.008544921875,4.148794038545021e-15,0.004148794038545021
B,wide,0.9,0.1,3,4,float64,512,3.681939861587996e-25,記述的評価,4096,-2.285726394934529e-27,3.762108460176918e-25,0.00921875682971618,0.05615234375,0.008544921875,8.016859858892195e-27,8.016859858892195e-15
B,wide,0.9,0.1,3,4,float64,1024,1.3748063318716144e-48,記述的評価,4096,-8.534716043207617e-51,1.40474063310971e-48,0.009218756829716124,0.05615234375,0.008544921875,2.993430123809552e-50,2.993430123809552e-38
B,wide,0.9,0.1,3,4,float64,2048,1.9167752347540453e-95,記述的評価,4096,-1.1899226798735826e-97,1.9585100783845224e-95,0.009218756829716068,0.05615234375,0.008544921875,4.1734843630477126e-97,4.1734843630477126e-85
B,wide,0.9,0.1,3,4,float64,4096,3.725894223301694e-189,記述的評価,4096,-2.3130130015925263e-191,3.807019860764944e-189,0.00921875682971629,0.05615234375,0.008544921875,8.112563746324977e-191,8.112563746324977e-179
B,wide,0.9,1.0,4,0,float64,0,1.0,記述的評価,4096,-0.005544263354863326,1.0019633069339011,0.010967248682475228,0.05908203125,0.006103515625,0.001963306933901121,0.001963306933901121
B,wide,0.9,1.0,4,0,float64,1,0.7162978701990244,記述的評価,4096,-0.002934221166684233,0.7137126787961006,0.010551615112305957,0.0693359375,0.006103515625,0.002585191402923792,0.0036091010604366214
B,wide,0.9,1.0,4,0,float64,2,0.5680696145046881,記述的評価,4096,-0.004529446502439366,0.5631687487093779,0.009555477873708196,0.065673828125,0.00634765625,0.0049008657953101276,0.008627227491446267
B,wide,0.9,1.0,4,0,float64,4,0.4001567671802372,記述的評価,4096,0.0027331559337662173,0.39637478986497066,0.018522017709754146,0.064697265625,0.00634765625,0.003781977315266527,0.00945123917787716
B,wide,0.9,1.0,4,0,float64,8,0.23374099357398992,記述的評価,4096,0.002821494059454791,0.23021644023958998,0.018931081222981927,0.06494140625,0.006103515625,0.003524553334399938,0.015078884026751827
B,wide,0.9,1.0,4,0,float64,16,0.0947852310505868,記述的評価,4096,0.0005844096041557436,0.09427621914650147,0.014686771249682484,0.062255859375,0.005859375,0.0005090119040853242,0.005370160503313696
B,wide,0.9,1.0,4,0,float64,32,0.017351192511865052,記述的評価,4096,0.00023292916944780116,0.017228624902277327,0.0190014321784423,0.060302734375,0.005615234375,0.00012256760958772456,0.007063930015410219
B,wide,0.9,1.0,4,0,float64,64,0.0005955306567589541,記述的評価,4096,9.216697976230291e-06,0.0005917128095377874,0.019426513785454125,0.06103515625,0.00390625,3.817847221166738e-06,0.006410832385933815
B,wide,0.9,1.0,4,0,float64,128,7.021412826202464e-07,記述的評価,4096,1.0866657035018483e-08,6.976406734014985e-07,0.019426439197345324,0.06103515625,0.00390625,4.500609218747853e-09,0.006409834217342282
B,wide,0.9,1.0,4,0,float64,256,9.760357304707586e-13,記述的評価,4096,1.5105571769511366e-14,9.697795032495918e-13,0.01942643919724174,0.06103515625,0.00390625,6.256227221166805e-15,0.006256227221166805
B,wide,0.9,1.0,4,0,float64,512,1.8860279868700217e-24,記述的評価,4096,2.9189024771901725e-26,1.8739388601475344e-24,0.019426439197241685,0.06103515625,0.00390625,1.208912672248724e-26,1.2089126722487239e-14
B,wide,0.9,1.0,4,0,float64,1024,7.042274767947107e-48,記述的評価,4096,1.0898943922527948e-49,6.997134954181361e-48,0.019426439197241574,0.06103515625,0.00390625,4.513981376574627e-50,4.513981376574627e-38
B,wide,0.9,1.0,4,0,float64,2048,9.818443193491821e-95,記述的評価,4096,1.519546812621575e-96,9.75550860036276e-95,0.01942643919724163,0.06103515625,0.00390625,6.293459312906036e-97,6.293459312906036e-85
B,wide,0.9,1.0,4,0,float64,4096,1.9085430630128723e-188,記述的評価,4096,2.9537478304855644e-190,1.8963096183849496e-188,0.019426439197242074,0.06103515625,0.00390625,1.2233444627922703e-190,1.2233444627922703e-178
B,wide,0.9,1.0,4,1,float64,0,1.0,記述的評価,4096,-0.03169395354141,0.9848856535018259,0.014860068846073271,0.064453125,0.005126953125,0.015114346498174114,0.015114346498174114
B,wide,0.9,1.0,4,1,float64,1,0.7162978701990244,記述的評価,4096,0.014189055347173414,0.7101912156105615,0.013670199146060824,0.0625,0.0048828125,0.006106654588462823,0.008525300496518411
B,wide,0.9,1.0,4,1,float64,2,0.5680696145046881,記述的評価,4096,0.011669643670051712,0.57531715964667,0.015566458119973259,0.0595703125,0.00830078125,0.007247545141981893,0.012758198919513027
B,wide,0.9,1.0,4,1,float64,4,0.4001567671802372,記述的評価,4096,0.011675049070850704,0.4040921647794338,0.018075132679382877,0.06591796875,0.006103515625,0.003935397599196644,0.009834639626184496
B,wide,0.9,1.0,4,1,float64,8,0.23374099357398992,記述的評価,4096,0.002724755845754389,0.23696430035984656,0.01392486493044176,0.065185546875,0.006103515625,0.003223306785856639,0.013790079080999166
B,wide,0.9,1.0,4,1,float64,16,0.0947852310505868,記述的評価,4096,0.00045975534470080393,0.09486149675266245,0.008635542233094151,0.063232421875,0.005615234375,7.626570207565353e-05,0.0008046158798194055
B,wide,0.9,1.0,4,1,float64,32,0.017351192511865052,記述的評価,4096,6.730174999930143e-05,0.017481532701775312,0.008159223479783151,0.06982421875,0.004150390625,0.00013034018991026075,0.007511886564634207
B,wide,0.9,1.0,4,1,float64,64,0.0005955306567589541,記述的評価,4096,3.711674852388912e-06,0.0005993619249489287,0.009187937287564063,0.071533203125,0.006591796875,3.831268189974607e-06,0.0064333685369372074
B,wide,0.9,1.0,4,1,float64,128,7.021412826202464e-07,記述的評価,4096,4.376133160307907e-09,7.066591342443789e-07,0.00918799883548238,0.071533203125,0.006591796875,4.517851624132498e-09,0.0064343911061215606
B,wide,0.9,1.0,4,1,float64,256,9.760357304707586e-13,記述的評価,4096,6.083194980107074e-15,9.823159260955432e-13,0.009187998835567757,0.071533203125,0.006591796875,6.280195624784623e-15,0.006280195624784624
B,wide,0.9,1.0,4,1,float64,512,1.8860279868700217e-24,記述的評価,4096,1.1754770469863357e-26,1.8981634285773165e-24,0.009187998835567868,0.071533203125,0.006591796875,1.2135441707294876e-26,1.2135441707294877e-14
B,wide,0.9,1.0,4,1,float64,1024,7.042274767947107e-48,記述的評価,4096,4.389135477268686e-50,7.087587518090869e-48,0.009187998835567646,0.071533203125,0.006591796875,4.5312750143761085e-50,4.531275014376109e-38
B,wide,0.9,1.0,4,1,float64,2048,9.818443193491821e-95,記述的評価,4096,6.119397321480066e-97,9.881618897065964e-95,0.009187998835567535,0.071533203125,0.006591796875,6.317570357414299e-97,6.317570357414299e-85
B,wide,0.9,1.0,4,1,float64,4096,1.9085430630128723e-188,記述的評価,4096,1.1895096888141986e-190,1.920823375525894e-188,0.009187998835567868,0.071533203125,0.006591796875,1.228031251302168e-190,1.228031251302168e-178
B,wide,0.9,1.0,4,2,float64,0,1.0,記述的評価,4096,-0.0018557409230434909,0.9664814515103415,0.014783399344545145,0.06005859375,0.00439453125,0.03351854848965852,0.03351854848965852
B,wide,0.9,1.0,4,2,float64,1,0.7162978701990244,記述的評価,4096,0.012885402384645325,0.6951777817899142,0.019443352626728916,0.05859375,0.006591796875,0.02112008840911017,0.02948506380905743
B,wide,0.9,1.0,4,2,float64,2,0.5680696145046881,記述的評価,4096,0.009882790586967822,0.5396891710191578,0.018039245388791425,0.060546875,0.0078125,0.02838044348553026,0.049959446449667565
B,wide,0.9,1.0,4,2,float64,4,0.4001567671802372,記述的評価,4096,-0.001123399694692548,0.3717211028134814,0.01573312645541347,0.0615234375,0.00634765625,0.028435664366755764,0.07106131071362808
B,wide,0.9,1.0,4,2,float64,8,0.23374099357398992,記述的評価,4096,0.000648616610077827,0.22383064950490209,0.01273250627120176,0.05810546875,0.0068359375,0.009910344069087834,0.04239882751225984
B,wide,0.9,1.0,4,2,float64,16,0.0947852310505868,記述的評価,4096,0.001984094082975346,0.09256932043834654,0.01610301375343648,0.064453125,0.0078125,0.00221591061224026,0.023378226625386717
B,wide,0.9,1.0,4,2,float64,32,0.017351192511865052,記述的評価,4096,0.00032307537410751074,0.01697274292534913,0.014745595814160017,0.061767578125,0.006103515625,0.0003784495865159221,0.021811157144221157
B,wide,0.9,1.0,4,2,float64,64,0.0005955306567589541,記述的評価,4096,1.0698998839521888e-05,0.0005831667348886551,0.014479401993161944,0.060546875,0.005615234375,1.2363921870299e-05,0.020761184550241212
B,wide,0.9,1.0,4,2,float64,128,7.021412826202464e-07,記述的評価,4096,1.0711774606899827e-08,6.866703945453772e-07,0.014235235342140995,0.060546875,0.005615234375,1.54708880748692e-08,0.022033867624383283
B,wide,0.9,1.0,4,2,float64,256,9.760357304707586e-13,記述的評価,4096,1.4890272103179468e-14,9.545298883902046e-13,0.014235235342104802,0.060546875,0.005615234375,2.1505842080554038e-14,0.02150584208055404
B,wide,0.9,1.0,4,2,float64,512,1.8860279868700217e-24,記述的評価,4096,2.877299369477112e-26,1.8444714958739722e-24,0.014235235342104746,0.060546875,0.005615234375,4.155649099604945e-26,4.155649099604945e-14
B,wide,0.9,1.0,4,2,float64,1024,7.042274767947107e-48,記述的評価,4096,1.0743601309504424e-49,6.887106217945065e-48,0.01423523534210458,0.060546875,0.005615234375,1.5516855000204228e-49,1.5516855000204227e-37
B,wide,0.9,1.0,4,2,float64,2048,9.818443193491821e-95,記述的評価,4096,1.4978887167397967e-96,9.602104915902052e-95,0.014235235342104635,0.060546875,0.005615234375,2.1633827758976908e-96,2.1633827758976906e-84
B,wide,0.9,1.0,4,2,float64,4096,1.9085430630128723e-188,記述的評価,4096,2.9116480720629373e-190,1.8664904778095704e-188,0.01423523534210458,0.060546875,0.005615234375,4.2052585203301896e-190,4.20525852033019e-178
B,wide,0.9,1.0,4,3,float64,0,1.0,記述的評価,4096,-0.01597719251694832,1.0267013985763693,0.013597065791904006,0.068115234375,0.006103515625,0.02670139857636933,0.02670139857636933
B,wide,0.9,1.0,4,3,float64,1,0.7162978701990244,記述的評価,4096,-0.013380223025902284,0.7319734460270357,0.015530421548685003,0.0693359375,0.00537109375,0.01567557582801138,0.021884158085875502
B,wide,0.9,1.0,4,3,float64,2,0.5680696145046881,記述的評価,4096,-0.017548382871364773,0.5863445118436186,0.020648503837315313,0.0634765625,0.00537109375,0.018274897338930507,0.03217017223296616
B,wide,0.9,1.0,4,3,float64,4,0.4001567671802372,記述的評価,4096,-0.0007490358206496693,0.40474505469716027,0.00924633816783893,0.066162109375,0.005859375,0.004588287516923084,0.011466224972915287
B,wide,0.9,1.0,4,3,float64,8,0.23374099357398992,記述的評価,4096,-0.006078166738753327,0.2332926287582205,0.02207810154143741,0.0615234375,0.005615234375,0.0004483648157694309,0.001918212158311471
B,wide,0.9,1.0,4,3,float64,16,0.0947852310505868,記述的評価,4096,-0.0008104167390892239,0.09386101010033354,0.013416840003064978,0.06591796875,0.00732421875,0.0009242209502532545,0.009750685207065629
B,wide,0.9,1.0,4,3,float64,32,0.017351192511865052,記述的評価,4096,-0.00015017199336671812,0.01723683222705899,0.012361758959603342,0.07080078125,0.00634765625,0.00011436028480606153,0.0065909178707953325
B,wide,0.9,1.0,4,3,float64,64,0.0005955306567589541,記述的評価,4096,-6.6905637508512604e-06,0.0005901846023239973,0.014243076879886019,0.0693359375,0.0078125,5.346054434956799e-06,0.008976959245140352
B,wide,0.9,1.0,4,3,float64,128,7.021412826202464e-07,記述的評価,4096,-7.793356437704855e-09,6.948700254502084e-07,0.013998851507084464,0.0693359375,0.0078125,7.2712571700379916e-09,0.010355832009909971
B,wide,0.9,1.0,4,3,float64,256,9.760357304707586e-13,記述的評価,4096,-1.0833424172288123e-14,9.659280684116722e-13,0.013998851506966892,0.0693359375,0.0078125,1.0107662059086387e-14,0.010107662059086387
B,wide,0.9,1.0,4,3,float64,512,1.8860279868700217e-24,記述的評価,4096,-2.0933804516269963e-26,1.8664965978745957e-24,0.01399885150696667,0.0693359375,0.0078125,1.9531388995425986e-26,1.9531388995425985e-14
B,wide,0.9,1.0,4,3,float64,1024,7.042274767947107e-48,記述的評価,4096,-7.81651196951326e-50,6.969346153492285e-48,0.013998851506966559,0.0693359375,0.0078125,7.292861445482274e-50,7.292861445482274e-38
B,wide,0.9,1.0,4,3,float64,2048,9.818443193491821e-95,記述的評価,4096,-1.0897896102154945e-96,9.716765045194655e-95,0.013998851506966004,0.0693359375,0.0078125,1.0167814829716618e-96,1.0167814829716618e-84
B,wide,0.9,1.0,4,3,float64,4096,1.9085430630128723e-188,記述的評価,4096,-2.1183708656571524e-190,1.8887785116712542e-188,0.013998851506966226,0.0693359375,0.0078125,1.9764551341618042e-190,1.9764551341618043e-178
B,wide,0.9,1.0,4,4,float64,0,1.0,記述的評価,4096,0.021009182664242988,0.988316562435315,0.009108105394273425,0.05859375,0.005126953125,0.01168343756468504,0.01168343756468504
B,wide,0.9,1.0,4,4,float64,1,0.7162978701990244,記述的評価,4096,0.02150305721132348,0.6934635962387468,0.01099988935673546,0.057373046875,0.0048828125,0.022834273960277596,0.03187818212265948
B,wide,0.9,1.0,4,4,float64,2,0.5680696145046881,記述的評価,4096,0.02002639650234394,0.5831538120052988,0.013119443376426676,0.064697265625,0.005126953125,0.015084197500610741,0.02655343133211406
B,wide,0.9,1.0,4,4,float64,4,0.4001567671802372,記述的評価,4096,0.01656435022099592,0.40585406695335907,0.014492156658893474,0.0673828125,0.006103515625,0.005697299773121889,0.014237669434578703
B,wide,0.9,1.0,4,4,float64,8,0.23374099357398992,記述的評価,4096,0.012395349393646114,0.2351471064209139,0.018898956773112485,0.059326171875,0.006591796875,0.0014061128469239903,0.006015687815063942
B,wide,0.9,1.0,4,4,float64,16,0.0947852310505868,記述的評価,4096,0.0022301754131623525,0.09528851205051658,0.01189169964830411,0.06396484375,0.004638671875,0.0005032809999297866,0.005309698508422541
B,wide,0.9,1.0,4,4,float64,32,0.017351192511865052,記述的評価,4096,0.0006729565183440037,0.01716906892201116,0.013492249499898856,0.06494140625,0.00830078125,0.00018212358985389074,0.010496315439376942
B,wide,0.9,1.0,4,4,float64,64,0.0005955306567589541,記述的評価,4096,2.4786090115426253e-05,0.0005885762377710301,0.015196879094417193,0.06494140625,0.006591796875,6.954418987923988e-06,0.011677684278710182
B,wide,0.9,1.0,4,4,float64,128,7.021412826202464e-07,記述的評価,4096,2.994228424591909e-08,6.956536156961618e-07,0.015441014580164059,0.06494140625,0.0068359375,6.487666924084574e-09,0.00923983119162847
B,wide,0.9,1.0,4,4,float64,256,9.760357304707586e-13,記述的評価,4096,4.1622305936617896e-14,9.670173250855523e-13,0.015441014580156953,0.06494140625,0.0068359375,9.018405385206282e-15,0.009018405385206282
B,wide,0.9,1.0,4,4,float64,512,1.8860279868700217e-24,記述的評価,4096,8.042823784398279e-26,1.8686014066512503e-24,0.015441014580156953,0.06494140625,0.0068359375,1.7426580218771363e-26,1.7426580218771363e-14
B,wide,0.9,1.0,4,4,float64,1024,7.042274767947107e-48,記述的評価,4096,3.003124841954762e-49,6.977205337895896e-48,0.015441014580156953,0.06494140625,0.0068359375,6.506943005121152e-50,6.506943005121152e-38
B,wide,0.9,1.0,4,4,float64,2048,9.818443193491821e-95,記述的評価,4096,4.187000881860281e-96,9.727722435832869e-95,0.015441014580156953,0.06494140625,0.0068359375,9.072075765895157e-97,9.072075765895157e-85
B,wide,0.9,1.0,4,4,float64,4096,1.9085430630128723e-188,記述的評価,4096,8.138837624685893e-190,1.8909084472913087e-188,0.015441014580156953,0.06494140625,0.0068359375,1.7634615721563586e-190,1.7634615721563585e-178
B,wide,0.9,10.0,5,0,float64,0,10.0,記述的評価,4096,-0.22875779467869406,10.002061284237937,0.012587710343014147,0.061279296875,0.005615234375,0.0020612842379374996,0.00020612842379374996
B,wide,0.9,10.0,5,0,float64,1,0.999999969540041,記述的評価,4096,0.005675451224648995,0.9826413845925709,0.008312994441290966,0.060546875,0.006591796875,0.017358584947470113,0.017358585476211913
B,wide,0.9,10.0,5,0,float64,2,0.7162978568506896,記述的評価,4096,-0.005064132664810268,0.690405123080737,0.012040887250595933,0.05908203125,0.00537109375,0.025892733769952603,0.03614799838127936
B,wide,0.9,10.0,5,0,float64,4,0.4709284073279897,記述的評価,4096,0.009603594522961787,0.46855236242109055,0.01698227814053005,0.06298828125,0.0068359375,0.002376044906899133,0.00504544824632819
B,wide,0.9,10.0,5,0,float64,8,0.26460335854897554,記述的評価,4096,0.001154272977090433,0.26442751297341405,0.012972008301009752,0.060546875,0.006591796875,0.00017584557556149516,0.0006645629009616211
B,wide,0.9,10.0,5,0,float64,16,0.1056340312444838,記述的評価,4096,0.0007434434826163949,0.10442980200673187,0.013511192069661615,0.0654296875,0.007568359375,0.0012042292377519304,0.011400012132120682
B,wide,0.9,10.0,5,0,float64,32,0.019281037745553228,記述的評価,4096,0.0004957630896781244,0.019145167478180215,0.018277264531620263,0.066650390625,0.0068359375,0.00013587026737301236,0.007046833742356426
B,wide,0.9,10.0,5,0,float64,64,0.0006617008030846117,記述的評価,4096,1.3894481711946752e-05,0.0006574959688113531,0.017707318940409,0.06494140625,0.006591796875,4.204834273258606e-06,0.006354585416334962
B,wide,0.9,10.0,5,0,float64,128,7.801569749438006e-07,記述的評価,4096,1.5317565750135434e-08,7.746474063379884e-07,0.017463081938767888,0.06494140625,0.00634765625,5.509568605812227e-09,0.007062128241831222
B,wide,0.9,10.0,5,0,float64,256,1.0844841369807913e-12,記述的評価,4096,2.1292711091114928e-14,1.0768253709310575e-12,0.017463081938633995,0.06494140625,0.00634765625,7.658766049733802e-15,0.007062128240119622
B,wide,0.9,10.0,5,0,float64,512,2.09558663664479e-24,記述的評価,4096,4.1144650529147453e-26,2.0807873350785224e-24,0.017463081938633995,0.06494140625,0.00634765625,1.479930156626748e-26,1.479930156626748e-14
B,wide,0.9,10.0,5,0,float64,1024,7.82474968453785e-48,記述的評価,4096,1.5363077126881758e-49,7.769490298818796e-48,0.017463081938634106,0.06494140625,0.00634765625,5.525938571905417e-50,5.525938571905417e-38
B,wide,0.9,10.0,5,0,float64,2048,1.0909381245759572e-94,記述的評価,4096,2.1419428383294136e-96,1.0832337796381645e-94,0.017463081938634106,0.06494140625,0.00634765625,7.704344937792652e-97,7.704344937792652e-85
B,wide,0.9,10.0,5,0,float64,4096,2.1206033877303886e-188,記述的評価,4096,4.163582825608691e-190,2.1056274146598046e-188,0.01746308193863355,0.06494140625,0.00634765625,1.4975973070583949e-190,1.497597307058395e-178
B,wide,0.9,10.0,5,1,float64,0,10.0,記述的評価,4096,0.14592529383827718,9.86290649904808,0.01056371901577835,0.060302734375,0.005615234375,0.13709350095192008,0.013709350095192007
B,wide,0.9,10.0,5,1,float64,1,0.999999969540041,記述的評価,4096,-0.005407316812616652,1.0209897215246646,0.0090776471168586,0.063720703125,0.007568359375,0.020989751984623606,0.02098975262397061
B,wide,0.9,10.0,5,1,float64,2,0.7162978568506896,記述的評価,4096,0.008017587107891477,0.7289803271989106,0.014802665646728275,0.072265625,0.007568359375,0.012682470348221009,0.017705581870622066
B,wide,0.9,10.0,5,1,float64,4,0.4709284073279897,記述的評価,4096,-0.02010290244448313,0.47067672341182687,0.016952911096672574,0.0673828125,0.006591796875,0.0002516839161628148,0.0005344419921296516
B,wide,0.9,10.0,5,1,float64,8,0.26460335854897554,記述的評価,4096,-0.011195647225611827,0.26818815190417067,0.01885578029973095,0.057861328125,0.006591796875,0.003584793355195126,0.013547799902666826
B,wide,0.9,10.0,5,1,float64,16,0.1056340312444838,記述的評価,4096,-0.004924367562583011,0.10545231094699914,0.0164659266129637,0.06640625,0.005615234375,0.00018172029748465823,0.0017202817628352858
B,wide,0.9,10.0,5,1,float64,32,0.019281037745553228,記述的評価,4096,-0.0005062265263265102,0.019342173975813448,0.014238793255913651,0.065185546875,0.007568359375,6.113623026022044e-05,0.0031707956318025596
B,wide,0.9,10.0,5,1,float64,64,0.0006617008030846117,記述的評価,4096,-2.3808195530714232e-05,0.0006646903786776401,0.013694855001877504,0.065185546875,0.004638671875,2.989575593028435e-06,0.004518017174971084
B,wide,0.9,10.0,5,1,float64,128,7.801569749438006e-07,記述的評価,4096,-2.736135265127502e-08,7.843044808052575e-07,0.013206656161331876,0.065185546875,0.0048828125,4.147505861456909e-09,0.005316245313009832
B,wide,0.9,10.0,5,1,float64,256,1.0844841369807913e-12,記述的評価,4096,-3.8034592869990425e-14,1.0902495206929451e-12,0.013206656161446395,0.065185546875,0.0048828125,5.765383712153827e-15,0.005316245314758297
B,wide,0.9,10.0,5,1,float64,512,2.09558663664479e-24,記述的評価,4096,-7.349557437555108e-26,2.106727289283523e-24,0.01320665616144645,0.065185546875,0.0048828125,1.1140652638733179e-26,1.1140652638733179e-14
B,wide,0.9,10.0,5,1,float64,1024,7.82474968453785e-48,記述的評価,4096,-2.7442648390370535e-49,7.86634797338742e-48,0.013206656161446229,0.065185546875,0.0048828125,4.1598288849569183e-50,4.1598288849569184e-38
B,wide,0.9,10.0,5,1,float64,2048,1.0909381245759572e-94,記述的評価,4096,-3.826094453545002e-96,1.0967378192694237e-94,0.013206656161446229,0.065185546875,0.0048828125,5.79969469346647e-97,5.79969469346647e-85
B,wide,0.9,10.0,5,1,float64,4096,2.1206033877303886e-188,記述的評価,4096,-7.437295184012137e-190,2.1318770355548705e-188,0.013206656161446284,0.065185546875,0.0048828125,1.1273647824481895e-190,1.1273647824481895e-178
B,wide,0.9,10.0,5,2,float64,0,10.0,記述的評価,4096,0.1935046782759559,10.306171277388252,0.010939810881487322,0.06201171875,0.005126953125,0.3061712773882519,0.03061712773882519
B,wide,0.9,10.0,5,2,float64,1,0.999999969540041,記述的評価,4096,0.0013457054166333058,1.0290994998739824,0.010536630863357932,0.060791015625,0.005859375,0.029099530333941415,0.029099531220311944
B,wide,0.9,10.0,5,2,float64,2,0.7162978568506896,記述的評価,4096,-0.021524852539996538,0.7283154247587014,0.0147819058976707,0.06005859375,0.0078125,0.012017567908011784,0.01677733333008815
B,wide,0.9,10.0,5,2,float64,4,0.4709284073279897,記述的評価,4096,-0.016154142689727764,0.4881858334720408,0.01624826803409274,0.068603515625,0.004638671875,0.017257426144051125,0.03664554075632937
B,wide,0.9,10.0,5,2,float64,8,0.26460335854897554,記述的評価,4096,-0.007651514034474128,0.2628850775971714,0.016096340636601814,0.068115234375,0.00341796875,0.001718280951804152,0.006493798722838639
B,wide,0.9,10.0,5,2,float64,16,0.1056340312444838,記述的評価,4096,-0.0030769220112404324,0.1062937035932479,0.016166270801291294,0.06591796875,0.004150390625,0.000659672348764101,0.006244884730729701
B,wide,0.9,10.0,5,2,float64,32,0.019281037745553228,記述的評価,4096,-0.0004053284382218409,0.019558274028675278,0.013351620669085795,0.064208984375,0.005126953125,0.00027723628312205026,0.014378701332400486
B,wide,0.9,10.0,5,2,float64,64,0.0006617008030846117,記述的評価,4096,-1.222411996910317e-05,0.0006730043260093985,0.012554376528918776,0.062255859375,0.005126953125,1.1303522924786748e-05,0.017082528647530393
B,wide,0.9,10.0,5,2,float64,128,7.801569749438006e-07,記述的評価,4096,-1.4327207402658279e-08,7.945444944858352e-07,0.012310159405430121,0.062255859375,0.005126953125,1.4387519542034659e-08,0.018441826458157447
B,wide,0.9,10.0,5,2,float64,256,1.0844841369807913e-12,記述的評価,4096,-1.991602927929906e-14,1.1044840052335625e-12,0.012310159405323873,0.062255859375,0.005126953125,1.9999868252771193e-14,0.018441826459952577
B,wide,0.9,10.0,5,2,float64,512,2.09558663664479e-24,記述的評価,4096,-3.8484440103400715e-26,2.134233081729586e-24,0.012310159405323873,0.062255859375,0.005126953125,3.8646445084796143e-26,3.864644508479614e-14
B,wide,0.9,10.0,5,2,float64,1024,7.82474968453785e-48,記述的評価,4096,-1.4369776237972037e-49,7.969052360312647e-48,0.012310159405324206,0.062255859375,0.005126953125,1.4430267577479648e-49,1.443026757747965e-37
B,wide,0.9,10.0,5,2,float64,2048,1.0909381245759572e-94,記述的評価,4096,-2.0034553655571984e-96,1.1110570161479292e-94,0.012310159405324095,0.062255859375,0.005126953125,2.0118891571972047e-96,2.0118891571972047e-84
