stage,beta,gamma0,condition,seed,dtype,start,stop,status,n,median,estimated_scale,ks,tail10,tail100,theoretical_scale,lyapunov,theoretical_lyapunov,log_sensitivity
C,1.0002,0.024490489234231166,1,13,float64,100000,150000,記述的評価,50000,0.0017778729849720868,0.015433038467769843,0.1430463861928467,0.05752,0.00584,0.024490489234231166,0.04402914804573817,0.048590790661474544,2201.4574022869083
C,1.0002,0.024490489234231166,1,13,float64,150000,200000,記述的評価,50000,0.01251430543303864,0.01251434533314972,0.35945827185504187,0.0386,0.00384,0.024490489234231166,0.030633271723276616,0.048590790661474544,1531.6635861638308
C,1.0002,0.024490489234231166,1,14,float64,0,200000,記述的評価,200000,-0.004636839673838737,0.03374404052818028,0.09793330895453489,0.073905,0.00721,0.024490489234231166,0.05544007345868921,0.048590790661474544,11088.014691737842
C,1.0002,0.024490489234231166,1,14,float64,0,50000,記述的評価,50000,0.0013349998389035095,0.02857533676377417,0.10716194416362945,0.08224,0.00808,0.024490489234231166,0.06168093590584228,0.048590790661474544,3084.046795292114
C,1.0002,0.024490489234231166,1,14,float64,50000,100000,記述的評価,50000,0.013697056369465228,0.03181134861278018,0.19895402290186898,0.07018,0.00686,0.024490489234231166,0.054303167045200836,0.048590790661474544,2715.1583522600417
C,1.0002,0.024490489234231166,1,14,float64,100000,150000,記述的評価,50000,-0.0062904603031728075,0.033668209536853934,0.17921874849654568,0.0719,0.00722,0.024490489234231166,0.05353545358052701,0.048590790661474544,2676.7726790263505
C,1.0002,0.024490489234231166,1,14,float64,150000,200000,記述的評価,50000,-0.020314584717923558,0.027387260160847936,0.2539385460393111,0.0713,0.00668,0.024490489234231166,0.05224073730318671,0.048590790661474544,2612.0368651593353
C,1.0002,0.024490489234231166,1,15,float64,0,200000,記述的評価,200000,-0.0029143759393984846,0.026319535991787837,0.040102412038838575,0.064085,0.006515,0.024490489234231166,0.049799999637206875,0.048590790661474544,9959.999927441375
C,1.0002,0.024490489234231166,1,15,float64,0,50000,記述的評価,50000,0.003345306625351663,0.01957440406781998,0.10322698279560821,0.0536,0.0058,0.024490489234231166,0.0423680328865231,0.048590790661474544,2118.401644326155
C,1.0002,0.024490489234231166,1,15,float64,50000,100000,記述的評価,50000,-0.010345923283673862,0.03645867455530533,0.1473274448490307,0.07884,0.00792,0.024490489234231166,0.06178451433814931,0.048590790661474544,3089.2257169074655
C,1.0002,0.024490489234231166,1,15,float64,100000,150000,記述的評価,50000,-0.006928037368361701,0.02149781811820954,0.1475235618473527,0.06896,0.00664,0.024490489234231166,0.05107563360886548,0.048590790661474544,2553.781680443274
C,1.0002,0.024490489234231166,1,15,float64,150000,200000,記述的評価,50000,0.0014917235560113892,0.028082664712746102,0.07261121817080868,0.05494,0.0057,0.024490489234231166,0.043971817715289525,0.048590790661474544,2198.5908857644763
C,1.0002,0.024490489234231166,1,16,float64,0,200000,記述的評価,200000,-0.007839350164468325,0.03377065354713043,0.10006807744380519,0.07563,0.00735,0.024490489234231166,0.05686024340723813,0.048590790661474544,11372.048681447626
C,1.0002,0.024490489234231166,1,16,float64,0,50000,記述的評価,50000,-0.018566167106673324,0.03443910410986932,0.28757673264037215,0.05834,0.00522,0.024490489234231166,0.043688540719291825,0.048590790661474544,2184.427035964591
C,1.0002,0.024490489234231166,1,16,float64,50000,100000,記述的評価,50000,-0.009423592865110225,0.0364401225457638,0.12543260026988134,0.07762,0.00756,0.024490489234231166,0.05839846849615896,0.048590790661474544,2919.9234248079483
C,1.0002,0.024490489234231166,1,16,float64,100000,150000,記述的評価,50000,-0.0006621164656843308,0.026575197880886917,0.135953948800492,0.08978,0.00994,0.024490489234231166,0.07238248481607643,0.048590790661474544,3619.1242408038215
C,1.0002,0.024490489234231166,1,16,float64,150000,200000,記述的評価,50000,-0.00781019437148295,0.0346396596678314,0.15546616347406728,0.07678,0.00668,0.024490489234231166,0.05297147959742528,0.048590790661474544,2648.573979871264
C,1.0002,0.024490489234231166,1,17,float64,0,200000,記述的評価,200000,0.006620332054589317,0.01977224987767634,0.1344755067330275,0.052095,0.005015,0.024490489234231166,0.03884460893216918,0.048590790661474544,7768.921786433836
C,1.0002,0.024490489234231166,1,17,float64,0,50000,記述的評価,50000,0.010533005585162559,0.02371766880654525,0.2373008337213035,0.06038,0.006,0.024490489234231166,0.046321045635721085,0.048590790661474544,2316.052281786054
C,1.0002,0.024490489234231166,1,17,float64,50000,100000,記述的評価,50000,-0.0029320157759353312,0.014638878674332691,0.2159897624445195,0.03536,0.00306,0.024490489234231166,0.024991096570775743,0.048590790661474544,1249.5548285387872
C,1.0002,0.024490489234231166,1,17,float64,100000,150000,記述的評価,50000,0.006148524562283601,0.015927664410305874,0.2272466971533098,0.05956,0.0059,0.024490489234231166,0.04572548057444607,0.048590790661474544,2286.2740287223037
C,1.0002,0.024490489234231166,1,17,float64,150000,200000,記述的評価,50000,0.01095496206014944,0.01573197119806824,0.28787322100946544,0.05308,0.0051,0.024490489234231166,0.03834081294773381,0.048590790661474544,1917.0406473866904
C,1.0002,0.024490489234231166,1,18,float64,0,200000,記述的評価,200000,0.009076664481272687,0.02755829459448539,0.11479278552564837,0.063495,0.006385,0.024490489234231166,0.04825349374342113,0.048590790661474544,9650.698748684226
C,1.0002,0.024490489234231166,1,18,float64,0,50000,記述的評価,50000,-0.013973105336351278,0.011445031747390333,0.37735619175111995,0.04594,0.00462,0.024490489234231166,0.03538823666650846,0.048590790661474544,1769.4118333254232
C,1.0002,0.024490489234231166,1,18,float64,50000,100000,記述的評価,50000,0.021812785702792,0.017481541839687958,0.4010374360845782,0.0625,0.006,0.024490489234231166,0.0463881912388534,0.048590790661474544,2319.40956194267
C,1.0002,0.024490489234231166,1,18,float64,100000,150000,記述的評価,50000,0.01712931194816435,0.036315322133695954,0.24817355847277534,0.0722,0.00752,0.024490489234231166,0.056661652309966865,0.048590790661474544,2833.0826154983433
C,1.0002,0.024490489234231166,1,18,float64,150000,200000,記述的評価,50000,0.005117450385557866,0.02228947233322613,0.21025682145531366,0.07334,0.0074,0.024490489234231166,0.054575894758355774,0.048590790661474544,2728.7947379177886
C,1.0002,0.024490489234231166,1,19,float64,0,200000,記述的評価,200000,-0.003263559015912336,0.026277158852120112,0.06426750992983143,0.060715,0.005765,0.024490489234231166,0.04518240756738241,0.048590790661474544,9036.481513476483
C,1.0002,0.024490489234231166,1,19,float64,0,50000,記述的評価,50000,0.007774440164235329,0.033020632602276175,0.09989943082804131,0.07056,0.00638,0.024490489234231166,0.05026731546280938,0.048590790661474544,2513.365773140469
C,1.0002,0.024490489234231166,1,19,float64,50000,100000,記述的評価,50000,0.01189489408928222,0.029219957062205745,0.14911297014404268,0.06692,0.00668,0.024490489234231166,0.0517025638897304,0.048590790661474544,2585.12819448652
C,1.0002,0.024490489234231166,1,19,float64,100000,150000,記述的評価,50000,-0.008237232709799331,0.008961622809017562,0.28596522368707367,0.03992,0.00362,0.024490489234231166,0.02956379890951503,0.048590790661474544,1478.1899454757515
C,1.0002,0.024490489234231166,1,19,float64,150000,200000,記述的評価,50000,0.010878466738858943,0.0272321108785023,0.1927552378237825,0.06546,0.00638,0.024490489234231166,0.04919595200747477,0.048590790661474544,2459.7976003737385
C,1.0005,0.038712413809077896,2,0,float64,0,200000,記述的評価,200000,-0.004294976937363724,0.04257742108913887,0.045095453443363576,0.07143,0.00712,0.038712413809077896,0.08609520470107744,0.07646363999007622,17219.040940215487
C,1.0005,0.038712413809077896,2,0,float64,0,50000,記述的評価,50000,0.006062893107377483,0.05049900249679046,0.051439927372436633,0.07562,0.00714,0.038712413809077896,0.08982567751555902,0.07646363999007622,4491.283875777951
C,1.0005,0.038712413809077896,2,0,float64,50000,100000,記述的評価,50000,0.0032041611756144658,0.042019905190406,0.030054204998539114,0.0697,0.00698,0.038712413809077896,0.08351350617762038,0.07646363999007622,4175.675308881019
C,1.0005,0.038712413809077896,2,0,float64,100000,150000,記述的評価,50000,0.016059783074752247,0.04527734832921553,0.1783072619190471,0.07408,0.00754,0.038712413809077896,0.09124479671569488,0.07646363999007622,4562.239835784744
C,1.0005,0.038712413809077896,2,0,float64,150000,200000,記述的評価,50000,-0.01977935314970916,0.02210418199296267,0.3181783155765391,0.06632,0.00682,0.038712413809077896,0.0797968383954354,0.07646363999007622,3989.84191977177
C,1.0005,0.038712413809077896,2,1,float64,0,200000,記述的評価,200000,-0.002904571662961805,0.03637180382298678,0.029710317928901553,0.05663,0.005775,0.038712413809077896,0.06905284613465944,0.07646363999007622,13810.569226931888
C,1.0005,0.038712413809077896,2,1,float64,0,50000,記述的評価,50000,0.009292131567633675,0.03799896291509204,0.14845418501985158,0.05996,0.006,0.038712413809077896,0.07200242066006006,0.07646363999007622,3600.121033003003
C,1.0005,0.038712413809077896,2,1,float64,50000,100000,記述的評価,50000,-0.012214689902247403,0.04534041930744418,0.10592656922589838,0.06372,0.00634,0.038712413809077896,0.0770966864583345,0.07646363999007622,3854.8343229167253
C,1.0005,0.038712413809077896,2,1,float64,100000,150000,記述的評価,50000,-0.015885593589037843,0.028408019210041484,0.24663524241680296,0.04982,0.00502,0.038712413809077896,0.06075564983286018,0.07646363999007622,3037.782491643009
C,1.0005,0.038712413809077896,2,1,float64,150000,200000,記述的評価,50000,0.010650582434405045,0.03021838302117605,0.12035342494468254,0.05302,0.00574,0.038712413809077896,0.06635662758738292,0.07646363999007622,3317.8313793691464
C,1.0005,0.038712413809077896,2,2,float64,0,200000,記述的評価,200000,0.0029368129831004513,0.028190815953270977,0.07925513290604663,0.0533,0.005235,0.038712413809077896,0.06403025509719283,0.07646363999007622,12806.051019438566
C,1.0005,0.038712413809077896,2,2,float64,0,50000,記述的評価,50000,0.0067392346139998486,0.030888459500103535,0.08454243394067959,0.04406,0.0048,0.038712413809077896,0.0550282559428,0.07646363999007622,2751.4127971400003
C,1.0005,0.038712413809077896,2,2,float64,50000,100000,記述的評価,50000,0.007042458172397388,0.029271190207586305,0.22814966519302982,0.0658,0.0066,0.038712413809077896,0.07887079629443768,0.07646363999007622,3943.539814721884
C,1.0005,0.038712413809077896,2,2,float64,100000,150000,記述的評価,50000,-0.0017648991937488949,0.017958253198972242,0.20312706137030678,0.03688,0.00344,0.038712413809077896,0.04368919040632372,0.07646363999007622,2184.459520316186
C,1.0005,0.038712413809077896,2,2,float64,150000,200000,記述的評価,50000,0.008282971623481038,0.034864935005803795,0.10612438817872333,0.06646,0.0061,0.038712413809077896,0.07853277774520995,0.07646363999007622,3926.6388872604975
C,1.0005,0.038712413809077896,2,3,float64,0,200000,記述的評価,200000,-0.011095074991586996,0.03784368670431325,0.11123973307630125,0.061775,0.006245,0.038712413809077896,0.07482118082151275,0.07646363999007622,14964.23616430255
C,1.0005,0.038712413809077896,2,3,float64,0,50000,記述的評価,50000,0.004500245766222052,0.03084483530993676,0.05771271959701685,0.04592,0.00448,0.038712413809077896,0.05492466269287473,0.07646363999007622,2746.2331346437363
C,1.0005,0.038712413809077896,2,3,float64,50000,100000,記述的評価,50000,-0.009218863235796935,0.027056060379145985,0.20380597982890952,0.04582,0.00484,0.038712413809077896,0.05596284291828696,0.07646363999007622,2798.142145914348
C,1.0005,0.038712413809077896,2,3,float64,100000,150000,記述的評価,50000,-0.009179135444704528,0.0525071397902552,0.10345292335909723,0.0819,0.00842,0.038712413809077896,0.10153864103998402,0.07646363999007622,5076.932051999201
C,1.0005,0.038712413809077896,2,3,float64,150000,200000,記述的評価,50000,-0.019232805574034118,0.04281256159176971,0.22049043009014213,0.07346,0.00724,0.038712413809077896,0.08685857663490526,0.07646363999007622,4342.928831745263
C,1.0005,0.038712413809077896,2,4,float64,0,200000,記述的評価,200000,-6.474843837306954e-05,0.03705717954466932,0.06487202021342342,0.070495,0.007205,0.038712413809077896,0.08576521479147259,0.07646363999007622,17153.042958294518
C,1.0005,0.038712413809077896,2,4,float64,0,50000,記述的評価,50000,-6.097868759252522e-05,0.020534916820330505,0.14318598249317926,0.05932,0.00614,0.038712413809077896,0.07125126953169887,0.07646363999007622,3562.5634765849436
C,1.0005,0.038712413809077896,2,4,float64,50000,100000,記述的評価,50000,0.014533898852616377,0.04136518882492106,0.12693832954773193,0.08752,0.00922,0.038712413809077896,0.10870979153866202,0.07646363999007622,5435.489576933101
C,1.0005,0.038712413809077896,2,4,float64,100000,150000,記述的評価,50000,0.009822379867520728,0.047047042216796335,0.08408849235880728,0.0711,0.0071,0.038712413809077896,0.08557325811405543,0.07646363999007622,4278.662905702771
C,1.0005,0.038712413809077896,2,4,float64,150000,200000,記述的評価,50000,-0.007353996378215131,0.03618469214808899,0.14584925862311254,0.06404,0.00636,0.038712413809077896,0.07752653998147402,0.07646363999007622,3876.326999073701
C,1.0005,0.038712413809077896,2,5,float64,0,200000,記述的評価,200000,-0.009253719381672947,0.03320171759798039,0.1507907725312695,0.06041,0.00602,0.038712413809077896,0.07290465524666111,0.07646363999007622,14580.931049332223
C,1.0005,0.038712413809077896,2,5,float64,0,50000,記述的評価,50000,-0.018238867785425945,0.0223499315773241,0.3302591218828197,0.0503,0.0048,0.038712413809077896,0.06088388941645981,0.07646363999007622,3044.1944708229903
C,1.0005,0.038712413809077896,2,5,float64,50000,100000,記述的評価,50000,-0.004410788738228011,0.03636438264614516,0.11720576370563274,0.05954,0.00592,0.038712413809077896,0.07089804413567966,0.07646363999007622,3544.902206783983
C,1.0005,0.038712413809077896,2,5,float64,100000,150000,記述的評価,50000,-0.011941984224467678,0.04026399901515714,0.12884819478003956,0.08158,0.00812,0.038712413809077896,0.09694441721229032,0.07646363999007622,4847.220860614516
C,1.0005,0.038712413809077896,2,5,float64,150000,200000,記述的評価,50000,-0.0007917210638452453,0.033467085365552124,0.10097049318806017,0.05022,0.00524,0.038712413809077896,0.06289227022221472,0.07646363999007622,3144.613511110736
C,1.0005,0.038712413809077896,2,6,float64,0,200000,記述的評価,200000,0.008907513594282608,0.04741181078239477,0.07998648560520039,0.073465,0.007225,0.038712413809077896,0.08792166816297496,0.07646363999007622,17584.333632594993
C,1.0005,0.038712413809077896,2,6,float64,0,50000,記述的評価,50000,-0.015333528376633286,0.05780388446503713,0.12187417087461339,0.09226,0.00928,0.038712413809077896,0.11141339307516608,0.07646363999007622,5570.669653758304
C,1.0005,0.038712413809077896,2,6,float64,50000,100000,記述的評価,50000,0.0044466349979404565,0.043107119133739394,0.05946786375436186,0.05974,0.00568,0.038712413809077896,0.07117733190564395,0.07646363999007622,3558.8665952821975
C,1.0005,0.038712413809077896,2,6,float64,100000,150000,記述的評価,50000,0.011516818590583244,0.0388020187099169,0.10789314832396996,0.07184,0.00692,0.038712413809077896,0.08465120074206502,0.07646363999007622,4232.560037103251
C,1.0005,0.038712413809077896,2,6,float64,150000,200000,記述的評価,50000,0.021143698058685545,0.04276165916197021,0.201328063237668,0.07002,0.00702,0.038712413809077896,0.08444474692902468,0.07646363999007622,4222.237346451234
C,1.0005,0.038712413809077896,2,7,float64,0,200000,記述的評価,200000,0.011606070231394556,0.03813096750606371,0.11397533899748657,0.06235,0.006325,0.038712413809077896,0.07495430594708366,0.07646363999007622,14990.861189416733
C,1.0005,0.038712413809077896,2,7,float64,0,50000,記述的評価,50000,0.01554022711398405,0.03680306981600139,0.14410663132119628,0.06824,0.00692,0.038712413809077896,0.08160444216191332,0.07646363999007622,4080.222108095666
C,1.0005,0.038712413809077896,2,7,float64,50000,100000,記述的評価,50000,0.017949868839258636,0.028590180518370832,0.22879923049461953,0.05316,0.00504,0.038712413809077896,0.06291302999576265,0.07646363999007622,3145.6514997881322
C,1.0005,0.038712413809077896,2,7,float64,100000,150000,記述的評価,50000,0.008415086048396782,0.03632357112996535,0.10967314636001407,0.05856,0.00572,0.038712413809077896,0.07047326298383472,0.07646363999007622,3523.6631491917356
C,1.0005,0.038712413809077896,2,7,float64,150000,200000,記述的評価,50000,-0.010995500110741258,0.04661478796981317,0.0889566420652168,0.06944,0.00762,0.038712413809077896,0.08482648864682403,0.07646363999007622,4241.324432341202
C,1.0005,0.038712413809077896,2,8,float64,0,200000,記述的評価,200000,0.0018511270095081618,0.03255464190591661,0.062396900497669106,0.06498,0.006585,0.038712413809077896,0.0783120913812565,0.07646363999007622,15662.4182762513
C,1.0005,0.038712413809077896,2,8,float64,0,50000,記述的評価,50000,-0.004868696427964111,0.04298394771378007,0.08471535949913095,0.0762,0.00742,0.038712413809077896,0.09022227777762735,0.07646363999007622,4511.1138888813675
C,1.0005,0.038712413809077896,2,8,float64,50000,100000,記述的評価,50000,-0.0008497514680570039,0.016291899926022122,0.12695471237455624,0.04666,0.00434,0.038712413809077896,0.055180192327590964,0.07646363999007622,2759.0096163795483
C,1.0005,0.038712413809077896,2,8,float64,100000,150000,記述的評価,50000,0.012278868865555407,0.05571920365496306,0.17695556820996344,0.08522,0.00914,0.038712413809077896,0.10381756113167688,0.07646363999007622,5190.878056583844
C,1.0005,0.038712413809077896,2,8,float64,150000,200000,記述的評価,50000,0.0018164807698454937,0.025964468132046677,0.07947725572804987,0.05184,0.00544,0.038712413809077896,0.06402833428813073,0.07646363999007622,3201.4167144065364
C,1.0005,0.038712413809077896,2,9,float64,0,200000,記述的評価,200000,0.004000503553604033,0.034446275929895104,0.1005980130628416,0.05806,0.005505,0.038712413809077896,0.06983531973036522,0.07646363999007622,13967.063946073044
C,1.0005,0.038712413809077896,2,9,float64,0,50000,記述的評価,50000,0.003926381967708566,0.019442044885171185,0.2317130130628416,0.0426,0.00412,0.038712413809077896,0.051872438932095546,0.07646363999007622,2593.6219466047773
C,1.0005,0.038712413809077896,2,9,float64,50000,100000,記述的評価,50000,-0.005309564111248233,0.04676539970128762,0.09857726180532,0.07576,0.00708,0.038712413809077896,0.08965905251765992,0.07646363999007622,4482.952625882996
C,1.0005,0.038712413809077896,2,9,float64,100000,150000,記述的評価,50000,0.00934047579635594,0.03601533702520014,0.19889510857159615,0.05698,0.00554,0.038712413809077896,0.06871801819540987,0.07646363999007622,3435.9009097704934
C,1.0005,0.038712413809077896,2,9,float64,150000,200000,記述的評価,50000,0.004548724084187765,0.032740356943275574,0.11547933561808199,0.0569,0.00528,0.038712413809077896,0.06909176927629548,0.07646363999007622,3454.5884638147745
C,1.0005,0.038712413809077896,2,10,float64,0,200000,記述的評価,200000,0.00556263355523059,0.03629551334807092,0.045774759374168306,0.05488,0.005555,0.038712413809077896,0.06669034986211372,0.07646363999007622,13338.069972422743
C,1.0005,0.038712413809077896,2,10,float64,0,50000,記述的評価,50000,0.008186223430518828,0.04110390143048703,0.07490648730896543,0.06522,0.00658,0.038712413809077896,0.07997227801458684,0.07646363999007622,3998.613900729342
C,1.0005,0.038712413809077896,2,10,float64,50000,100000,記述的評価,50000,-0.00706740920333191,0.03661016133001688,0.07551074492077148,0.05742,0.00538,0.038712413809077896,0.06694121818159679,0.07646363999007622,3347.06090907984
C,1.0005,0.038712413809077896,2,10,float64,100000,150000,記述的評価,50000,0.010883414628287433,0.02466801794001744,0.17126357630565037,0.05006,0.0054,0.038712413809077896,0.061135906194134906,0.07646363999007622,3056.7953097067452
C,1.0005,0.038712413809077896,2,10,float64,150000,200000,記述的評価,50000,-0.011149031214827177,0.03794120959856297,0.09236712833538102,0.04682,0.00486,0.038712413809077896,0.05871199705813628,0.07646363999007622,2935.5998529068142
C,1.0005,0.038712413809077896,2,11,float64,0,200000,記述的評価,200000,0.0011045479778763127,0.03665378764420653,0.03667242885153155,0.06274,0.006245,0.038712413809077896,0.07626914958327405,0.07646363999007622,15253.82991665481
C,1.0005,0.038712413809077896,2,11,float64,0,50000,記述的評価,50000,0.025127258887897925,0.025951105967657418,0.307940449321866,0.07262,0.00732,0.038712413809077896,0.08903933416626499,0.07646363999007622,4451.966708313249
C,1.0005,0.038712413809077896,2,11,float64,50000,100000,記述的評価,50000,-0.009636904683361518,0.03196508470403003,0.20522530535582084,0.05212,0.00538,0.038712413809077896,0.06339312106312962,0.07646363999007622,3169.6560531564814
C,1.0005,0.038712413809077896,2,11,float64,100000,150000,記述的評価,50000,-0.005617268766918978,0.021872853719534863,0.16021803397332368,0.04364,0.0038,0.038712413809077896,0.050959158177910205,0.07646363999007622,2547.95790889551
C,1.0005,0.038712413809077896,2,11,float64,150000,200000,記述的評価,50000,0.002577550527073311,0.05063585905935654,0.05559926941309401,0.08258,0.00848,0.038712413809077896,0.10168498492579128,0.07646363999007622,5084.249246289564
C,1.0005,0.038712413809077896,2,12,float64,0,200000,記述的評価,200000,-0.005810328790429101,0.04304888318625687,0.04869362685383427,0.069785,0.00681,0.038712413809077896,0.08218395574991218,0.07646363999007622,16436.791149982437
C,1.0005,0.038712413809077896,2,12,float64,0,50000,記述的評価,50000,0.006866898825575631,0.026890776974822814,0.24446330269142735,0.06522,0.00642,0.038712413809077896,0.07641399839731884,0.07646363999007622,3820.6999198659423
C,1.0005,0.038712413809077896,2,12,float64,50000,100000,記述的評価,50000,-0.014639339440746937,0.05222341679752306,0.1354965653780712,0.07924,0.0078,0.038712413809077896,0.09335049192550073,0.07646363999007622,4667.524596275036
C,1.0005,0.038712413809077896,2,12,float64,100000,150000,記述的評価,50000,-0.015480538643840542,0.040907919155020955,0.15378165465705246,0.0648,0.00638,0.038712413809077896,0.07741420924010371,0.07646363999007622,3870.710462005186
C,1.0005,0.038712413809077896,2,12,float64,150000,200000,記述的評価,50000,-0.009883311579393237,0.04074072645706593,0.13228055296980423,0.06988,0.00664,0.038712413809077896,0.08155712343672546,0.07646363999007622,4077.856171836273
C,1.0005,0.038712413809077896,2,13,float64,0,200000,記述的評価,200000,-0.007054230015624164,0.0488843192137151,0.061083009152818835,0.075895,0.00781,0.038712413809077896,0.09228096156523383,0.07646363999007622,18456.192313046766
C,1.0005,0.038712413809077896,2,13,float64,0,50000,記述的評価,50000,-0.0062853604042386714,0.03603448753388626,0.06852141733576084,0.05988,0.00576,0.038712413809077896,0.07293888451967517,0.07646363999007622,3646.9442259837588
C,1.0005,0.038712413809077896,2,13,float64,50000,100000,記述的評価,50000,0.004968858520754467,0.05093082509055398,0.07716015033808593,0.08738,0.00944,0.038712413809077896,0.1066084720290961,0.07646363999007622,5330.423601454805
C,1.0005,0.038712413809077896,2,13,float64,100000,150000,記述的評価,50000,-0.019807944665619096,0.06071086805538955,0.1567722291019441,0.0839,0.0085,0.038712413809077896,0.10187283526989549,0.07646363999007622,5093.641763494775
C,1.0005,0.038712413809077896,2,13,float64,150000,200000,記述的評価,50000,-0.006221101001414421,0.051068219312328786,0.06106708074192513,0.07242,0.00754,0.038712413809077896,0.0877036544422686,0.07646363999007622,4385.18272211343
C,1.0005,0.038712413809077896,2,14,float64,0,200000,記述的評価,200000,0.006525643126254276,0.04087470655507178,0.07383132232014328,0.06635,0.00678,0.038712413809077896,0.08060259229229344,0.07646363999007622,16120.518458458688
C,1.0005,0.038712413809077896,2,14,float64,0,50000,記述的評価,50000,0.007352799933686859,0.028236747071752305,0.1147395846930454,0.0503,0.00526,0.038712413809077896,0.06254008855368048,0.07646363999007622,3127.0044276840244
C,1.0005,0.038712413809077896,2,14,float64,50000,100000,記述的評価,50000,0.016019241596642895,0.05665697794827492,0.13504391294018137,0.0794,0.00806,0.038712413809077896,0.09484553879679908,0.07646363999007622,4742.276939839954
C,1.0005,0.038712413809077896,2,14,float64,100000,150000,記述的評価,50000,-0.0032359950049275065,0.05407185151153016,0.07268910448762911,0.07828,0.00768,0.038712413809077896,0.095413110893151,0.07646363999007622,4770.65554465755
C,1.0005,0.038712413809077896,2,14,float64,150000,200000,記述的評価,50000,0.004381778899421504,0.031875686518877414,0.13338632232014325,0.05742,0.00612,0.038712413809077896,0.06961163092554319,0.07646363999007622,3480.5815462771593
C,1.0005,0.038712413809077896,2,15,float64,0,200000,記述的評価,200000,0.00015548684082841404,0.043792426591603414,0.053769406139501486,0.073765,0.00736,0.038712413809077896,0.08849744849180574,0.07646363999007622,17699.489698361147
C,1.0005,0.038712413809077896,2,15,float64,0,50000,記述的評価,50000,0.010792290495590353,0.045614053559339715,0.09563005843914041,0.06926,0.0073,0.038712413809077896,0.08417607348619746,0.07646363999007622,4208.803674309873
C,1.0005,0.038712413809077896,2,15,float64,50000,100000,記述的評価,50000,0.005279480082434347,0.056091845300211926,0.1109159930445861,0.09948,0.00996,0.038712413809077896,0.11888605943715727,0.07646363999007622,5944.302971857864
C,1.0005,0.038712413809077896,2,15,float64,100000,150000,記述的評価,50000,-0.011535825195876804,0.044674414070693544,0.1221717291465595,0.07814,0.00754,0.038712413809077896,0.09228199743981919,0.07646363999007622,4614.099871990959
C,1.0005,0.038712413809077896,2,15,float64,150000,200000,記述的評価,50000,0.00016767767722468483,0.03185493950673486,0.09464828334292641,0.04818,0.00464,0.038712413809077896,0.0586456636040491,0.07646363999007622,2932.2831802024552
C,1.0005,0.038712413809077896,2,16,float64,0,200000,記述的評価,200000,-0.010010586781513882,0.042078150110611334,0.10296195702597927,0.06828,0.006585,0.038712413809077896,0.08044822023703377,0.07646363999007622,16089.644047406753
C,1.0005,0.038712413809077896,2,16,float64,0,50000,記述的評価,50000,0.005762538294672052,0.04648389365482959,0.0481200240138987,0.07212,0.00704,0.038712413809077896,0.08542175434454596,0.07646363999007622,4271.0877172272985
C,1.0005,0.038712413809077896,2,16,float64,50000,100000,記述的評価,50000,-0.01745411455919886,0.044121591281669884,0.20666974979078773,0.07234,0.00674,0.038712413809077896,0.08411600194934919,0.07646363999007622,4205.80009746746
C,1.0005,0.038712413809077896,2,16,float64,100000,150000,記述的評価,50000,-0.005359306777228566,0.03455500458000939,0.08336436168074263,0.0623,0.00614,0.038712413809077896,0.0736807647112045,0.07646363999007622,3684.0382355602246
C,1.0005,0.038712413809077896,2,16,float64,150000,200000,記述的評価,50000,-0.013442319038980993,0.04291632877232225,0.1284987757428699,0.06636,0.00642,0.038712413809077896,0.07857435994303541,0.07646363999007622,3928.7179971517708
C,1.0005,0.038712413809077896,2,17,float64,0,200000,記述的評価,200000,-0.002187965533949126,0.03364650709650094,0.05389113773165333,0.06184,0.00628,0.038712413809077896,0.07409309375697504,0.07646363999007622,14818.618751395008
C,1.0005,0.038712413809077896,2,17,float64,0,50000,記述的評価,50000,-0.003181297110927567,0.034972219325297524,0.05194585822032577,0.07038,0.00756,0.038712413809077896,0.08506796736955595,0.07646363999007622,4253.398368477798
C,1.0005,0.038712413809077896,2,17,float64,50000,100000,記述的評価,50000,0.001907199893121029,0.025798786340420037,0.07980558880080407,0.05,0.0049,0.038712413809077896,0.05983449049992847,0.07646363999007622,2991.7245249964235
C,1.0005,0.038712413809077896,2,17,float64,100000,150000,記述的評価,50000,-0.02452354780358565,0.045420166862866485,0.18255746679544282,0.081,0.00828,0.038712413809077896,0.09659853017064426,0.07646363999007622,4829.926508532213
C,1.0005,0.038712413809077896,2,17,float64,150000,200000,記述的評価,50000,0.0032561612843343734,0.021832119523278404,0.12346103713273537,0.04598,0.00438,0.038712413809077896,0.05487138698777144,0.07646363999007622,2743.569349388572
C,1.0005,0.038712413809077896,2,18,float64,0,200000,記述的評価,200000,0.00013024340848456214,0.04453419410957854,0.026538951168903535,0.070065,0.00689,0.038712413809077896,0.08342062519197069,0.07646363999007622,16684.125038394137
C,1.0005,0.038712413809077896,2,18,float64,0,50000,記述的評価,50000,0.00023728649388789636,0.043995490355446774,0.08075620081179624,0.07738,0.00794,0.038712413809077896,0.094125217585547,0.07646363999007622,4706.26087927735
C,1.0005,0.038712413809077896,2,18,float64,50000,100000,記述的評価,50000,-0.004562520802937484,0.04169248000535939,0.09301165369546094,0.06204,0.00544,0.038712413809077896,0.07223976507711204,0.07646363999007622,3611.988253855602
