stage,beta,gamma0,condition,seed,dtype,start,stop,status,n,median,estimated_scale,ks,tail10,tail100,theoretical_scale,lyapunov,theoretical_lyapunov,log_sensitivity
C,1.0001,0.017318949386946766,0,10,float32,150000,200000,記述的評価,50000,-0.0010923355584964156,0.008424869767623022,0.18811542058155442,0.0637,0.0061,0.017318949386946766,0.033607843368507556,0.03444136656343561,1680.3921684253778
C,1.0001,0.017318949386946766,0,11,float64,0,200000,記述的評価,200000,-0.002508575595682277,0.026423613411985444,0.07706699187216404,0.08489,0.00871,0.017318949386946766,0.046720519072957344,0.03444136656343561,9344.103814591468
C,1.0001,0.017318949386946766,0,11,float64,0,50000,記述的評価,50000,0.014126914539212339,0.030468312201194635,0.2991177069350301,0.07714,0.00808,0.017318949386946766,0.042005405866940654,0.03444136656343561,2100.2702933470327
C,1.0001,0.017318949386946766,0,11,float64,50000,100000,記述的評価,50000,0.009499331103080174,0.03167219141730826,0.29346209941047907,0.12508,0.01278,0.017318949386946766,0.06758531889203875,0.03444136656343561,3379.265944601938
C,1.0001,0.017318949386946766,0,11,float64,100000,150000,記述的評価,50000,-0.007554276321799908,0.016579827355799007,0.2520801545975486,0.03814,0.00348,0.017318949386946766,0.020771534323313443,0.03444136656343561,1038.5767161656722
C,1.0001,0.017318949386946766,0,11,float64,150000,200000,記述的評価,50000,-0.014338811592548349,0.031397384734062374,0.3066068103383788,0.0992,0.0105,0.017318949386946766,0.05651981720953645,0.03444136656343561,2825.9908604768225
C,1.0001,0.017318949386946766,0,11,float32,0,200000,記述的評価,200000,0.0005543844890780747,0.013125558500178158,0.060132556103490886,0.051495,0.005755,0.017318949386946766,0.03031210066957935,0.03444136656343561,6062.42013391587
C,1.0001,0.017318949386946766,0,11,float32,0,50000,記述的評価,50000,0.011951854452490807,0.01958280472899787,0.29023771084907285,0.07768,0.00846,0.017318949386946766,0.04377723380332022,0.03444136656343561,2188.861690166011
C,1.0001,0.017318949386946766,0,11,float32,50000,100000,記述的評価,50000,-0.006076528923586011,0.004529569181613624,0.45974318041135154,0.01382,0.00178,0.017318949386946766,0.010703155656706211,0.03444136656343561,535.1577828353105
C,1.0001,0.017318949386946766,0,11,float32,100000,150000,記述的評価,50000,-0.009026853367686272,0.016938251559622586,0.2005503173906037,0.05372,0.00582,0.017318949386946766,0.030251459496327078,0.03444136656343561,1512.572974816354
C,1.0001,0.017318949386946766,0,11,float32,150000,200000,記述的評価,50000,0.0034050075337290764,0.006717885727994144,0.3937852495455902,0.06076,0.00696,0.017318949386946766,0.03651655372196386,0.03444136656343561,1825.8276860981928
