beta,gamma0,t,gamma,fixed,convergence_step,status,A,H,H_over_t,delta_H,Q
0.5,0.1,0,0.1,0.0,37,整合,,,,,
0.5,0.1,1,0.04995837495787998,0.0,37,整合,,,,,
0.5,0.1,2,0.02497399343895132,0.0,37,整合,,,,,
0.5,0.1,4,0.006243092761378258,0.0,37,整合,,,,,
0.5,0.1,8,0.0003901916143904286,0.0,37,整合,,,,,
0.5,0.1,16,1.5241859679289446e-06,0.0,37,整合,,,,,
0.5,0.1,32,2.325723217664416e-11,0.0,37,整合,,,,,
0.5,0.1,64,5.414996337295547e-21,0.0,37,整合,,,,,
0.5,0.1,128,2.9354753964484406e-40,0.0,37,整合,,,,,
0.5,0.1,256,8.626586863757392e-79,0.0,37,整合,,,,,
0.5,0.1,512,7.450065821057239e-156,0.0,37,整合,,,,,
0.5,0.1,1024,5.55651293633137e-310,0.0,37,整合,,,,,
0.5,0.1,2048,0.0,0.0,37,整合,,,,,
0.5,0.1,4096,0.0,0.0,37,整合,,,,,
0.5,1.0,0,1.0,0.0,40,整合,,,,,
0.5,1.0,1,0.46211715726000974,0.0,40,整合,,,,,
0.5,1.0,2,0.2270326087174543,0.0,40,整合,,,,,
0.5,1.0,4,0.05645551423322024,0.0,40,整合,,,,,
0.5,1.0,8,0.003527225540767175,0.0,40,整合,,,,,
0.5,1.0,16,1.3778205722357871e-05,0.0,40,整合,,,,,
0.5,1.0,32,2.1023873477275458e-10,0.0,40,整合,,,,,
0.5,1.0,64,4.895001993811563e-20,0.0,40,整合,,,,,
0.5,1.0,128,2.6535858980056862e-39,0.0,40,整合,,,,,
0.5,1.0,256,7.798188081318427e-78,0.0,40,整合,,,,,
0.5,1.0,512,6.734646669459448e-155,0.0,40,整合,,,,,
0.5,1.0,1024,5.02292895650712e-309,0.0,40,整合,,,,,
0.5,1.0,2048,0.0,0.0,40,整合,,,,,
0.5,1.0,4096,0.0,0.0,40,整合,,,,,
0.5,10.0,0,10.0,0.0,41,整合,,,,,
0.5,10.0,1,0.9999092042625951,0.0,41,整合,,,,,
0.5,10.0,2,0.46208145346007695,0.0,41,整合,,,,,
0.5,10.0,4,0.11302285825604029,0.0,41,整合,,,,,
0.5,10.0,8,0.00705396018653731,0.0,41,整合,,,,,
0.5,10.0,16,2.755437964119039e-05,0.0,41,整合,,,,,
0.5,10.0,32,4.204464666574996e-10,0.0,41,整合,,,,,
0.5,10.0,64,9.789282145386087e-20,0.0,41,整合,,,,,
0.5,10.0,128,5.3067804845505775e-39,0.0,41,整合,,,,,
0.5,10.0,256,1.5595226201607914e-77,0.0,41,整合,,,,,
0.5,10.0,512,1.3468300213191124e-154,0.0,41,整合,,,,,
0.5,10.0,1024,1.0045117206007577e-308,0.0,41,整合,,,,,
0.5,10.0,2048,0.0,0.0,41,整合,,,,,
0.5,10.0,4096,0.0,0.0,41,整合,,,,,
0.9,0.1,0,0.1,0.0,241,整合,,,,,
0.9,0.1,1,0.08975778474716012,0.0,241,整合,,,,,
0.9,0.1,2,0.08060674315739395,0.0,241,整合,,,,,
0.9,0.1,4,0.06508502540610224,0.0,241,整合,,,,,
0.9,0.1,8,0.04255659420519657,0.0,241,整合,,,,,
0.9,0.1,16,0.018280924816008303,0.0,241,整合,,,,,
0.9,0.1,32,0.003385939822164526,0.0,241,整合,,,,,
0.9,0.1,64,0.00011626057599394618,0.0,241,整合,,,,,
0.9,0.1,128,1.3707336237542437e-07,0.0,241,整合,,,,,
0.9,0.1,256,1.9054355965938837e-13,0.0,241,整合,,,,,
0.9,0.1,512,3.681939861587996e-25,0.0,241,整合,,,,,
0.9,0.1,1024,1.3748063318716144e-48,0.0,241,整合,,,,,
0.9,0.1,2048,1.9167752347540453e-95,0.0,241,整合,,,,,
0.9,0.1,4096,3.725894223301694e-189,0.0,241,整合,,,,,
0.9,1.0,0,1.0,0.0,256,整合,,,,,
0.9,1.0,1,0.7162978701990244,0.0,256,整合,,,,,
0.9,1.0,2,0.5680696145046881,0.0,256,整合,,,,,
0.9,1.0,4,0.4001567671802372,0.0,256,整合,,,,,
0.9,1.0,8,0.23374099357398992,0.0,256,整合,,,,,
0.9,1.0,16,0.0947852310505868,0.0,256,整合,,,,,
0.9,1.0,32,0.017351192511865052,0.0,256,整合,,,,,
0.9,1.0,64,0.0005955306567589541,0.0,256,整合,,,,,
0.9,1.0,128,7.021412826202464e-07,0.0,256,整合,,,,,
0.9,1.0,256,9.760357304707586e-13,0.0,256,整合,,,,,
0.9,1.0,512,1.8860279868700217e-24,0.0,256,整合,,,,,
0.9,1.0,1024,7.042274767947107e-48,0.0,256,整合,,,,,
0.9,1.0,2048,9.818443193491821e-95,0.0,256,整合,,,,,
0.9,1.0,4096,1.9085430630128723e-188,0.0,256,整合,,,,,
0.9,10.0,0,10.0,0.0,257,整合,,,,,
0.9,10.0,1,0.999999969540041,0.0,257,整合,,,,,
0.9,10.0,2,0.7162978568506896,0.0,257,整合,,,,,
0.9,10.0,4,0.4709284073279897,0.0,257,整合,,,,,
0.9,10.0,8,0.26460335854897554,0.0,257,整合,,,,,
0.9,10.0,16,0.1056340312444838,0.0,257,整合,,,,,
0.9,10.0,32,0.019281037745553228,0.0,257,整合,,,,,
0.9,10.0,64,0.0006617008030846117,0.0,257,整合,,,,,
0.9,10.0,128,7.801569749438006e-07,0.0,257,整合,,,,,
0.9,10.0,256,1.0844841369807913e-12,0.0,257,整合,,,,,
0.9,10.0,512,2.09558663664479e-24,0.0,257,整合,,,,,
0.9,10.0,1024,7.82474968453785e-48,0.0,257,整合,,,,,
0.9,10.0,2048,1.0909381245759572e-94,0.0,257,整合,,,,,
0.9,10.0,4096,2.1206033877303886e-188,0.0,257,整合,,,,,
0.95,0.1,0,0.1,0.0,494,整合,,,,,
0.95,0.1,1,0.09471523628617855,0.0,494,整合,,,,,
0.95,0.1,2,0.08973742454461724,0.0,494,整合,,,,,
0.95,0.1,4,0.08061706597714031,0.0,494,整合,,,,,
0.95,0.1,8,0.06522413506619147,0.0,494,整合,,,,,
0.95,0.1,16,0.0429563985746935,0.0,494,整合,,,,,
0.95,0.1,32,0.018820050100220965,0.0,494,整合,,,,,
0.95,0.1,64,0.00364183113774503,0.0,494,整合,,,,,
0.95,0.1,128,0.00013665099449592093,0.0,494,整合,,,,,
0.95,0.1,256,1.9241292809089248e-07,0.0,494,整合,,,,,
0.95,0.1,512,3.8148476846659475e-13,0.0,494,整合,,,,,
0.95,0.1,1024,1.4995574557307103e-24,0.0,494,整合,,,,,
0.95,0.1,2048,2.317047442512427e-47,0.0,494,整合,,,,,
0.95,0.1,4096,5.531953970061364e-93,0.0,494,整合,,,,,
0.95,1.0,0,1.0,0.0,520,整合,,,,,
0.95,1.0,1,0.7397830512740042,0.0,520,整合,,,,,
0.95,1.0,2,0.6061381812301552,0.0,520,整合,,,,,
0.95,1.0,4,0.45710658053383335,0.0,520,整合,,,,,
0.95,1.0,8,0.31024902505284213,0.0,520,整合,,,,,
0.95,1.0,16,0.17817249280765698,0.0,520,整合,,,,,
0.95,1.0,32,0.07286564062320874,0.0,520,整合,,,,,
0.95,1.0,64,0.013897431705283333,0.0,520,整合,,,,,
0.95,1.0,128,0.0005211791058658912,0.0,520,整合,,,,,
0.95,1.0,256,7.338513702120494e-07,0.0,520,整合,,,,,
0.95,1.0,512,1.4549600322155033e-12,0.0,520,整合,,,,,
0.95,1.0,1024,5.719222219195896e-24,0.0,520,整合,,,,,
0.95,1.0,2048,8.837080010175902e-47,0.0,520,整合,,,,,
0.95,1.0,4096,2.109854073295707e-92,0.0,520,整合,,,,,
0.95,10.0,0,10.0,0.0,521,整合,,,,,
0.95,10.0,1,0.9999999887944072,0.0,521,整合,,,,,
0.95,10.0,2,0.739783046454647,0.0,521,整合,,,,,
0.95,10.0,4,0.5196289108526356,0.0,521,整合,,,,,
0.95,10.0,8,0.3377062449727518,0.0,521,整合,,,,,
0.95,10.0,16,0.18957329138035464,0.0,521,整合,,,,,
0.95,10.0,32,0.07683685320186878,0.0,521,整合,,,,,
0.95,10.0,64,0.014629817367727145,0.0,521,整合,,,,,
0.95,10.0,128,0.00054860963401226,0.0,521,整合,,,,,
0.95,10.0,256,7.724751254376838e-07,0.0,521,整合,,,,,
0.95,10.0,512,1.5315368738325347e-12,0.0,521,整合,,,,,
0.95,10.0,1024,6.0202339063589216e-24,0.0,521,整合,,,,,
0.95,10.0,2048,9.302189471131888e-47,0.0,521,整合,,,,,
0.95,10.0,4096,2.2208990213550634e-92,0.0,521,整合,,,,,
0.98,0.1,0,0.1,0.0,1251,整合,,,,,
0.98,0.1,1,0.09768746989410342,0.0,1251,整合,,,,,
0.98,0.1,2,0.09544232393437398,0.0,1251,整合,,,,,
0.98,0.1,4,0.0911427955591576,0.0,1251,整合,,,,,
0.98,0.1,8,0.08323653332305533,0.0,1251,整合,,,,,
0.98,0.1,16,0.06974324065977483,0.0,1251,整合,,,,,
0.98,0.1,32,0.04956032874788464,0.0,1251,整合,,,,,
0.98,0.1,64,0.025597603368585766,0.0,1251,整合,,,,,
0.98,0.1,128,0.006991192028051823,0.0,1251,整合,,,,,
0.98,0.1,256,0.0005264030027321555,0.0,1251,整合,,,,,
0.98,0.1,512,2.986707980379689e-06,0.0,1251,整合,,,,,
0.98,0.1,1024,9.614872219680507e-11,0.0,1251,整合,,,,,
0.98,0.1,2048,9.964259422834497e-20,0.0,1251,整合,,,,,
0.98,0.1,4096,1.0701583494804636e-37,0.0,1251,整合,,,,,
0.98,1.0,0,1.0,0.0,1298,整合,,,,,
0.98,1.0,1,0.753065904869552,0.0,1298,整合,,,,,
0.98,1.0,2,0.6279380661107493,0.0,1298,整合,,,,,
0.98,1.0,4,0.49067165248100086,0.0,1298,整合,,,,,
0.98,1.0,8,0.358776430586023,0.0,1298,整合,,,,,
0.98,1.0,16,0.24283875509823516,0.0,1298,整合,,,,,
0.98,1.0,32,0.14568238373482592,0.0,1298,整合,,,,,
0.98,1.0,64,0.06828310297047364,0.0,1298,整合,,,,,
0.98,1.0,128,0.01811949608026147,0.0,1298,整合,,,,,
0.98,1.0,256,0.0013612586444586353,0.0,1298,整合,,,,,
0.98,1.0,512,7.723417688617108e-06,0.0,1298,整合,,,,,
0.98,1.0,1024,2.4863386254245767e-10,0.0,1298,整合,,,,,
0.98,1.0,2048,2.5766877094875584e-19,0.0,1298,整合,,,,,
0.98,1.0,4096,2.7673545511999585e-37,0.0,1298,整合,,,,,
0.98,10.0,0,10.0,0.0,1299,整合,,,,,
0.98,10.0,1,0.9999999938502403,0.0,1299,整合,,,,,
0.98,10.0,2,0.7530659022606154,0.0,1299,整合,,,,,
0.98,10.0,4,0.5479026411526903,0.0,1299,整合,,,,,
0.98,10.0,8,0.38314373020698417,0.0,1299,整合,,,,,
0.98,10.0,16,0.2528454716804211,0.0,1299,整合,,,,,
0.98,10.0,32,0.14972074797021173,0.0,1299,整合,,,,,
0.98,10.0,64,0.06978523063455169,0.0,1299,整合,,,,,
0.98,10.0,128,0.018491305550430714,0.0,1299,整合,,,,,
0.98,10.0,256,0.0013890402906485194,0.0,1299,整合,,,,,
0.98,10.0,512,7.881038455384845e-06,0.0,1299,整合,,,,,
0.98,10.0,1024,2.5370802292059733e-10,0.0,1299,整合,,,,,
0.98,10.0,2048,2.629273172097621e-19,0.0,1299,整合,,,,,
0.98,10.0,4096,2.8238311737821526e-37,0.0,1299,整合,,,,,
0.99,0.1,0,0.1,0.0,2507,整合,,,,,
0.99,0.1,1,0.09867782997643838,0.0,2507,整合,,,,,
0.99,0.1,2,0.09738146059000236,0.0,2507,整合,,,,,
0.99,0.1,4,0.09486286457486262,0.0,2507,整合,,,,,
0.99,0.1,8,0.09010146104441871,0.0,2507,整合,,,,,
0.99,0.1,16,0.08154085618310702,0.0,2507,整合,,,,,
0.99,0.1,32,0.06743268716667633,0.0,2507,整合,,,,,
0.99,0.1,64,0.04724237493731864,0.0,2507,整合,,,,,
0.99,0.1,128,0.024196965087256495,0.0,2507,整合,,,,,
0.99,0.1,256,0.006625880837334785,0.0,2507,整合,,,,,
0.99,0.1,512,0.0005052920512145013,0.0,2507,整合,,,,,
0.99,0.1,1024,2.9427968330476336e-06,0.0,2507,整合,,,,,
0.99,0.1,2048,9.98158588236963e-11,0.0,2507,整合,,,,,
0.99,0.1,4096,1.1483600713599637e-19,0.0,2507,整合,,,,,
0.99,1.0,0,1.0,0.0,2574,整合,,,,,
0.99,1.0,1,0.7573623242165263,0.0,2574,整合,,,,,
0.99,1.0,2,0.6350228774691086,0.0,2574,整合,,,,,
0.99,1.0,4,0.5016931094962128,0.0,2574,整合,,,,,
0.99,1.0,8,0.3751015832840162,0.0,2574,整合,,,,,
0.99,1.0,16,0.2660025733876211,0.0,2574,整合,,,,,
0.99,1.0,32,0.1767518051469747,0.0,2574,整合,,,,,
0.99,1.0,64,0.10506264487472246,0.0,2574,整合,,,,,
0.99,1.0,128,0.04914616764596285,0.0,2574,整合,,,,,
0.99,1.0,256,0.013105135618562356,0.0,2574,整合,,,,,
0.99,1.0,512,0.0009973264671140542,0.0,2574,整合,,,,,
0.99,1.0,1024,5.808311332879834e-06,0.0,2574,整合,,,,,
0.99,1.0,2048,1.9701040087355261e-10,0.0,2574,整合,,,,,
0.99,1.0,4096,2.266562454824059e-19,0.0,2574,整合,,,,,
0.99,10.0,0,10.0,0.0,2575,整合,,,,,
0.99,10.0,1,0.9999999949650026,0.0,2575,整合,,,,,
0.99,10.0,2,0.757362322091061,0.0,2575,整合,,,,,
0.99,10.0,4,0.5571375531791984,0.0,2575,整合,,,,,
0.99,10.0,8,0.3983301930246958,0.0,2575,整合,,,,,
0.99,10.0,16,0.2753101578321631,0.0,2575,整合,,,,,
0.99,10.0,32,0.18043206345751284,0.0,2575,整合,,,,,
0.99,10.0,64,0.10651696108527978,0.0,2575,整合,,,,,
0.99,10.0,128,0.04968261960653975,0.0,2575,整合,,,,,
0.99,10.0,256,0.013238268625714788,0.0,2575,整合,,,,,
0.99,10.0,512,0.0010074008057050525,0.0,2575,整合,,,,,
0.99,10.0,1024,5.866981143605528e-06,0.0,2575,整合,,,,,
0.99,10.0,2048,1.9900040489620378e-10,0.0,2575,整合,,,,,
0.99,10.0,4096,2.289457024769039e-19,0.0,2575,整合,,,,,
0.995,0.1,0,0.1,0.0,,未収束,,,,,
0.995,0.1,1,0.0991729368500791,0.0,,未収束,,,,,
0.995,0.1,2,0.09835803641266216,0.0,,未収束,,,,,
0.995,0.1,4,0.09676350321238152,0.0,,未収束,,,,,
0.995,0.1,8,0.09370756028644182,0.0,,未収束,,,,,
0.995,0.1,16,0.08807233011094766,0.0,,未収束,,,,,
0.995,0.1,32,0.07835733900504756,0.0,,未収束,,,,,
0.995,0.1,64,0.06330739202373573,0.0,,未収束,,,,,
0.995,0.1,128,0.043294871325741856,0.0,,未収束,,,,,
0.995,0.1,256,0.02183456771040784,0.0,,未収束,,,,,
0.995,0.1,512,0.0059651266162728065,0.0,,未収束,,,,,
0.995,0.1,1024,0.0004576456774863948,0.0,,未収束,,,,,
0.995,0.1,2048,2.6999830595309076e-06,0.0,,未収束,,,,,
0.995,0.1,4096,9.397891060636744e-11,0.0,,未収束,,,,,
0.995,1.0,0,1.0,0.0,,未収束,,,,,
0.995,1.0,1,0.7594862750644984,0.0,,未収束,,,,,
0.995,1.0,2,0.6385305806055549,0.0,,未収束,,,,,
0.995,1.0,4,0.5071669562498746,0.0,,未収束,,,,,
0.995,1.0,8,0.38326485534860555,0.0,,未収束,,,,,
0.995,1.0,16,0.27777173153318085,0.0,,未収束,,,,,
0.995,1.0,32,0.19320562902916705,0.0,,未収束,,,,,
0.995,1.0,64,0.12698910773338148,0.0,,未収束,,,,,
0.995,1.0,128,0.07508602738001745,0.0,,未収束,,,,,
0.995,1.0,256,0.03507966084511088,0.0,,未収束,,,,,
0.995,1.0,512,0.00937614976178449,0.0,,未収束,,,,,
0.995,1.0,1024,0.0007181080882405608,0.0,,未収束,,,,,
0.995,1.0,2048,4.236596402088184e-06,0.0,,未収束,,,,,
0.995,1.0,4096,1.4746415278467694e-10,0.0,,未収束,,,,,
0.995,10.0,0,10.0,0.0,,未収束,,,,,
0.995,10.0,1,0.999999995444146,0.0,,未収束,,,,,
0.995,10.0,2,0.7594862731461891,0.0,,未収束,,,,,
0.995,10.0,4,0.5617168417497527,0.0,,未収束,,,,,
0.995,10.0,8,0.40591062912615183,0.0,,未収束,,,,,
0.995,10.0,16,0.2866993742210675,0.0,,未収束,,,,,
0.995,10.0,32,0.1966482115887956,0.0,,未収束,,,,,
0.995,10.0,64,0.12832000831299828,0.0,,未収束,,,,,
0.995,10.0,128,0.07560564432294432,0.0,,未収束,,,,,
0.995,10.0,256,0.03527041301516436,0.0,,未収束,,,,,
0.995,10.0,512,0.009423542246205261,0.0,,未収束,,,,,
0.995,10.0,1024,0.0007217167956128578,0.0,,未収束,,,,,
0.995,10.0,2048,4.257885831011287e-06,0.0,,未収束,,,,,
0.995,10.0,4096,1.4820517866906638e-10,0.0,,未収束,,,,,
0.998,0.1,0,0.1,0.0,,未収束,,,,,
0.998,0.1,1,0.09946997742223106,0.0,,未収束,,,,,
0.998,0.1,2,0.09894622108206766,0.0,,未収束,,,,,
0.998,0.1,4,0.09791699900920796,0.0,,未収束,,,,,
0.998,0.1,8,0.0959283587776884,0.0,,未収束,,,,,
0.998,0.1,16,0.09220607663917837,0.0,,未収束,,,,,
0.998,0.1,32,0.08562216687227961,0.0,,未収束,,,,,
0.998,0.1,64,0.07499957034444987,0.0,,未収束,,,,,
0.998,0.1,128,0.059947651273079515,0.0,,未収束,,,,,
0.998,0.1,256,0.041672841527193284,0.0,,未収束,,,,,
0.998,0.1,512,0.022929916826857463,0.0,,未収束,,,,,
0.998,0.1,1024,0.007930648099571582,0.0,,未収束,,,,,
0.998,0.1,2048,0.0010156931484652974,0.0,,未収束,,,,,
0.998,0.1,4096,1.6829602898607907e-05,0.0,,未収束,,,,,
0.998,0.1,8192,4.6213724563124e-09,0.0,,未収束,,,,,
0.998,0.1,10000,1.2381966342767842e-10,0.0,,未収束,,,,,
0.998,1.0,0,1.0,0.0,,未収束,,,,,
0.998,1.0,1,0.7607529270441292,0.0,,未収束,,,,,
0.998,1.0,2,0.6406240295627432,0.0,,未収束,,,,,
0.998,1.0,4,0.5104387914563778,0.0,,未収束,,,,,
0.998,1.0,8,0.38815963605951803,0.0,,未収束,,,,,
0.998,1.0,16,0.2848774064971593,0.0,,未収束,,,,,
0.998,1.0,32,0.20330210169830304,0.0,,未収束,,,,,
0.998,1.0,64,0.14102491602189204,0.0,,未収束,,,,,
0.998,1.0,128,0.09383684043862851,0.0,,未収束,,,,,
0.998,1.0,256,0.05764798169073971,0.0,,未収束,,,,,
0.998,1.0,512,0.029673417453176507,0.0,,未収束,,,,,
0.998,1.0,1024,0.010026506217569526,0.0,,未収束,,,,,
0.998,1.0,2048,0.0012802228142973595,0.0,,未収束,,,,,
0.998,1.0,4096,2.1211676970554898e-05,0.0,,未収束,,,,,
0.998,1.0,8192,5.824680412058563e-09,0.0,,未収束,,,,,
0.998,1.0,10000,1.560596933081575e-10,0.0,,未収束,,,,,
0.998,10.0,0,10.0,0.0,,未収束,,,,,
0.998,10.0,1,0.9999999957094582,0.0,,未収束,,,,,
0.998,10.0,2,0.760752925240332,0.0,,未収束,,,,,
0.998,10.0,4,0.5644518934770428,0.0,,未収束,,,,,
0.998,10.0,8,0.41045227465789225,0.0,,未収束,,,,,
0.998,10.0,16,0.2935694396919909,0.0,,未収束,,,,,
0.998,10.0,32,0.2065878004006064,0.0,,未収束,,,,,
0.998,10.0,64,0.14225564673451782,0.0,,未収束,,,,,
0.998,10.0,128,0.0943023315814655,0.0,,未収束,,,,,
0.998,10.0,256,0.057827624893699726,0.0,,未収束,,,,,
0.998,10.0,512,0.02974161454933695,0.0,,未収束,,,,,
0.998,10.0,1024,0.01004693610079219,0.0,,未収束,,,,,
0.998,10.0,2048,0.0012827890918681915,0.0,,未収束,,,,,
0.998,10.0,4096,2.1254185343937406e-05,0.0,,未収束,,,,,
0.998,10.0,8192,5.836353118161283e-09,0.0,,未収束,,,,,
0.998,10.0,10000,1.5637243818094025e-10,0.0,,未収束,,,,,
0.999,0.1,0,0.1,0.0,,未収束,,,,,
0.999,0.1,1,0.09956898700941205,0.0,,未収束,,,,,
0.999,0.1,2,0.09914265556270063,0.0,,未収束,,,,,
0.999,0.1,4,0.09830369290281386,0.0,,未収束,,,,,
0.999,0.1,8,0.09667827924343331,0.0,,未収束,,,,,
0.999,0.1,16,0.09362082749088907,0.0,,未収束,,,,,
0.999,0.1,32,0.08816779374521896,0.0,,未収束,,,,,
0.999,0.1,64,0.07926222425752234,0.0,,未収束,,,,,
0.999,0.1,128,0.06645773033145219,0.0,,未収束,,,,,
0.999,0.1,256,0.050656104764337434,0.0,,未収束,,,,,
0.999,0.1,512,0.03384173964364002,0.0,,未収束,,,,,
0.999,0.1,1024,0.01817643150803747,0.0,,未収束,,,,,
0.999,0.1,2048,0.006233099339460425,0.0,,未収束,,,,,
0.999,0.1,4096,0.0007981417259369738,0.0,,未収束,,,,,
0.999,0.1,8192,1.3251766240705255e-05,0.0,,未収束,,,,,
0.999,0.1,16384,3.653871760806566e-09,0.0,,未収束,,,,,
0.999,0.1,20000,9.807509242824867e-11,0.0,,未収束,,,,,
0.999,1.0,0,1.0,0.0,,未収束,,,,,
0.999,1.0,1,0.76117386166057,0.0,,未収束,,,,,
0.999,1.0,2,0.6413199783812268,0.0,,未収束,,,,,
0.999,1.0,4,0.5115272700297492,0.0,,未収束,,,,,
0.999,1.0,8,0.38979042014271414,0.0,,未収束,,,,,
0.999,1.0,16,0.2872520081787438,0.0,,未収束,,,,,
0.999,1.0,32,0.20669865827110306,0.0,,未収束,,,,,
0.999,1.0,64,0.14582077207024358,0.0,,未収束,,,,,
0.999,1.0,128,0.100506969947527,0.0,,未収束,,,,,
0.999,1.0,256,0.0666492725215846,0.0,,未収束,,,,,
0.999,1.0,512,0.0408766653063105,0.0,,未収束,,,,,
0.999,1.0,1024,0.021027635126609136,0.0,,未収束,,,,,
0.999,1.0,2048,0.00710650910162502,0.0,,未収束,,,,,
0.999,1.0,4096,0.0009082724423137278,0.0,,未収束,,,,,
0.999,1.0,8192,1.5079825389817308e-05,0.0,,未収束,,,,,
0.999,1.0,16384,4.15791726732943e-09,0.0,,未収束,,,,,
0.999,1.0,20000,1.1160438761877325e-10,0.0,,未収束,,,,,
0.999,10.0,0,10.0,0.0,,未収束,,,,,
0.999,10.0,1,0.9999999957944167,0.0,,未収束,,,,,
0.999,10.0,2,0.7611738598934101,0.0,,未収束,,,,,
0.999,10.0,4,0.5653614656820116,0.0,,未収束,,,,,
0.999,10.0,8,0.411964847669231,0.0,,未収束,,,,,
0.999,10.0,16,0.29586440865627067,0.0,,未収束,,,,,
0.999,10.0,32,0.2099301183547683,0.0,,未収束,,,,,
0.999,10.0,64,0.14701473980139868,0.0,,未収束,,,,,
0.999,10.0,128,0.10094841326525587,0.0,,未収束,,,,,
0.999,10.0,256,0.06681503957279925,0.0,,未収束,,,,,
0.999,10.0,512,0.04094039551729417,0.0,,未収束,,,,,
0.999,10.0,1024,0.021051786938880608,0.0,,未収束,,,,,
0.999,10.0,2048,0.007113742479739908,0.0,,未収束,,,,,
0.999,10.0,4096,0.0009091818739400132,0.0,,未収束,,,,,
0.999,10.0,8192,1.5094920311101662e-05,0.0,,未収束,,,,,
0.999,10.0,16384,4.162079346629225e-09,0.0,,未収束,,,,,
0.999,10.0,20000,1.1171610372123742e-10,0.0,,未収束,,,,,
0.9995,0.1,0,0.1,0.0,,未収束,,,,,
0.9995,0.1,1,0.09961849106375868,0.0,,未収束,,,,,
0.9995,0.1,2,0.0992409427006627,0.0,,未収束,,,,,
0.9995,0.1,4,0.09849745238761737,0.0,,未収束,,,,,
0.9995,0.1,8,0.09705506193533057,0.0,,未収束,,,,,
0.9995,0.1,16,0.09433520475474369,0.0,,未収束,,,,,
0.9995,0.1,32,0.08946435450553678,0.0,,未収束,,,,,
0.9995,0.1,64,0.08146340553962626,0.0,,未収束,,,,,
0.9995,0.1,128,0.06989188681686162,0.0,,未収束,,,,,
0.9995,0.1,256,0.05558113266073549,0.0,,未収束,,,,,
0.9995,0.1,512,0.04040198934615273,0.0,,未収束,,,,,
0.9995,0.1,1024,0.026099974583189002,0.0,,未収束,,,,,
0.9995,0.1,2048,0.01376527100130191,0.0,,未収束,,,,,
0.9995,0.1,4096,0.0046914109538478506,0.0,,未収束,,,,,
0.9995,0.1,8192,0.0006005337655790415,0.0,,未収束,,,,,
0.9995,0.1,16384,9.980911828627544e-06,0.0,,未収束,,,,,
0.9995,0.1,32768,2.7576559202889977e-09,0.0,,未収束,,,,,
0.9995,0.1,40001,7.404935772295924e-11,0.0,,未収束,,,,,
0.9995,1.0,0,1.0,0.0,,未収束,,,,,
0.9995,1.0,1,0.761384088809508,0.0,,未収束,,,,,
0.9995,1.0,2,0.6416676021481791,0.0,,未収束,,,,,
0.9995,1.0,4,0.5120711043258224,0.0,,未収束,,,,,
0.9995,1.0,8,0.39060563449308977,0.0,,未収束,,,,,
0.9995,1.0,16,0.2884403185500961,0.0,,未収束,,,,,
0.9995,1.0,32,0.20840215823854835,0.0,,未収束,,,,,
0.9995,1.0,64,0.1482376638275053,0.0,,未収束,,,,,
0.9995,1.0,128,0.10390600851690573,0.0,,未収束,,,,,
0.9995,1.0,256,0.07136804272154242,0.0,,未収束,,,,,
0.9995,1.0,512,0.047239946997145094,0.0,,未収束,,,,,
0.9995,1.0,1024,0.028946753704904973,0.0,,未収束,,,,,
0.9995,1.0,2048,0.014885737310097617,0.0,,未収束,,,,,
0.9995,1.0,4096,0.005031237648419999,0.0,,未収束,,,,,
0.9995,1.0,8192,0.0006433480007592051,0.0,,未収束,,,,,
0.9995,1.0,16384,1.0692297747860513e-05,0.0,,未収束,,,,,
0.9995,1.0,32768,2.9542068447966813e-09,0.0,,未収束,,,,,
0.9995,1.0,40001,7.932719880986433e-11,0.0,,未収束,,,,,
0.9995,10.0,0,10.0,0.0,,未収束,,,,,
0.9995,10.0,1,0.9999999958362629,0.0,,未収束,,,,,
0.9995,10.0,2,0.7613840870603882,0.0,,未収束,,,,,
0.9995,10.0,4,0.5658158535547578,0.0,,未収束,,,,,
0.9995,10.0,8,0.4127208696465814,0.0,,未収束,,,,,
0.9995,10.0,16,0.29701271390342654,0.0,,未収束,,,,,
0.9995,10.0,32,0.2116061771729678,0.0,,未収束,,,,,
0.9995,10.0,64,0.14941272631553545,0.0,,未収束,,,,,
0.9995,10.0,128,0.10433455593202343,0.0,,未収束,,,,,
0.9995,10.0,256,0.07152534564505576,0.0,,未収束,,,,,
0.9995,10.0,512,0.04729878393566309,0.0,,未収束,,,,,
0.9995,10.0,1024,0.028969327404199458,0.0,,未収束,,,,,
0.9995,10.0,2048,0.014894284084482538,0.0,,未収束,,,,,
0.9995,10.0,4096,0.005033797000033271,0.0,,未収束,,,,,
0.9995,10.0,8192,0.0006436699244777403,0.0,,未収束,,,,,
0.9995,10.0,16384,1.0697646571494181e-05,0.0,,未収束,,,,,
0.9995,10.0,32768,2.955684687123825e-09,0.0,,未収束,,,,,
0.9995,10.0,40001,7.936688225054836e-11,0.0,,未収束,,,,,
0.9998,0.1,0,0.1,0.0,,未収束,,,,,
0.9998,0.1,1,0.09964819325967027,0.0,,未収束,,,,,
0.9998,0.1,2,0.09929993734739517,0.0,,未収束,,,,,
0.9998,0.1,4,0.09861384020818562,0.0,,未収束,,,,,
0.9998,0.1,8,0.09728171630739754,0.0,,未収束,,,,,
0.9998,0.1,16,0.09476608381485777,0.0,,未収束,,,,,
