beta,gamma0,t,gamma,fixed,convergence_step,status,A,H,H_over_t,delta_H,Q
1.05,0.1,512,0.3707057325699279,0.37070573256992756,206,整合,,,,,
1.05,0.1,1024,0.3707057325699279,0.37070573256992756,206,整合,,,,,
1.05,0.1,2048,0.3707057325699279,0.37070573256992756,206,整合,,,,,
1.05,0.1,4096,0.3707057325699279,0.37070573256992756,206,整合,,,,,
1.05,1.0,0,1.0,0.37070573256992756,178,整合,,,,,
1.05,1.0,1,0.7818063576087741,0.37070573256992756,178,整合,,,,,
1.05,1.0,2,0.6755576225958304,0.37070573256992756,178,整合,,,,,
1.05,1.0,4,0.5654256323274959,0.37070573256992756,178,整合,,,,,
1.05,1.0,8,0.47137925670041875,0.37070573256992756,178,整合,,,,,
1.05,1.0,16,0.4073910787596647,0.37070573256992756,178,整合,,,,,
1.05,1.0,32,0.3774036717724073,0.37070573256992756,178,整合,,,,,
1.05,1.0,64,0.37097998039579916,0.37070573256992756,178,整合,,,,,
1.05,1.0,128,0.37070621656401115,0.37070573256992756,178,整合,,,,,
1.05,1.0,256,0.370705732571439,0.37070573256992756,178,整合,,,,,
1.05,1.0,512,0.37070573256992856,0.37070573256992756,178,整合,,,,,
1.05,1.0,1024,0.37070573256992856,0.37070573256992756,178,整合,,,,,
1.05,1.0,2048,0.37070573256992856,0.37070573256992756,178,整合,,,,,
1.05,1.0,4096,0.37070573256992856,0.37070573256992756,178,整合,,,,,
1.05,10.0,0,10.0,0.37070573256992756,179,整合,,,,,
1.05,10.0,1,0.9999999984834879,0.37070573256992756,179,整合,,,,,
1.05,10.0,2,0.7818063569897069,0.37070573256992756,179,整合,,,,,
1.05,10.0,4,0.6102599752800312,0.37070573256992756,179,整合,,,,,
1.05,10.0,8,0.487468698196976,0.37070573256992756,179,整合,,,,,
1.05,10.0,16,0.4118848958227185,0.37070573256992756,179,整合,,,,,
1.05,10.0,32,0.3781224991996006,0.37070573256992756,179,整合,,,,,
1.05,10.0,64,0.37100856828599527,0.37070573256992756,179,整合,,,,,
1.05,10.0,128,0.37070626695318043,0.37070573256992756,179,整合,,,,,
1.05,10.0,256,0.3707057325715963,0.37070573256992756,179,整合,,,,,
1.05,10.0,512,0.37070573256992856,0.37070573256992756,179,整合,,,,,
1.05,10.0,1024,0.37070573256992856,0.37070573256992756,179,整合,,,,,
1.05,10.0,2048,0.37070573256992856,0.37070573256992756,179,整合,,,,,
1.05,10.0,4096,0.37070573256992856,0.37070573256992756,179,整合,,,,,
1.1,0.1,0,0.1,0.5029405749446393,108,整合,,,,,
1.1,0.1,1,0.10955847021442955,0.5029405749446393,108,整合,,,,,
1.1,0.1,2,0.11993424894205143,0.5029405749446393,108,整合,,,,,
1.1,0.1,4,0.14329135800063927,0.5029405749446393,108,整合,,,,,
1.1,0.1,8,0.20089897055129585,0.5029405749446393,108,整合,,,,,
1.1,0.1,16,0.34449895969611044,0.5029405749446393,108,整合,,,,,
1.1,0.1,32,0.4908241645063606,0.5029405749446393,108,整合,,,,,
1.1,0.1,64,0.5029170419882725,0.5029405749446393,108,整合,,,,,
1.1,0.1,128,0.5029405748623706,0.5029405749446393,108,整合,,,,,
1.1,0.1,256,0.5029405749446414,0.5029405749446393,108,整合,,,,,
1.1,0.1,512,0.5029405749446414,0.5029405749446393,108,整合,,,,,
1.1,0.1,1024,0.5029405749446414,0.5029405749446393,108,整合,,,,,
1.1,0.1,2048,0.5029405749446414,0.5029405749446393,108,整合,,,,,
1.1,0.1,4096,0.5029405749446414,0.5029405749446393,108,整合,,,,,
1.1,1.0,0,1.0,0.5029405749446393,89,整合,,,,,
1.1,1.0,1,0.8004990217606297,0.5029405749446393,89,整合,,,,,
1.1,1.0,2,0.7066942091576424,0.5029405749446393,89,整合,,,,,
1.1,1.0,4,0.6146184170679442,0.5029405749446393,89,整合,,,,,
1.1,1.0,8,0.5453736308529255,0.5029405749446393,89,整合,,,,,
1.1,1.0,16,0.5109157182789641,0.5029405749446393,89,整合,,,,,
1.1,1.0,32,0.5032774157688413,0.5029405749446393,89,整合,,,,,
1.1,1.0,64,0.5029412040762983,0.5029405749446393,89,整合,,,,,
1.1,1.0,128,0.5029405749468411,0.5029405749446393,89,整合,,,,,
1.1,1.0,256,0.5029405749446421,0.5029405749446393,89,整合,,,,,
1.1,1.0,512,0.5029405749446421,0.5029405749446393,89,整合,,,,,
1.1,1.0,1024,0.5029405749446421,0.5029405749446393,89,整合,,,,,
1.1,1.0,2048,0.5029405749446421,0.5029405749446393,89,整合,,,,,
1.1,1.0,4096,0.5029405749446421,0.5029405749446393,89,整合,,,,,
1.1,10.0,0,10.0,0.5029405749446393,90,整合,,,,,
1.1,10.0,1,0.9999999994421064,0.5029405749446393,90,整合,,,,,
1.1,10.0,2,0.800499021540194,0.5029405749446393,90,整合,,,,,
1.1,10.0,4,0.651190893346382,0.5029405749446393,90,整合,,,,,
1.1,10.0,8,0.5561568533710587,0.5029405749446393,90,整合,,,,,
1.1,10.0,16,0.5126983418448262,0.5029405749446393,90,整合,,,,,
1.1,10.0,32,0.503350571719515,0.5029405749446393,90,整合,,,,,
1.1,10.0,64,0.5029413405393353,0.5029405749446393,90,整合,,,,,
1.1,10.0,128,0.5029405749473181,0.5029405749446393,90,整合,,,,,
1.1,10.0,256,0.5029405749446421,0.5029405749446393,90,整合,,,,,
1.1,10.0,512,0.5029405749446421,0.5029405749446393,90,整合,,,,,
1.1,10.0,1024,0.5029405749446421,0.5029405749446393,90,整合,,,,,
1.1,10.0,2048,0.5029405749446421,0.5029405749446393,90,整合,,,,,
1.1,10.0,4096,0.5029405749446421,0.5029405749446393,90,整合,,,,,
1.5,0.1,0,0.1,0.8585596366401104,25,整合,,,,,
1.5,0.1,1,0.148885033623318,0.8585596366401104,25,整合,,,,,
1.5,0.1,2,0.21968732105866245,0.8585596366401104,25,整合,,,,,
1.5,0.1,4,0.4439573729100678,0.8585596366401104,25,整合,,,,,
1.5,0.1,8,0.8260055539730777,0.8585596366401104,25,整合,,,,,
1.5,0.1,16,0.8585392180558586,0.8585596366401104,25,整合,,,,,
1.5,0.1,32,0.8585596366331361,0.8585596366401104,25,整合,,,,,
1.5,0.1,64,0.8585596366401104,0.8585596366401104,25,整合,,,,,
1.5,0.1,128,0.8585596366401104,0.8585596366401104,25,整合,,,,,
1.5,0.1,256,0.8585596366401104,0.8585596366401104,25,整合,,,,,
1.5,0.1,512,0.8585596366401104,0.8585596366401104,25,整合,,,,,
1.5,0.1,1024,0.8585596366401104,0.8585596366401104,25,整合,,,,,
1.5,0.1,2048,0.8585596366401104,0.8585596366401104,25,整合,,,,,
1.5,0.1,4096,0.8585596366401104,0.8585596366401104,25,整合,,,,,
1.5,1.0,0,1.0,0.8585596366401104,18,整合,,,,,
1.5,1.0,1,0.9051482536448664,0.8585596366401104,18,整合,,,,,
1.5,1.0,2,0.8758637517042179,0.8585596366401104,18,整合,,,,,
1.5,1.0,4,0.8611683936200021,0.8585596366401104,18,整合,,,,,
1.5,1.0,8,0.8586223631488357,0.8585596366401104,18,整合,,,,,
1.5,1.0,16,0.8585596732941815,0.8585596366401104,18,整合,,,,,
1.5,1.0,32,0.8585596366401229,0.8585596366401104,18,整合,,,,,
1.5,1.0,64,0.8585596366401104,0.8585596366401104,18,整合,,,,,
1.5,1.0,128,0.8585596366401104,0.8585596366401104,18,整合,,,,,
1.5,1.0,256,0.8585596366401104,0.8585596366401104,18,整合,,,,,
1.5,1.0,512,0.8585596366401104,0.8585596366401104,18,整合,,,,,
1.5,1.0,1024,0.8585596366401104,0.8585596366401104,18,整合,,,,,
1.5,1.0,2048,0.8585596366401104,0.8585596366401104,18,整合,,,,,
1.5,1.0,4096,0.8585596366401104,0.8585596366401104,18,整合,,,,,
1.5,10.0,0,10.0,0.8585596366401104,19,整合,,,,,
1.5,10.0,1,0.9999999999998128,0.8585596366401104,19,整合,,,,,
1.5,10.0,2,0.9051482536448157,0.8585596366401104,19,整合,,,,,
1.5,10.0,4,0.8652326680943407,0.8585596366401104,19,整合,,,,,
1.5,10.0,8,0.8587187471920722,0.8585596366401104,19,整合,,,,,
1.5,10.0,16,0.8585597295969064,0.8585596366401104,19,整合,,,,,
1.5,10.0,32,0.8585596366401421,0.8585596366401104,19,整合,,,,,
1.5,10.0,64,0.8585596366401104,0.8585596366401104,19,整合,,,,,
1.5,10.0,128,0.8585596366401104,0.8585596366401104,19,整合,,,,,
1.5,10.0,256,0.8585596366401104,0.8585596366401104,19,整合,,,,,
1.5,10.0,512,0.8585596366401104,0.8585596366401104,19,整合,,,,,
1.5,10.0,1024,0.8585596366401104,0.8585596366401104,19,整合,,,,,
1.5,10.0,2048,0.8585596366401104,0.8585596366401104,19,整合,,,,,
1.5,10.0,4096,0.8585596366401104,0.8585596366401104,19,整合,,,,,
2.0,0.1,0,0.1,0.9575040240772688,14,整合,,,,,
2.0,0.1,1,0.197375320224904,0.9575040240772688,14,整合,,,,,
2.0,0.1,2,0.3754484717826344,0.9575040240772688,14,整合,,,,,
2.0,0.1,4,0.8541678543670506,0.9575040240772688,14,整合,,,,,
2.0,0.1,8,0.9574021935757017,0.9575040240772688,14,整合,,,,,
2.0,0.1,16,0.9575040240174795,0.9575040240772688,14,整合,,,,,
2.0,0.1,32,0.9575040240772688,0.9575040240772688,14,整合,,,,,
2.0,0.1,64,0.9575040240772688,0.9575040240772688,14,整合,,,,,
2.0,0.1,128,0.9575040240772688,0.9575040240772688,14,整合,,,,,
2.0,0.1,256,0.9575040240772688,0.9575040240772688,14,整合,,,,,
2.0,0.1,512,0.9575040240772688,0.9575040240772688,14,整合,,,,,
2.0,0.1,1024,0.9575040240772688,0.9575040240772688,14,整合,,,,,
2.0,0.1,2048,0.9575040240772688,0.9575040240772688,14,整合,,,,,
2.0,0.1,4096,0.9575040240772688,0.9575040240772688,14,整合,,,,,
2.0,1.0,0,1.0,0.9575040240772688,9,整合,,,,,
2.0,1.0,1,0.9640275800758169,0.9575040240772688,9,整合,,,,,
2.0,1.0,2,0.9585759101766381,0.9575040240772688,9,整合,,,,,
2.0,1.0,4,0.9575336226217068,0.9575040240772688,9,整合,,,,,
2.0,1.0,8,0.9575040467530738,0.9575040240772688,9,整合,,,,,
2.0,1.0,16,0.9575040240772821,0.9575040240772688,9,整合,,,,,
2.0,1.0,32,0.9575040240772688,0.9575040240772688,9,整合,,,,,
2.0,1.0,64,0.9575040240772688,0.9575040240772688,9,整合,,,,,
2.0,1.0,128,0.9575040240772688,0.9575040240772688,9,整合,,,,,
2.0,1.0,256,0.9575040240772688,0.9575040240772688,9,整合,,,,,
2.0,1.0,512,0.9575040240772688,0.9575040240772688,9,整合,,,,,
2.0,1.0,1024,0.9575040240772688,0.9575040240772688,9,整合,,,,,
2.0,1.0,2048,0.9575040240772688,0.9575040240772688,9,整合,,,,,
2.0,1.0,4096,0.9575040240772688,0.9575040240772688,9,整合,,,,,
2.0,10.0,0,10.0,0.9575040240772688,10,整合,,,,,
2.0,10.0,1,1.0,0.9575040240772688,10,整合,,,,,
2.0,10.0,2,0.9640275800758169,0.9575040240772688,10,整合,,,,,
2.0,10.0,4,0.9576819904265463,0.9575040240772688,10,整合,,,,,
2.0,10.0,8,0.9575041603730335,0.9575040240772688,10,整合,,,,,
2.0,10.0,16,0.9575040240773487,0.9575040240772688,10,整合,,,,,
2.0,10.0,32,0.9575040240772688,0.9575040240772688,10,整合,,,,,
2.0,10.0,64,0.9575040240772688,0.9575040240772688,10,整合,,,,,
2.0,10.0,128,0.9575040240772688,0.9575040240772688,10,整合,,,,,
2.0,10.0,256,0.9575040240772688,0.9575040240772688,10,整合,,,,,
2.0,10.0,512,0.9575040240772688,0.9575040240772688,10,整合,,,,,
2.0,10.0,1024,0.9575040240772688,0.9575040240772688,10,整合,,,,,
2.0,10.0,2048,0.9575040240772688,0.9575040240772688,10,整合,,,,,
2.0,10.0,4096,0.9575040240772688,0.9575040240772688,10,整合,,,,,
