stage,beta,gamma0,condition,seed,dtype,theoretical_scale,gate,status,n,median,estimated_scale,ks,tail10,tail100,decision
A,0.9,0.1,3,9,float32,0.08975778474716012,0.007295692186922878,記述的評価,100000,0.0005514239310286939,0.08977574482560158,0.0029847591686248953,0.06436,0.00657,精度診断
A,0.9,1.0,4,0,float64,0.7162978701990244,0.007295692186922878,記述的評価,100000,0.0020232155903824383,0.7187232160651117,0.0022224489303541706,0.06329,0.0063,整合
A,0.9,1.0,4,0,float32,0.7162978701990244,0.007295692186922878,記述的評価,100000,0.0020232154056429863,0.7187231853604317,0.0022224575424194537,0.06329,0.0063,精度診断
A,0.9,1.0,4,1,float64,0.7162978701990244,0.007295692186922878,記述的評価,100000,0.0023541610216914616,0.7154279578475189,0.0017938681203442108,0.06396,0.00614,整合
A,0.9,1.0,4,1,float32,0.7162978701990244,0.007295692186922878,記述的評価,100000,0.002354213036596775,0.715427853167057,0.0017939050292968828,0.06396,0.00614,精度診断
A,0.9,1.0,4,2,float64,0.7162978701990244,0.007295692186922878,記述的評価,100000,0.0014219865375697002,0.7083487094637992,0.002525696635953145,0.06263,0.00617,整合
A,0.9,1.0,4,2,float32,0.7162978701990244,0.007295692186922878,記述的評価,100000,0.0014219864970073104,0.7083487212657928,0.0025257469558715995,0.06263,0.00617,精度診断
A,0.9,1.0,4,3,float64,0.7162978701990244,0.007295692186922878,記述的評価,100000,-0.003026685791157003,0.7193801709509542,0.002763451737782585,0.06477,0.00668,整合
A,0.9,1.0,4,3,float32,0.7162978701990244,0.007295692186922878,記述的評価,100000,-0.003026684746146202,0.7193801328539848,0.0027634079742431816,0.06477,0.00668,精度診断
A,0.9,1.0,4,4,float64,0.7162978701990244,0.007295692186922878,記述的評価,100000,-0.0027819254787443135,0.7130088093485376,0.0023288924604850103,0.06337,0.00686,整合
A,0.9,1.0,4,4,float32,0.7162978701990244,0.007295692186922878,記述的評価,100000,-0.0027592945843935013,0.7130424007773399,0.0023188838005065993,0.06337,0.00686,精度診断
A,0.9,1.0,4,5,float64,0.7162978701990244,0.007295692186922878,記述的評価,100000,-0.004407175395400241,0.7186313152666295,0.0025774191673841873,0.06362,0.00645,整合
A,0.9,1.0,4,5,float32,0.7162978701990244,0.007295692186922878,記述的評価,100000,-0.004407151602208614,0.7186314463615417,0.00257739860534667,0.06362,0.00645,精度診断
A,0.9,1.0,4,6,float64,0.7162978701990244,0.007295692186922878,記述的評価,100000,0.0024978253389342005,0.7125578644510757,0.003144880057347643,0.06377,0.00696,整合
A,0.9,1.0,4,6,float32,0.7162978701990244,0.007295692186922878,記述的評価,100000,0.0024978253059089184,0.7125578820705414,0.0031448922348022434,0.06377,0.00697,精度診断
A,0.9,1.0,4,7,float64,0.7162978701990244,0.007295692186922878,記述的評価,100000,0.00242108438453273,0.7199281288885345,0.002291435557890964,0.0634,0.00605,整合
A,0.9,1.0,4,7,float32,0.7162978701990244,0.007295692186922878,記述的評価,100000,0.002421084325760603,0.7199281379580498,0.0022914916610717873,0.0634,0.00605,精度診断
A,0.9,1.0,4,8,float64,0.7162978701990244,0.007295692186922878,記述的評価,100000,0.005662664598040413,0.7150750187080473,0.0036490086855510695,0.06303,0.00619,整合
A,0.9,1.0,4,8,float32,0.7162978701990244,0.007295692186922878,記述的評価,100000,0.00566266430541873,0.7150749638676643,0.0036490220642090287,0.06303,0.00619,精度診断
