stage,beta,gamma0,condition,seed,dtype,theoretical_scale,gate,status,n,median,estimated_scale,ks,tail10,tail100,decision
A,1.0,10.0,8,8,float32,0.9999999958776927,0.007295692186922878,記述的評価,100000,0.0008729578694328666,1.007112979888916,0.0029626163578033438,0.06435,0.00654,精度診断
A,1.0,10.0,8,9,float64,0.9999999958776927,0.007295692186922878,記述的評価,100000,-0.0036669145701438647,0.9984427947006109,0.002071843680919727,0.06215,0.00619,整合
A,1.0,10.0,8,9,float32,0.9999999958776927,0.007295692186922878,記述的評価,100000,-0.0036667073145508766,0.9984424263238907,0.002071848125457798,0.06215,0.00619,精度診断
A,1.01,0.1,9,0,float64,0.10065796191775937,0.007295692186922878,記述的評価,100000,0.00036911533203831833,0.09994848496725342,0.0032374025641660475,0.06324,0.00668,整合
A,1.01,0.1,9,0,float32,0.10065796191775937,0.007295692186922878,記述的評価,100000,0.0003691153251565993,0.09994848258793354,0.003237413549423196,0.06324,0.00668,精度診断
A,1.01,0.1,9,1,float64,0.10065796191775937,0.007295692186922878,記述的評価,100000,-4.291020730921624e-06,0.10036107744316694,0.002168320927074363,0.0638,0.0063,整合
A,1.01,0.1,9,1,float32,0.10065796191775937,0.007295692186922878,記述的評価,100000,-4.291020559321623e-06,0.10036107711493969,0.002168338403701786,0.0638,0.0063,精度診断
A,1.01,0.1,9,2,float64,0.10065796191775937,0.007295692186922878,記述的評価,100000,7.101445797731326e-06,0.09998400079754075,0.002919861302671134,0.06334,0.00645,整合
A,1.01,0.1,9,2,float32,0.10065796191775937,0.007295692186922878,記述的評価,100000,7.10144558979664e-06,0.09998400136828423,0.0029198743629455515,0.06334,0.00645,精度診断
A,1.01,0.1,9,3,float64,0.10065796191775937,0.007295692186922878,記述的評価,100000,0.0002425333008603004,0.10122240168399094,0.0020330424102630307,0.0641,0.00662,整合
A,1.01,0.1,9,3,float32,0.10065796191775937,0.007295692186922878,記述的評価,100000,0.00024253329320345074,0.10122239962220192,0.0020330570983886354,0.0641,0.00662,精度診断
A,1.01,0.1,9,4,float64,0.10065796191775937,0.007295692186922878,記述的評価,100000,0.00010710676924496272,0.10133367624276232,0.0025030478604536888,0.06351,0.00681,整合
A,1.01,0.1,9,4,float32,0.10065796191775937,0.007295692186922878,記述的評価,100000,0.00010710676724556834,0.1013336768373847,0.002503037471771219,0.06351,0.00681,精度診断
A,1.01,0.1,9,5,float64,0.10065796191775937,0.007295692186922878,記述的評価,100000,-0.0007681203374197536,0.10073197908726428,0.003300779811806265,0.06451,0.00655,整合
A,1.01,0.1,9,5,float32,0.10065796191775937,0.007295692186922878,記述的評価,100000,-0.0007681204006075859,0.10073197726160288,0.003300780715942364,0.06451,0.00655,精度診断
A,1.01,0.1,9,6,float64,0.10065796191775937,0.007295692186922878,記述的評価,100000,0.0002860576369161529,0.10003358445754562,0.005057545750882686,0.06361,0.0067,整合
A,1.01,0.1,9,6,float32,0.10065796191775937,0.007295692186922878,記述的評価,100000,0.0002860576205421239,0.10003358218818903,0.005057518863678001,0.06361,0.0067,精度診断
A,1.01,0.1,9,7,float64,0.10065796191775937,0.007295692186922878,記述的評価,100000,3.9445702991058004e-05,0.09932103046666096,0.003040462661970833,0.0626,0.00582,整合
A,1.01,0.1,9,7,float32,0.10065796191775937,0.007295692186922878,記述的評価,100000,3.9445701986551285e-05,0.09932103008031845,0.0030404493713379055,0.0626,0.00582,精度診断
A,1.01,0.1,9,8,float64,0.10065796191775937,0.007295692186922878,記述的評価,100000,5.103517070237284e-05,0.100769532367289,0.002021563795546577,0.0635,0.00676,整合
A,1.01,0.1,9,8,float32,0.10065796191775937,0.007295692186922878,記述的評価,100000,5.103516741655767e-05,0.10076953377574682,0.00202155466079712,0.0635,0.00676,精度診断
A,1.01,0.1,9,9,float64,0.10065796191775937,0.007295692186922878,記述的評価,100000,0.00020614924913200618,0.10044551641676278,0.0021994049830330598,0.06382,0.00593,整合
A,1.01,0.1,9,9,float32,0.10065796191775937,0.007295692186922878,記述的評価,100000,0.0002061492414213717,0.10044551733881235,0.002199445152282764,0.06382,0.00593,精度診断
A,1.01,1.0,10,0,float64,0.7657620182484389,0.007295692186922878,記述的評価,100000,0.0032189115673523045,0.7705809738511646,0.00286774542958379,0.06392,0.00618,整合
A,1.01,1.0,10,0,float32,0.7657620182484389,0.007295692186922878,記述的評価,100000,0.0032189113553613424,0.7705810815095901,0.0028677568626404026,0.06393,0.00618,精度診断
A,1.01,1.0,10,1,float64,0.7657620182484389,0.007295692186922878,記述的評価,100000,-0.0053476343151999135,0.7700902790179078,0.002561186845015273,0.06448,0.00658,整合
A,1.01,1.0,10,1,float32,0.7657620182484389,0.007295692186922878,記述的評価,100000,-0.005347444675862789,0.7700902745127678,0.002561176567077661,0.06448,0.00658,精度診断
A,1.01,1.0,10,2,float64,0.7657620182484389,0.007295692186922878,記述的評価,100000,-0.00421737530448398,0.7669261465456213,0.0024218345923922024,0.06379,0.0065,整合
A,1.01,1.0,10,2,float32,0.7657620182484389,0.007295692186922878,記述的評価,100000,-0.004217375535517931,0.7669262364506721,0.0024218363380431596,0.06379,0.0065,精度診断
A,1.01,1.0,10,3,float64,0.7657620182484389,0.007295692186922878,記述的評価,100000,-0.0015396863442124688,0.7697262713462357,0.0036934140809105065,0.06281,0.00646,整合
A,1.01,1.0,10,3,float32,0.7657620182484389,0.007295692186922878,記述的評価,100000,-0.0015396863454952836,0.7697263434529305,0.0036932258510589677,0.06281,0.00646,精度診断
A,1.01,1.0,10,4,float64,0.7657620182484389,0.007295692186922878,記述的評価,100000,-0.0018634853869288787,0.7632595110483673,0.0017215894320358194,0.06242,0.00636,整合
A,1.01,1.0,10,4,float32,0.7657620182484389,0.007295692186922878,記述的評価,100000,-0.001863720128312707,0.7632593810558319,0.0017215758514403934,0.06242,0.00636,精度診断
A,1.01,1.0,10,5,float64,0.7657620182484389,0.007295692186922878,記述的評価,100000,-0.003730150446609049,0.76418379697139,0.0034270800581954752,0.06372,0.00606,整合
A,1.01,1.0,10,5,float32,0.7657620182484389,0.007295692186922878,記述的評価,100000,-0.003730150405317545,0.7641838267445564,0.003427079544067402,0.06372,0.00606,精度診断
A,1.01,1.0,10,6,float64,0.7657620182484389,0.007295692186922878,記述的評価,100000,-0.007646687865194161,0.7639539823095629,0.003959394292982643,0.06451,0.00663,整合
A,1.01,1.0,10,6,float32,0.7657620182484389,0.007295692186922878,記述的評価,100000,-0.007646797224879265,0.7639540433883667,0.003959404907226571,0.06451,0.00663,精度診断
A,1.01,1.0,10,7,float64,0.7657620182484389,0.007295692186922878,記述的評価,100000,0.0006894291617070011,0.7594312556637322,0.002111264450085748,0.06346,0.00582,整合
A,1.01,1.0,10,7,float32,0.7657620182484389,0.007295692186922878,記述的評価,100000,0.0006894291145727038,0.759431317448616,0.0021112810039520258,0.06346,0.00582,精度診断
A,1.01,1.0,10,8,float64,0.7657620182484389,0.007295692186922878,記述的評価,100000,0.0011636642206016858,0.7633889707577717,0.002424058007916452,0.06219,0.0057,整合
A,1.01,1.0,10,8,float32,0.7657620182484389,0.007295692186922878,記述的評価,100000,0.001163664273917675,0.7633890584111214,0.0024240381622314677,0.06219,0.0057,精度診断
A,1.01,1.0,10,9,float64,0.7657620182484389,0.007295692186922878,記述的評価,100000,0.005835504996856983,0.7646777899651902,0.003539869150343322,0.06217,0.00619,整合
A,1.01,1.0,10,9,float32,0.7657620182484389,0.007295692186922878,記述的評価,100000,0.005835505202412605,0.7646778151392937,0.003539880542755114,0.06217,0.00619,精度診断
A,1.01,10.0,11,0,float64,0.9999999966249403,0.007295692186922878,記述的評価,100000,-0.0005692242777306524,1.0054035187644232,0.0035536012612376044,0.0641,0.00627,整合
A,1.01,10.0,11,0,float32,0.9999999966249403,0.007295692186922878,記述的評価,100000,-0.0005690765683539212,1.005401372909546,0.0035538401985169,0.06411,0.00627,精度診断
A,1.01,10.0,11,1,float64,0.9999999966249403,0.007295692186922878,記述的評価,100000,0.0015272591943917635,0.9940000622774257,0.0021948898594614796,0.06141,0.00598,整合
A,1.01,10.0,11,1,float32,0.9999999966249403,0.007295692186922878,記述的評価,100000,0.001527032465673983,0.9940027296543121,0.002194894714355522,0.06141,0.00598,精度診断
A,1.01,10.0,11,2,float64,0.9999999966249403,0.007295692186922878,記述的評価,100000,0.007798297245869813,0.9931574126990321,0.003688708625803394,0.06256,0.00671,整合
A,1.01,10.0,11,2,float32,0.9999999966249403,0.007295692186922878,記述的評価,100000,0.007800761144608259,0.9931565597653389,0.0036887092685699563,0.06256,0.00671,精度診断
A,1.01,10.0,11,3,float64,0.9999999966249403,0.007295692186922878,記述的評価,100000,0.006704184949283808,0.9965568835624998,0.002731739759901153,0.06504,0.00638,整合
A,1.01,10.0,11,3,float32,0.9999999966249403,0.007295692186922878,記述的評価,100000,0.006704299710690975,0.9965568706393242,0.0027317855072021557,0.06504,0.00638,精度診断
A,1.01,10.0,11,4,float64,0.9999999966249403,0.007295692186922878,記述的評価,100000,-0.00881593005568021,0.997439023707127,0.0043706017674504105,0.063,0.0065,整合
A,1.01,10.0,11,4,float32,0.9999999966249403,0.007295692186922878,記述的評価,100000,-0.008791148662567139,0.9974292665719986,0.004360657196044948,0.063,0.00651,精度診断
A,1.01,10.0,11,5,float64,0.9999999966249403,0.007295692186922878,記述的評価,100000,-0.010333448722032765,1.0057737678737935,0.004027713978412728,0.06227,0.00626,整合
A,1.01,10.0,11,5,float32,0.9999999966249403,0.007295692186922878,記述的評価,100000,-0.010333742946386337,1.0057710036635399,0.004027727718353247,0.06228,0.00626,精度診断
A,1.01,10.0,11,6,float64,0.9999999966249403,0.007295692186922878,記述的評価,100000,0.007446688842154658,0.997374227980176,0.0034298472104822286,0.06419,0.00647,整合
A,1.01,10.0,11,6,float32,0.9999999966249403,0.007295692186922878,記述的評価,100000,0.0074470071122050285,0.9973752573132515,0.0034294453048706597,0.06419,0.00647,精度診断
A,1.01,10.0,11,7,float64,0.9999999966249403,0.007295692186922878,記述的評価,100000,-0.00787053987231709,0.9947416791498354,0.004014687674999906,0.06315,0.00656,整合
A,1.01,10.0,11,7,float32,0.9999999966249403,0.007295692186922878,記述的評価,100000,-0.007870446890592575,0.99474236369133,0.004015208892822253,0.06315,0.00656,精度診断
A,1.01,10.0,11,8,float64,0.9999999966249403,0.007295692186922878,記述的評価,100000,0.001423209822445906,1.0031404669995228,0.0019726590391417886,0.06348,0.00631,整合
A,1.01,10.0,11,8,float32,0.9999999966249403,0.007295692186922878,記述的評価,100000,0.001423244597390294,1.0031405985355377,0.0019725463676452115,0.06348,0.00631,精度診断
A,1.01,10.0,11,9,float64,0.9999999966249403,0.007295692186922878,記述的評価,100000,0.00026067809424609164,1.0035187633254294,0.0021814684964713837,0.064,0.00693,整合
A,1.01,10.0,11,9,float32,0.9999999966249403,0.007295692186922878,記述的評価,100000,0.0002607822243589908,1.0034978166222572,0.0021814645385742626,0.064,0.00693,精度診断
A,1.1,0.1,12,0,float64,0.10955847021442955,0.007295692186922878,記述的評価,100000,0.00016598887154478957,0.10973553067020468,0.00227468799230951,0.06406,0.00652,整合
A,1.1,0.1,12,0,float32,0.10955847021442955,0.007295692186922878,記述的評価,100000,0.00016598886577412486,0.10973553359508514,0.0022746886634826824,0.06406,0.00652,精度診断
A,1.1,0.1,12,1,float64,0.10955847021442955,0.007295692186922878,記述的評価,100000,0.0001487692521541764,0.11018139372623698,0.0029795596867600166,0.0634,0.00614,整合
A,1.1,0.1,12,1,float32,0.10955847021442955,0.007295692186922878,記述的評価,100000,0.0001487692497903481,0.11018139775842428,0.0029795712566375726,0.0634,0.00614,精度診断
A,1.1,0.1,12,2,float64,0.10955847021442955,0.007295692186922878,記述的評価,100000,2.4317289231781593e-05,0.10912290590319944,0.001422906216382691,0.06296,0.00603,整合
A,1.1,0.1,12,2,float32,0.10955847021442955,0.007295692186922878,記述的評価,100000,2.4317290808539838e-05,0.10912290867418051,0.00142289392471312,0.06296,0.00603,精度診断
A,1.1,0.1,12,3,float64,0.10955847021442955,0.007295692186922878,記述的評価,100000,-0.0006488303797317677,0.10928993704393303,0.0028107084467970944,0.06325,0.00637,整合
A,1.1,0.1,12,3,float32,0.10955847021442955,0.007295692186922878,記述的評価,100000,-0.0006488304352387786,0.1092899376526475,0.002810720310211179,0.06325,0.00637,精度診断
A,1.1,0.1,12,4,float64,0.10955847021442955,0.007295692186922878,記述的評価,100000,0.0001180585264056373,0.11002064754278211,0.0014618496039002504,0.06368,0.00629,整合
A,1.1,0.1,12,4,float32,0.10955847021442955,0.007295692186922878,記述的評価,100000,0.00011805853137047961,0.110020587220788,0.0014618525791168235,0.06368,0.00629,精度診断
A,1.1,0.1,12,5,float64,0.10955847021442955,0.007295692186922878,記述的評価,100000,0.0015078540903994955,0.10909167408214768,0.00548453725018444,0.06397,0.00633,整合
A,1.1,0.1,12,5,float32,0.10955847021442955,0.007295692186922878,記述的評価,100000,0.001507854089140892,0.10909167490899563,0.005484537105560294,0.06397,0.00633,精度診断
A,1.1,0.1,12,6,float64,0.10955847021442955,0.007295692186922878,記述的評価,100000,0.0002300767201692612,0.11025330996395691,0.00225685701480971,0.06305,0.00615,整合
A,1.1,0.1,12,6,float32,0.10955847021442955,0.007295692186922878,記述的評価,100000,0.00023007672280073166,0.11025331076234579,0.002256829452514597,0.06305,0.00615,精度診断
A,1.1,0.1,12,7,float64,0.10955847021442955,0.007295692186922878,記述的評価,100000,-0.00046851706375259164,0.1084642907072616,0.0034170040244469735,0.06381,0.00644,整合
A,1.1,0.1,12,7,float32,0.10955847021442955,0.007295692186922878,記述的評価,100000,-0.0004685170715674758,0.10846429318189621,0.003417004909515381,0.06381,0.00644,精度診断
A,1.1,0.1,12,8,float64,0.10955847021442955,0.007295692186922878,記述的評価,100000,0.00019727155950396996,0.10927077717121725,0.0020362603420931435,0.06335,0.00631,整合
A,1.1,0.1,12,8,float32,0.10955847021442955,0.007295692186922878,記述的評価,100000,0.00019727155449800193,0.10927078034728765,0.0020362842941283876,0.06335,0.00631,精度診断
A,1.1,0.1,12,9,float64,0.10955847021442955,0.007295692186922878,記述的評価,100000,0.00041400902140527264,0.10926435723612718,0.001820510169872891,0.06253,0.00612,整合
A,1.1,0.1,12,9,float32,0.10955847021442955,0.007295692186922878,記述的評価,100000,0.00041400903137400746,0.10926436260342598,0.0018205150890350241,0.06253,0.00612,精度診断
A,1.1,1.0,13,0,float64,0.8004990217606297,0.007295692186922878,記述的評価,100000,0.0016176331966164307,0.8025021334143132,0.0024067368521770716,0.06379,0.0062,整合
A,1.1,1.0,13,0,float32,0.8004990217606297,0.007295692186922878,記述的評価,100000,0.0016178075456991792,0.8025022223591805,0.0024064041423797478,0.06379,0.0062,精度診断
A,1.1,1.0,13,1,float64,0.8004990217606297,0.007295692186922878,記述的評価,100000,0.002748600722986133,0.807571481519321,0.0034024483415487916,0.0637,0.0064,整合
A,1.1,1.0,13,1,float32,0.8004990217606297,0.007295692186922878,記述的評価,100000,0.002748647006228566,0.8075715079903603,0.0034024698638915885,0.0637,0.0064,精度診断
A,1.1,1.0,13,2,float64,0.8004990217606297,0.007295692186922878,記述的評価,100000,-0.008877921108605446,0.7947074004891068,0.003973726056684224,0.0626,0.00639,整合
A,1.1,1.0,13,2,float32,0.8004990217606297,0.007295692186922878,記述的評価,100000,-0.008877921849489212,0.7947073802351952,0.003973700523376422,0.0626,0.00639,精度診断
A,1.1,1.0,13,3,float64,0.8004990217606297,0.007295692186922878,記述的評価,100000,0.003578590006083445,0.8017932714250213,0.002390993553083476,0.06349,0.00641,整合
A,1.1,1.0,13,3,float32,0.8004990217606297,0.007295692186922878,記述的評価,100000,0.003578590229153633,0.8017933294177055,0.002390962905883809,0.06349,0.00641,精度診断
A,1.1,1.0,13,4,float64,0.8004990217606297,0.007295692186922878,記述的評価,100000,0.007904520543291191,0.7981071084253897,0.004880838619900296,0.06369,0.00616,整合
A,1.1,1.0,13,4,float32,0.8004990217606297,0.007295692186922878,記述的評価,100000,0.007904520258307457,0.7981071472167969,0.004880839042663565,0.06369,0.00617,精度診断
A,1.1,1.0,13,5,float64,0.8004990217606297,0.007295692186922878,記述的評価,100000,0.0043577536226101585,0.7960297060116338,0.00313645872971402,0.06261,0.00632,整合
A,1.1,1.0,13,5,float32,0.8004990217606297,0.007295692186922878,記述的評価,100000,0.004357753787189722,0.7960297986865044,0.00313648387908938,0.06261,0.00632,精度診断
A,1.1,1.0,13,6,float64,0.8004990217606297,0.007295692186922878,記述的評価,100000,-0.002459335236865881,0.7978161998345676,0.0019719232259086117,0.0639,0.00631,整合
A,1.1,1.0,13,6,float32,0.8004990217606297,0.007295692186922878,記述的評価,100000,-0.0024593351408839226,0.797816127538681,0.0019719125747680866,0.0639,0.00631,精度診断
A,1.1,1.0,13,7,float64,0.8004990217606297,0.007295692186922878,記述的評価,100000,0.003221759426620477,0.7965939009929752,0.003669108472523497,0.06361,0.00662,整合
A,1.1,1.0,13,7,float32,0.8004990217606297,0.007295692186922878,記述的評価,100000,0.0032217593397945166,0.7965938597917557,0.0036690949630737157,0.06361,0.00662,精度診断
A,1.1,1.0,13,8,float64,0.8004990217606297,0.007295692186922878,記述的評価,100000,0.0020880286476781017,0.8027386993480476,0.002134477272051294,0.06426,0.00649,整合
A,1.1,1.0,13,8,float32,0.8004990217606297,0.007295692186922878,記述的評価,100000,0.002088028471916914,0.8027388378977776,0.002134461860656689,0.06426,0.00649,精度診断
A,1.1,1.0,13,9,float64,0.8004990217606297,0.007295692186922878,記述的評価,100000,-0.00019562643902844675,0.7993147176100887,0.0022440052506022545,0.06232,0.00636,整合
A,1.1,1.0,13,9,float32,0.8004990217606297,0.007295692186922878,記述的評価,100000,-0.0001956264313776046,0.7993146404623985,0.0022439928627014383,0.06232,0.00636,精度診断
A,1.1,10.0,14,0,float64,0.9999999994421064,0.007295692186922878,記述的評価,100000,-0.00014796031100989125,0.9895391758938048,0.004245684824412899,0.06271,0.00648,整合
A,1.1,10.0,14,0,float32,0.9999999994421064,0.007295692186922878,記述的評価,100000,-0.0001473069132771343,0.98953927308321,0.004248623218536363,0.06271,0.00648,精度診断
A,1.1,10.0,14,1,float64,0.9999999994421064,0.007295692186922878,記述的評価,100000,-0.0008971846072512125,1.0066692699246484,0.0024197527211708703,0.0638,0.00666,整合
A,1.1,10.0,14,1,float32,0.9999999994421064,0.007295692186922878,記述的評価,100000,-0.0008973946096375585,1.0066562741994858,0.002419701852798467,0.06379,0.00666,精度診断
A,1.1,10.0,14,2,float64,0.9999999994421064,0.007295692186922878,記述的評価,100000,0.005157628515773931,0.9956184547983552,0.0034504979967887595,0.06404,0.00659,整合
A,1.1,10.0,14,2,float32,0.9999999994421064,0.007295692186922878,記述的評価,100000,0.005157914012670517,0.9956183657050133,0.003450477809905983,0.06404,0.00659,精度診断
A,1.1,10.0,14,3,float64,0.9999999994421064,0.007295692186922878,記述的評価,100000,0.0068250602043213385,0.9999456685613011,0.003203863955455466,0.06341,0.00644,整合
A,1.1,10.0,14,3,float32,0.9999999994421064,0.007295692186922878,記述的評価,100000,0.006808926351368427,0.9999457597732544,0.003205117912292499,0.06341,0.00644,精度診断
A,1.1,10.0,14,4,float64,0.9999999994421064,0.007295692186922878,記述的評価,100000,0.007848518929632571,1.0020080625517198,0.003799436978156545,0.06476,0.00659,整合
A,1.1,10.0,14,4,float32,0.9999999994421064,0.007295692186922878,記述的評価,100000,0.007848010398447514,1.0020081028342247,0.003789238853454613,0.06475,0.00659,精度診断
A,1.1,10.0,14,5,float64,0.9999999994421064,0.007295692186922878,記述的評価,100000,-0.009833843065774981,1.0078002083171422,0.0035657559059686372,0.06316,0.00666,整合
A,1.1,10.0,14,5,float32,0.9999999994421064,0.007295692186922878,記述的評価,100000,-0.009832262061536312,1.0078004002571106,0.003565770950317404,0.06317,0.00666,精度診断
A,1.1,10.0,14,6,float64,0.9999999994421064,0.007295692186922878,記述的評価,100000,-0.0073128299645758895,1.0054256166431728,0.0032114386152969354,0.06348,0.00613,整合
A,1.1,10.0,14,6,float32,0.9999999994421064,0.007295692186922878,記述的評価,100000,-0.007313243113458157,1.0054262652993202,0.0032114371871948544,0.06347,0.00613,精度診断
A,1.1,10.0,14,7,float64,0.9999999994421064,0.007295692186922878,記述的評価,100000,-0.002247609507816346,0.9928502798314784,0.002198736592192607,0.06384,0.00609,整合
A,1.1,10.0,14,7,float32,0.9999999994421064,0.007295692186922878,記述的評価,100000,-0.0022568264976143837,0.9928507804870605,0.002208653087615975,0.06384,0.00609,精度診断
A,1.1,10.0,14,8,float64,0.9999999994421064,0.007295692186922878,記述的評価,100000,0.009686371168671753,0.990573199599873,0.004349213919644712,0.0626,0.006,整合
A,1.1,10.0,14,8,float32,0.9999999994421064,0.007295692186922878,記述的評価,100000,0.009684968739748001,0.9905643463134766,0.004359172096252417,0.0626,0.006,精度診断
A,1.1,10.0,14,9,float64,0.9999999994421064,0.007295692186922878,記述的評価,100000,0.006067054783597818,0.9950081895460627,0.003196568794077481,0.06391,0.00643,整合
A,1.1,10.0,14,9,float32,0.9999999994421064,0.007295692186922878,記述的評価,100000,0.0060663726180791855,0.9950098767876625,0.003196536293029739,0.06391,0.00643,精度診断
A,1.5,0.1,15,0,float64,0.148885033623318,0.007295692186922878,記述的評価,100000,0.0007266799962698019,0.14851004170430643,0.0026446377444509506,0.06483,0.00661,整合
A,1.5,0.1,15,0,float32,0.148885033623318,0.007295692186922878,記述的評価,100000,0.000726679980289191,0.1485100407153368,0.0026446346378326546,0.06483,0.00661,精度診断
A,1.5,0.1,15,1,float64,0.148885033623318,0.007295692186922878,記述的評価,100000,-0.0008356681720613389,0.148936183357477,0.002209789083319702,0.06379,0.00651,整合
A,1.5,0.1,15,1,float32,0.148885033623318,0.007295692186922878,記述的評価,100000,-0.0008356681792065501,0.14893617667257786,0.002209797296524041,0.06379,0.00651,精度診断
A,1.5,0.1,15,2,float64,0.148885033623318,0.007295692186922878,記述的評価,100000,0.00039014784453789174,0.14887398087534118,0.001991473244416231,0.06345,0.00668,整合
A,1.5,0.1,15,2,float32,0.148885033623318,0.007295692186922878,記述的評価,100000,0.0003901478776242584,0.1488739773631096,0.001991503582000731,0.06345,0.00668,精度診断
A,1.5,0.1,15,3,float64,0.148885033623318,0.007295692186922878,記述的評価,100000,0.0010998815083062931,0.14776117474668393,0.004745619009332236,0.06416,0.00628,整合
A,1.5,0.1,15,3,float32,0.148885033623318,0.007295692186922878,記述的評価,100000,0.0010998814832419157,0.14776117354631424,0.0047456067943573155,0.06416,0.00628,精度診断
A,1.5,0.1,15,4,float64,0.148885033623318,0.007295692186922878,記述的評価,100000,0.0005672322710939012,0.14953464475737466,0.0034049446965401797,0.06377,0.0063,整合
A,1.5,0.1,15,4,float32,0.148885033623318,0.007295692186922878,記述的評価,100000,0.000567232258617878,0.14953463710844517,0.0034049547767639465,0.06377,0.0063,精度診断
A,1.5,0.1,15,5,float64,0.148885033623318,0.007295692186922878,記述的評価,100000,0.0005983875253156932,0.1482889253433572,0.0023591910657659865,0.06342,0.00651,整合
A,1.5,0.1,15,5,float32,0.148885033623318,0.007295692186922878,記述的評価,100000,0.000598387501668185,0.14828889816999435,0.002359190368652342,0.06342,0.00651,精度診断
A,1.5,0.1,15,6,float64,0.148885033623318,0.007295692186922878,記述的評価,100000,3.060024882071765e-05,0.14869359843054655,0.0020747524097772807,0.06382,0.0064,整合
A,1.5,0.1,15,6,float32,0.148885033623318,0.007295692186922878,記述的評価,100000,3.060024755541235e-05,0.1486936006695032,0.0020747649288177517,0.06382,0.0064,精度診断
A,1.5,0.1,15,7,float64,0.148885033623318,0.007295692186922878,記述的評価,100000,0.0007682481221127984,0.14867023901423493,0.0020678670767818597,0.0627,0.00604,整合
A,1.5,0.1,15,7,float32,0.148885033623318,0.007295692186922878,記述的評価,100000,0.000768248166423291,0.1486702412366867,0.0020678633117675593,0.0627,0.00604,精度診断
A,1.5,0.1,15,8,float64,0.148885033623318,0.007295692186922878,記述的評価,100000,-0.00042772458704153635,0.14843501334402126,0.002082260434935798,0.06382,0.00621,整合
A,1.5,0.1,15,8,float32,0.148885033623318,0.007295692186922878,記述的評価,100000,-0.0004277246189303696,0.14843501523137093,0.002082269706726078,0.06382,0.00621,精度診断
A,1.5,0.1,15,9,float64,0.148885033623318,0.007295692186922878,記述的評価,100000,0.0002506174253009178,0.14838241860814944,0.0015929450602906181,0.06336,0.00642,整合
A,1.5,0.1,15,9,float32,0.148885033623318,0.007295692186922878,記述的評価,100000,0.000250617420533672,0.1483824234455824,0.0015929638290405057,0.06336,0.00642,精度診断
A,1.5,1.0,16,0,float64,0.9051482536448664,0.007295692186922878,記述的評価,100000,-0.005767783045669519,0.9041216020703715,0.002099777471860076,0.06337,0.0065,整合
A,1.5,1.0,16,0,float32,0.9051482536448664,0.007295692186922878,記述的評価,100000,-0.005767767317593098,0.9041234701871872,0.002099766540527348,0.06337,0.0065,精度診断
A,1.5,1.0,16,1,float64,0.9051482536448664,0.007295692186922878,記述的評価,100000,-0.010714291830480019,0.900409804758022,0.00481333392844191,0.06392,0.00669,整合
A,1.5,1.0,16,1,float32,0.9051482536448664,0.007295692186922878,記述的評価,100000,-0.010714712552726269,0.9004098102450371,0.004813348999023415,0.06392,0.00669,精度診断
A,1.5,1.0,16,2,float64,0.9051482536448664,0.007295692186922878,記述的評価,100000,0.004688291383219098,0.9026213402676305,0.0026734795334280026,0.06294,0.00578,整合
A,1.5,1.0,16,2,float32,0.9051482536448664,0.007295692186922878,記述的評価,100000,0.004688417539000511,0.9026209786534309,0.002673452320098857,0.06294,0.00578,精度診断
A,1.5,1.0,16,3,float64,0.9051482536448664,0.007295692186922878,記述的評価,100000,-0.003697076043272911,0.9086148014632628,0.0029250979130345245,0.06376,0.00657,整合
A,1.5,1.0,16,3,float32,0.9051482536448664,0.007295692186922878,記述的評価,100000,-0.003697066567838192,0.9086147993803024,0.0029250623512268037,0.06376,0.00657,精度診断
A,1.5,1.0,16,4,float64,0.9051482536448664,0.007295692186922878,記述的評価,100000,0.008028633161776693,0.9023668993836741,0.004453500823481338,0.06296,0.00636,整合
A,1.5,1.0,16,4,float32,0.9051482536448664,0.007295692186922878,記述的評価,100000,0.008028633892536163,0.9023668393492699,0.0044535104179382334,0.06296,0.00636,精度診断
A,1.5,1.0,16,5,float64,0.9051482536448664,0.007295692186922878,記述的評価,100000,-0.004023842011604065,0.9103713620926022,0.0034382510872330574,0.06321,0.00628,整合
A,1.5,1.0,16,5,float32,0.9051482536448664,0.007295692186922878,記述的評価,100000,-0.004024062305688858,0.9103713408112526,0.003438211278915415,0.06321,0.00629,精度診断
A,1.5,1.0,16,6,float64,0.9051482536448664,0.007295692186922878,記述的評価,100000,-0.002361995894622826,0.8989717971734225,0.0018043225200294888,0.06364,0.00628,整合
A,1.5,1.0,16,6,float32,0.9051482536448664,0.007295692186922878,記述的評価,100000,-0.0023616557009518147,0.8989718928933144,0.0018026458740234563,0.06364,0.00628,精度診断
A,1.5,1.0,16,7,float64,0.9051482536448664,0.007295692186922878,記述的評価,100000,-0.0007908838901014075,0.904132095953053,0.0010683277983322137,0.06374,0.00662,整合
A,1.5,1.0,16,7,float32,0.9051482536448664,0.007295692186922878,記述的評価,100000,-0.0007907591061666608,0.9041322246193886,0.0010682920837402632,0.06374,0.00662,精度診断
A,1.5,1.0,16,8,float64,0.9051482536448664,0.007295692186922878,記述的評価,100000,-0.0038461499646330033,0.9099661298746754,0.0020440932177553384,0.06246,0.00659,整合
A,1.5,1.0,16,8,float32,0.9051482536448664,0.007295692186922878,記述的評価,100000,-0.003846114268526435,0.9099662080407143,0.002044111480712929,0.06246,0.00659,精度診断
