suite,batch,eta,kappa_index,kappa,snapshot,bins,hx_bits,hy_bits,hxy_bits,hcond_bits,mi_bits,mismatch_probability,fano_bound_bits,sync_fraction,median_logd,invalid_count,valid_count,shuffle_mi_bits,ever_entered_fraction,reexit_fraction,mean_exit_count
main,0,1e-06,1,0.3285318486896931,100,32,4.995353724807071,4.995353724807071,6.353216488662933,1.357862763855862,3.637490960951209,0.20654296875,1.7580769896820034,0.3994140625,-8.965481373443176,0,4096,0.09099011541587387,0.816162109375,0.6513671875,1.210205078125
main,0,1e-06,1,0.3285318486896931,1000,8,2.9980512316261683,2.9980512316261683,3.543842509286549,0.5457912776603808,2.4522599539657874,0.0791015625,0.6210717124378861,0.5263671875,-12.544940079072525,0,4096,0.0042812494434478765,1.0,0.996337890625,13.590576171875
main,0,1e-06,1,0.3285318486896931,1000,16,3.9964428420383187,3.9964428420383187,4.796060300756835,0.7996174587185165,3.196825383319802,0.1162109375,0.9723937630472701,0.5263671875,-12.544940079072525,0,4096,0.02454808970915323,1.0,0.996337890625,13.590576171875
main,0,1e-06,1,0.3285318486896931,1000,32,4.994789162535166,4.994789162535166,6.072660598599294,1.077871436064128,3.9169177264710378,0.1552734375,1.392136332498013,0.5263671875,-12.544940079072525,0,4096,0.08880077736318448,1.0,0.996337890625,13.590576171875
main,0,1e-06,1,0.3285318486896931,7500,8,2.999258111293877,2.999258111293877,3.5418893367196786,0.5426312254258017,2.4566268858680753,0.07861328125,0.6179694354652249,0.517578125,-12.131580363084609,0,4096,0.005093315189941272,1.0,1.0,98.88671875
main,0,1e-06,1,0.3285318486896931,7500,16,3.9976172795394835,3.9976172795394835,4.828698221826785,0.8310809422873011,3.1665363372521824,0.122314453125,1.013846485866632,0.517578125,-12.131580363084609,0,4096,0.023320471905961426,1.0,1.0,98.88671875
main,0,1e-06,1,0.3285318486896931,7500,32,4.994371682424453,4.994371682424453,6.082729184399382,1.0883575019749285,3.9060141804495245,0.1591796875,1.4209509106100704,0.517578125,-12.131580363084609,0,4096,0.08011333655951702,1.0,1.0,98.88671875
main,0,1e-06,1,0.3285318486896931,30000,8,2.9994879921411512,2.9994879921411512,3.484109527925581,0.4846215357844299,2.5148664563567213,0.066650390625,0.5404086654608751,0.53466796875,-12.563063039235995,0,4096,0.005465192978092226,1.0,1.0,393.660400390625
main,0,1e-06,1,0.3285318486896931,30000,16,3.998641132650179,3.998641132650179,4.760445121948681,0.7618039892985022,3.2368371433516767,0.10888671875,0.9219573041228357,0.53466796875,-12.563063039235995,0,4096,0.019728827062517773,1.0,1.0,393.660400390625
main,0,1e-06,1,0.3285318486896931,30000,32,4.996627815591715,4.996627815591715,6.047829333779601,1.0512015181878862,3.945426297403829,0.15185546875,1.3667860067283928,0.53466796875,-12.563063039235995,0,4096,0.09205318620597502,1.0,1.0,393.660400390625
main,0,1e-06,2,0.3385318486896931,0,8,2.9993464780137975,2.9993464780137975,5.994935507461548,2.9955890294477507,0.0037574485660467616,0.876708984375,2.9999806621697496,0.0,-0.4111378241339217,0,4096,0.0027618233841080198,0.0,0.0,0.0
main,0,1e-06,2,0.3385318486896931,0,16,3.9980458527873255,3.9980458527873255,7.978138575876775,3.9800927230894496,0.01795312969787588,0.937744140625,3.9999992653138405,0.0,-0.4111378241339217,0,4096,0.024311921032831307,0.0,0.0,0.0
main,0,1e-06,2,0.3385318486896931,0,32,4.996865693713506,4.996865693713506,9.899219601407005,4.902353907693499,0.0945117860200071,0.969482421875,4.999987120016078,0.0,-0.4111378241339217,0,4096,0.08622747953186227,0.0,0.0,0.0
main,0,1e-06,2,0.3385318486896931,100,8,2.9987309405673566,2.9987309405673566,3.5067620637535373,0.5080311231861807,2.490699817381176,0.0712890625,0.5708495709605156,0.49658203125,-11.419113976047853,0,4096,0.00489265310099718,0.871337890625,0.660888671875,1.28076171875
main,0,1e-06,2,0.3385318486896931,100,16,3.9977855923681016,3.9977855923681016,4.776364822866931,0.7785792304988295,3.219206361869272,0.11328125,0.9523119992144912,0.49658203125,-11.419113976047853,0,4096,0.02364932167105316,0.871337890625,0.660888671875,1.28076171875
main,0,1e-06,2,0.3385318486896931,100,32,4.996097511810021,4.996097511810021,6.057747444141481,1.06164993233146,3.9344475794785607,0.154541015625,1.386715016906189,0.49658203125,-11.419113976047853,0,4096,0.09120112161698302,0.871337890625,0.660888671875,1.28076171875
main,0,1e-06,2,0.3385318486896931,1000,8,2.999307942824758,2.999307942824758,3.34778929154462,0.3484813487198619,2.6508265941048963,0.045166015625,0.39229332263149175,0.692626953125,-22.304759777299928,0,4096,0.004604137126809071,1.0,0.981201171875,11.869873046875
main,0,1e-06,2,0.3385318486896931,1000,16,3.998222314980759,3.998222314980759,4.524742964473686,0.5265206494929267,3.4717016654878323,0.0703125,0.6417920040144577,0.692626953125,-22.304759777299928,0,4096,0.021050279519801762,1.0,0.981201171875,11.869873046875
main,0,1e-06,2,0.3385318486896931,1000,32,4.994681105910152,4.994681105910152,5.69975249961441,0.7050713937042588,4.289609712205893,0.094970703125,0.923350776955873,0.692626953125,-22.304759777299928,0,4096,0.09632568359610616,1.0,0.981201171875,11.869873046875
main,0,1e-06,2,0.3385318486896931,7500,8,2.9994906048347536,2.9994906048347536,3.3068191708653356,0.307328566030582,2.6921620388041716,0.03857421875,0.34400792832343774,0.716552734375,-25.587038161469252,0,4096,0.004101106371848573,1.0,0.999755859375,75.164306640625
main,0,1e-06,2,0.3385318486896931,7500,16,3.9981603830806534,3.9981603830806534,4.4725819052275515,0.47442152214689814,3.523738860933755,0.0625,0.5814707288425462,0.716552734375,-25.587038161469252,0,4096,0.018186811554206095,1.0,0.999755859375,75.164306640625
main,0,1e-06,2,0.3385318486896931,7500,32,4.991628090349975,4.991628090349975,5.633901489876741,0.6422733995267658,4.349354690823209,0.08642578125,0.8525959393897848,0.716552734375,-25.587038161469252,0,4096,0.09213807963148923,1.0,0.999755859375,75.164306640625
main,0,1e-06,2,0.3385318486896931,30000,8,2.99904081426556,2.99904081426556,3.3132847406281205,0.3142439263625607,2.684796887902999,0.03955078125,0.35126181391169065,0.733642578125,-26.718703342877667,0,4096,0.007332617428886579,1.0,1.0,286.93359375
main,0,1e-06,2,0.3385318486896931,30000,16,3.997678683461632,3.997678683461632,4.49623872489178,0.49856004143014854,3.4991186420314833,0.064453125,0.5966855070480895,0.733642578125,-26.718703342877667,0,4096,0.02000630591140773,1.0,1.0,286.93359375
main,0,1e-06,2,0.3385318486896931,30000,32,4.992427578736407,4.992427578736407,5.632029845398663,0.6396022666622558,4.352825312074152,0.083251953125,0.8259817774845082,0.733642578125,-26.718703342877667,0,4096,0.09869356077272684,1.0,1.0,286.93359375
main,0,1e-06,3,0.3465318486896931,0,8,2.9993464780137975,2.9993464780137975,5.994935507461548,2.9955890294477507,0.0037574485660467616,0.876708984375,2.9999806621697496,0.0,-0.4111378241339217,0,4096,0.00622107343111189,0.0,0.0,0.0
main,0,1e-06,3,0.3465318486896931,0,16,3.9980458527873255,3.9980458527873255,7.978138575876775,3.9800927230894496,0.01795312969787588,0.937744140625,3.9999992653138405,0.0,-0.4111378241339217,0,4096,0.02121382504727265,0.0,0.0,0.0
