trajectory,s0,common_mean,common_theory,k0_positive_fraction_w256,k0_positive_fraction_w4096,k1_positive_fraction_w256,k1_positive_fraction_w4096,k2_positive_fraction_w256,k2_positive_fraction_w4096,k3_positive_fraction_w256,k3_positive_fraction_w4096,k4_positive_fraction_w256,k4_positive_fraction_w4096,k5_positive_fraction_w256,k5_positive_fraction_w4096,k6_positive_fraction_w256,k6_positive_fraction_w4096,k7_positive_fraction_w256,k7_positive_fraction_w4096,k8_positive_fraction_w256,k8_positive_fraction_w4096
232,-0.5316729741035433,1.216088457558139,1.1942327179468006,1.0,1.0,0.84375,1.0,0.6875,1.0,0.5703125,0.75,0.5234375,0.5,0.5,0.5,0.3671875,0.25,0.0078125,0.0,0.0,0.0
233,-37.48791072652651,1.2031586059345112,1.1942327179468006,1.0,1.0,0.8359375,1.0,0.671875,1.0,0.5625,0.875,0.546875,0.75,0.4765625,0.5,0.3125,0.0,0.0,0.0,0.0,0.0
234,-2.6379506955108987,1.2022765611244424,1.1942327179468006,1.0,1.0,0.8046875,1.0,0.703125,0.875,0.5625,0.75,0.5234375,0.75,0.4921875,0.5,0.3359375,0.0,0.015625,0.0,0.0,0.0
235,-1.5314550513959606,1.195918635566399,1.1942327179468006,1.0,1.0,0.78125,1.0,0.6875,1.0,0.5390625,0.625,0.5,0.5,0.46875,0.375,0.3203125,0.0,0.0078125,0.0,0.0,0.0
236,0.26313889436820803,1.193549117249899,1.1942327179468006,1.0,1.0,0.8359375,1.0,0.71875,1.0,0.546875,0.75,0.5390625,0.5,0.484375,0.25,0.34375,0.0,0.0,0.0,0.0,0.0
237,0.4658044794465968,1.203366028755879,1.1942327179468006,1.0,1.0,0.7890625,1.0,0.6796875,1.0,0.546875,0.5,0.4921875,0.5,0.4453125,0.5,0.359375,0.125,0.0078125,0.0,0.0,0.0
238,-0.3911081613384622,1.200629547334346,1.1942327179468006,1.0,1.0,0.859375,1.0,0.6953125,1.0,0.53125,0.75,0.46875,0.5,0.4375,0.375,0.2890625,0.0,0.0,0.0,0.0,0.0
239,-0.253250368824031,1.1888606817544958,1.1942327179468006,1.0,1.0,0.8125,0.875,0.6640625,0.875,0.515625,0.625,0.46875,0.5,0.453125,0.375,0.296875,0.0,0.0,0.0,0.0,0.0
240,-3.301186001312625,1.1809597856037146,1.1942327179468006,1.0,1.0,0.7734375,1.0,0.65625,0.875,0.5234375,0.5,0.4765625,0.375,0.3984375,0.25,0.28125,0.0,0.0,0.0,0.0,0.0
241,-0.8629173132721059,1.2071391775738265,1.1942327179468006,1.0,1.0,0.828125,1.0,0.703125,1.0,0.5703125,0.625,0.53125,0.625,0.4921875,0.5,0.3828125,0.125,0.0078125,0.0,0.0,0.0
242,28.95122216832775,1.203372023476147,1.1942327179468006,1.0,1.0,0.8671875,1.0,0.71875,1.0,0.546875,0.875,0.5234375,0.625,0.4921875,0.625,0.3671875,0.0,0.0,0.0,0.0,0.0
243,-0.5802807193753432,1.1829190545380055,1.1942327179468006,1.0,1.0,0.7890625,1.0,0.6484375,1.0,0.5390625,0.625,0.4765625,0.375,0.421875,0.125,0.2734375,0.0,0.0,0.0,0.0,0.0
244,0.538236597671176,1.2090829600419528,1.1942327179468006,1.0,1.0,0.8515625,1.0,0.7265625,1.0,0.6015625,1.0,0.5703125,0.625,0.546875,0.5,0.3828125,0.0,0.0,0.0,0.0,0.0
245,0.28934662592439064,1.1945976298678869,1.1942327179468006,1.0,1.0,0.7578125,1.0,0.65625,1.0,0.53125,0.75,0.515625,0.625,0.4765625,0.25,0.3359375,0.0,0.0,0.0,0.0,0.0
246,-2.0121421282426666,1.199413780284602,1.1942327179468006,1.0,1.0,0.78125,1.0,0.6484375,1.0,0.5625,0.625,0.5078125,0.625,0.4765625,0.375,0.3515625,0.0,0.0,0.0,0.0,0.0
247,0.40315802970563164,1.182825586908188,1.1942327179468006,1.0,1.0,0.796875,1.0,0.609375,0.875,0.4765625,0.625,0.4609375,0.5,0.40625,0.375,0.296875,0.0,0.0,0.0,0.0,0.0
248,1.3438035573555014,1.1997624080315368,1.1942327179468006,1.0,1.0,0.8125,1.0,0.7109375,1.0,0.6171875,0.75,0.5703125,0.5,0.5,0.25,0.2890625,0.0,0.0,0.0,0.0,0.0
249,-13.084713147911446,1.179008354042593,1.1942327179468006,1.0,1.0,0.7734375,1.0,0.6171875,0.875,0.4453125,0.5,0.421875,0.5,0.3828125,0.125,0.296875,0.0,0.0,0.0,0.0,0.0
250,-0.026124073362804978,1.2185689179683576,1.1942327179468006,1.0,1.0,0.84375,1.0,0.7265625,1.0,0.6171875,0.75,0.5546875,0.75,0.53125,0.625,0.4375,0.125,0.0078125,0.0,0.0,0.0
251,-1.8214201958275438,1.2101072603973184,1.1942327179468006,1.0,1.0,0.78125,1.0,0.6484375,1.0,0.5859375,0.875,0.5625,0.75,0.5078125,0.625,0.3984375,0.0,0.0078125,0.0,0.0,0.0
252,-0.3280827323891712,1.1642321399230733,1.1942327179468006,1.0,1.0,0.734375,1.0,0.6015625,1.0,0.5,0.125,0.4609375,0.0,0.3984375,0.0,0.2109375,0.0,0.0,0.0,0.0,0.0
253,-0.12047662346287638,1.1959540016529682,1.1942327179468006,1.0,1.0,0.8046875,1.0,0.6640625,1.0,0.5546875,0.75,0.5234375,0.5,0.5,0.375,0.3359375,0.0,0.0,0.0,0.0,0.0
254,0.24469057698167218,1.18933689944019,1.1942327179468006,1.0,1.0,0.796875,1.0,0.6640625,1.0,0.546875,0.5,0.5,0.5,0.4453125,0.375,0.3125,0.0,0.0,0.0,0.0,0.0
255,-0.13602383200654164,1.1933854953591398,1.1942327179468006,1.0,1.0,0.84375,1.0,0.7109375,1.0,0.5859375,0.75,0.5234375,0.5,0.453125,0.25,0.296875,0.0,0.0,0.0,0.0,0.0
