model,seed,rmse,mae,r2
quantiles,530025,0.07436915387231104,0.06655309085343226,0.3086536190395657
quantiles,530026,0.10141879452175455,0.08944697920974949,-0.2857214852807337
quantiles,530027,0.0834663026119107,0.07670100167571792,0.12917204103711877
quantiles,530028,0.08579577954832962,0.07799365786060888,0.07988552646180325
quantiles,530029,0.08976667751854245,0.07974639276570436,-0.0072570490897492235
quantiles,530030,0.08762535045089835,0.07252415964185402,0.0402247447946561
quantiles,530031,0.08955514362442822,0.07047028119638088,-0.002515468698995882
quantiles,530032,0.08723456280338526,0.0769312643988932,0.04876638156277924
quantiles,530033,0.07678114601712718,0.06896620804193851,0.2630819520370743
quantiles,530034,0.08404559022697652,0.07390898597250202,0.11704234542489356
quantiles,530035,0.09637417627021305,0.07851767246835784,-0.16099773147026197
quantiles,530036,0.1038990884952733,0.09519624357634793,-0.3493775737685787
quantiles,530037,0.08419480941400186,0.07619613616985202,0.11390425846748808
quantiles,530038,0.07403506904143609,0.06218337404512525,0.31485106900372395
quantiles,530039,0.08951596796448259,0.07925627009641678,-0.0016385650772841043
quantiles,530040,0.0887555026015363,0.07831340986446403,0.015307594743585118
quantiles,530041,0.08267573407658277,0.07108595888018539,0.1455903743622714
quantiles,530042,0.08656016414082428,0.0778233687447342,0.06341724798919479
quantiles,530043,0.10654181872997999,0.09450659493026203,-0.41889489228648946
quantiles,530044,0.08462451545152469,0.07200561681552368,0.1048364230743325
quantiles,530045,0.08354566711380638,0.07470301857861125,0.12751518831363118
quantiles,530046,0.08904615612204507,0.07693453308232258,0.008847759986046921
quantiles,530047,0.08545956956673603,0.07560490276566383,0.08708274618352563
constant,530000,0.08944271909999159,0.08,0.0
constant,530001,0.08944271909999159,0.08,0.0
constant,530002,0.08944271909999159,0.08,0.0
constant,530003,0.08944271909999159,0.08,0.0
constant,530004,0.08944271909999159,0.08,0.0
constant,530005,0.08944271909999159,0.08,0.0
constant,530006,0.08944271909999159,0.08,0.0
constant,530007,0.08944271909999159,0.08,0.0
constant,530008,0.08944271909999159,0.08,0.0
constant,530009,0.08944271909999159,0.08,0.0
constant,530010,0.08944271909999159,0.08,0.0
constant,530011,0.08944271909999159,0.08,0.0
constant,530012,0.08944271909999159,0.08,0.0
constant,530013,0.08944271909999159,0.08,0.0
constant,530014,0.08944271909999159,0.08,0.0
constant,530015,0.08944271909999159,0.08,0.0
constant,530016,0.08944271909999159,0.08,0.0
constant,530017,0.08944271909999159,0.08,0.0
constant,530018,0.08944271909999159,0.08,0.0
constant,530019,0.08944271909999159,0.08,0.0
constant,530020,0.08944271909999159,0.08,0.0
constant,530021,0.08944271909999159,0.08,0.0
constant,530022,0.08944271909999159,0.08,0.0
constant,530023,0.08944271909999159,0.08,0.0
constant,530024,0.08944271909999159,0.08,0.0
constant,530025,0.08944271909999159,0.08,0.0
constant,530026,0.08944271909999159,0.08,0.0
constant,530027,0.08944271909999159,0.08,0.0
constant,530028,0.08944271909999159,0.08,0.0
constant,530029,0.08944271909999159,0.08,0.0
constant,530030,0.08944271909999159,0.08,0.0
constant,530031,0.08944271909999159,0.08,0.0
constant,530032,0.08944271909999159,0.08,0.0
constant,530033,0.08944271909999159,0.08,0.0
constant,530034,0.08944271909999159,0.08,0.0
constant,530035,0.08944271909999159,0.08,0.0
constant,530036,0.08944271909999159,0.08,0.0
constant,530037,0.08944271909999159,0.08,0.0
constant,530038,0.08944271909999159,0.08,0.0
constant,530039,0.08944271909999159,0.08,0.0
constant,530040,0.08944271909999159,0.08,0.0
constant,530041,0.08944271909999159,0.08,0.0
constant,530042,0.08944271909999159,0.08,0.0
constant,530043,0.08944271909999159,0.08,0.0
constant,530044,0.08944271909999159,0.08,0.0
constant,530045,0.08944271909999159,0.08,0.0
constant,530046,0.08944271909999159,0.08,0.0
constant,530047,0.08944271909999159,0.08,0.0
analytic,530000,0.013535392540043389,0.011174233597672598,0.9770991435983672
analytic,530001,0.008936120629094272,0.006875760104945672,0.9900182185127845
analytic,530002,0.014748798809431791,0.011573176968165969,0.9728091167098629
analytic,530003,0.014091500039820086,0.013090525128002281,0.9751787033284688
analytic,530004,0.007131049059636107,0.006606496335560763,0.9936435174136329
analytic,530005,0.009254930327577071,0.008379256180572989,0.9892932830789618
analytic,530006,0.00954076910582517,0.007740746846136307,0.9886217156086665
analytic,530007,0.013605103002431899,0.010125533110755022,0.9768626465366523
analytic,530008,0.0025628442009826254,0.0018847598430750817,0.9991789787001862
analytic,530009,0.009437885992653066,0.008982202790574281,0.9888657884987104
analytic,530010,0.009071234791481045,0.008586427340781605,0.989714087419728
analytic,530011,0.004183301748936707,0.0034016263087881943,0.9978124983096679
analytic,530012,0.01174960316932056,0.011071103511405694,0.9827433531704365
analytic,530013,0.015654144093900903,0.013580068791162692,0.9693684715859234
analytic,530014,0.011033009207239028,0.010811060583300669,0.9847840884791224
analytic,530015,0.013640579893823371,0.010916166099691468,0.9767418225200277
analytic,530016,0.007962793688872332,0.006043989197343641,0.9920742395835569
analytic,530017,0.016454529321684803,0.01460404827252866,0.9661560581002269
analytic,530018,0.015577792344093722,0.012175831460252307,0.9696665482105369
analytic,530019,0.0088626482420262,0.008417812723948245,0.9901816832672637
analytic,530020,0.0029636687255881226,0.0026919295607125554,0.9989020834606214
analytic,530021,0.011051248002301834,0.006570835202605971,0.9847337396989525
analytic,530022,0.013971568655063013,0.009166848567140992,0.9755994086646076
analytic,530023,0.01054531158079403,0.009388010709097075,0.9860995504579965
analytic,530024,0.008289983947886609,0.007481490993709358,0.9914095207679728
analytic,530025,0.010454132102498105,0.009241571146895597,0.9863388902479399
analytic,530026,0.009050895402142127,0.0069937110675767356,0.9897601615524353
analytic,530027,0.005910260147459938,0.005353217184208281,0.9956336031236683
analytic,530028,0.006887530088325703,0.006425067243021831,0.9940702411603011
analytic,530029,0.012078268021250269,0.008719505613955084,0.9817644302008554
analytic,530030,0.007815177695000715,0.007333233524050367,0.9923653746994454
analytic,530031,0.011339104200468355,0.00891211717637734,0.9839280894913651
analytic,530032,0.007422181897951705,0.005826626432047663,0.9931139019842148
analytic,530033,0.013051981162476241,0.008687614265549315,0.9787057234667956
analytic,530034,0.013634530264963671,0.011992872787955161,0.9767624480567237
analytic,530035,0.014057050044823372,0.013390307171595325,0.9752999180046664
analytic,530036,0.011738568044954085,0.01087723205424422,0.9827757525317479
analytic,530037,0.021343071971158714,0.019401679670175476,0.9430591598542424
analytic,530038,0.005790870267840983,0.004929482344412844,0.9958082276926294
analytic,530039,0.005786472694887922,0.004836067272493597,0.9958145917189145
analytic,530040,0.008169045214216977,0.006612427693042655,0.9916583375360098
analytic,530041,0.009905686250357357,0.009337233251647509,0.9877346724886852
analytic,530042,0.01876090995975556,0.014087090552412015,0.9560035321852431
analytic,530043,0.01714330960498519,0.014304759374815276,0.9632633669734528
analytic,530044,0.01622303457047916,0.015138706861565154,0.9671016436656298
analytic,530045,0.008858154635632897,0.00784632195675676,0.9901916370564019
analytic,530046,0.009273438152020724,0.0067653800261978925,0.9892504181050809
analytic,530047,0.012485696341798925,0.00933652885124378,0.9805134233575487
