model,seed,rmse,mae,r2
tm_instant,530030,0.07981552832820253,0.06245979725377926,0.20368517971123734
tm_instant,530031,0.10567883220864976,0.0875093445169406,-0.39600194712299386
tm_instant,530032,0.09215204798357786,0.07754340880846179,-0.06149999344595436
tm_instant,530033,0.08320170771703422,0.06968749579237239,0.1346844791211511
tm_instant,530034,0.08604918811416754,0.0797067805422825,0.0744421531115762
tm_instant,530035,0.10238169338582098,0.09161366298009227,-0.3102513925685324
tm_instant,530036,0.09844841973490101,0.09249938103983785,-0.21151141853740585
tm_instant,530037,0.09106661559406075,0.08179370096465084,-0.03664105946955343
tm_instant,530038,0.07924260609724261,0.06606293944387424,0.21507617236465604
tm_instant,530039,0.09381580639638289,0.0798374512175864,-0.10017569122544945
tm_instant,530040,0.08708300912272209,0.0780336973423667,0.05206869026648775
tm_instant,530041,0.07419993866690837,0.06583184311386316,0.31179613772837955
tm_instant,530042,0.0737111026181481,0.07006155339950246,0.3208341688521049
tm_instant,530043,0.10749468261372294,0.10173240066429033,-0.4443883487781288
tm_instant,530044,0.08157776118743047,0.0704147029113642,0.16813360995582038
tm_instant,530045,0.0923382783920941,0.08106664086079195,-0.0657947070519842
tm_instant,530046,0.09043474450511653,0.07687883556087105,-0.022305376713213088
tm_instant,530047,0.07741725584133059,0.06833206107506616,0.25082106224974554
quantiles,530000,0.08671558291418253,0.07995263964359164,0.060050959981691854
quantiles,530001,0.09924789547099931,0.08726177344045945,-0.23126809442780072
quantiles,530002,0.08345593177390843,0.07524247508222458,0.1293884314685927
quantiles,530003,0.08861065358835132,0.06873161548162471,0.018519008830650274
quantiles,530004,0.08241287003615759,0.07395753262553875,0.1510148565504249
quantiles,530005,0.0835302493076867,0.07154712498338799,0.1278371813244633
quantiles,530006,0.08730111695306299,0.07106959842714558,0.04731437234345226
quantiles,530007,0.08527015261860241,0.07629307421034198,0.09112513405003175
quantiles,530008,0.08912019657410374,0.07644601377197698,0.007198820324138655
quantiles,530009,0.08958011335415748,0.077585904398012,-0.0030745885679628326
quantiles,530010,0.09129503139403007,0.07529844973210804,-0.041847844654616884
quantiles,530011,0.07863540610975174,0.06996710462792972,0.2270591132443024
quantiles,530012,0.08979054380216793,0.07942492542634999,-0.007792719536129589
quantiles,530013,0.08659216105720208,0.07873945522460564,0.06272470543044695
quantiles,530014,0.07970292017514055,0.07270895554383733,0.2059305644443966
quantiles,530015,0.09313087776929548,0.0831517131589657,-0.08417004925993177
quantiles,530016,0.09312025673144991,0.07916333382362178,-0.08392277671639281
quantiles,530017,0.08973184952811449,0.07742841914837285,-0.006475602467022501
quantiles,530018,0.0877637551407759,0.08260804962830699,0.03719041044874127
quantiles,530019,0.09187621052918848,0.0780736361295822,-0.05515475765047051
quantiles,530020,0.08249864921949537,0.07808287311304418,0.14924660961983205
quantiles,530021,0.08796010570443516,0.07880315905034449,0.03287747555807419
quantiles,530022,0.09308872128559986,0.08487702687672088,-0.08318875382351165
quantiles,530023,0.08992933482229125,0.08042563180305011,-0.01091065769747046
quantiles,530024,0.07704452232632998,0.06183457841869494,0.25801769743845526
